na,candidate_name,party,votes,rank
NA-136,Riaz ul Haq Jujj,PML-N,127806,1
NA-136,Rao Hassan Sikandar,Independent,80191,2
NA-136,Munawar Javed,TLP,11978,3
NA-136,Masood Shafqat,Independent,9427,4
NA-136,Mehar Abdul Sattar,Independent,9374,5
NA-136,Sajjad Ul Hassan,PPP,8697,6
NA-136,Babar Rashid,JIP,3891,7
NA-136,Muhammad Saleem Sadiq,Independent,2373,8
NA-136,Rao Abdul Khaliq Khan,Independent,1261,9
NA-136,Hafeez Ullah Khan,PMML,1060,10
NA-136,Khalil Ur Rehman,KI,744,11
NA-136,Muhammad Ashraf Khan,Independent,289,12
NA-136,Ch Muhammad Abdullah Tahir,Independent,246,13
NA-136,Ali Hassan,PAT,216,14
NA-136,Muhammad Arshad Iqbal,Independent,186,15
NA-136,Zahid Hussain,Independent,139,16
NA-136,Azam Ali Habib,Independent,93,17
NA-136,Zaeem Ud Din Abid,MJAH,73,18
NA-136,Noor Ul Ain Rai,Independent,69,19
