na,candidate_name,party,votes,rank
NA-242,Syed Mustafa Kamal,MQM-P,71727,1
NA-242,Dawa Khan Sabir,Independent,53770,2
NA-242,Qadir Khan Mandokhel,PPP,17464,3
NA-242,Fazal Ahad,JIP,13706,4
NA-242,Muhammad Sajid,TLP,13547,5
NA-242,Ghulam Shoaib,PML-N,11894,6
NA-242,Muhammad Anwar Khan Tareen,Independent,1771,7
NA-242,Abdur Rahman,SKQM,1291,8
NA-242,Arshad Suhail,ANP,725,9
NA-242,Gul Faraz,PRP,437,10
NA-242,Abdul Waheed Abid,PMML,403,11
NA-242,Asad Ullah,Independent,380,12
NA-242,Haider Ali,Independent,336,13
NA-242,Ghulam Muhammad Banglani,Independent,266,14
NA-242,Fayyaz Naseem,Independent,159,15
NA-242,Muhammad Masood Khan,Independent,153,16
NA-242,Nasir Khan,Independent,144,17
NA-242,Muhammad Siddiq,HQMP,133,18
NA-242,Liaquat Ali Afridi,Independent,122,19
NA-242,Bakhtiyar Ali,IPP,121,20
NA-242,Muhammad Saleem,Independent,110,21
NA-242,Hafiz Syed Habib Shah,Independent,74,22
NA-242,Muhammad Younis,PML-C,74,23
NA-242,Sarwat Israr,Independent,60,24
NA-242,Hazrat Umar,PMA,52,25
NA-242,Ashfaq Hussain,Independent,35,26
NA-242,Mohsin Abbas,Independent,34,27
NA-242,Muhmmad Essa Achakzai,PNAP,31,28
NA-242,Shabbir Ahmad Anjum,PDQM,16,29
