na,candidate_name,party,votes,rank
NA-223,Haji Rasool Bakhsh Chandio,PPP,115299,1
NA-223,Muhammad Hassam Mirza,GDA,78711,2
NA-223,Maulana Fateh Muhammad,JUI-F,5829,3
NA-223,Sardar Kamal Khan Chang,Independent,5250,4
NA-223,Muhammad Qasim Jakhro,TLP,3754,5
NA-223,Aziz Ullah Dero,Independent,2566,6
NA-223,Fehmida Mirza,Independent,2471,7
NA-223,Muhammad Musa Mallah,JIP,2078,8
NA-223,Muhammad Anwar,PMML,1451,9
NA-223,Zulfiqar Ali Mirza,Independent,672,10
NA-223,Ghulam Qadir,Independent,618,11
NA-223,Paras,MQM,578,12
NA-223,Gulzar Ahmed,Independent,543,13
NA-223,Sajjad Ali,Independent,446,14
NA-223,Asad Kamal Khan Chang,Independent,154,15
NA-223,Kamran,Independent,119,16
