na,candidate_name,party,votes,rank
NA-259,Haji Malik Shah Gorgaij,PPP,40778,1
NA-259,Abdul Malik Baloch,NP,22313,2
NA-259,Waja Hussain Wadela Baloch,HDT,21352,3
NA-259,Yaqoob Bizenjo,Independent,20613,4
NA-259,Syed Ehsan Shah,BNP,5493,5
NA-259,Saeed Faiz Baloch,BNP-A,572,6
NA-259,Fida Ahmed,Independent,476,7
NA-259,Qasim,Independent,422,8
NA-259,Ayaz Qadir,Independent,401,9
NA-259,Khalid Waleed Saifi,JUI-F,253,10
NA-259,Kauda Babar,BAP,214,11
NA-259,Barkat Ali,Independent,167,12
NA-259,Naveed Jan Baloch,Independent,148,13
NA-259,Raheem Imam Bakhsh,Independent,144,14
NA-259,Salman,Independent,66,15
NA-259,Khalil Baloch,Independent,59,16
NA-259,Syed Taimoor Shah,Independent,53,17
NA-259,Hafeez Ullah,Independent,35,18
NA-259,Saeed Ahmed,MJAH,18,19
