na,candidate_name,party,votes,rank
NA-15,Alhaj   Syed Qasim Shah,Independent,9662,4
NA-15,Niaz   Muhammad,Independent,1014,5
NA-16,Muhammad Nawaz Khan,PML-N,17242,1
NA-16,Alam Zeb Khan,JUI-S,12677,2
NA-16,Sardar Malik Jan Muhammad,PAP,4928,3
NA-17,Aurangzeb,Independent,10686,1
NA-17,Maulana Abdul Baqi,PML-N,8204,2
NA-17,Haji Misar Khan Malik,JUI-F,1544,3
NA-17,Muhammad Siraf,Independent,1410,4
NA-17,Gul Dad,PPP,803,5
NA-17,Saif Ur Rehman,Independent,342,6
NA-17,Haji Fazal Rehman,PPP-SB,242,7
NA-18,Alhaj   Sardar Umar Farooq Khan,PML-N,74486,1
NA-18,Moulana Fazal Ur Rehman,Independent,53948,2
NA-18,Fazal   Karim Khan Kundi,Independent,16720,3
NA-18,Imran   Khan Niazi,PTI,6001,4
NA-18,Khalifa Abdul Qayuum,Independent,5184,5
NA-18,Musarrat Shaheen,Independent,3131,6
NA-18,Haji   Sanaullah Khan,Independent,2799,7
NA-18,Amin   Ullah Khan (RTD),Independent,2764,8
NA-18,Ghulam   Abbas Shah Advocate (RTD),Independent,1679,9
NA-18,Malik   Salahuddin,Independent,1212,10
NA-18,Nawabzada Saadat Khan,Independent,1038,11
NA-18,Muhammad Tariq Arbab,Independent,952,12
NA-19,Malik Nasir Khan,PML-N,19070,1
NA-19,Moulana Naseeb Ali Shah,JUI-F,17902,2
NA-19,Malik Riaz Khan,Independent,8626,3
NA-19,Pir Syed Abbas Shah,Independent,8469,4
NA-19,Muhammad Zubair Khan,PTI,5229,5
NA-19,Abdur Rab Khan,Independent,1413,6
NA-19,Attaullah Jan,Independent,1160,7
NA-19,Sher Ali Baz Khan,Independent,637,8
NA-19,Muhammad Ali Khan,HPG,425,9
NA-19,Noor Jehan Begum,PPP-SB,345,10
NA-20,Muhammad Kabir Khan Marwat,PML-N,35772,1
NA-20,Anwar   Saif Ullah Khan,PML-J,35419,2
NA-20,Amir   Nawaz Khan Advocate,JUI-F,6571,3
NA-20,Gulo   Khan,Independent,3076,4
NA-20,Salim   Saifullah Khan,Independent,1443,5
NA-20,Moulvi   Ahmad Jan Ghazanvi,Independent,1043,6
NA-20,Asif   Saleem,Independent,1005,7
NA-20,Amanullah Khan Maidad Khel,Independent,476,8
NA-20,Munawar Khan Advocate,Independent,237,9
NA-21,Mian Gul Aurang Zeb,PML-N,25018,1
NA-21,Faqir   Muhammad Khan,ANP,14402,2
NA-21,Imran   Khan,PTI,10716,3
NA-21,Javed   Iqbal,PPP,7593,4
NA-21,Moulana Ubaid Ur Rehman,JUI-F,2740,5
NA-21,Abdul   Wadood alias Ayeen Khan,Independent,746,6
NA-21,Wzir   Zada,Independent,465,7
NA-22,Shujat Ali Khan,PML-N,25142,1
NA-22,Muhammad Ali Khan Advocate,ANP,11297,2
NA-22,Shahzad Gujjar,Independent,9729,3
NA-22,Dost   Muhammad Khan,PPP,8909,4
NA-22,Doctor   Mehboor Ur Rehman,Independent,5908,5
NA-22,Molvi   Abdur Raheem,JUI-F,4746,6
NA-22,Mian   Hassan,Independent,2448,7
NA-22,Abdul   Wadood alias Kaki Jan,PTI,1024,8
NA-22,Haji   Muhammad Amin,PAP,912,9
NA-23,Abdul Mateen Khan,ANP,22662,1
NA-23,Fanoos Gujjar,PAP,15204,2
NA-23,Muhammad Sahrab Khan,PPP,13553,3
NA-23,Taj Muhammad Khan,Independent,7772,4
NA-23,Moulana Fazal e Wadood,JUI-F,3352,5
NA-23,Amir ul Aman,PTI,2390,6
NA-24,Shahzada Mohi Ud Din,PML-N,24302,1
NA-24,Major   (R) Ahmad Saeed Khan,PPP,12222,2
NA-24,Allah   Dad,PPP-SB,6977,3
NA-24,Molvi   Abdul Hamid Khan,JUI-F,6538,4
NA-25,Inayat Khan,PML-N,23328,1
NA-25,Najam   ud Din,PPP,16370,2
NA-25,Muhammad Ghulam Advocate,Independent,4156,3
NA-25,Muhammad Anwar Khan Advocate,Independent,665,4
NA-25,Mir   Habib Jan,Independent,557,5
NA-25,Iftikhar Ahmad,Independent,472,6
NA-25,Akhundzada Baharawar Said,Independent,395,7
NA-26,Alhaj Muhammad Khan,PML-N,33477,1
NA-26,Muhammad Humayun Khan,PPP,22413,2
NA-26,Zamin Ahmad Khan,Independent,4812,3
NA-26,Zafar Khan,PAP,3828,4
NA-26,Mian Atta Ur Rehman,PTI,2246,5
NA-26,Alamgir Khan,Independent,989,6
NA-27,Baroz Khan,Independent,8725,1
NA-27,Abdur Rehman,Independent,5628,2
NA-27,Ghulam Muhammad Sadiq,Independent,4702,3
NA-27,Tahir Akhtar,Independent,3872,4
NA-27,Mehruban Shah,Independent,3516,5
NA-27,Qadar Gul,Independent,3254,6
NA-27,Manzoor,Independent,2660,7
NA-27,Sher Zada,Independent,2324,8
NA-27,Muhammad Saeed,Independent,1714,9
NA-27,Nayyar   Zaman,Independent,1423,10
NA-27,Said Qahar,Independent,1325,11
NA-27,Muhammad Zahir Shah,Independent,1039,12
NA-27,Fazal Subhan,Independent,877,13
NA-27,Zahir Shah Gurbaz,Independent,694,14
NA-27,Gul Badshah,Independent,564,15
NA-27,Swat Khan,Independent,441,16
NA-27,Ghulam Qadir,Independent,371,17
NA-27,Abdul Wahid,Independent,286,18
NA-27,Zareen Khan,Independent,265,19
NA-27,Azmat Khan,Independent,240,20
NA-27,Zahir Shah,Independent,194,21
NA-27,Hussain Shah,Independent,158,22
NA-27,Bakhat Muhammad,Independent,155,23
NA-27,Rooman,Independent,148,24
NA-27,Amin Ul Haq,Independent,146,25
NA-27,Ilyas Khan,Independent,142,26
NA-27,Atta Ullah,Independent,136,27
NA-27,Bakhat Jamal,Independent,104,28
NA-27,Jahangir,Independent,84,29
NA-27,Haroon,Independent,77,30
NA-27,Iqbal,Independent,55,31
NA-27,Javed Yousif,Independent,31,32
NA-28,Zarin Khan Mengal,Independent,36275,1
NA-28,Sayed Sajjad Hussain Mian,Independent,22384,2
NA-28,Coloner (R) Syed Sajjad Hussain,Independent,18759,3
NA-28,Haji Kamal Hussain,Independent,15835,4
NA-28,Sher Muhammad,Independent,6425,5
NA-28,Salah Uddin,Independent,6362,6
NA-28,Syed Altaf Hussain,Independent,2953,7
NA-28,Haji Muqarab Hussain,Independent,2842,8
NA-28,Malik   Multan,Independent,2311,9
NA-28,Syed Yousif Hussain,Independent,2270,10
NA-28,Shamal Sayed Mian,Independent,1255,11
NA-28,Shaukat Hussain,Independent,1081,12
NA-28,Haji Raheem Khan,Independent,939,13
NA-28,Malik   Muhammad Naseer Khan,Independent,831,14
NA-28,Asghar Hussain,Independent,583,15
NA-28,Muhammad Hussain S/O Ali Hussain,Independent,504,16
NA-28,Tariq Hussain,Independent,349,17
NA-28,Haji Sardar Khan,Independent,344,18
NA-28,Mehdi   Hussain,Independent,312,19
NA-28,Mohabat Khan Bangash,Independent,288,20
NA-28,Allaudin,Independent,241,21
NA-28,Syed Sadiq Ali Shah,Independent,217,22
NA-28,Malik   Mohabat Khan,Independent,192,23
NA-28,Ghadir   Hussain,Independent,157,24
NA-28,Nazir   Hussain Hazara,Independent,130,25
NA-28,Ali Muhammad,Independent,86,26
NA-28,Haji Ghani ur Rehman,Independent,83,27
NA-28,Niaz   Muhammad,Independent,82,28
NA-28,Zarman Khan,Independent,79,29
NA-28,Dawood Khan,Independent,77,30
NA-28,Zawar Jan,Independent,72,31
NA-28,Malik   Zafar Khan,Independent,70,32
NA-28,Muhammad Hussain S/O Haji Ali Raza,Independent,68,33
NA-28,Rishman Khan,Independent,61,34
NA-28,Haji Gulbat Khan,Independent,58,35
NA-28,Haji Mansab Ali Khan,Independent,57,36
NA-28,Abdul Bari,Independent,57,37
NA-28,Khaista Jan,Independent,53,38
NA-28,Syed Sarfaraz Ali Shah,Independent,52,39
NA-28,Habib Jan,Independent,47,40
NA-28,Malik   Gul Akbar,Independent,47,41
NA-28,Haji Faza Maula,Independent,42,42
NA-28,Munir   Khan,Independent,41,43
NA-28,Shah Wali,Independent,40,44
NA-28,Mula   Jan S/O Qutub Din,Independent,39,45
NA-28,Malik   Machaki Khan,Independent,38,46
NA-28,Siyal Khan,Independent,37,47
NA-28,Habib Hussain,Independent,35,48
NA-28,Sabir Jan,Independent,35,49
NA-28,Wali   Khan,Independent,34,50
NA-28,Caption (R) Noor Afridi,Independent,31,51
NA-28,Rahmat Khan,Independent,30,52
NA-28,Farman   Ali,Independent,29,53
NA-28,Haji Muhammad Aslam Khan,Independent,27,54
NA-28,Haji Muzaffar Khan,Independent,26,55
NA-28,Warkhim Bas Shah,Independent,26,56
NA-28,Sayed Zahir Shah,Independent,25,57
NA-28,Umar Khan,Independent,25,58
NA-28,Haji Pir Badshah,Independent,25,59
NA-28,Doctor Gul Manan,Independent,24,60
NA-28,Malik   Ashraf Khan,Independent,24,61
NA-28,Haji Sher Hassan,Independent,23,62
NA-28,Muhammad Yousaf,Independent,23,63
NA-28,Tahir Hussain,Independent,22,64
NA-28,Malik   Hanif Jan,Independent,22,65
NA-28,Shah Noor,Independent,21,66
NA-28,Malik   Saif Ullah Khan Orazkzai,Independent,21,67
NA-28,Haji Hamid Khan,Independent,20,68
NA-28,Haji Sultan Muhammad,Independent,20,69
NA-28,Muhammad Habib Khan,Independent,20,70
NA-28,Doctor Abdul Janan,Independent,19,71
NA-28,Malik   Khaista Jan,Independent,19,72
NA-28,Said Aslam Khan,Independent,17,73
NA-28,Abdul Manan,Independent,16,74
NA-28,Muhammad Samar Din,Independent,16,75
NA-28,Haji Muhammad Sharif,Independent,15,76
NA-28,Haji Suhbat Khan Orakzai,Independent,14,77
NA-28,Haji Gul Said,Independent,14,78
NA-28,Dr. Muhammad Aslam Khan,Independent,14,79
NA-28,Ghulam   Nabi Khan,Independent,14,80
NA-28,Malik   Fakhar Zaman,Independent,13,81
NA-28,Akhundzada Muhammad Akram,Independent,13,82
NA-28,Arbab Khan,Independent,12,83
NA-28,Akbar Jan,Independent,12,84
NA-28,Hayat Khan,Independent,12,85
NA-28,Malik   Mehboob Ali Khan,Independent,12,86
NA-28,Malik   Hamza Khan,Independent,11,87
NA-28,Malik   Said Abbas,Independent,11,88
NA-28,Major   (R) Sabit Hussain,Independent,11,89
NA-28,Mula   Jan S/O Haji Hussain Jan,Independent,11,90
NA-29,Syed Munir Said,Independent,9714,1
NA-29,Muhammad Azad Gul,Independent,8096,2
NA-29,Muhammad Afzal,Independent,4012,3
NA-29,Khan   Afzal,Independent,3994,4
NA-29,Colonel (R) Aman Ullah Khan,Independent,3481,5
NA-29,Shah   Iran,Independent,2621,6
NA-29,Muhammad Nawaz,Independent,2447,7
NA-29,Muhammad Zarin,Independent,1540,8
NA-29,Muhammad Amin,Independent,861,9
NA-29,Spin   Gull,Independent,243,10
NA-30,Dindar,Independent,22721,1
NA-30,Muhammad Ajmal Khan,Independent,13376,2
NA-30,Said   Azam,Independent,4564,3
NA-30,Muhammad Sharif,Independent,2533,4
NA-30,Rehman   Gull,Independent,2142,5
NA-30,Noor   Jannat Gul,Independent,1807,6
NA-30,Mishar   Khan,Independent,924,7
NA-30,Khan   Azhar,Independent,667,8
NA-30,Muhammad Yaqoob Khan,Independent,239,9
NA-30,Samar   Gul,Independent,233,10
NA-30,Sherin   Akbar,Independent,205,11
NA-30,Muhammad Sher,Independent,174,12
NA-30,Muhammad Asghar Khan,Independent,154,13
NA-30,Muhammad Sharif Khan,Independent,123,14
NA-30,Syed   Mustafa Kamal,Independent,105,15
NA-30,Awaz   Khan,Independent,95,16
NA-30,Jehanzeb,Independent,84,17
NA-30,Said   Noor Khan,Independent,76,18
NA-30,Amal   Zar,Independent,72,19
NA-30,Mamoor   Khan,Independent,63,20
NA-30,Muhammad Hashim,Independent,55,21
NA-30,Jannat   Rehman,Independent,52,22
NA-30,Arsala   Khan,Independent,34,23
NA-30,Zarmali Khan,Independent,28,24
NA-30,Rasool   Din,Independent,27,25
NA-30,Nadir   Khan,Independent,12,26
NA-30,Nasrullah Khan,Independent,11,27
NA-31,Moulana Noor Muhammad,Independent,25604,1
NA-31,Alam   Jan Mahsud,Independent,15466,2
NA-31,Abdul   Qayoom,Independent,10060,3
NA-31,Raza   Khan,Independent,9308,4
NA-31,Moulana Muhammad Saleh Shah,Independent,4967,5
NA-31,Anwar   Kamal Wazir,Independent,4202,6
NA-31,Malik   Mirza Aalam Khan,Independent,2902,7
NA-31,Aziz   Ul Hussain Wazir,Independent,2534,8
NA-31,Saleem   Khan,Independent,1154,9
NA-31,Muhammad Zaman Mahsud,Independent,1063,10
NA-31,Haji   Dashat Khan,Independent,641,11
NA-31,Ghalib   Khan,Independent,496,12
NA-31,Muhammad Zaman,Independent,420,13
NA-31,Feroz   Khan,Independent,303,14
NA-31,Dilawar Khan,Independent,192,15
NA-31,Muhammad Amin Khan,Independent,139,16
NA-31,Maaz   Ullah Khan,Independent,131,17
NA-31,Abdul   Karim Khan Mahsud,Independent,120,18
NA-31,Khurshid Alam Khan,Independent,100,19
NA-31,Atlas   Khan,Independent,91,20
NA-31,Jalal   Khan,Independent,65,21
NA-31,Sardar   Hassan Khan,Independent,55,22
NA-31,Alamzeb Khan,Independent,50,23
NA-31,Babu   Khan,Independent,46,24
NA-31,Haji   Muhammad Kalam Khan,Independent,31,25
NA-32,Haji Lal Karim,Independent,14519,1
NA-32,Mian   Shah Jahan,Independent,8009,2
NA-32,Muhammad Dawood Khan,Independent,5631,3
NA-32,Busmillah Khan,Independent,5380,4
NA-32,Shahabuddin Khan,Independent,3748,5
NA-32,Haji   Gul Zada,Independent,2433,6
NA-32,Molvi   Abdul Haleem,Independent,2388,7
NA-32,Said   Abdul Manan Jan,Independent,1089,8
NA-32,Muhammad Akbar,Independent,727,9
NA-32,Malik   Mahboob Jan,Independent,680,10
NA-32,Umar   Khitab Sharifkhanvi,Independent,566,11
NA-32,Muhammad Nawaz Khan,Independent,565,12
NA-32,Engineer Afsar Khan,Independent,535,13
NA-32,Akhundzada Chattan,Independent,487,14
NA-32,Burhan   Uddin Khan,Independent,484,15
NA-32,Mian   Habib Ur Rehman,Independent,479,16
NA-32,Engineer Fazil Karim,Independent,400,17
NA-32,Khaista Gul,Independent,307,18
NA-32,Muhammad Ehsan Ullah,Independent,257,19
NA-32,Haji   Rehman,Independent,254,20
NA-32,Hazrat   Rasool,Independent,247,21
NA-32,Bashir   Ullah,Independent,191,22
NA-32,Muhammad Rahim,Independent,179,23
NA-32,Hafiz   Muhammad Jan,Independent,177,24
NA-32,Adam   Khan,Independent,170,25
NA-32,Shaibzada Bahauddin,Independent,142,26
NA-32,Malik   Khan Zaib,Independent,45,27
NA-33,Abdul Latif Afridi,Independent,16075,1
NA-33,Noor   Ul Haq Qadri,Independent,14745,2
NA-33,Malik   Darya Khan Zakha Khel,Independent,7270,3
NA-33,Engineer Noor Alam,Independent,6869,4
NA-33,Mian   Gull Afridi,Independent,5844,5
NA-33,Haji   Muhammad Shah Afridi,Independent,4634,6
NA-33,Rashid   Gul,Independent,3181,7
NA-33,Imran   Khan Afridi,Independent,2764,8
NA-33,Sahibzada Muhammad Umar Banori,Independent,2485,9
NA-33,Haji   Ahmad Khan Kukikhel,Independent,2203,10
NA-33,Faizullah Shah,Independent,1544,11
NA-33,Akhundzada Muhammad Anwar,Independent,1333,12
NA-33,Ali   Akbar,Independent,1063,13
NA-33,Pir   Roh Ullah Shah Banori,Independent,655,14
NA-33,Doctor   Nusrat Ali Afridi,Independent,584,15
NA-33,Saidara Hassan,Independent,362,16
NA-33,Malik   Waris Khan Afridi,Independent,343,17
NA-33,Khursheed Khan Afridi,Independent,320,18
NA-33,Abdul   Rafiq,Independent,282,19
NA-33,Haji   Nawab Khan,Independent,269,20
NA-33,Naveed   Kamal,Independent,266,21
NA-33,Afrasib Afridi,Independent,252,22
NA-33,Major   (R) Bakhat Hassan Shinwari,Independent,252,23
NA-33,Saif   Ur Rehman Shinwari,Independent,245,24
NA-33,Rafi   Ullah Shanwari,Independent,229,25
NA-33,Saidan   Shah Shanwari,Independent,184,26
NA-33,Ziarat   Khan Zakhakhel,Independent,121,27
NA-33,Muhammad Hashim Khan,Independent,90,28
NA-33,Akhtar   Jan,Independent,89,29
NA-33,Sharbat Ali,Independent,56,30
NA-33,Inayat   Ullah Afridi,Independent,51,31
NA-33,Khitab   Gul Afridi,Independent,22,32
NA-34,Haji Malik Baz Gul Afridi,Independent,16670,1
NA-34,Malik   Noor Sher,Independent,7057,2
NA-34,Said   Khan,Independent,5582,3
NA-34,Masood   Khan Afridi,Independent,4206,4
NA-34,Muhammad Nadir Shah,Independent,4045,5
NA-34,Syed   Shakir Ullah Shah,Independent,3189,6
NA-34,Said   Wazir Khan,Independent,2966,7
NA-34,Zahid   Shah Storiani,Independent,2554,8
NA-34,Haji   Muhammad Jan Khan Afridi,Independent,2209,9
NA-34,Ibrahim Afridi,Independent,1213,10
NA-34,Zahir   Shah,Independent,1090,11
NA-34,Malik   Haji Feroz,Independent,551,12
NA-34,Rool   Ul Amin,Independent,458,13
NA-34,Nasrullah,Independent,414,14
NA-34,Taj   Khan,Independent,294,15
NA-34,Ghulam   Hassan Afridi,Independent,281,16
NA-34,Malik   Taj Ali Afridi,Independent,152,17
NA-34,Muhammad Azam Afridi,Independent,116,18
NA-34,Khunai   Khel,Independent,90,19
NA-34,Malik   Haji Fteh Khan,Independent,88,20
NA-34,Malik   Said Ameer,Independent,87,21
NA-34,Tahoor   Ul Islam,Independent,77,22
NA-34,Abdul   Razzaq,Independent,48,23
NA-34,Qayoum   Khan,Independent,48,24
NA-34,Noor   Zaman,Independent,40,25
NA-34,Jana   Bahadur Khan,Independent,31,26
NA-34,Malik   Anayat Ullah Afridi,Independent,26,27
NA-34,Javed   Iqbal,Independent,23,28
NA-35,Syed Zafar Ali Shah,PML-N,64500,1
NA-35,Syed   Nayyar Hussain Bukhari,PPP,29847,2
NA-35,Imran   Khan,PML-N,5868,3
NA-35,Wasal   Ahmad Shahid,HPG,577,4
NA-35,Nadeem   Mukhtar Chaudhary,Independent,407,5
NA-36,Shahid Khaqan Abbasi,PML-N,65194,1
NA-36,Zaheer   Ud Din Babar Awan Advocate,PML-J,21768,2
NA-36,Javaid   Iqbal Satti,PPP,21386,3
NA-37,Chaudhary Muhammad Khurshid Zaman,PML-N,75567,1
NA-37,Raja   Parvaiz Ashraf,PPP,44511,2
NA-37,Malik   Khalid Mazhar,PTI,3291,3
NA-37,Zahoor   Alam Bhatti,PPP-SB,1251,4
NA-38,Sheikh Rasheed Ahmad,PML-N,72183,1
NA-38,Naheed   Khan,PPP,24714,2
NA-38,Badshah Mir Khan Afridi,Independent,6228,3
NA-38,Muhammad Akmal Mirza,PTI,3806,4
NA-38,Haji   Muhammad Salim Khan Cheema,Independent,669,5
NA-38,A.Z   Malik Abdul Hameed,Independent,150,6
NA-39,Muhammad Ijaz Ul Haq,PML-N,87392,1
NA-39,Raja   Shahid Zafar,PPP,31838,2
NA-39,Ch.   Zammurrad Hussain Advocate,PTI,5174,3
NA-39,Safia   Yameen,Independent,754,4
NA-39,Talib   Hussain Qureishi,JUP,188,5
NA-39,Syed   Imtiaz Hussain Bukhari,Independent,139,6
NA-40,Chaudhary Nisar Ali Khan,PML-N,79255,1
NA-40,Sardar   Shoaib Mumtaz Khan,PPP,41008,2
NA-40,Ch.   Ghulam Jillani,PTI,3588,3
NA-40,Abdul   Qadir Khan,HPG,1243,4
NA-41,Sheikh Aftab Ahmad,PML-N,67275,1
NA-41,Malik   Muhammad Aslam Khan,PPP,35204,2
NA-41,Hafiz   Muhammad Saeed,Independent,4094,3
NA-41,Raes   Ahmad Khan,PTI,3416,4
NA-41,Maqbool Elahi Siddiqi,Independent,1760,5
NA-42,Malik Lal Khan,PML-N,83921,1
NA-42,Malik   Atta Muhammad,PPP,60319,2
NA-42,Khaki   Jan,PTI,4248,3
NA-43,Lt.   General (R) Abdul Majeed Malik,PML-N,84900,1
NA-43,Raja   Munawar Ahmad,PPP,32293,2
NA-43,Chaudhary Muhammad Ali Khan,Independent,2977,3
NA-43,Syed   Muhammad Asghar Ali Shah,PTI,1671,4
NA-43,Syed   Munawar Hussain Naqvi,Independent,336,5
NA-43,Muhammad Salim Asghar,Independent,318,6
NA-43,Aman   Ullah,Independent,316,7
NA-44,Sardar Mansoor Hayat Tumman,PML-N,85228,1
NA-44,Fauzia   Behram,PML-J,45615,2
NA-44,Al Haj   Malik Muhammad Hayat,PTI,2974,3
NA-44,Malik   Lal Khan,Independent,1712,4
NA-45,Raja Muhammad Afzal Khan,PML-N,73212,1
NA-45,Chaudhary Farrukh Altaf,PPP,32097,2
NA-45,Muhammad Riaz Malik,PTI,2801,3
NA-45,Abdul   Majeed Maloot,Independent,958,4
NA-46,Nawabzada Iqbal Mehdi Khan,PML-N,60237,1
NA-46,Raja   Nasir Ali Khan,PPP,31346,2
NA-46,Raja   Fayyaz Asif,PPP-ZAB,2549,3
NA-46,Tahir   Asif Chaudhary,PTI,2077,4
NA-46,Mazhar   Hussain Mirza,PML-Q,1231,5
NA-47,Adnan Hayyat Noon,PML-N,58284,1
NA-47,Inam   Ul Haq Paracha,PPP,42192,2
NA-47,Ishfaq   Akhtar,PTI,1610,3
NA-47,Ch.   Muhammad Afzal Gondal,Independent,968,4
NA-47,Haroon   Ehsan Piracha,Independent,777,5
NA-47,Chaudhary Muhammad Iqbal Ramay,Independent,565,6
NA-48,Chaudhary Ghias Ahmad Mela,PML-N,56948,1
NA-48,Mian   Manazir Ali Ranjha,PPP,38573,2
NA-48,Rana   Muhammad Yaseen,Independnet,2311,3
NA-48,Riaz   Ahmad Ranjha,PTI,1221,4
NA-48,Ch.   Muhammad Hussain Waraich,Independent,710,5
NA-48,Rao   Abdul Ghafoor Khan,Independent,657,6
NA-48,Colonel (R) Malik Fazal ur Rehman,Independent,491,7
NA-48,Mian   Saif Ahmad Ranjha,Independent,402,8
NA-48,Chaudhary Shah Nawaz Ranjha,Independent,270,9
NA-49,Chaudhary Abdul Hameed,PML-N,67824,1
NA-49,Malik   Muhammad Aslam Kachila,PPP,37104,2
NA-49,Zulfiqar Anwar Bajwa,PTI,1333,3
NA-49,Anwar   Khurshid,Independent,595,4
NA-49,Hafiz   Abdul Rauf,Independent,460,5
NA-49,Akhtar   Saleem Qureishi,Independent,353,6
NA-49,Malik   Khizar Hayyat Awan,Independent,124,7
NA-50,Malik Umar Aslam,PML-N,79666,1
NA-50,Tanveer Sultan Awan,Independnet,36617,2
NA-50,Asif   Hussain Virk,PPP,11421,3
