na,candidate_name,party,votes,rank
NA-160,Muhammad Abdul Ghafar Wattoo,PML-N,118557,1
NA-160,Syed Muhammad Asghar Shah,Independent,110492,2
NA-160,Hafiz Muhammad Saad,TLP,21967,3
NA-160,Noor Muhammad Ghafari,Independent,8498,4
NA-160,Muhammad Adam Riaz,Independent,874,5
NA-160,Nazar Muhammad alias Ahmad Nadeem,Independent,465,6
NA-160,Fakhar Ud Din,Independent,383,7
NA-160,Muhammad Umar Zaman Laleka,Independent,354,8
NA-160,Safoora Naqeeb,Independent,258,9
NA-160,Aftab Ahmad Joiya,Independent,242,10
NA-160,Muhammad Aasim,TAP,141,11
