na,candidate_name,party,votes,rank
NA-111,Mehar Muhammad Iqbal Heraj,,52592,2
NA-112,Pir   Qamar uz Zaman Shah Khagga,,47717,1
NA-112,Aftab   Ahmad Khan Daha,,47561,2
NA-112,Ameer   Abdullah Khan Niazi,,1375,3
NA-112,Allah Yar   Khan,,1125,4
NA-113,Pir Muhammad Sanaullah Bodla,,60874,1
NA-113,Pir Shujaat Hasnain Quershi,,49357,2
NA-113,Nadir Khan,,1722,3
NA-113,Pir Muhammad Aslam Bodla,,1710,4
NA-114,Javed Qureshi Hashmi,,46947,1
NA-114,Chaudhary Abdul Rehman Wahala,,45787,2
NA-114,Rai Mansab Ali Khan,,10552,3
NA-114,Choudhary Muhammad Tufail,,2563,4
NA-115,Makhdom Syed Hamid Raza Gillani,,55091,1
NA-115,Syed Muhammad Razi Shah Gardezi,,34479,2
NA-115,Syed Ghulam Yazdani Gilani,,4637,3
NA-115,Syed Nazim Hussain Shah,,2287,4
NA-115,Muhammad Ameer Khan,,633,5
NA-116,Babo Feroz Din Ansari,,30565,1
NA-116,Ghulam Qasim Khan Khawani,,29058,2
NA-116,Sheikh Abdul Hameed,,16909,3
NA-116,Syed Afzal Hussain Gardezi,,1479,4
NA-116,Muhammad Najam Saqib,,364,5
NA-116,Rai Abdul Hafeez Khan,,321,6
NA-116,Alhaj Nawabzada Saadat Ali Khan,,71,7
NA-117,Shaikh Muhammad Rasheed,,37024,1
NA-117,Syed Tanweer ul Hassan Shah Gillani,,35659,2
NA-117,Muhammad Aqeel Siddiqi,,5455,3
NA-117,Haji Muhammad Ali,,4929,4
NA-117,Molvi Irfan Ahmad Ansari,,1378,5
NA-118,Muhammad Siddique Khan Kanjo,,65813,1
NA-118,Khurshid Ahmad Khan Kanju,,36789,2
NA-118,Chaudhary Muhammad Yaqoob,,14565,3
NA-119,Makhdoom Syed Yousif Raza Gillani,,47904,1
NA-119,Syed Nasir Uddin Shah,,38406,2
NA-119,Zafarullah Khan,,23655,3
NA-120,Rana Shaukat Hayat Noon,,62081,1
NA-120,Rana Taj Ahmad Noon,,53028,2
NA-120,Muhammad Islam,,4256,3
NA-120,Atta Muhammad Hamid,,1578,4
NA-120,Umar Ali,,1236,5
NA-121,Muhammad Nawaz Khan alias Dilawar Khan   Khichi,,74111,1
NA-121,Mian Muhammad Mumtaz Khan,,54643,2
NA-122,Mian Riaz Ahmad Khan Daultana,,62973,1
NA-122,Chaudhary Muhammad Ishaq,,43496,2
NA-122,Doctor Abdul Rasheed,,5126,3
NA-123,Syed Shahid Mehdi Naseem Shah,,68269,1
NA-123,Qurban Ali Chohan,,49735,2
NA-123,Chaudhary Muhammad Siddique,,5509,3
NA-124,Khawja Ghulam Moin Uddin,,60251,1
NA-124,Mian Muhammad Ramzan Advocate,,20932,2
NA-124,Mian DIlshah Ahmad Khan,,910,3
NA-125,Sardar Maqsood Ahmad Khan Leghari,,61430,1
NA-125,Anwar Hassan,,35753,2
NA-125,Begum Zeenat Khan,,3270,3
NA-125,Sardar Muhammad Jaffar Khan Leghari,,2731,4
NA-125,Sardar Atta Muhammad Khan Laghari,,2679,5
NA-125,Chaudhary Ghulam Saqlain,,848,6
NA-125,Muhammad Nawaz,,794,7
NA-125,Muhammad Umar Bodla,,387,8
NA-126,Mir Balakh Sher Khan Mazari,,84443,1
NA-126,Aashiq Muhammad Khan Mazari,,67596,2
NA-126,Kareem Nawaz Khan Korai,,2622,3
NA-126,Wali Muhammad Khan Mazari,,2210,4
NA-127,Dr. Mian Zulfiqar Ali Barq,,51630,1
NA-127,Malik Muhammad Shabbir Langrial,,45725,2
NA-127,Syed Jamil Ahmad Hussain Bukhari,,29587,3
NA-127,Ameer Muhammad,,3567,4
NA-127,Syed Farasat Abbas,,1881,5
NA-128,Malik Ghulam Muhammad Mujtaba Ghazi   Khar,,60098,1
NA-128,Mian Ehsan Karim Qureshi,,55596,2
NA-128,Nazeer Ahmad,,5647,3
NA-128,Mian Muhammad Asghar,,1755,4
NA-129,Malik Ghulam Muhammad Murtaza Khar,,67698,1
NA-129,Mian Mehar Ahmad Gurmani,,42023,2
NA-129,Dost Muhammad Buzdar,,13370,3
NA-130,Ghulam Farid Khan Mirani,,32339,1
NA-130,Malik Niaz Ahmad Jhakkar,,29215,2
NA-130,Mian M. Bashir,,14555,3
NA-130,Mehar Fazal Hussain Summra,,10076,4
NA-130,Mushtaq Ahmad Ishtiaq,,2707,5
NA-131,Sardar Muhammad Jahangir Khan Sehar,,28095,1
NA-131,Ahmad Ali,,19733,2
NA-131,Rehmat Ali Alvi,,16233,3
NA-131,M. Ali,,4040,4
NA-131,M. Rafiq,,2848,5
NA-131,Najam-ul-Hasan,,2584,6
NA-131,Mehar Manzoor Hussain Summra,,1266,7
NA-131,Sahabzada Sultan Khizar Hayat,,585,8
NA-132,Muhammad Rafiq Safdar,,33566,1
NA-132,Chaudhary Nauraiz Shakoor,,31066,2
NA-132,Muhammad Idrees,,16082,3
NA-132,Mahmood Ahmad,,11207,4
NA-132,Muhammad Rafiq Kamiana,,8211,5
NA-132,Muhammad Hussain,,2444,6
NA-132,Malik Sher Bhatti,,1375,7
NA-132,Ali Ahmad,,852,8
NA-132,Sadar Abdul Aleem,,712,9
NA-133,Rana Naeem Mahmood Khan,,54445,1
NA-133,Tajuddin,,42704,2
NA-133,Chaudhary Nazar Hussain Mansoor,,4195,3
NA-133,Syed Masood ul Hassan Bukhari,,2896,4
NA-134,Rai Ahmed Nawaz,,52597,1
NA-134,Muhammad Iqbal Khan,,47004,2
NA-134,Pervaiz Iftikhar Mamdot,,9718,3
NA-134,Chaudhary Muhammad Nawaz,,7648,4
NA-134,Mushtaq Ahmad Makhan,,2898,5
NA-135,Mian Ghulam Muhammad Ahmad Khan Manika,,62236,1
NA-135,Mian Ahmad Ali Baitu,,50240,2
NA-135,Ali Muhammad Sabir,,4221,3
NA-136,Raja Shahid Saeed Khan,,43040,1
NA-136,Abdul Waheed Khan,,25231,2
NA-136,Tikka Muhammad Iqbal,,22620,3
NA-136,Muhammad Nazir,,18612,4
NA-137,Mian Muhammad Zaman,,64889,1
NA-137,Rao Farman Ali Khan,,61483,2
NA-137,Chaudahry Muhammad Shafi,,5346,3
NA-137,Ch. Lal Khan,,323,4
NA-138,Syed Sajjad Haider,,70980,1
NA-138,Rao Muhammad Afzal Khan,,45380,2
NA-138,Muhammad Shafi,,6343,3
NA-138,Syed Abdul Hasan Shah Gilani,,4062,4
NA-138,Saeed ur Rahman Khan,,3766,5
NA-138,Abbas Raza,,3457,6
NA-139,Mian Muhammad Yasin Khan Wattoo,,70173,1
NA-139,Mian Atta Muhammad Khan Maneka,,67512,2
NA-139,Doctor Qasim Ali Wattoo,,4318,3
NA-139,Colonel (R) Syed Safdar Hussain Shah,,973,4
NA-140,Shahzada Saeed ur Rasheed Mahmood   Abbasi,,57122,1
NA-140,Haji Haq Nawaz,,15212,2
NA-140,Malik Muhammad Ramzan,,11401,3
NA-140,Syed Mujtaba Bukhari,,5873,4
NA-140,Shabbir Ahmad Qureshi,,3930,5
NA-141,Chaudhary Mumtaz Ahmed Jajja,,33638,1
NA-141,Ch. Hashmat Ali,,30747,2
NA-141,Shams Madni,,18618,3
NA-141,Raja Mukhtar Ali,,10725,4
NA-141,Azizullah Shaikh,,4118,5
NA-141,Abdul Majeed,,921,6
NA-142,Syed Tasneem Nawaz Gardezi,,51686,1
NA-142,Seth Aqeel ur Rehman,,25560,2
NA-142,Muhammad Mian Qureshi,,15918,3
NA-142,Khan Moeenuddin Ahmad,,1768,4
NA-142,Muadood ul Hassan Qureshi,,501,5
NA-143,Sahibzada Mian Noor Hassan,,36727,1
NA-143,Abdul Hameed,,27026,2
NA-143,Jamal Uddin Yousaf Pasha,,20366,3
NA-143,Naseer Ahmad,,5633,4
NA-143,Syed Said Ali Shah,,2910,5
NA-144,Syed Muhammad Ahmad Shah,,42415,1
NA-144,Colonel (R) Qamar uz Zaman,,24090,2
NA-144,Akhtar Saeed Wattoo,,22691,3
NA-144,Muhammad Jahangir Chishti,,8019,4
NA-145,Mian Abdul Sattar Laleka,,45069,1
NA-145,Mian Manzoor Ahmad Mohal,,30527,2
NA-145,Muhammad Afzal,,10778,3
NA-145,Dr. Muhammad Ismail,,6722,4
NA-145,Ikramullah Khan,,1440,5
NA-146,Chaudhary Abdul Ghafoor,,59440,1
NA-146,Naseem Akhtar,,54398,2
NA-146,Chaudhary Munir Ahmad,,2024,3
NA-146,Ch. Muhammad Rafiq Gill,,1641,4
NA-147,Syed Ahmad Alam Anwar,,76231,1
NA-147,Hazrat Khawaja Jamal Muhammad Koreja,,44291,2
NA-148,Haji Muhammad Saifullah Khan,,59775,1
NA-148,Shaikh Fayyaz Uddin,,44858,2
NA-148,Muhammad Ilyas Hashmi,,3298,3
NA-148,Syed Ghulam Abbas Shah,,2054,4
NA-148,Allah Bakhash,,1292,5
NA-149,Makhdoom Imaduddin,,59723,1
NA-149,Zahid Hameed,,44977,2
NA-149,Zahida Sultana,,4278,3
NA-150,Makhdumzada Syed Hassan Mehmood,,65268,1
NA-150,Syed Saleh Muhammad Shah,,33165,2
NA-150,Bilal Isreal Khan,,21641,3
NA-150,Muhammad Haneef,,1391,4
NA-150,Syed Zahid Akbar,,1049,5
NA-150,Rais Nasir Mahmood,,796,6
NA-150,Hafiz Abdul Sattar,,578,7
NA-150,Muhammad Amin Bajwa,,499,8
NA-150,Sardar Rafiq Haider Khan Leghari,,402,9
NA-150,Sardar Sikandar Hayat Khan Laghari,,323,10
NA-151,Islam uddin Sheikh,,44118,1
NA-151,Ali Hassan,,32434,2
NA-151,Salahuddin Kashmiri,,3369,3
NA-151,Noor uddin,,647,4
NA-151,Muhammad Yaqoob Bandhani,,356,5
NA-151,Ghulam Ghous Ghazi,,329,6
NA-151,Abdul Wahab,,317,7
NA-152,Sardar Ghulam Muhammad Khan Mehar,,65667,1
NA-152,Khalid Ahmad,,665,2
NA-152,Ali Abbas Khan Dharejo,,573,3
NA-152,Naseer Ahmad Indher,,326,4
NA-153,Sardar Haji Noor Muhammad Khan Lund,,56235,1
NA-153,Mian Abdul Haq,,24009,2
NA-153,Rahim Bakhsh Khan,,1568,3
NA-153,Nawab Khan,,1466,4
NA-153,Ali Anwar Khan,,881,5
NA-154,Ellahi Bakhsh Soomro,,,1
NA-155,Agha Atta Muhammad Khan,,50014,1
NA-155,Agha Sadaruddin Khan,,11052,2
NA-156,Mir Mahran Khan Bijarani,,73728,1
NA-156,Mir Hakim Ali,,27622,2
NA-156,Sardar Mir Sunder Khan,,384,3
NA-157,Raheem Bukhsh Soomro,,61687,1
NA-157,Mir Darya Khan,,31034,2
NA-157,Mir Bandeh Ali Khan,,815,3
NA-157,Fazal Haq Khan,,372,4
NA-158,Syed Zafar Ali Shah,,57304,1
NA-158,Syed Manzoor Hussain Shah,,50732,2
NA-158,Syed Munawar Ali Shah,,941,3
NA-158,Syed Murad Ali Shah,,703,4
NA-158,Sheikh Bashir Ahmad,,370,5
NA-158,Syed Ghulam Ali Shah,,299,6
NA-158,Haji Ali Nawaz Dhareji,,208,7
NA-159,Dil Murad Jamali,,43051,1
NA-159,Haji Rehmatullah,,27195,2
NA-159,Ghazi Khan,,780,3
NA-159,Abdul Kareem,,750,4
NA-159,Imam Ali,,288,5
NA-159,Bashir Ahmad,,183,6
NA-160,Syed Ali Asghar Shah,,34140,1
NA-160,Muhammad Umar Dahri,,26239,2
NA-160,Hakim Ali Zardari,,15305,3
NA-160,Muhammad Musahib Ali,,5020,4
NA-161,Syed Bashir Ahmad   Shah,,,1
NA-162,Syed Ali Gohar Shah,,69766,1
NA-162,Gulzar Unner,,51315,2
NA-162,Gul Muhammad,,2877,3
NA-162,Zahid Hussain,,1938,4
NA-163,Syed Abdul Razaq Shah,,29497,1
NA-163,Syed Mohyuddin alias Uddal Shah,,16203,2
NA-163,Ashiq Hussain Kubar,,8303,3
NA-163,Syed Ameer Uddin Shah,,8220,4
NA-163,Syed Abbas Ali Shah,,2700,5
NA-163,Shah Muhammad Bhamban,,678,6
NA-163,Syed Sarkar Hussain Shah,,241,7
NA-163,Fateh Ali Malik,,153,8
NA-163,Naeem Ahmad Kharal,,110,9
NA-164,Shah Muhammad Pasha Khuhro,,32179,1
NA-164,Abdul Ghafoor,,28092,2
NA-164,Molvi Jan Muhammad Abbasi,,9928,3
NA-164,Haji Dur Muhammad Khan,,1110,4
NA-165,Sardar Ahmad Sultan Chandio,,,1
NA-166,Mir Nadir Ali Khan Magsi,,40557,1
NA-166,Haji Muhammad Amin,,726,2
NA-166,Manzoor Ali,,456,3
NA-167,Shahabuddin Shah Hussaini,,19988,1
NA-167,Manzoor Ahmad Memon,,10875,2
NA-167,Ghulam Muhammad Abro,,1605,3
NA-168,Wasi Mazhar Nadvi,,23118,1
NA-168,Hidayat Ullah,,20884,2
NA-168,Muhammad Umar Quershi,,12003,3
NA-168,Muhammad Ramzan Arain,,4478,4
NA-168,Moulana Syed Muhammad Ali Rizvi,,3246,5
NA-168,Molvi Abdul Haq,,2085,6
NA-168,Ahad Yousaf,,299,7
NA-168,Abdur Rahim,,282,8
NA-168,Muhammad Altaf Hussain,,214,9
NA-169,Nawab Muhammad Yamin Khan,,39168,1
NA-169,Mian Muhammad Shoukat,,20075,2
NA-169,Shaukat Ali,,2782,3
NA-169,Abdul Rahim,,979,4
NA-169,Syed Muhammad Saeed,,257,5
NA-169,Hazik Ali,,152,6
NA-170,Mir Inayat Ali Talpur,,50219,1
NA-170,Abdul Majeed Nizamani,,1525,2
NA-170,Naseer Muhammad Madhwani,,926,3
NA-170,Khalid Jan,,781,4
NA-170,Babu Abdul Ghafoor,,595,5
NA-171,Qazi Abdul Majeed Abid,,34455,1
NA-171,Alhaj Mir Ali Ahmad Talpur,,21260,2
NA-171,Major (R) Hanif Ahmad,,10659,3
NA-171,Doctor Nasreen Maqbool,,1906,4
NA-171,Pir Siddiq Muhammad Shah,,648,5
NA-171,Qaimuddin,,459,6
NA-171,Haji Muhammad Yaqoob Shoro,,179,7
NA-172,Haji Abdullah Halepoto,,27318,1
NA-172,Ali Akbar Nizamani,,25677,2
NA-172,Chaudhary Muhammad Iqbal,,677,3
NA-172,Muhammad Ahsan Cheema,,465,4
NA-172,Ashiq Hussain,,254,5
NA-172,Manzoor Ahmad,,91,6
NA-173,Bashir Ahmad Halepoto,,25305,1
NA-173,Ghulam Ali Khan,,16477,2
NA-174,Maj Gen (R) Muhammad Bashir Khan,,48983,1
NA-174,Syed Qurban Ali Shah,,43109,2
NA-174,Ghulam Hussain Marri,,1096,3
NA-174,Muhammad Hayat Khan,,556,4
NA-174,Ghulam Hussain Sacharvi,,408,5
NA-175,Khair Muhammad Bhurghari,,51731,1
NA-175,Muhammad Shafi,,16116,2
NA-175,Mir Lutf Ullah Khan,,2504,3
NA-176,Arbab Amir Hassan,,52526,1
NA-176,Ghulam Muhammad,,36893,2
NA-177,Peer Bakhsh Khaskheli,,33232,1
NA-177,Pir Zaman Shah,,32164,2
NA-177,Khuda Bakhsh,,1620,3
NA-177,Allauddin,,1565,4
NA-177,Muhammad Saleem Tahir,,1118,5
NA-177,Muhammad Umar,,287,6
NA-178,Haji Khair Muhammad Panhwar,,34153,1
NA-178,Rais Alhaj Muhammad Bakhsh Khan,,29938,2
NA-179,Abdul Hameed Khan Jatoi,,43974,1
NA-179,Pir Syed Abdul Ghaffar Shah,,29201,2
NA-179,Ahmad Khan,,5413,3
NA-179,Muhammad Ashraf,,868,4
NA-179,Akhtar Ali,,574,5
NA-180,Muhammad Khan Junejo,,,1
NA-181,Atta Muhammad Marri,,46859,1
NA-181,Abdul Sattar Ghouri,,31246,2
NA-181,Ghulam Rasool,,1020,3
NA-181,Haji Pir Bakhsh Khan,,289,4
NA-182,Haji Muhammad Usman Khan Jalbani,,29866,1
NA-182,Syed Qadir Dino Shah Sherazi,,29691,2
NA-182,Karim Dad Rind,,2627,3
NA-183,Ahmad Khan Memon,,33248,1
NA-183,Mamon Khan Malkani,,26436,2
NA-184,Mir Nawaz Khan Marwat,,10820,1
NA-184,Fida ur Rehman Darkhasti,,9846,2
NA-184,Qadir Bakhsh,,9205,3
NA-184,Muhammad Aslam Khan Khattak,,9159,4
NA-184,Muhammad Shahid Itehadi,,6928,5
NA-184,Mumtaz Hussain,,4973,6
NA-184,Muhammad Mubeen Baig,,4515,7
NA-184,Khair Muhammad Lasi,,955,8
NA-185,Shah Baleegh Uddin,,38202,1
NA-185,Mahmood Azam Farouqi,,22006,2
NA-185,Alhaj Aftab Alam Qazilbash,,1027,3
NA-185,Naseer uddin,,853,4
NA-185,Syed Jaleel Ahmad Kazmi,,484,5
NA-185,Molana Irshad ul Haq Thanvi,,360,6
NA-185,Afeef Hassan Alvi,,316,7
NA-186,Muzaffar Ahmad Hashmi,,20647,1
NA-186,Syed Saadat Ali Qadri,,18015,2
NA-186,Muhammad Hussain Kapria,,5042,3
NA-186,Sheikh Liaqat Hussain,,5001,4
NA-186,Syed Intezar Hussain Zaidi,,559,5
NA-187,Muhammad Usman Ramz,,23961,1
NA-187,Syed Saeed Hassan,,19944,2
NA-187,Mufti Zafar Ali Nomani,,13192,3
NA-187,Farooq Ahmad Saleem,,3868,4
NA-187,Syed Kamal,,2678,5
NA-187,Azad Bin Haider,,2096,6
NA-187,Hasnuz Zaman Iqbal Chishti,,475,7
NA-187,Syed Mukhtar Ali Ajmeri,,403,8
NA-187,Asif Taufiq,,209,9
NA-187,Muhammad Umar Khan,,84,10
NA-188,Muhammad Afaque Khan,,16679,1
NA-188,Syed Akbar Ali Pirzada,,8079,2
NA-188,Doctor Muhammad Shafi Boi Khan,,6107,3
NA-188,Faizullah Azad,,4182,4
NA-188,Sheikh Muhammad Zaheer Uddin Babar,,3887,5
NA-188,Syed Alimuddin Ahmad,,3378,6
NA-188,Sarwar Sultana,,3139,7
NA-188,Haider Ali Molji,,1193,8
NA-188,Muhammad Umer,,707,9
NA-188,Qaiser Jamil,,546,10
NA-188,Qazi Syed Hamid Hussain,,286,11
NA-188,Hafiz Muhammad Taqi,,279,12
NA-188,Muhammad Rizwan Akhtar,,214,13
NA-188,Muhammad Zaki,,121,14
NA-189,Ghulam Muhammad Chishti,,30507,1
NA-189,Abdul Sattar,,16995,2
NA-189,Muhammad Asfand Yar,,10917,3
NA-189,Sher Muhammad Baloch,,5249,4
NA-189,Slam Mir Khan Niazi,,2427,5
NA-190,Shah Turab-ul-Haq Qadri,,43138,1
NA-190,Muhammad Hussain,,29648,2
NA-190,Haji Islamuddin,,3879,3
NA-190,Shajjar Ali Hoti,,347,4
NA-190,Mustafa Khan,,176,5
NA-190,Mumtaz Hussain Shah,,120,6
NA-191,Sheikh Abdul Khaliq Allah Wala,,30956,1
NA-191,Mian Muhammad Akhtar,,14612,2
NA-191,Moin Uddin,,1407,3
NA-191,Muhammad Saeed,,952,4
NA-191,Fetah Sher Khan,,473,5
NA-191,Khanum Gohar Ijaz,,246,6
NA-191,Sher Bahadur Khan Niazi,,166,7
NA-191,Kamal ud Din,,105,8
NA-192,Haji Muhammad Hanif Tayyab,,21127,1
NA-192,Syed Mehmood Ahmad Madni,,17132,2
NA-192,Tariq Syed,,8132,3
NA-192,Mubeen ul Haq Siddiq,,4070,4
NA-192,Muhammad Yousaf Quershi,,1134,5
NA-192,Akhtar Ahmad Khan,,498,6
NA-192,Mehmood ul Haq Qazi,,303,7
NA-192,Shahzada Alamgir,,92,8
NA-192,Muhammad Hussain Gabol,,89,9
NA-192,Sheikh Zameer ul Haq,,65,10
NA-192,Mustafa R. Ahmad,,37,11
NA-193,Kanwar Qutbuddin Khan,,24248,1
NA-193,Syed Munawar Hussain,,20726,2
NA-193,Abdul Razzaq Rajwani,,5137,3
NA-193,Hafiz Taj Uddin Paracha,,1047,4
NA-193,Fayaz Hussain Qazi,,339,5
NA-193,Maqbool Hussain Gohar,,273,6
NA-193,Abdul Rasheed,,87,7
NA-194,Muhammad Usman Khan Noori,,17392,1
NA-194,Muhammad Shafi Malik,,12424,2
NA-194,Muhammad Wali Razi,,10573,3
NA-194,Doctor A. G. Anjum,,6047,4
NA-194,Khalid Ali Qazi,,1340,5
NA-194,Muhammad Amjad Hussain,,282,6
NA-194,Chaudahry Muhammad Jamil Khan,,281,7
NA-194,Muhammad Atiq Qureshi,,140,8
NA-194,Khawaja Muhammad Mughis,,62,9
NA-195,Zain Noorani,,25134,1
NA-195,Saleem Ullah,,17516,2
NA-195,Farakh Habib Afandi,,1059,3
NA-195,Mirza Luqman Baig,,351,4
NA-195,Ali Bakhsh,,198,5
NA-195,Murad Bakhsh,,166,6
NA-195,Muhammad Junaid,,117,7
NA-196,Allama Abdul Mustafa Al Azhari,,22828,1
NA-196,Syed Zakir Ali,,13185,2
NA-196,Muhammad Ramzan,,10104,3
NA-196,Haji Faiz Muhammad,,9448,4
NA-196,Khawja Sharf ul Islam,,3621,5
NA-196,Hadi Bakhsh Memon,,785,6
NA-196,Ali Nawaz,,458,7
NA-196,Qamar ul Aarfin Siddiqi,,69,8
NA-197,Haji Sardar Fateh Muhammad Muhammad   Hassani,,25933,1
NA-197,Saeed Ahmad Hashmi,,14153,2
NA-197,Doctor Atta ur Rahman,,9581,3
NA-197,Abdul Rehman,,4338,4
NA-197,Ashraf Ali,,4081,5
NA-197,Sahibzada Muhammad Khan,,3872,6
NA-197,Suleman Khan,,2643,7
NA-197,Baz Muhammad Khan,,2247,8
NA-197,Habibullah Khan,,1631,9
NA-197,Khair Muhammad Tajjak,,1178,10
NA-197,Allah Bakhsh,,820,11
NA-197,Taj Muhammad Khan Jamali,,280,12
NA-197,Sher Muhammad,,207,13
NA-197,Abdul Samad Khilji,,130,14
NA-197,Altaf Ahmad,,121,15
NA-197,Shabir Ahmad,,92,16
NA-198,Muhammad Qasim Khan,,15311,1
NA-198,Ali Ahmad Khan,,14491,2
NA-198,Malik Amir Jan,,6978,3
NA-198,Aminullah Khan (Retired),,6148,4
NA-198,Agha Taj Muhammad,,4777,5
NA-198,Syed Muhammad Agha,,3473,6
NA-198,Haji Ghulam Farooq,,327,7
NA-198,Haji Khudai Mir,,322,8
NA-198,Muhammad Sarwar Khan,,259,9
NA-198,Doctor Taj Muhammad,,221,10
NA-198,Hazrat Ali Killa Abdullah,,180,11
NA-198,Sardar Khair Muhammad,,154,12
NA-198,Malik Mehmood Khan,,89,13
NA-198,Para Din Khan,,86,14
NA-198,Hazrat Ali Karbala,,71,15
NA-198,Malik Shah Jahan,,51,16
NA-199,Mir Haji Tareen,,20555,1
NA-199,Muhammad Tahir Khan Luni,,20024,2
NA-199,Muhammad Zaman Shah,,1693,3
NA-199,Muhammad Akbar Khan Tareen Advocate,,950,4
NA-199,Hayat Khan Zakhpel,,407,5
NA-199,Jan Muhammad Khan Assiwat,,218,6
NA-199,Gul Muhammad Khan Jogezai,,137,7
NA-200,Sardar Wazir Ahmad Jogezai,,23585,1
NA-200,Sardar Qutabuddin,,9161,2
NA-200,Haji Gohar Khan,,194,3
NA-200,Haji Zareef Khan,,186,4
NA-201,Sardar Taj Muhammad Rind,,34876,1
NA-201,Syed Amir Shah,,16942,2
NA-201,Wadeera Muhammad Akram,,445,3
NA-201,Haji Maqbool Ahmad,,274,4
NA-202,Mir Ahmed Nawaz Bugti,,49869,1
NA-202,Malik Dad Muhammad S/O Haji Malik   Muhammad Aslam,,378,2
NA-202,Malik Dad Muhammad S/O Niamat,,255,3
NA-203,Mir Zafarullah Khan Jamali,,,1
NA-204,Prince Mohiuddin Baloch,,31313,1
NA-204,Mir Muhammad Fazal,,4701,2
NA-205,Mir Muhammad Arif Jan Muhammad Hassani,,,1
NA-206,Shahzada Jam Muhammad Yousif,,37033,1
NA-206,Muhammad Saleh,,1123,2
NA-207,Maulana Abdul Haque Baloch,,16169,1
NA-207,Mir Nasir Ali Dushti,,9073,2
NA-207,Kahuda Jan Muhammad,,7603,3
