na,candidate_name,party,votes,rank
NA-58,Tahir Iqbal,PML-N,163873,1
NA-58,Ayaz Ameer,Independent,152819,2
NA-58,Raja Sohail Akhtar Satti,TLP,23554,3
NA-58,Zulfiqar Ali Khan,PPP,13108,4
NA-58,Iftikhar Ahmed,JIP,2241,5
NA-58,Hafiz Abdul Qadeer,JUI-F,1528,6
NA-58,Abdul Nisar,PMML,1133,7
NA-58,Imran Qaisar Abbas,PTI-N,557,8
NA-58,Umar Khan,ANP,542,9
NA-58,Muhammad Ayaz Choudhary,Independent,392,10
NA-58,Haroon Irshad Janjua (Rtd),Independent,310,11
NA-58,Saif ur Rehman (Rtd),Independent,291,12
NA-58,Muhammad Jahangir Malik,TTP,221,13
NA-58,Musa Habib Raja,Independent,206,14
NA-58,Muhammad Naveed Arif Awan,Independent,201,15
NA-58,Shazia Abbas,Independent,184,16
NA-58,Shaheen,Independent,182,17
NA-58,Qalib Abbas Malik,MQM,142,18
NA-58,Muhammad Tufail,TI,118,19
