na,candidate_name,party,votes,rank
NA-202,Nafisa Shah,PPP,152511,1
NA-202,Syed Ghous Ali Shah,GDA,30026,2
NA-202,Ambreen Malik,Independent,8592,3
NA-202,Hafeezullah,Independent,2258,4
NA-202,Mumtaz Hussain,JIP,1640,5
NA-202,Ghulam Shabbir Jatoi,Independent,1348,6
NA-202,Imam Bux Phulpoto,Independent,583,7
NA-202,Sayed Shahzad Ali Shah Jeelani,Independent,270,8
NA-202,Hubdar Ali Panhwar,MQM,211,9
NA-202,Veero Mal,Independent,127,10
NA-202,Mirzan Katohar,Independent,110,11
NA-202,Riaz ul Rehman,Independent,94,12
NA-202,Ghulam Mustafah,Independent,94,13
NA-202,Abdul Salam,Independent,51,14
