na,candidate_name,party,votes,rank
NA-135,Nadeem Abbas,PML-N,129281,1
NA-135,Malik Muhammad Akram Bhatti,Independent,106755,2
NA-135,Rai Ali Noor Kharal,Independent,20060,3
NA-135,Farzand Naseem,TLP,18951,4
NA-135,Rai Ghulam Mujtaba Kharal,PPP,11717,5
NA-135,Hammad Hasan Lashari,JIP,3440,6
NA-135,Balqees Begum,PMML,1084,7
NA-135,Hafiz Sadaqat Ali,Independent,378,8
NA-135,Hissan Bukhari,Independent,310,9
NA-135,Rao Ayyaz Ul Kareem,Independent,218,10
NA-135,Rana Abdul Rehman,Independent,205,11
NA-135,Muhammad Arif Lashari,Independent,188,12
NA-135,Salman Akram,Independent,148,13
NA-135,Numan Aslam,Independent,142,14
