na,candidate_name,party,votes,rank
NA-25,Fazal Muhammad Khan,Independent,100742,1
NA-25,Aimal Wali Khan,ANP,68019,2
NA-25,Moulana Muhammad Gohar Shah,JUI-F,32933,3
NA-25,Musawer Shah Durrani,JIP,8487,4
NA-25,Pir Aftab Alam,PPP,2113,5
NA-25,Shmas Ur Rahman,Independent,1604,6
NA-25,Alaf Khan Sherpao,TLP,1134,7
NA-25,Ishfaq Ahmad,RJUI,960,8
NA-25,Iftikhar Ullah Jan,Independent,867,9
NA-25,Qasim Ali,Independent,809,10
NA-25,Qaiser Jamal Hashtnagare,QWP,761,11
NA-25,Malik Falak Niaz,PTI-P,533,12
NA-25,Irfan Ullah Khan,Independent,357,13
