na,candidate_name,party,votes,rank
NA-149,Malik Mohammad Amir Dogar,Independent,143692,1
NA-149,Jahangir Khan Tareen,IPP,50175,2
NA-149,Rizwan Ahmad Makki Haans,PPP,14662,3
NA-149,Zahid Hameed Gujjar,TLP,10659,4
NA-149,Muhammad Safdar Iqbal,JIP,6814,5
NA-149,Muhammad Naheed,Independent,3601,6
NA-149,Mazhar Abbas,Independent,846,7
NA-149,Shah Jahan,Independent,469,8
NA-149,Muhammad Ismail,Independent,448,9
NA-149,Makhdoom Muhammad Javed Hashmi,Independent,357,10
NA-149,Javed Ali,Independent,345,11
NA-149,Shoaib Amjad Pervaiz,APMM,308,12
NA-149,Zafar Iqbal,SDP,301,13
NA-149,Muhammad Usman Dogar,Independent,184,14
NA-149,Umair Farooq,Independent,143,15
NA-149,Muhammad Sadiq Serani,JUP-N,138,16
NA-149,Muhammad Rashid Saleem Khanzada,MQM,119,17
NA-149,Ejaz Hussain Janjua,Independent,74,18
