na,candidate_name,party,votes,rank
NA-46,Anjum Aqeel Khan,PML-N,82536,1
NA-46,Aammar Masood Mughal,Independent,46313,2
NA-46,Mian Muhammad Aslam,JIP,12017,3
NA-46,Raja Imran Ashraf,PPP,8033,4
NA-46,Ch. Gulam Qadir Gujjar,TLP,5547,5
NA-46,Maulana Abdul Majeed Hazarvi,JUIP,1840,6
NA-46,Chaudhary Muhammad Shafiq ur Rehman Warraich,PMML,1150,7
NA-46,Hafiz Malik Mazhar Javed,PRP,1074,8
NA-46,Muhammad Shoaib Shaheen,Independent,448,9
NA-46,Nayab Ali,Independent,332,10
NA-46,Ajab Khan,SKQM,242,11
NA-46,Anwar Khan,Independent,179,12
NA-46,Muhammad Hamza Ali Haroon,Independent,123,13
NA-46,Muhammad Rafiq,PTE,114,14
NA-46,Sheeraz Basharat,Independent,113,15
NA-46,Muhammad Usman,Independent,99,16
NA-46,Muhammad Imran Shahzad,Independent,95,17
NA-46,Jamshaid Ahmad Mughal,Independent,94,18
NA-46,Fawad Asalam,Independent,77,19
NA-46,Muhammad Shafique,PAT,65,20
NA-46,Raja Faisal Nadeem,Independent,62,21
NA-46,Saifullah,ANP,62,22
NA-46,Bilal Saleem,Independent,58,23
NA-46,Kaneez Fatima,Independent,58,24
NA-46,Chan Mehboob Noon Awan,Independent,57,25
NA-46,Amina Sadaf,Independent,49,26
NA-46,Muhammad Jamshaid Khan,Independent,47,27
NA-46,Syed Muhammad Mustafain Kazmi,Independent,46,28
NA-46,Shahzad Asif Javed,MQM,44,29
NA-46,Farzand Hussain Shah,Independent,41,30
NA-46,Sajid Mehmood,Independent,38,31
NA-46,Tanveer Hussain,Independent,31,32
NA-46,Muhammad Faisal,GDA,27,33
NA-46,Choudary Khalid Yousaf,Independent,25,34
NA-46,Waqar Ahmad,ADT,24,35
NA-46,Muhammad Zaheer,Independent,23,36
NA-46,Riaz Muhammad Yousafzai,PKMAP,20,37
NA-46,Malik Tariq Mehmood Noon,Independent,15,38
NA-46,Yasir Riaz Abbasi,Independent,14,39
NA-46,Rabia Masood,Independent,14,40
NA-46,Zubair Farooq Khan,Independent,10,41
NA-46,Malik Asad Ali Khan,Independent,6,42
NA-46,Muhammad Masroof Khan,Independent,5,43
