year,seat,constituency,province,recorded_winner,party,winner_votes,winner_vote_share_pct,registered_voters,turnout_pct,margin_pp,candidate_count
1988,NA-104,Sheikhupura IV,Punjab,Chaudhary Tawakkal Ullah Virk,PPP,62180,55.6,,,11.2,2
1988,NA-105,Sheikhupura V,Punjab,Rai Rashid Ahmad Khan,PPP,40731,50.3,,,14.8,5
1988,NA-106,Kasur I,Punjab,Sahibzada Khizar Hayyat Khan,Independent,63993,59.6,,,22.9,5
1988,NA-107,Kasur II,Punjab,Rao Khizar Hayyat Khan,IJI,40697,46.9,,,23.3,5
1988,NA-108,Kasur III,Punjab,Sardar Talib Hussain Nakai,IJI,54479,56.2,,,16.4,3
1988,NA-109,Kasur IV,Punjab,Sardar Muhammad Ashiq Dogar,PPP,54411,52.2,,,4.3,2
1988,NA-110,Okara I,Punjab,Rao Sakandar Iqbal,PPP,56230,54.8,,,10.0,3
1988,NA-111,Okara II,Punjab,Syed Sajjad Haider,IJI,45639,47.5,,,4.7,7
1988,NA-112,Okara III,Punjab,Rao Muhammad Afzal Khan,PPP,49342,49.8,,,2.2,4
1988,NA-113,Okara IV,Punjab,Mian Manzoor Ahmad Khan,IJI,49099,52.1,,,4.2,2
1988,NA-114,Multan I,Punjab,Syed Yousif Raza Gillani,PPP,58300,56.7,,,15.9,4
1988,NA-115,Multan II,Punjab,Pir Riaz Hussain Qureshi,PPP,42059,40.9,,,6.4,6
1988,NA-116,Multan III General,Punjab,Malik Mukhtar Ahmad Awan,PPP,45497,51.1,,,5.2,5
1988,NA-117,Multan IV,Punjab,Muhammad Siddique Khan Kanjoo,IJI,50406,48.0,,,0.4,3
1988,NA-118,Multan V,Punjab,Mirza Muhammad Nasir Baig,PPP,30746,33.0,,,3.1,4
1988,NA-119,Multan VI,Punjab,Rana Taj Ahmad Noon,PPP,53475,51.6,,,6.9,6
1988,NA-120,Lahore III,Punjab,Chaudhary Abdur Rehman Wahla,PPP,50947,50.5,,,2.8,5
1988,NA-121,Khanewal I,Punjab,Mahar Muhammad Iqbal Hiraj,PPP,53278,52.3,,,4.7,2
1988,NA-122,Khanewal II,Punjab,Major ( R ) Aftab Ahmad Khan Daha,IJI,50798,50.5,,,21.4,5
1988,NA-123,NA-122 Khanewal III,Punjab,Ghulam Haider Wyne,IJI,57315,48.3,,,1.6,6
1988,NA-124,Sahiwal I,Punjab,Chaudhary Naurez Shakoor,PPP,61707,52.1,,,11.6,4
1988,NA-125,Sahiwal II,Punjab,Chaudary Muhammad Ashraf,IJI,56107,49.9,,,7.0,4
1988,NA-126,Sahiwal III,Punjab,Rai Ahmad Nawaz Khan,IJI,59077,45.7,,,4.0,4
1988,NA-127,Sahiwal IV,Punjab,Mian Ghulam Muhammad Ahmad Manika,IJI,54263,48.2,,,4.1,4
1988,NA-128,Sahiwal V,Punjab,Raja Shahid Saeed Khan,IJI,60552,55.5,,,10.9,2
1988,NA-129,Vehari I,Punjab,Mian Muhammad Mumtaz Khan Bhabha,PPP,65813,50.4,,,2.5,5
1988,NA-130,Vehari II,Punjab,Akbar Ali Bhatti,IJI,65024,53.1,,,11.0,3
1988,NA-131,Vehari III Full,Punjab,Syed Shahid Mehdi Naseem Shah,IJI,68220,54.0,,,8.0,2
1988,NA-132,D.G Khan I Vote,Punjab,Khawja Kamal uddin Anwar,IJI,60297,50.1,,,12.2,5
1988,NA-133,Dera Ghazi Khan II,Punjab,Sardar Farooq Ahmad Khan Leghari,PPP,76099,65.9,,,34.8,4
1988,NA-134,Rajanpur,Punjab,Sardar Ashiq Muhammad Khan Mazari,PPP,52936,45.6,,,0.3,3
1988,NA-135,Muzaffargarh,Punjab,Doctor Zulfiqar Ali Burq,Independent,26454,27.9,,,0.7,8
1988,NA-136,Muzaffargarh II,Punjab,Nawabzada Nasrullah Khan,PDP,49245,52.6,,,20.4,4
1988,NA-137,Muzaffargarh III,Punjab,Malik Ghulam Muhammad Mustafa Khar,NPP-K,48877,59.6,,,38.3,11
1988,NA-138,Muzaffargarh IV,Punjab,Ghulam Muhammad Mustafa Khar,Independent,60945,75.3,,,56.7,6
1988,NA-139,Layyah I,Punjab,Malik Niaz Ahmad Jakhar,PPP,43056,44.2,,,8.3,7
1988,NA-140,Layyah II,Punjab,Sahibzada Faiz-ul-Hassan,IJI,31413,35.2,,,3.9,5
1988,NA-141,Bahawalpur I,Punjab,Prince Salah-ud-Din Abbasi,Independent,70318,100.0,,,,1
1988,NA-142,Bahawalpur II,Punjab,Muhammad Farooq Azam Malik,PPP,54217,100.0,,,,1
1988,NA-143,Bahawalpur III,Punjab,Syed Tasneem Nawaz Gardezi,IJI,63960,100.0,,,,1
1988,NA-144,Bahawalnagar I,Punjab,Syed Mumtaz Alam Gillani,PPP,38259,33.9,,,1.2,6
1988,NA-145,Bahawalnagar II,Punjab,Mian Abdul Sattar Khan Lalika,IJI,62940,48.5,,,6.1,7
1988,NA-146,Bahawalnagar III,Punjab,Abdul Ghafoor Chaudhary,IJI,58765,44.6,,,0.7,6
1988,NA-147,Rahimyar Khan I,Punjab,Syed Ahmad Alam Anwar,IJI,51863,48.5,,,14.9,8
1988,NA-148,Rahim Yar Khan II,Punjab,Makhdoom Rukun-ud-Din,PPP,43110,41.1,,,4.3,5
1988,NA-149,Rahimyar Khan III,Punjab,Mian Abdul Khaliq,IJI,60847,44.8,,,3.8,3
1988,NA-150,Rahim Yar Khan IV,Punjab,Rais Shabbir Ahmad,IJI,46784,37.3,,,0.6,7
1988,NA-151,Sukkar I,Sindh,Ali Hassan Mangi,PPP,57751,56.1,,,26.3,17
1988,NA-152,Sukkar II,Sindh,Fakir Abdul Haque @ Mian Mitho,PPP,53646,63.0,,,33.4,9
1988,NA-153,Sukkar III,Sindh,Noor Muhammad Khan Lund,PPP,52562,64.1,,,30.0,4
1988,NA-154,Shikarpur I,Sindh,Agha Tariq Khan,PPP,41244,62.4,,,36.1,4
1988,NA-155,Shikarpur II,Sindh,Agha Atta Muhammad Khan,PPP,40621,79.0,,,68.0,6
1988,NA-156,Jacobabad I,Sindh,Sardar Muhammad Muqeem Khan,PPP,69222,86.0,,,75.3,8
1988,NA-157,Jacobabad II,Sindh,Mir Mehran Khan Bijarani,PPP,32532,53.1,,,14.0,5
1988,NA-158,Nawabshah I,Sindh,Zafar Ali Shah,PPP,71850,69.2,,,39.9,5
1988,NA-159,Nawabshah II,Sindh,Haji Rehmatullah Behan,PPP,46143,58.2,,,19.0,9
1988,NA-160,Nawabshah III,Sindh,Hakim Ali Zardari,PPP,35591,42.1,,,20.2,6
1988,NA-161,Nawabshah IV,Sindh,Syed Shabir Ahmad Shah,PPP,51972,77.8,,,58.0,8
1988,NA-162,Khairpur I,Sindh,Syed Pervez Ali Shah Jillani,PPP,88151,71.0,,,43.4,5
1988,NA-163,Khairpur II,Sindh,Pir Syed Abdul Qadir Shah,PPP,87319,73.3,,,48.0,4
1988,NA-164,Larkana I,Sindh,Begum Nusrat Bhutto,PPP,83449,92.2,,,87.2,4
1988,NA-165,Larkana II,Sindh,Begum Ashraf Abbassi,PPP,,,,,,1
1988,NA-166,Larkana III,Sindh,Mohtarma Benazir Bhutto,PPP,,,,,,1
1988,NA-167,Hyederabad I,Sindh,Makhdoom Amin Faheem,PPP,,,,,,1
1988,NA-168,Hyederabad II,Sindh,Aftab Ahmad Sheikh,Independent,,,,,,1
1988,NA-169,Hyederabad III,Sindh,Rashid Ahmad Khan,PPP,,,,,,1
1988,NA-170,Hyederabad IV,Sindh,Qazi Abdul Majeed Abid,PPP,50869,73.5,,,51.4,7
1988,NA-171,Hyederabad V,Sindh,Makdoom Ghulam Muhammad Khalique uz zamam,PPP,61838,73.0,,,46.6,4
1988,NA-172,Badin I,Sindh,Abdullah Halepoto,PPP,38963,68.3,,,50.3,8
1988,NA-173,Badin II,Sindh,Bashir Ahmad Halepoto,PPP,35379,70.3,,,56.2,8
1988,NA-174,Tharparkar I,Sindh,Syed Qurban Ali Shah,PPP,39471,41.3,,,9.1,18
1988,NA-175,Tharparkar II,Sindh,Ali Nawaz Shah,PPP,34323,49.8,,,23.1,13
1988,NA-176,Tharparkar III,Sindh,Arbab Amir Hussain,Independent,41279,49.9,,,3.4,5
1988,NA-177,Dadu I,Sindh,Malik Asad Sikandar Khan,PPP,61451,83.7,,,70.3,6
1988,NA-178,Dadu II,Sindh,Haji Muhammad Bux,PPP,63824,83.4,,,67.4,4
1988,NA-179,Dadu III,Sindh,Haji Zafar Ali Leghari,PPP,63179,74.9,,,54.7,4
1988,NA-180,Sanghar I,Sindh,Pir Syed Ali Gohar Shah,Independent,52725,62.7,,,26.7,4
1988,NA-181,Sanghar II,Sindh,Shah Nawaz Junejo,PPP,49879,46.6,,,17.7,8
1988,NA-182,Thatta I,Sindh,Ghulam Hussain Alias Babu,PPP,53289,82.1,,,67.0,6
1988,NA-183,Thatta II,Sindh,Ghulam Mustafa Shah,PPP,37332,74.1,,,57.9,4
1988,NA-184,Karachi West I,Sindh,Syed Amir Haidar Kazmi,PPP,33606,28.8,,,0.2,10
1988,NA-185,Karachi West II,Sindh,Syed Salim ul Haq,Independent,82310,67.6,,,52.4,10
1988,NA-186,Karachi Central I,Sindh,Kanwar Khalid Younis,Independent,87919,70.6,,,52.3,7
1988,NA-187,Karachi Central II,Sindh,Imran Farooq,Independent,93499,81.1,,,70.6,6
1988,NA-188,Karachi Central III,Sindh,Syed Muhammad Aslam,Independent,131012,81.5,,,70.2,5
1988,NA-189,Karachi South I,Sindh,Benazir Bhutto,PPP,62046,68.8,,,56.9,9
1988,NA-190,Karachi South II,Sindh,Muhammad Farooq Sattar,Independent,40716,40.8,,,8.7,8
1988,NA-191,Karachi South III,Sindh,Syed Tariq Mehmood,Independent,36746,42.9,,,10.0,11
1988,NA-192,Karachi East I,Sindh,Dr. Muhammad Farooque Sattar,Independent,57609,63.2,,,48.1,11
1988,NA-193,Karachi East II,Sindh,Syed Muhammad Zakariya Kazmi,Independent,62038,62.2,,,44.1,13
1988,NA-194,Karachi East III,Sindh,Syed Amin Ul Haq,Independent,59710,100.0,,,,1
1988,NA-195,Karachi East IV,Sindh,Mahmood Hussain Hashmi,Independent,81097,100.0,,,,1
1988,NA-196,Karachi East V,Sindh,Waseem Ahmad,Independent,73612,60.0,,,33.9,8
1988,NA-197,Quetta,Balochistan,Hafiz Hussain Ahmad,JUI-F,23903,21.2,,,2.2,14
1988,NA-198,Pishin,Balochistan,Maulvi Abdul Ghani,JUI-F,24959,38.1,,,8.6,11
1988,NA-199,Loralai,Balochistan,Mir Baz Muhammad Khan,PPP,11484,26.3,,,1.1,15
1988,NA-200,Zhob,Balochistan,Maulvi Muhammad Khan Sherani,JUI-F,13307,45.2,,,27.5,16
1988,NA-201,Kachhi,Balochistan,Mir Tariq Hussain Magsi,Independent,21625,49.6,,,20.3,8
1988,NA-202,Sibi Kohlu Dera Bugti Ziarat,Balochistan,Saleem Akbar Bugti,Independent,16945,48.0,,,27.1,5
1988,NA-203,Jaffarabad,Balochistan,Mir Zafar Ullah Khan Jamali,IJI,50854,70.4,,,46.6,6
1988,NA-204,Kalat Kharan,Balochistan,Moulvi Muhammad Siddique Shah,JUI-F,19356,40.1,,,23.2,10
1988,NA-205,Khuzdar,Balochistan,Mir Muhammad Arif,BNA,15206,35.8,,,8.0,8
1988,NA-206,Lasbela Gawadar,Balochistan,Ghulam Akbar Lasi,IJI,17423,32.1,,,1.2,7
1988,NA-207,Turbat Panjgur,Balochistan,Manzoor Ahmad,BNA,16094,36.4,,,9.1,6
