na,candidate_name,party,votes,rank
NA-141,Syed Imran Ahmad Shah,PML-N,118242,1
NA-141,Rana Aamir Shahzad Tahir,Independent,107060,2
NA-141,Muhammad Zaki Chaudhry,PPP,25627,3
NA-141,Abdul Qadir,TLP,14691,4
NA-141,Altaf Nawaz,Independent,6798,5
NA-141,Muhammad Rehmat Ullah,JIP,3430,6
NA-141,Muhammad Shahid Ali Chohan,Independent,2574,7
NA-141,Chaudhary Asif Ali,Independent,1193,8
NA-141,Rahila Khanum,PMML,845,9
NA-141,Rana Sher Khan,Independent,658,10
NA-141,Hafiz Khalid Mehmood Zafar,Independent,573,11
NA-141,Masood Akhtar,Independent,315,12
NA-141,Surkhab Sikandar,Independent,196,13
NA-141,Haroon Zaman Khagga,Independent,167,14
NA-141,Muhammad Nawaz,Independent,156,15
NA-141,Imran Ali Ghazali,Independent,83,16
NA-141,Muhammad Ali Shakoor,Independent,81,17
NA-141,Jahanzaib Rasool,Independent,62,18
NA-141,Muhammad Naeem Asif,Independent,49,19
NA-141,Mian Anwar Ul Haq Ramay,Independent,44,20
NA-141,Muhammad Umar Ishaq Chaudhary,Independent,21,21
