year,na,constituency,province,district,name_raw,name_full,name_core,name_squash,name_distinct,party,party_raw,votes,share,rank,outcome,src,person_id
1977,NA-1,Peshawar,,peshawar,Muhammad Yousaf Khattak,muhammad yousaf khatak,muhammad yousaf khatak,muhammadyousafkhatak,yousafkhatak,PML(Qayyum),PML-Q,44905,,1,Win,ep1977,H0001
1977,NA-1,Peshawar,,peshawar,Air Marshal (R) Asghar Khan,air marshal r asghar khan,air marshal asghar khan,airmarshalasgharkhan,airmarshalasgharkhan,PNA,PNA,34040,,2,Loss,ep1977,H0002
1977,NA-1,Peshawar,,peshawar,Jan Akbar,jan akbar,jan akbar,janakbar,janakbar,IND,Independent,1374,,3,Loss,ep1977,H0003
1977,NA-10,Kohat,,kohat,Moulana Habib Gul,moulana habib gul,habib gul,habibgul,habibgul,PNA,PNA,29491,,1,Win,ep1977,H0028
1977,NA-10,Kohat,,kohat,Syed Hassan Jan,syed hassan jan,syed hassan jan,syedhassanjan,syedhassanjan,PPP,PPP,16329,,2,Loss,ep1977,H0029
1977,NA-10,Kohat,,kohat,Nawabzada Azmat Ali Khan,nawabzada azmat ali khan,nawabzada azmat ali khan,nawabzadaazmatalikhan,nawabzadaazmatalikhan,IND,Independent,13705,,3,Loss,ep1977,H0030
1977,NA-10,Kohat,,kohat,Gull Zaman,gull zaman,gull zaman,gullzaman,gullzaman,IND,Independent,1133,,4,Loss,ep1977,H0031
1977,NA-100,Gujranwala,,gujranwala,Ghulam Dastgir Khan,ghulam dastgir khan,ghulam dastgir khan,ghulamdastgirkhan,ghulamdastgirkhan,PNA,PNA,52223,,1,Win,ep1977,P01194
1977,NA-100,Gujranwala,,gujranwala,Habib Ur Rehman,habib ur rehman,habib ur rehman,habiburrehman,habiburrehman,PPP,PPP,48359,,2,Loss,ep1977,H0312
1977,NA-100,Gujranwala,,gujranwala,Abdul Ghafoor,abdul ghafoor,abdul ghafoor,abdulghafoor,abdulghafoor,JUI-H,JUI-H,924,,3,Loss,ep1977,H0313
1977,NA-100,Gujranwala,,gujranwala,Muhammad Sharif,muhammad sharif,muhammad sharif,muhammadsharif,sharif,IND,Independent,174,,4,Loss,ep1977,H0314
1977,NA-100,Gujranwala,,gujranwala,Muhammad Siddique,muhammad siddique,muhammad siddique,muhammadsiddique,siddique,IND,Independent,60,,5,Loss,ep1977,H0249
1977,NA-101,Gujranwala,,gujranwala,Mian   Azhar Hussain,mian azhar hussain,mian azhar hussain,mianazharhussain,azharhussain,PPP,PPP,67662,,1,Win,ep1977,H0315
1977,NA-101,Gujranwala,,gujranwala,Chaudhary   Zafar Ullah Khan,chaudhry zafar ullah khan,chaudhry zafar ullah khan,chaudhryzafarullahkhan,chaudhryzafarullahkhan,PNA,PNA,41236,,2,Loss,ep1977,H0316
1977,NA-101,Gujranwala,,gujranwala,Muhammad Din,muhammad din,muhammad din,muhammaddin,din,JUI-H,JUI-H,2804,,3,Loss,ep1977,H0317
1977,NA-101,Gujranwala,,gujranwala,Shabir   Ahmad,shabir ahmed,shabir ahmed,shabirahmed,shabirahmed,IND,Independent,2565,,4,Loss,ep1977,P02945
1977,NA-102,Gujranwala,,gujranwala,Malik Mahdi Hassan,malik mahdi hassan,malik mahdi hassan,malikmahdihassan,malikmahdihassan,PPP,PPP,61424,,1,Win,ep1977,H0318
1977,NA-102,Gujranwala,,gujranwala,Syed Khalil ur Rehman Chishti,syed khalil ur rehman chishti,syed khalil ur rehman chishti,syedkhalilurrehmanchishti,syedkhalilurrehmanchishti,PNA,PNA,55552,,2,Loss,ep1977,H0319
1977,NA-102,Gujranwala,,gujranwala,Saeed Ahmad Malhi,saeed ahmed malhi,saeed ahmed malhi,saeedahmedmalhi,saeedahmedmalhi,PML(Qayyum),PMLQ,2191,,3,Loss,ep1977,H0320
1977,NA-103,Gujranwala,,gujranwala,Mian   Shahadat Khan,mian shahadat khan,mian shahadat khan,mianshahadatkhan,shahadatkhan,PPP,PPP,72025,,1,Win,ep1977,H0321
1977,NA-103,Gujranwala,,gujranwala,Qazi   Asmat Ullah,qazi asmat ullah,qazi asmat ullah,qaziasmatullah,qaziasmatullah,PNA,PNA,48843,,2,Loss,ep1977,H0322
1977,NA-103,Gujranwala,,gujranwala,Chaudhary   Gulzar Ahmad,chaudhry gulzar ahmed,chaudhry gulzar ahmed,chaudhrygulzarahmed,chaudhrygulzarahmed,IND,Independent,1853,,3,Loss,ep1977,H0323
1977,NA-103,Gujranwala,,gujranwala,Mian   Muhammad Nawaz,mian muhammad nawaz,mian muhammad nawaz,mianmuhammadnawaz,nawaz,IND,Independent,1741,,4,Loss,ep1977,H0324
1977,NA-103,Gujranwala,,gujranwala,Altaf   Hussain,altaf hussain,altaf hussain,altafhussain,altafhussain,IND,Independent,787,,5,Loss,ep1977,H0325
1977,NA-103,Gujranwala,,gujranwala,Molvi   Zahid Ur Rasheed,molvi zahid ur rasheed,zahid ur rasheed,zahidurrasheed,zahidurrasheed,IND,Independent,586,,6,Loss,ep1977,H0326
1977,NA-103,Gujranwala,,gujranwala,Asif   Hayat,asif hayat,asif hayat,asifhayat,asifhayat,IND,Independent,342,,7,Loss,ep1977,H0327
1977,NA-104,Sialkot,,sialkot,Qazi Zaka Ud Din,qazi zaka ud din,qazi zaka ud din,qazizakauddin,qazizakauddin,PPP,PPP,67305,,1,Win,ep1977,H0328
1977,NA-104,Sialkot,,sialkot,Khawja Muhammad Sardar,khawja muhammad sardar,khawja muhammad sardar,khawjamuhammadsardar,khawjasardar,PNA,PNA,49925,,2,Loss,ep1977,H0329
1977,NA-105,Sialkot,,sialkot,Mian Masood Ahmad,mian masood ahmed,mian masood ahmed,mianmasoodahmed,masoodahmed,PPP,PPP,84414,,1,Win,ep1977,H0330
1977,NA-105,Sialkot,,sialkot,Chaudhary Nasir Uddin,chaudhry nasir uddin,chaudhry nasir uddin,chaudhrynasiruddin,chaudhrynasiruddin,PNA,PNA,30809,,2,Loss,ep1977,H0331
1977,NA-105,Sialkot,,sialkot,Javed Muhammad Khan,javed muhammad khan,javed muhammad khan,javedmuhammadkhan,javedkhan,PML(Qayyum),PMLQ,1999,,3,Loss,ep1977,H0332
1977,NA-106,Sialkot,,sialkot,Chaudhary Sultan Ahmad,chaudhry sultan ahmed,chaudhry sultan ahmed,chaudhrysultanahmed,chaudhrysultanahmed,PPP,PPP,73648,,1,Win,ep1977,H0333
1977,NA-106,Sialkot,,sialkot,Manzoor Ahmad,manzoor ahmed,manzoor ahmed,manzoorahmed,manzoorahmed,PNA,PNA,52013,,2,Loss,ep1977,H0334
1977,NA-106,Sialkot,,sialkot,Khan Abdul Qayoom Khan,khan abdul qayoom khan,khan abdul qayoom khan,khanabdulqayoomkhan,khanabdulqayoomkhan,PML(Qayyum),PMLQ,1849,,3,Loss,ep1977,H0335
1977,NA-107,Sialkot,,sialkot,Moulana Kausar Niazi,moulana kausar niazi,kausar niazi,kausarniazi,kausarniazi,PPP,PPP,80011,,1,Win,ep1977,H0336
1977,NA-107,Sialkot,,sialkot,Asad Ullah Khan Bajwa,asad ullah khan bajwa,asad ullah khan bajwa,asadullahkhanbajwa,asadullahkhanbajwa,PNA,PNA,30029,,2,Loss,ep1977,H0337
1977,NA-107,Sialkot,,sialkot,Muhammad Mehmood,muhammad mehmood,muhammad mehmood,muhammadmehmood,mehmood,PML(Qayyum),PML-Q,9851,,3,Loss,ep1977,H0338
1977,NA-108,Sialkot,,sialkot,Hamid Nawaz Khan,hamid nawaz khan,hamid nawaz khan,hamidnawazkhan,hamidnawazkhan,PPP,PPP,90775,,1,Win,ep1977,H0339
1977,NA-108,Sialkot,,sialkot,Muhammad Iqbal Butt,muhammad iqbal butt,muhammad iqbal butt,muhammadiqbalbutt,iqbalbutt,PNA,PNA,21255,,2,Loss,ep1977,H0340
1977,NA-109,Sialkot,,sialkot,Ghulam Sarwar Khan Advocate,ghulam sarwar khan advocate,ghulam sarwar khan,ghulamsarwarkhan,ghulamsarwarkhan,PPP,PPP,81613,,1,Win,ep1977,P01027
1977,NA-109,Sialkot,,sialkot,Barak Ullah Khan,barak ullah khan,barak ullah khan,barakullahkhan,barakullahkhan,PNA,PNA,31523,,2,Loss,ep1977,H0341
1977,NA-109,Sialkot,,sialkot,Muhammad Ayub Khan,muhammad ayub khan,muhammad ayub khan,muhammadayubkhan,ayubkhan,IND,Independent,788,,3,Loss,ep1977,H0058
1977,NA-11,Kohat,,kohat,Molvi Naimat Ullah,molvi naimat ullah,naimat ullah,naimatullah,naimatullah,PNA,PNA,25546,,1,Win,ep1977,H0032
1977,NA-11,Kohat,,kohat,Muhammad Aslam Khan Khattak,muhammad aslam khan khatak,muhammad aslam khan khatak,muhammadaslamkhankhatak,aslamkhankhatak,PPP,PPP,14997,,2,Loss,ep1977,H0033
1977,NA-11,Kohat,,kohat,Muhammad Yousif Khan,muhammad yousif khan,muhammad yousif khan,muhammadyousifkhan,yousifkhan,PML(Qayyum),PMLQ,8774,,3,Loss,ep1977,H0020
1977,NA-110,Sialkot,,sialkot,Anwar Aziz Chaudhry,anwar aziz chaudhry,anwar aziz chaudhry,anwarazizchaudhry,anwarazizchaudhry,PPP,PPP,101090,,1,Win,ep1977,H0342
1977,NA-110,Sialkot,,sialkot,Chaudhary   Abdul Rauf,chaudhry abdul rauf,chaudhry abdul rauf,chaudhryabdulrauf,chaudhryabdulrauf,IND,Independent,9538,,2,Loss,ep1977,H0343
1977,NA-110,Sialkot,,sialkot,Muhammad Salman,muhammad salman,muhammad salman,muhammadsalman,salman,PNA,PNA,8607,,3,Loss,ep1977,H0344
1977,NA-111,Multan,,multan,Syed   Abbas Hussain Shah,syed abbas hussain shah,syed abbas hussain shah,syedabbashussainshah,syedabbashussainshah,PPP,PPP,52356,,1,Win,ep1977,H0345
1977,NA-111,Multan,,multan,Muhammad Rafiq,muhammad rafiq,muhammad rafiq,muhammadrafiq,rafiq,PNA,PNA,51003,,2,Loss,ep1977,H0346
1977,NA-111,Multan,,multan,Ali Muhammad,ali muhammad,ali muhammad,alimuhammad,ali,IND,Independent,4016,,3,Loss,ep1977,H0347
1977,NA-111,Multan,,multan,Ahmad Hayat Khan,ahmed hayat khan,ahmed hayat khan,ahmedhayatkhan,ahmedhayatkhan,IND,Independent,1152,,4,Loss,ep1977,H0348
1977,NA-112,Multan,,multan,Riffat Hayat Khan,riffat hayat khan,riffat hayat khan,riffathayatkhan,riffathayatkhan,PPP,PPP,53745,,1,Win,ep1977,H0349
1977,NA-112,Multan,,multan,Rao Shakir Ali,rao shakir ali,rao shakir ali,raoshakirali,raoshakirali,PNA,PNA,41214,,2,Loss,ep1977,H0350
1977,NA-112,Multan,,multan,Noor Muhammad Chauhan,noor muhammad chauhan,noor muhammad chauhan,noormuhammadchauhan,noorchauhan,PSP,PSP,1086,,3,Loss,ep1977,H0351
1977,NA-113,Multan,,multan,Chaudhary   Barkat Ullah,chaudhry barkat ullah,chaudhry barkat ullah,chaudhrybarkatullah,chaudhrybarkatullah,PPP,PPP,63743,,1,Win,ep1977,H0352
1977,NA-113,Multan,,multan,Ghulam   Haidar Wyne,ghulam haidar wyne,ghulam haidar wyne,ghulamhaidarwyne,ghulamhaidarwyne,PNA,PNA,49161,,2,Loss,ep1977,H0353
1977,NA-113,Multan,,multan,Pir   Muhammad Sanaullah Bodla,pir muhammad sanaullah bodla,pir muhammad sanaullah bodla,pirmuhammadsanaullahbodla,pirsanaullahbodla,IND,Independent,1127,,3,Loss,ep1977,H0354
1977,NA-114,Multan,,multan,Makhdoom Muhammad Sajjad Hussain   Qureshi,makhdoom muhammad sajjad hussain qureshi,makhdoom muhammad sajjad hussain qureshi,makhdoommuhammadsajjadhussainqureshi,makhdoomsajjadhussainqureshi,PPP,PPP,58844,,1,Win,ep1977,H0355
1977,NA-114,Multan,,multan,Muhammad Arif,muhammad arif,muhammad arif,muhammadarif,arif,PNA,PNA,37918,,2,Loss,ep1977,H0356
1977,NA-114,Multan,,multan,Muhammad Yaqoob,muhammad yaqoob,muhammad yaqoob,muhammadyaqoob,yaqoob,IND,Independent,3036,,3,Loss,ep1977,H0357
1977,NA-114,Multan,,multan,Mansib Ali,mansib ali,mansib ali,mansibali,mansibali,PML(Qayyum),PML-Q,2163,,4,Loss,ep1977,H0358
1977,NA-114,Multan,,multan,Muhammad Iqbal,muhammad iqbal,muhammad iqbal,muhammadiqbal,iqbal,IND,Independent,936,,5,Loss,ep1977,H0359
1977,NA-114,Multan,,multan,Aziz Uddin,aziz uddin,aziz uddin,azizuddin,azizuddin,IND,Independent,210,,6,Loss,ep1977,H0360
1977,NA-115,Multan,,multan,Syed   Hamid Raza Gillani,syed hamid raza gilani,syed hamid raza gilani,syedhamidrazagilani,syedhamidrazagilani,PPP,PPP,73918,,1,Win,ep1977,H0361
1977,NA-115,Multan,,multan,Mian   Sajid Parvaiz,mian sajid parvaiz,mian sajid parvaiz,miansajidparvaiz,sajidparvaiz,PNA,PNA,25837,,2,Loss,ep1977,H0362
1977,NA-115,Multan,,multan,Syed   Muhammad Shah,syed muhammad shah,syed muhammad shah,syedmuhammadshah,syedshah,IND,Independent,2449,,3,Loss,ep1977,H0363
1977,NA-115,Multan,,multan,Abdul Hameed,abdul hameed,abdul hameed,abdulhameed,abdulhameed,IND,Independent,1448,,4,Loss,ep1977,P00575
1977,NA-115,Multan,,multan,Mian   Khalid Hussain,mian khalid hussain,mian khalid hussain,miankhalidhussain,khalidhussain,IND,Independent,424,,5,Loss,ep1977,H0364
1977,NA-116,Multan,,multan,Sheikh Khizar Hayat,shaikh khizar hayat,shaikh khizar hayat,shaikhkhizarhayat,shaikhkhizarhayat,PNA,PNA,39688,,1,Win,ep1977,P02993
1977,NA-116,Multan,,multan,Sahibzada Farooq Ali Khan Advocate,sahibzada farooq ali khan advocate,sahibzada farooq ali khan,sahibzadafarooqalikhan,sahibzadafarooqalikhan,PNA,PNA,38239,,2,Loss,ep1977,H0365
1977,NA-116,Multan,,multan,Haji Mushtaq Ahmad,haji mushtaq ahmed,mushtaq ahmed,mushtaqahmed,mushtaqahmed,PML(Qayyum),PML-Q,1090,,3,Loss,ep1977,P07236
1977,NA-117,Multan,,multan,Maulana Hamid Ali Khan,maulana hamid ali khan,hamid ali khan,hamidalikhan,hamidalikhan,PNA,PNA,49436,,1,Win,ep1977,H0366
1977,NA-117,Multan,,multan,Babo Feroz Din Ansari,babo feroz din ansari,babo feroz din ansari,baboferozdinansari,baboferozdinansari,PPP,PPP,45190,,2,Loss,ep1977,H0367
1977,NA-118,Multan,,multan,Chaudhary Abdur Rehman,chaudhry abdur rehman,chaudhry abdur rehman,chaudhryabdurrehman,chaudhryabdurrehman,PPP,PPP,63308,,1,Win,ep1977,H0368
1977,NA-118,Multan,,multan,Khan Khurshid Ahamd Khan,khan khurshid ahamd khan,khan khurshid ahamd khan,khankhurshidahamdkhan,khankhurshidahamdkhan,PNA,PNA,45673,,2,Loss,ep1977,H0369
1977,NA-118,Multan,,multan,Rana Rab Nawaz Khan Noon,rana rab nawaz khan noon,rana rab nawaz khan noon,ranarabnawazkhannoon,ranarabnawazkhannoon,IND,Independent,2016,,3,Loss,ep1977,H0370
1977,NA-118,Multan,,multan,Muhammad Khalil Khan,muhammad khalil khan,muhammad khalil khan,muhammadkhalilkhan,khalilkhan,IND,Independent,526,,4,Loss,ep1977,H0371
1977,NA-119,Multan,,multan,Syed Nasir Ali Rizvi,syed nasir ali rizvi,syed nasir ali rizvi,syednasiralirizvi,syednasiralirizvi,PPP,PPP,64249,,1,Win,ep1977,H0372
1977,NA-119,Multan,,multan,Zafar Ullah Khan,zafar ullah khan,zafar ullah khan,zafarullahkhan,zafarullahkhan,PNA,PNA,51104,,2,Loss,ep1977,P01092
1977,NA-119,Multan,,multan,Mehmood Ali Khan,mehmood ali khan,mehmood ali khan,mehmoodalikhan,mehmoodalikhan,IND,Independent,1581,,3,Loss,ep1977,H0373
1977,NA-12,Abbottabad,,abbottabad,Muhammad Iqbal Khan Jadoon,muhammad iqbal khan jadoon,muhammad iqbal khan jadoon,muhammadiqbalkhanjadoon,iqbalkhanjadoon,PPP,PPP,32136,,1,Win,ep1977,H0034
1977,NA-12,Abbottabad,,abbottabad,Air Marshal (R) Asghar Khan,air marshal r asghar khan,air marshal asghar khan,airmarshalasgharkhan,airmarshalasgharkhan,PNA,PNA,26954,,2,Loss,ep1977,H0002
1977,NA-12,Abbottabad,,abbottabad,Abdul Qayyum Khan,abdul qayyum khan,abdul qayyum khan,abdulqayyumkhan,abdulqayyumkhan,PML(Qayyum),PML-Q,14494,,3,Loss,ep1977,H0035
1977,NA-12,Abbottabad,,abbottabad,Malik Abdul Aziz,malik abdul aziz,malik abdul aziz,malikabdulaziz,malikabdulaziz,IND,Independent,323,,4,Loss,ep1977,H0036
1977,NA-120,Multan,,multan,Rana Taj Ahmad,rana taj ahmed,rana taj ahmed,ranatajahmed,ranatajahmed,PPP,PPP,61335,,1,Win,ep1977,H0374
1977,NA-120,Multan,,multan,Abdul Razaq Khan,abdul razaq khan,abdul razaq khan,abdulrazaqkhan,abdulrazaqkhan,PNA,PNA,51102,,2,Loss,ep1977,H0375
1977,NA-121,Vehari,,vehari,Mohammad Nawaz Khan @ Dilawar Khan   Khichi,muhammad nawaz khan dilawar khan khichi,muhammad nawaz khan dilawar khan khichi,muhammadnawazkhandilawarkhankhichi,nawazkhandilawarkhankhichi,PPP,PPP,93943,,1,Win,ep1977,P01487
1977,NA-121,Vehari,,vehari,Haji Jamshid Ali Khan,haji jamshid ali khan,jamshid ali khan,jamshidalikhan,jamshidalikhan,PNA,PNA,36700,,2,Loss,ep1977,H0376
1977,NA-122,Vehari,,vehari,Mian   Riaz Ahmad Khan Daultana,mian riaz ahmed khan daultana,mian riaz ahmed khan daultana,mianriazahmedkhandaultana,riazahmedkhandaultana,PPP,PPP,78761,,1,Win,ep1977,H0377
1977,NA-122,Vehari,,vehari,Sufi Muhammad Tufail,sufi muhammad tufail,sufi muhammad tufail,sufimuhammadtufail,sufitufail,PNA,PNA,42611,,2,Loss,ep1977,H0378
1977,NA-122,Vehari,,vehari,Chaudhary   Atiq Ahmad Bajwa,chaudhry atiq ahmed bajwa,chaudhry atiq ahmed bajwa,chaudhryatiqahmedbajwa,chaudhryatiqahmedbajwa,IND,Independent,2140,,3,Loss,ep1977,H0379
1977,NA-123,Vehari,,vehari,Agha   Saleem Khurshid,agha saleem khurshid,agha saleem khurshid,aghasaleemkhurshid,aghasaleemkhurshid,PPP,PPP,64253,,1,Win,ep1977,H0380
1977,NA-123,Vehari,,vehari,Qurban   Ali Chohan,qurban ali chohan,qurban ali chohan,qurbanalichohan,qurbanalichohan,PNA,PNA,54369,,2,Loss,ep1977,H0381
1977,NA-123,Vehari,,vehari,Nisar   Ahmad,nisar ahmed,nisar ahmed,nisarahmed,nisarahmed,IND,Independent,1204,,3,Loss,ep1977,P06941
1977,NA-124,Dera Ghazi Khan,,dg khan,Maulana   Mufti Mahmood,maulana mufti mehmood,mehmood,mehmood,mehmood,PNA,PNA,52159,,1,Win,ep1977,H0063
1977,NA-124,Dera Ghazi Khan,,dg khan,Manzoor   Ahmad Lund,manzoor ahmed lund,manzoor ahmed lund,manzoorahmedlund,manzoorahmedlund,PPP,PPP,49886,,2,Loss,ep1977,H0382
1977,NA-124,Dera Ghazi Khan,,dg khan,Ghulam,ghulam,ghulam,ghulam,ghulam,IND,Independent,504,,3,Loss,ep1977,H0383
1977,NA-125,Dera Ghazi Khan,,dg khan,Sardar Farooq Ahmad Khan Leghari,sardar farooq ahmed khan leghari,sardar farooq ahmed khan leghari,sardarfarooqahmedkhanleghari,sardarfarooqahmedkhanleghari,PPP,PPP,81878,,1,Win,ep1977,P00187
1977,NA-125,Dera Ghazi Khan,,dg khan,Abdullah Khan,abdullah khan,abdullah khan,abdullahkhan,abdullahkhan,PNA,PNA,31914,,2,Loss,ep1977,H0384
1977,NA-126,Dera Ghazi Khan,,dg khan,Mir Balakh Sher Khan Mazari,mir balakh sher khan mazari,mir balakh sher khan mazari,mirbalakhsherkhanmazari,mirbalakhsherkhanmazari,PPP,PPP,81858,,1,Win,ep1977,H0385
1977,NA-126,Dera Ghazi Khan,,dg khan,Malik Abdul Majid Javed,malik abdul majid javed,malik abdul majid javed,malikabdulmajidjaved,malikabdulmajidjaved,PNA,PNA,26478,,2,Loss,ep1977,H0386
1977,NA-126,Dera Ghazi Khan,,dg khan,Naeed Asif Jaswal,naeed asif jaswal,naeed asif jaswal,naeedasifjaswal,naeedasifjaswal,IND,Independent,652,,3,Loss,ep1977,H0387
1977,NA-127,Muzaffargarh,,muzaffargarh,Muhammad Ibrahim Burq,muhammad ibrahim burq,muhammad ibrahim burq,muhammadibrahimburq,ibrahimburq,PPP,PPP,64737,,1,Win,ep1977,H0388
1977,NA-127,Muzaffargarh,,muzaffargarh,Molvi Muhammad Luqman,molvi muhammad luqman,muhammad luqman,muhammadluqman,luqman,PNA,PNA,42950,,2,Loss,ep1977,H0389
1977,NA-127,Muzaffargarh,,muzaffargarh,Ghulam Qasim,ghulam qasim,ghulam qasim,ghulamqasim,ghulamqasim,IND,Independent,21057,,3,Loss,ep1977,H0390
1977,NA-127,Muzaffargarh,,muzaffargarh,Muhammad Baqir Zaidi,muhammad baqir zaidi,muhammad baqir zaidi,muhammadbaqirzaidi,baqirzaidi,IND,Independent,1349,,4,Loss,ep1977,H0391
1977,NA-128,Muzaffargarh,,muzaffargarh,Nawabzada Nasrullah Khan,nawabzada nasrullah khan,nawabzada nasrullah khan,nawabzadanasrullahkhan,nawabzadanasrullahkhan,PNA,PNA,74006,,1,Win,ep1977,P00195
1977,NA-128,Muzaffargarh,,muzaffargarh,Sardar Amjad Hameed Khan Dasti,sardar amjad hameed khan dasti,sardar amjad hameed khan dasti,sardaramjadhameedkhandasti,sardaramjadhameedkhandasti,PPP,PPP,45514,,2,Loss,ep1977,H0392
1977,NA-129,Muzaffargarh,,muzaffargarh,Dost Muhammad Khan Buzdar,dost muhammad khan buzdar,dost muhammad khan buzdar,dostmuhammadkhanbuzdar,dostkhanbuzdar,PNA,PNA,73844,,1,Win,ep1977,H0393
1977,NA-129,Muzaffargarh,,muzaffargarh,Mian Ghulam Abbas Qureishi,mian ghulam abbas qureishi,mian ghulam abbas qureishi,mianghulamabbasqureishi,ghulamabbasqureishi,PPP,PPP,41604,,2,Loss,ep1977,H0394
1977,NA-13,Abbottabad,,abbottabad,Air Marshal (R) Asghar Khan,air marshal r asghar khan,air marshal asghar khan,airmarshalasgharkhan,airmarshalasgharkhan,PNA,PNA,35711,,1,Win,ep1977,H0002
1977,NA-13,Abbottabad,,abbottabad,Sardar Muhammad Fazal E Raziq Khan,sardar muhammad fazl e raziq khan,sardar muhammad fazl raziq khan,sardarmuhammadfazlraziqkhan,sardarfazlraziqkhan,PPP,PPP,17172,,2,Loss,ep1977,H0037
1977,NA-13,Abbottabad,,abbottabad,Sardar Inayat ur Rehman Abbasi,sardar inayat ur rehman abbasi,sardar inayat ur rehman abbasi,sardarinayaturrehmanabbasi,sardarinayaturrehmanabbasi,PML(Qayyum),PML-Q,8408,,3,Loss,ep1977,H0038
1977,NA-13,Abbottabad,,abbottabad,Muhammad Azam Khan,muhammad azam khan,muhammad azam khan,muhammadazamkhan,azamkhan,IND,Independent,4456,,4,Loss,ep1977,P01168
1977,NA-13,Abbottabad,,abbottabad,Sardar Mumtaz Alam,sardar mumtaz alam,sardar mumtaz alam,sardarmumtazalam,sardarmumtazalam,IND,Independent,4197,,5,Loss,ep1977,H0039
1977,NA-130,Muzaffargarh,,muzaffargarh,Malik Qadir Bakhash Jhakkar,malik qadir bakhash jhakkar,malik qadir bakhash jhakkar,malikqadirbakhashjhakkar,malikqadirbakhashjhakkar,PPP,PPP,51237,,1,Win,ep1977,H0395
1977,NA-130,Muzaffargarh,,muzaffargarh,Muhammad Bashir,muhammad bashir,muhammad bashir,muhammadbashir,bashir,PNA,PNA,43010,,2,Loss,ep1977,H0396
1977,NA-131,Muzaffargarh,,muzaffargarh,Sardar Muhammad Behram Khan Sehr,sardar muhammad behram khan sehr,sardar muhammad behram khan sehr,sardarmuhammadbehramkhansehr,sardarbehramkhansehr,PPP,PPP,47764,,1,Win,ep1977,H0397
1977,NA-131,Muzaffargarh,,muzaffargarh,Rehmat Ali Alvi,rehmat ali alvi,rehmat ali alvi,rehmatalialvi,rehmatalialvi,PNA,PNA,29438,,2,Loss,ep1977,H0398
1977,NA-131,Muzaffargarh,,muzaffargarh,Syed Riaz Hussain,syed riaz hussain,syed riaz hussain,syedriazhussain,syedriazhussain,IND,Independent,12732,,3,Loss,ep1977,H0399
1977,NA-132,Sahiwal,,sahiwal,Sardar Abdul Aleem,sardar abdul aleem,sardar abdul aleem,sardarabdulaleem,sardarabdulaleem,PPP,PPP,62246,,1,Win,ep1977,H0400
1977,NA-132,Sahiwal,,sahiwal,Mehmood Ahmad,mehmood ahmed,mehmood ahmed,mehmoodahmed,mehmoodahmed,PNA,PNA,42282,,2,Loss,ep1977,H0401
1977,NA-132,Sahiwal,,sahiwal,Parvaiz Abbas,parvaiz abbas,parvaiz abbas,parvaizabbas,parvaizabbas,IND,Independent,8180,,3,Loss,ep1977,H0402
1977,NA-132,Sahiwal,,sahiwal,Muhammad Ajmal Khan,muhammad ajmal khan,muhammad ajmal khan,muhammadajmalkhan,ajmalkhan,JUI-H,JUI-H,1380,,4,Loss,ep1977,H0093
1977,NA-132,Sahiwal,,sahiwal,Muhammad Rafiq,muhammad rafiq,muhammad rafiq,muhammadrafiq,rafiq,IND,Independent,1156,,5,Loss,ep1977,H0346
1977,NA-132,Sahiwal,,sahiwal,Ishaq Baig Badar,ishaq baig badar,ishaq baig badar,ishaqbaigbadar,ishaqbaigbadar,PML(Qayyum),PML-Q,368,,6,Loss,ep1977,H0403
1977,NA-133,Sahiwal,,sahiwal,Sardar   Muhammad Nasim,sardar muhammad nasim,sardar muhammad nasim,sardarmuhammadnasim,sardarnasim,PPP,PPP,66107,,1,Win,ep1977,H0404
1977,NA-133,Sahiwal,,sahiwal,Nazar   Hussain Manzor,nazar hussain manzor,nazar hussain manzor,nazarhussainmanzor,nazarhussainmanzor,PNA,PNA,37069,,2,Loss,ep1977,H0405
1977,NA-133,Sahiwal,,sahiwal,Nazir   Ahmad,nazir ahmed,nazir ahmed,nazirahmed,nazirahmed,IND,Independent,11635,,3,Loss,ep1977,H0406
1977,NA-133,Sahiwal,,sahiwal,Chaudhary   Muhammad Ashraf,chaudhry muhammad ashraf,chaudhry muhammad ashraf,chaudhrymuhammadashraf,chaudhryashraf,IND,Independent,1444,,4,Loss,ep1977,P00151
1977,NA-134,Sahiwal,,sahiwal,Chaudhary   Muhammad Hanif Khan,chaudhry muhammad hanif khan,chaudhry muhammad hanif khan,chaudhrymuhammadhanifkhan,chaudhryhanifkhan,PPP,PPP,70993,,1,Win,ep1977,H0407
1977,NA-134,Sahiwal,,sahiwal,Ch. Muhammad Nawaz Khan,chaudhry muhammad nawaz khan,chaudhry muhammad nawaz khan,chaudhrymuhammadnawazkhan,chaudhrynawazkhan,PNA,PNA,43639,,2,Loss,ep1977,H0408
1977,NA-134,Sahiwal,,sahiwal,Mushtaq   Ahmad,mushtaq ahmed,mushtaq ahmed,mushtaqahmed,mushtaqahmed,IND,Independent,1421,,3,Loss,ep1977,P07236
1977,NA-135,Sahiwal,,sahiwal,Rao Khurshid Ali,rao khurshid ali,rao khurshid ali,raokhurshidali,raokhurshidali,PPP,PPP,79711,,1,Win,ep1977,H0409
1977,NA-135,Sahiwal,,sahiwal,Mian Zafar Iqbal,mian zafar iqbal,mian zafar iqbal,mianzafariqbal,zafariqbal,PNA,PNA,41903,,2,Loss,ep1977,H0410
