year,na,constituency,province,district,name_raw,name_full,name_core,name_squash,name_distinct,party,party_raw,votes,share,rank,outcome,src,person_id
2008,NA-144,Okara 2,Punjab,okara,Muhammad Ashraf Khan Sohna,muhammad ashraf khan sohna,muhammad ashraf khan sohna,muhammadashrafkhansohna,ashrafkhansohna,IND,Independents,677,0.00573515,4,Loss,cookman,P04617
2008,NA-144,Okara 2,Punjab,okara,Mian Muhammad Munir,mian muhammad munir,mian muhammad munir,mianmuhammadmunir,munir,IND,Independents,605,0.005125208,5,Loss,cookman,P04618
2008,NA-144,Okara 2,Punjab,okara,Naeem Ajmal Khan Lashari Bedar,naeem ajmal khan lashari bedar,naeem ajmal khan lashari bedar,naeemajmalkhanlasharibedar,naeemajmalkhanlasharibedar,MQM,Muttahida Qaumi Movement,431,0.003651181,6,Loss,cookman,P04619
2008,NA-144,Okara 2,Punjab,okara,Farid Tariq Khan,farid tariq khan,farid tariq khan,faridtariqkhan,faridtariqkhan,IND,Independents,257,0.002177154,7,Loss,cookman,P04620
2008,NA-144,Okara 2,Punjab,okara,Mirza Naeem Baig,mirza naeem baig,mirza naeem baig,mirzanaeembaig,mirzanaeembaig,IND,Independents,173,0.001465555,8,Loss,cookman,P04621
2008,NA-144,Okara 2,Punjab,okara,Khalil Akhtar Rao,khalil akhtar rao,khalil akhtar rao,khalilakhtarrao,khalilakhtarrao,IND,Independents,170,0.001440141,9,Loss,cookman,P04622
2008,NA-144,Okara 2,Punjab,okara,Mian Riaz Ul Haq Chandoor,mian riaz ul haq chandoor,mian riaz ul haq chandoor,mianriazulhaqchandoor,riazulhaqchandoor,IND,Independents,76,0.000643828,10,Loss,cookman,P04623
2008,NA-145,Okara 3,Punjab,okara,Syed Sumsan Ali Shah Bukhari,syed sumsan ali shah bukhari,syed sumsan ali shah bukhari,syedsumsanalishahbukhari,syedsumsanalishahbukhari,PPP,Pakistan Peoples Party Parliamentarians,64607,0.498687806,1,Win,cookman,P02976
2008,NA-145,Okara 3,Punjab,okara,Syed Gulzar Sabtain Shah,syed gulzar sabtain shah,syed gulzar sabtain shah,syedgulzarsabtainshah,syedgulzarsabtainshah,PMLQ,Pakistan Muslim League (Qaid-e-Azam),42761,0.33006314,2,Loss,cookman,P02975
2008,NA-145,Okara 3,Punjab,okara,Syed Javed Hassan,syed javed hassan,syed javed hassan,syedjavedhassan,syedjavedhassan,PMLN,Pakistan Muslim League (Nawaz),21253,0.164047424,3,Loss,cookman,P02978
2008,NA-145,Okara 3,Punjab,okara,Syed Muhammad Abbas,syed muhammad abbas,syed muhammad abbas,syedmuhammadabbas,syedabbas,Punjab National Party,Punjab National Party,639,0.004932306,4,Loss,cookman,P04624
2008,NA-145,Okara 3,Punjab,okara,Bilal Zia Qamar,bilal zia qamar,bilal zia qamar,bilalziaqamar,bilalziaqamar,IND,Independents,180,0.001389382,5,Loss,cookman,P04625
2008,NA-145,Okara 3,Punjab,okara,Musharraf Ali,musharraf ali,musharraf ali,musharrafali,musharrafali,IND,Independents,114,0.000879942,6,Loss,cookman,P04626
2008,NA-146,Okara 4,Punjab,okara,Mian Manzoor Ahmad Khan Wattoo,mian manzoor ahmed khan wattoo,mian manzoor ahmed khan wattoo,mianmanzoorahmedkhanwattoo,manzoorahmedkhanwattoo,IND,Independents,46941,0.35052832,1,Win,cookman,P01417
2008,NA-146,Okara 4,Punjab,okara,Rao Muhammad Ajmal Khan,rao muhammad ajmal khan,rao muhammad ajmal khan,raomuhammadajmalkhan,raoajmalkhan,PMLQ,Pakistan Muslim League (Qaid-e-Azam),46006,0.343546279,2,Loss,cookman,P02980
2008,NA-146,Okara 4,Punjab,okara,Syed Abbas Raza Rizvi,syed abbas raza rizvi,syed abbas raza rizvi,syedabbasrazarizvi,syedabbasrazarizvi,PPP,Pakistan Peoples Party Parliamentarians,29709,0.221849681,3,Loss,cookman,P04627
2008,NA-146,Okara 4,Punjab,okara,Mian Muhammad Sharif Zafar Joia,mian muhammad sharif zafar joia,mian muhammad sharif zafar joia,mianmuhammadsharifzafarjoia,sharifzafarjoia,PMLN,Pakistan Muslim League (Nawaz),8544,0.063801665,4,Loss,cookman,P04628
2008,NA-146,Okara 4,Punjab,okara,Mian Rizwan Hayee Daula,mian rizwan hayee daula,mian rizwan hayee daula,mianrizwanhayeedaula,rizwanhayeedaula,IND,Independents,816,0.006093417,5,Loss,cookman,P04629
2008,NA-146,Okara 4,Punjab,okara,Rubina Shaheen Wattoo,rubina shaheen wattoo,rubina shaheen wattoo,rubinashaheenwattoo,rubinashaheenwattoo,Pakistan Bachao Party,Pakistan Bachao Party,753,0.00562297,6,Loss,cookman,P02981
2008,NA-146,Okara 4,Punjab,okara,Muhammad Nasim Ahmad Wattoo,muhammad nasim ahmed wattoo,muhammad nasim ahmed wattoo,muhammadnasimahmedwattoo,nasimahmedwattoo,IND,Independents,445,0.003323003,7,Loss,cookman,P04630
2008,NA-146,Okara 4,Punjab,okara,Rao Muhammad Saad Ajmal Khan,rao muhammad saad ajmal khan,rao muhammad saad ajmal khan,raomuhammadsaadajmalkhan,raosaadajmalkhan,IND,Independents,355,0.002650935,8,Loss,cookman,P04631
2008,NA-146,Okara 4,Punjab,okara,Dr. Lala Rukh Mustafa,dr lala rukh mustafa,lala rukh mustafa,lalarukhmustafa,lalarukhmustafa,MQM,Muttahida Qaumi Movement,346,0.002583728,9,Loss,cookman,P04632
2008,NA-146,Okara 4,Punjab,okara,Tariq Rafiq Chaudhry,tariq rafiq chaudhry,tariq rafiq chaudhry,tariqrafiqchaudhry,tariqrafiqchaudhry,IND,Independents,0,0,10,Loss,cookman,P04633
2008,NA-147,Okara 5,Punjab,okara,Mian Manzoor Ahmad Khan Wattoo,mian manzoor ahmed khan wattoo,mian manzoor ahmed khan wattoo,mianmanzoorahmedkhanwattoo,manzoorahmedkhanwattoo,IND,Independents,84778,0.606367076,1,Win,cookman+corr2026-09,P01417
2008,NA-147,Okara 5,Punjab,okara,Syed Raza Ali Gillani,syed raza ali gilani,syed raza ali gilani,syedrazaaligilani,syedrazaaligilani,IND,Independents,31548,0.225644253,2,Loss,cookman,P04635
2008,NA-147,Okara 5,Punjab,okara,Sardar Khyzar Hayat Khan Ladhu Ka,sardar khyzar hayat khan ladhu ka,sardar khyzar hayat khan ladhu ka,sardarkhyzarhayatkhanladhuka,sardarkhyzarhayatkhanladhuka,PPP,Pakistan Peoples Party Parliamentarians,20044,0.14336292,3,Loss,cookman,P04636
2008,NA-147,Okara 5,Punjab,okara,Robina Shaheen Wattoo,robina shaheen wattoo,robina shaheen wattoo,robinashaheenwattoo,robinashaheenwattoo,IND,Independents,2331,0.016672269,4,Loss,cookman,P02981
2008,NA-147,Okara 5,Punjab,okara,Asyia Javed,asyia javed,asyia javed,asyiajaved,asyiajaved,IND,Independents,399,0.002853812,5,Loss,cookman,P04637
2008,NA-147,Okara 5,Punjab,okara,Mian Masood Ahmad Akbar Sukhera,mian masood ahmed akbar sukhera,mian masood ahmed akbar sukhera,mianmasoodahmedakbarsukhera,masoodahmedakbarsukhera,IND,Independents,334,0.002388905,6,Loss,cookman,P04638
2008,NA-147,Okara 5,Punjab,okara,Dewan Akhlaq Ahmad,dewan akhlaq ahmed,dewan akhlaq ahmed,dewanakhlaqahmed,dewanakhlaqahmed,IND,Independents,199,0.00142333,7,Loss,cookman,P04639
2008,NA-147,Okara 5,Punjab,okara,Mian Jahangir Ahmad Mahar,mian jahangir ahmed mahar,mian jahangir ahmed mahar,mianjahangirahmedmahar,jahangirahmedmahar,IND,Independents,116,0.00082968,8,Loss,cookman,P04640
2008,NA-147,Okara 5,Punjab,okara,Mian Muhammad Javed Yasin Khan Watoo,mian muhammad javed yasin khan watoo,mian muhammad javed yasin khan watoo,mianmuhammadjavedyasinkhanwatoo,javedyasinkhanwatoo,IND,Independents,64,0.000457754,9,Loss,cookman,P04641
2008,NA-148,Multan 1,Punjab,multan,Makhdoom Shah Mehmood Qureshi,makhdoom shah mehmood qureshi,makhdoom shah mehmood qureshi,makhdoomshahmehmoodqureshi,makhdoomshahmehmoodqureshi,PPP,Pakistan Peoples Party Parliamentarians,83184,0.563737649,1,Win,cookman,P00130
2008,NA-148,Multan 1,Punjab,multan,Rai Mansab Ali,rai mansab ali,rai mansab ali,raimansabali,raimansabali,PMLQ,Pakistan Muslim League (Qaid-e-Azam),39796,0.269697339,2,Loss,cookman,P04642
2008,NA-148,Multan 1,Punjab,multan,Makhdoom Muhammad Javed Hashmi,makhdoom muhammad javed hashmi,makhdoom muhammad javed hashmi,makhdoommuhammadjavedhashmi,makhdoomjavedhashmi,PMLN,Pakistan Muslim League (Nawaz),24578,0.166565012,3,Loss,cookman,P00131
2008,NA-149,Multan 2,Punjab,multan,Makhdoom Muhammad Javed Hashmi,makhdoom muhammad javed hashmi,makhdoom muhammad javed hashmi,makhdoommuhammadjavedhashmi,makhdoomjavedhashmi,PMLN,Pakistan Muslim League (Nawaz),70864,0.553737478,1,Win,cookman,P00131
2008,NA-149,Multan 2,Punjab,multan,Malik Salah-Ud-Din Dogar,malik salah ud din dogar,malik salah ud din dogar,maliksalahuddindogar,maliksalahuddindogar,PPP,Pakistan Peoples Party Parliamentarians,45645,0.356674012,2,Loss,cookman,P01428
2008,NA-149,Multan 2,Punjab,multan,Sheikh Muhammad Tahir Rasheed,shaikh muhammad tahir rasheed,shaikh muhammad tahir rasheed,shaikhmuhammadtahirrasheed,shaikhtahirrasheed,PMLQ,Pakistan Muslim League (Qaid-e-Azam),10810,0.084470283,3,Loss,cookman,P01436
2008,NA-149,Multan 2,Punjab,multan,Mian Aftab Ahmad Qureshi,mian aftab ahmed qureshi,mian aftab ahmed qureshi,mianaftabahmedqureshi,aftabahmedqureshi,MQM,Muttahida Qaumi Movement,314,0.002453623,4,Loss,cookman,P04643
2008,NA-149,Multan 2,Punjab,multan,Fasih-Uz-Zaman,fasih uz zaman,fasih uz zaman,fasihuzzaman,fasihuzzaman,IND,Independents,237,0.001851939,5,Loss,cookman,P04644
2008,NA-149,Multan 2,Punjab,multan,Muhammad Jamshaid Ali Sahu,muhammad jamshaid ali sahu,muhammad jamshaid ali sahu,muhammadjamshaidalisahu,jamshaidalisahu,IND,Independents,104,0.000812665,6,Loss,cookman,P04645
2008,NA-15,Karak,Khyber Paktunkhwa (NWFP),karak,Mufti Ajmal Khan,mufti ajmal khan,ajmal khan,ajmalkhan,ajmalkhan,JUIF,Jamiat Ulema-e Islam (Fazl),28665,0.259205339,1,Win,cookman,P03004
2008,NA-15,Karak,Khyber Paktunkhwa (NWFP),karak,Shams Ur Rehman Khattak,shams ur rehman khatak,shams ur rehman khatak,shamsurrehmankhatak,shamsurrehmankhatak,PMLN,Pakistan Muslim League (Nawaz),22053,0.19941585,2,Loss,cookman,P04646
2008,NA-15,Karak,Khyber Paktunkhwa (NWFP),karak,Muhammad Ayub Khan Khattak,muhammad ayub khan khatak,muhammad ayub khan khatak,muhammadayubkhankhatak,ayubkhankhatak,PMLQ,Pakistan Muslim League (Qaid-e-Azam),21497,0.19438818,3,Loss,cookman,P04647
2008,NA-15,Karak,Khyber Paktunkhwa (NWFP),karak,Nawabzada Mohsin Ali Khan,nawabzada mohsin ali khan,nawabzada mohsin ali khan,nawabzadamohsinalikhan,nawabzadamohsinalikhan,IND,Independents,21002,0.189912106,4,Loss,cookman,P04648
2008,NA-15,Karak,Khyber Paktunkhwa (NWFP),karak,Sher Nawaz Khattak,sher nawaz khatak,sher nawaz khatak,shernawazkhatak,shernawazkhatak,ANP,Awami National Party,14808,0.133902413,5,Loss,cookman,P04649
2008,NA-15,Karak,Khyber Paktunkhwa (NWFP),karak,Sher Qanoos,sher qanoos,sher qanoos,sherqanoos,sherqanoos,PPP,Pakistan Peoples Party Parliamentarians,2313,0.02091547,6,Loss,cookman,P04650
2008,NA-15,Karak,Khyber Paktunkhwa (NWFP),karak,Shahinshah Khuddar,shahinshah khuddar,shahinshah khuddar,shahinshahkhuddar,shahinshahkhuddar,MQM,Muttahida Qaumi Movement,178,0.001609578,7,Loss,cookman,P04651
2008,NA-15,Karak,Khyber Paktunkhwa (NWFP),karak,Gul Taz Ali Khattak,gul taz ali khatak,gul taz ali khatak,gultazalikhatak,gultazalikhatak,IND,Independents,72,0.000651065,8,Loss,cookman,P04652
2008,NA-150,Multan 3,Punjab,multan,Rana Mahmood Ul Hassan,rana mehmood ul hassan,rana mehmood ul hassan,ranamehmoodulhassan,ranamehmoodulhassan,PMLN,Pakistan Muslim League (Nawaz),57774,0.455404649,1,Win,cookman,P03011
2008,NA-150,Multan 3,Punjab,multan,Syed Abdul Qadir Gillani,syed abdul qadir gilani,syed abdul qadir gilani,syedabdulqadirgilani,syedabdulqadirgilani,PPP,Pakistan Peoples Party Parliamentarians,43299,0.341305187,2,Loss,cookman,P04653
2008,NA-150,Multan 3,Punjab,multan,Fazal Ahmad Sheikh,fazl ahmed shaikh,fazl ahmed shaikh,fazlahmedshaikh,fazlahmedshaikh,PMLQ,Pakistan Muslim League (Qaid-e-Azam),25158,0.198308411,3,Loss,cookman,P04654
2008,NA-150,Multan 3,Punjab,multan,Allama Doctor Muhammad Anees Rohani,allama doctor muhammad anees rohani,muhammad anees rohani,muhammadaneesrohani,aneesrohani,JUIF,Jamiat Ulema-e Islam (Fazl),288,0.002270165,4,Loss,cookman,P03021
2008,NA-150,Multan 3,Punjab,multan,Rana Muhammad Arif Raza,rana muhammad arif raza,rana muhammad arif raza,ranamuhammadarifraza,ranaarifraza,MQM,Muttahida Qaumi Movement,226,0.001781449,5,Loss,cookman,P04655
2008,NA-150,Multan 3,Punjab,multan,Razi-Ud-Din,razi ud din,razi ud din,raziuddin,raziuddin,IND,Independents,118,0.000930137,6,Loss,cookman,P03017
2008,NA-151,Multan 4,Punjab,multan,Syed Yousaf Raza Gilani,syed yousaf raza gilani,syed yousaf raza gilani,syedyousafrazagilani,syedyousafrazagilani,PPP,Pakistan Peoples Party Parliamentarians,77664,0.543747506,1,Win,cookman,P00101
2008,NA-151,Multan 4,Punjab,multan,Sikandar Hayat Khan Bossan,sikandar hayat khan bossan,sikandar hayat khan bossan,sikandarhayatkhanbossan,sikandarhayatkhanbossan,PMLQ,Pakistan Muslim League (Qaid-e-Azam),45765,0.320413636,2,Loss,cookman,P00102
2008,NA-151,Multan 4,Punjab,multan,Malik Majid Bucha,malik majid bucha,malik majid bucha,malikmajidbucha,malikmajidbucha,PMLN,Pakistan Muslim League (Nawaz),18413,0.128914591,3,Loss,cookman,P04656
2008,NA-151,Multan 4,Punjab,multan,Muhammad Lateef Ansar Sial Professor Lajpaal,muhammad lateef ansar sial professor lajpaal,muhammad lateef ansar sial lajpaal,muhammadlateefansarsiallajpaal,lateefansarsiallajpaal,IND,Independents,636,0.004452815,4,Loss,cookman,P04657
2008,NA-151,Multan 4,Punjab,multan,Shahid Parvaiz Dogar Advocate,shahid parvaiz dogar advocate,shahid parvaiz dogar,shahidparvaizdogar,shahidparvaizdogar,MQM,Muttahida Qaumi Movement,203,0.00142126,5,Loss,cookman,P04658
2008,NA-151,Multan 4,Punjab,multan,Syed Ahmed Mujtaba Gillani,syed ahmed mujtaba gilani,syed ahmed mujtaba gilani,syedahmedmujtabagilani,syedahmedmujtabagilani,IND,Independents,150,0.001050192,6,Loss,cookman,P00103
2008,NA-152,Multan 5,Punjab,multan,Liaqat Ali Khan,liaqat ali khan,liaqat ali khan,liaqatalikhan,liaqatalikhan,PPP,Pakistan Peoples Party Parliamentarians,47880,0.354425133,1,Win,cookman,P04659
2008,NA-152,Multan 5,Punjab,multan,Syed Mujahid Ali Shah,syed mujahid ali shah,syed mujahid ali shah,syedmujahidalishah,syedmujahidalishah,PMLQ,Pakistan Muslim League (Qaid-e-Azam),38126,0.282222485,2,Loss,cookman,P04660
2008,NA-152,Multan 5,Punjab,multan,Muhammad Ibrahim Khan,muhammad ibrahim khan,muhammad ibrahim khan,muhammadibrahimkhan,ibrahimkhan,IND,Independents,36136,0.267491783,3,Loss,cookman,P03000
2008,NA-152,Multan 5,Punjab,multan,Mukhdoom Syed Asad Murtaza Geelani,mukhdoom syed asad murtaza geelani,mukhdoom syed asad murtaza geelani,mukhdoomsyedasadmurtazageelani,mukhdoomsyedasadmurtazageelani,PMLN,Pakistan Muslim League (Nawaz),11923,0.088258372,4,Loss,cookman,P04661
2008,NA-152,Multan 5,Punjab,multan,Muhammad Imram Shoukat Khan,muhammad imram shoukat khan,muhammad imram shoukat khan,muhammadimramshoukatkhan,imramshoukatkhan,IND,Independents,393,0.002909129,5,Loss,cookman,P04662
2008,NA-152,Multan 5,Punjab,multan,Farkhanda Khalid,farkhanda khalid,farkhanda khalid,farkhandakhalid,farkhandakhalid,MQM,Muttahida Qaumi Movement,380,0.002812898,6,Loss,cookman,P04663
2008,NA-152,Multan 5,Punjab,multan,Syed Iftakhar Ali Shah,syed iftakhar ali shah,syed iftakhar ali shah,syediftakharalishah,syediftakharalishah,IND,Independents,254,0.0018802,7,Loss,cookman,P04664
2008,NA-153,Multan 6,Punjab,multan,Dewan Syed Ashiq Hussain Bukhari,dewan syed ashiq hussain bukhari,dewan syed ashiq hussain bukhari,dewansyedashiqhussainbukhari,dewansyedashiqhussainbukhari,PMLQ,Pakistan Muslim League (Qaid-e-Azam),69246,0.437664726,1,Win,cookman,P04665
2008,NA-153,Multan 6,Punjab,multan,Rana Muhammad Qasim Noon,rana muhammad qasim noon,rana muhammad qasim noon,ranamuhammadqasimnoon,ranaqasimnoon,IND,Independents,68762,0.434605637,2,Loss,cookman,P01445
2008,NA-153,Multan 6,Punjab,multan,Dewan Syed Muhammad Haider Abbas Bukhari,dewan syed muhammad haider abbas bukhari,dewan syed muhammad haider abbas bukhari,dewansyedmuhammadhaiderabbasbukhari,dewansyedhaiderabbasbukhari,PPP,Pakistan Peoples Party Parliamentarians,16875,0.106657312,3,Loss,cookman,P04666
2008,NA-153,Multan 6,Punjab,multan,Dewan Syed Jaffar Hussain,dewan syed jaffar hussain,dewan syed jaffar hussain,dewansyedjaffarhussain,dewansyedjaffarhussain,PMLN,Pakistan Muslim League (Nawaz),3334,0.021072325,4,Loss,cookman,P04667
2008,NA-154,Lodhran 1,Punjab,lodhran,Muhammad Saddique Khan Baluch,muhammad saddique khan baluch,muhammad saddique khan baluch,muhammadsaddiquekhanbaluch,saddiquekhanbaluch,PMLQ,Pakistan Muslim League (Qaid-e-Azam),81983,0.485146699,1,Win,cookman,P04668
2008,NA-154,Lodhran 1,Punjab,lodhran,Mirza Muhammad Nasir Baig,mirza muhammad nasir baig,mirza muhammad nasir baig,mirzamuhammadnasirbaig,mirzanasirbaig,PPP,Pakistan Peoples Party Parliamentarians,79611,0.471110033,2,Loss,cookman,P00121
2008,NA-154,Lodhran 1,Punjab,lodhran,Muhammad Tahir Ameer Ghroi,muhammad tahir ameer ghroi,muhammad tahir ameer ghroi,muhammadtahirameerghroi,tahirameerghroi,PMLN,Pakistan Muslim League (Nawaz),6508,0.038512066,3,Loss,cookman,P04669
2008,NA-154,Lodhran 1,Punjab,lodhran,Muhammad Tufail Thakar,muhammad tufail thakar,muhammad tufail thakar,muhammadtufailthakar,tufailthakar,MQM,Muttahida Qaumi Movement,884,0.005231203,4,Loss,cookman,P01442
2008,NA-155,Lodhran 2,Punjab,lodhran,Hayat Ullah Khan Tareen,hayat ullah khan tareen,hayat ullah khan tareen,hayatullahkhantareen,hayatullahkhantareen,PPP,Pakistan Peoples Party Parliamentarians,50490,0.295927697,1,Win,cookman,P04670
2008,NA-155,Lodhran 2,Punjab,lodhran,Muhammad Akhtar Khan Kanjoo,muhammad akhtar khan kanjoo,muhammad akhtar khan kanjoo,muhammadakhtarkhankanjoo,akhtarkhankanjoo,PMLN,Pakistan Muslim League (Nawaz),41642,0.244068552,2,Loss,cookman,P03034
2008,NA-155,Lodhran 2,Punjab,lodhran,Muhammad Ajmal Khan Kanjoo,muhammad ajmal khan kanjoo,muhammad ajmal khan kanjoo,muhammadajmalkhankanjoo,ajmalkhankanjoo,PMLQ,Pakistan Muslim League (Qaid-e-Azam),40109,0.235083462,3,Loss,cookman,P04671
2008,NA-155,Lodhran 2,Punjab,lodhran,Nawab Aman Ullah Khan,nawab aman ullah khan,nawab aman ullah khan,nawabamanullahkhan,nawabamanullahkhan,IND,Independents,36442,0.213590754,4,Loss,cookman,P01157
2008,NA-155,Lodhran 2,Punjab,lodhran,Rana Muhammad Jahangir Noon,rana muhammad jahangir noon,rana muhammad jahangir noon,ranamuhammadjahangirnoon,ranajahangirnoon,IND,Independents,1012,0.005931448,5,Loss,cookman,P04672
2008,NA-155,Lodhran 2,Punjab,lodhran,Malik Amjid Hussain Uttera,malik amjid hussain uttera,malik amjid hussain uttera,malikamjidhussainuttera,malikamjidhussainuttera,MQM,Muttahida Qaumi Movement,921,0.005398087,6,Loss,cookman,P04673
2008,NA-156,Khanewal 1,Punjab,khanewal,Muhammad Raza Hayat Hiraj,muhammad raza hayat hiraj,muhammad raza hayat hiraj,muhammadrazahayathiraj,razahayathiraj,PMLQ,Pakistan Muslim League (Qaid-e-Azam),71381,0.484392177,1,Win,cookman,P03038
2008,NA-156,Khanewal 1,Punjab,khanewal,Syed Fakhar Imam,syed fakhar imam,syed fakhar imam,syedfakharimam,syedfakharimam,PPP,Pakistan Peoples Party Parliamentarians,58271,0.395427586,2,Loss,cookman,P00135
2008,NA-156,Khanewal 1,Punjab,khanewal,Dr.syed Khawar Ali Shah,dr syed khawar ali shah,syed khawar ali shah,syedkhawaralishah,syedkhawaralishah,PMLN,Pakistan Muslim League (Nawaz),12911,0.087614175,3,Loss,cookman,P04674
2008,NA-156,Khanewal 1,Punjab,khanewal,Maulana Muhammad Ajmal Qadri,maulana muhammad ajmal qadri,muhammad ajmal qadri,muhammadajmalqadri,ajmalqadri,IND,Independents,1883,0.012778057,4,Loss,cookman,P04675
2008,NA-156,Khanewal 1,Punjab,khanewal,Syed Faisal Imam,syed faisal imam,syed faisal imam,syedfaisalimam,syedfaisalimam,JWP,Jamhoori Wattan Party,1167,0.007919274,5,Loss,cookman,P04676
2008,NA-156,Khanewal 1,Punjab,khanewal,Muhammad Aqeel Yousaf Bhatti,muhammad aqeel yousaf bhatti,muhammad aqeel yousaf bhatti,muhammadaqeelyousafbhatti,aqeelyousafbhatti,IND,Independents,880,0.005971689,6,Loss,cookman,P04677
2008,NA-156,Khanewal 1,Punjab,khanewal,Riaz Shahid Khan Punian,riaz shahid khan punian,riaz shahid khan punian,riazshahidkhanpunian,riazshahidkhanpunian,Punjab National Party,Punjab National Party,869,0.005897043,7,Loss,cookman,P04678
2008,NA-157,Khanewal 2,Punjab,khanewal,Hamid Yar Hiraj,hamid yar hiraj,hamid yar hiraj,hamidyarhiraj,hamidyarhiraj,PMLQ,Pakistan Muslim League (Qaid-e-Azam),58819,0.427566204,1,Win,cookman,P03042
2008,NA-157,Khanewal 2,Punjab,khanewal,Muhammad Khan Daha,muhammad khan daha,muhammad khan daha,muhammadkhandaha,khandaha,PMLN,Pakistan Muslim League (Nawaz),58231,0.423291923,2,Loss,cookman,P04679
2008,NA-157,Khanewal 2,Punjab,khanewal,Syed Faisal Imam,syed faisal imam,syed faisal imam,syedfaisalimam,syedfaisalimam,PPP,Pakistan Peoples Party Parliamentarians,19756,0.143610023,3,Loss,cookman,P04676
2008,NA-157,Khanewal 2,Punjab,khanewal,Sohail Sikandar Khan Daha,sohail sikandar khan daha,sohail sikandar khan daha,sohailsikandarkhandaha,sohailsikandarkhandaha,IND,Independents,761,0.00553185,4,Loss,cookman,P04680
2008,NA-158,Khanewal 3,Punjab,khanewal,Pir Aslam Bodla,pir aslam bodla,pir aslam bodla,piraslambodla,piraslambodla,PMLQ,Pakistan Muslim League (Qaid-e-Azam),57777,0.371307936,1,Win,cookman,P00138
2008,NA-158,Khanewal 3,Punjab,khanewal,Pir Haider Zaman Qureshi,pir haider zaman qureshi,pir haider zaman qureshi,pirhaiderzamanqureshi,pirhaiderzamanqureshi,PPP,Pakistan Peoples Party Parliamentarians,56821,0.365164135,2,Loss,cookman,P04681
2008,NA-158,Khanewal 3,Punjab,khanewal,Farhat Ullah Khan,farhat ullah khan,farhat ullah khan,farhatullahkhan,farhatullahkhan,PMLN,Pakistan Muslim League (Nawaz),39357,0.252930516,3,Loss,cookman,P03045
2008,NA-158,Khanewal 3,Punjab,khanewal,Muhammad Nawaz Asim,muhammad nawaz asim,muhammad nawaz asim,muhammadnawazasim,nawazasim,MQM,Muttahida Qaumi Movement,1512,0.009716974,4,Loss,cookman,P04682
2008,NA-158,Khanewal 3,Punjab,khanewal,Kanwar Tahseen Ashraf,kanwar tahseen ashraf,kanwar tahseen ashraf,kanwartahseenashraf,kanwartahseenashraf,IND,Independents,137,0.00088044,5,Loss,cookman,P04683
2008,NA-159,Khanewal 4,Punjab,khanewal,Ch. Iftikhar Nazir,chaudhry iftikhar nazir,chaudhry iftikhar nazir,chaudhryiftikharnazir,chaudhryiftikharnazir,PPP,Pakistan Peoples Party Parliamentarians,78255,0.506213249,1,Win,cookman,P03050
2008,NA-159,Khanewal 4,Punjab,khanewal,Malik Ghulam Murtaza Maitla,malik ghulam murtaza maitla,malik ghulam murtaza maitla,malikghulammurtazamaitla,malikghulammurtazamaitla,PMLQ,Pakistan Muslim League (Qaid-e-Azam),61188,0.395810827,2,Loss,cookman,P03049
2008,NA-159,Khanewal 4,Punjab,khanewal,Rao Abid Rizwan Shoukat,rao abid rizwan shoukat,rao abid rizwan shoukat,raoabidrizwanshoukat,raoabidrizwanshoukat,PMLN,Pakistan Muslim League (Nawaz),10417,0.067385131,3,Loss,cookman,P04684
2008,NA-159,Khanewal 4,Punjab,khanewal,Ch.muhammad Asad Iqbal Gill,chaudhry muhammad asad iqbal gill,chaudhry muhammad asad iqbal gill,chaudhrymuhammadasadiqbalgill,chaudhryasadiqbalgill,IND,Independents,3801,0.024587778,4,Loss,cookman,P04685
2008,NA-159,Khanewal 4,Punjab,khanewal,Rauf Ijaz Cheema,rauf ijaz cheema,rauf ijaz cheema,raufijazcheema,raufijazcheema,IND,Independents,869,0.005621357,5,Loss,cookman,P04686
2008,NA-159,Khanewal 4,Punjab,khanewal,Advocate Rao Muhammad Arif Khan,advocate rao muhammad arif khan,rao muhammad arif khan,raomuhammadarifkhan,raoarifkhan,IND,Independents,59,0.000381657,6,Loss,cookman,P04687
2008,NA-16,Hangu,Khyber Paktunkhwa (NWFP),hangu,Syed Haidar Ali Shah,syed haidar ali shah,syed haidar ali shah,syedhaidaralishah,syedhaidaralishah,ANP,Awami National Party,22180,0.37930091,1,Win,cookman,P04688
2008,NA-16,Hangu,Khyber Paktunkhwa (NWFP),hangu,Maulana Mian Hussain Jalali,maulana mian hussain jalali,mian hussain jalali,mianhussainjalali,hussainjalali,JUIF,Jamiat Ulema-e Islam (Fazl),19513,0.333692455,2,Loss,cookman,P03954
2008,NA-16,Hangu,Khyber Paktunkhwa (NWFP),hangu,Dr. Syed Ghazi Gulab Jamal,dr syed ghazi gulab jamal,syed ghazi gulab jamal,syedghazigulabjamal,syedghazigulabjamal,IND,Independents,16404,0.280525344,3,Loss,cookman,P03953
2008,NA-16,Hangu,Khyber Paktunkhwa (NWFP),hangu,Abdul Wakeel,abdul wakeel,abdul wakeel,abdulwakeel,abdulwakeel,IND,Independents,224,0.003830631,4,Loss,cookman,P04689
2008,NA-16,Hangu,Khyber Paktunkhwa (NWFP),hangu,Azmat Ali Khan Bangash,azmat ali khan bangash,azmat ali khan bangash,azmatalikhanbangash,azmatalikhanbangash,IND,Independents,155,0.00265066,5,Loss,cookman,P04690
