cluster_id,family_tokens,districts,n_members,n_winners,total_wins,span,members,member_ids
F0067,leghari,rahim yar khan|rahimyar khan,4,2,3,1993-2024,"Sardar Muhammad Arshad Khan Laghari (2W/5C, IND|PMLN); Muhammad Azhar Khan Leghari (1W/1C, PMLN); Muhammad Safdar Khan Laghari (0W/4C, IND); Sardar Rafiq Haider Khan Leghari (0W/3C, PPP|PTI)",P00266|P04846|P07271|P13723
F0119,leghari,dadu,8,2,3,1993-2024,"Irfan Ali Leghari (2W/2C, PPP); Mr Imran Zafar Leghari (1W/1C, PPP); Mumtaz Ali Leghari (0W/1C, IND); Dr. Manzoor Hussain Leghari (0W/2C, IND|PMLN); Hajan Khan Leghari (0W/1C, JUIF); Mumtaz Hussain Leghari (0W/1C, IND); Zafar Ali Leghari (0W/1C, IND); Gaji Khan Leghari (0W/1C, IND)",P00521|P00525|P05173|P07841|P07852|P11176|P14228|P14235
F0129,memon|nisa,thatta,8,2,3,1993-2024,"Sadiq Ali Memon (2W/2C, PPP); Shams un Nisa (1W/2C, IND|PPP); Rameez U Din Memon (0W/1C, PPP); Shams ul Nisa Memon (0W/1C, IND); Arbab Wazir Ahmed Memon (0W/3C, IND|PPP); Marvi Memon (0W/1C, PMLN); Mumtaz Ali Memon (0W/2C, IND); Abdur Rehman Memon (0W/1C, PPP)",P00565|P00567|P07889|P07890|P07894|P07900|P11167|P14216
F0166,jamali,jaffarabad cum nasirabad|nasirabad,3,2,3,1993-2002,"Mir Zafarullah Khan Jamali (2W/2C, IND|PMLQ); Mir Faridullah Khan Jamali (1W/1C, IND); Mir Ali Dost Jamali (0W/1C, IND)",P00814|P02035|P02041
F0196,mehdi,jhelum,4,2,3,1993-2024,"Nawabzada Iqbal Mehdi Khan (2W/2C, PMLN); Malik Iqbal Mehdi Khan (1W/1C, PMLN); Raja Talib Mehdi Khan (0W/1C, IND); Raja Matloob Mehdi (0W/2C, IND|PMLN)",P01048|P08994|P09997|P12428
F0224,tarar,hafizabad,6,2,3,1993-2024,"Saira Afzal Tarar (2W/3C, PMLN); Afzal Hussain Tarar (1W/2C, PMLN); Riaz Ahmad Tarar (0W/1C, PTI); Ahmad Bilal Tarar (0W/1C, PPP); Saira Tarar (0W/1C, PMLN); Brig. (R) M. Usman Tarar (0W/1C, PMLN)",P01193|P02728|P02729|P04391|P05998|P10149
F0350,qureshi,sargodha,4,2,3,1997-2024,"Tasneem Ahmed Qureshi (2W/5C, PPP); Mazhar Ahmed Qureshi (1W/2C, PMLQ); Akhtar Salim Qureshi (0W/1C, IND); Hamza Mateen Qureshi (0W/2C, IND)",P02423|P04176|P04186|P10176
F0399,saad,lahore,3,2,3,2002-2024,"Khawaja Saad Rafique (2W/4C, PMLN); Kh. Saad Rafiq (1W/1C, PMLN); Saad Sultan (0W/1C, JUIF)",P02813|P04490|P06293
F0420,afridi,kohat,7,2,3,2002-2024,"Shehryar Afridi (2W/3C, IND|PTI); Shehryar Khan Afridi (1W/1C, IND); Shamim Afridi (0W/1C, IND); Abbas Afridi (0W/2C, PMLN); Nighat Parveen Afridi (0W/1C, IND); Lal Saeed Afridi (0W/1C, IND); Yousaf Afridi (0W/1C, IND)",P02956|P06562|P09630|P09633|P11969|P11980|P11981
F0431,bukhari,multan,7,2,3,2002-2024,"Dewan Syed Ashiq Hussain Bukhari (2W/3C, IND|PMLN|PMLQ); Deewan Jaffer Hussain Bukhari (1W/1C, PMLN); Dewan Syed Muzafar Hussain Bukhari (0W/1C, IND); Muhammad Zulqarnain Bukhari (0W/1C, PMLN); Dewan Syed Muhammad Haider Abbas Bukhari (0W/1C, PPP); Dewan Syed Muhammad Haider Ali Bukhari (0W/1C, IND); Dewan Syed Muhammad Abbas Bukhari (0W/1C, IND)",P03027|P04665|P04666|P06758|P06762|P10642|P10643
F0434,jatt|jat,vehari,4,2,3,2002-2024,"Ch. Nazir Ahmad Jat (2W/2C, PMLQ); Ayesha Nazir Jatt (1W/1C, IND); Chaudhry Mukhtar Ahmed Jatt Advocate (0W/1C, IND); Mohtarma Ayesha Nazeer Jat (0W/1C, IND)",P03092|P04716|P06901|P13556
F0458,khusro,rahimyar khan,2,2,3,2002-2018,"Makhdoom Khusro Bakhtiar (2W/4C, IND|PMLQ); Makhdoom Khusro Bukhtyar (1W/1C, PTI)",P03227|P10739
F0460,tareen,lodhran|multan|rahimyar khan,4,2,3,2002-2024,"Jahangir Khan Tareen (2W/5C, IPP|PMLF|PMLQ|PTI); Hayat Ullah Khan Tareen (1W/1C, PPP); Jahangir Khan Tareen (Retired) (0W/1C, IND); Abdul Sattar Khan Tareen (0W/1C, IND)",P03230|P04670|P04830|P10620
F0606,fatyana,toba tek singh,2,2,3,2002-2024,"Riaz Fatiana (2W/3C, IND|PMLQ); Muhammad Riaz Khan Fatyana (1W/1C, IND)",P04324|P13033
F0621,tarakai,swabi,2,2,3,2008-2024,"Usman Khan Tarkai (2W/3C, Awami Jamhuri Ittehad Pakistan|IND|PPP); Shahram Khan Tarakai (1W/1C, IND)",P04459|P11821
F0624,rohale,lahore,2,2,3,2008-2018,"Sheikh Rohale Asghar (2W/2C, PMLN); Sh  Rohale Asghar (1W/1C, PMLN)",P04487|P10425
F0641,baloch|balooch,lodhran,3,2,3,2008-2024,"Muhammad Saddique Khan Baluch (2W/2C, IND|PMLQ); Khan Muhammad Saddique Khan Baloch (1W/2C, PMLN); MUHAMMAD UMAIR BALOOCH (0W/2C, IND)",P04668|P10651|P10661
F0645,sajid|mehdi,vehari,10,2,3,2008-2024,"Sajid Mehdi (2W/2C, PMLN); Syed Sajid Mehdi (1W/3C, IND|PMLN); Muhammad Sajid (0W/1C, IND); Syed Salman Shahid Mehdi (0W/1C, IND); Qudsia Sajid (0W/1C, IND); Dewan Ghulam Fareed Sajid (0W/1C, TLP); Sajid Sahrif (0W/1C, IND); Syed Shahid Mehdi Naseem (0W/1C, IND); Sajid Bashir (0W/1C, PMML); Sajid Sharif (0W/1C, IND)",P04713|P06921|P06923|P06930|P10665|P13568|P13570|P13572|P13580|P13584
F0767,ibrar,gujrat|rawalpindi,3,2,3,2008-2024,"Malik Abrar Ahmad (2W/2C, PMLN); Ibrar Ahmad (1W/2C, PMLN); Ch Ibrar Ahmed (0W/2C, IND)",P05726|P06076|P09952
F0014,lakhvi,kasur,5,2,2,1993-2024,"Dr. Azeem Ud Din Zahid Lakhvi (1W/2C, IND|PMLN); Molana Moeenuddin Lakhvi (1W/3C, IND|PMLN); Barakullah Anjum Lakhvi (0W/1C, IND); M. Hamood Lakhvi (0W/1C, IND); M. Zaid Lakhvi (0W/2C, IND)",P00068|P00069|P02963|P04599|P04601
F0036,kathia,sahiwal,2,2,2,1993-2024,"Ghulam Farid Kathia (1W/2C, PPP); Mehar Ghulam Fareed Kathia (1W/5C, PPP)",P00150|P04697
F0038,joiya,pakpattan|sahiwal,2,2,2,1993-2024,"Mian M. Amjad Joiya (1W/4C, PPP|PTI); Dr. Junaid Mumtaz Joiya (1W/2C, IND|PMLQ)",P00159|P03087
F0055,rabani,muzaffargarh,2,2,2,1993-2018,"Raza Rabani Khar (1W/1C, PPP); Malik Ghulam M. Noor Rabani Khar (1W/2C, PML-H|PMLN)",P00201|P10783
F0077,bhayo,shikarpur,6,2,2,1993-2018,"Abid Hussain Bhayo (1W/1C, PPP); Altaf Ali Bhayo (1W/1C, PPP); Wahid Bakhsh Khan Bhayo (0W/1C, PPP); Mir Hazar Khan Bhayo (0W/1C, IND); Sardar Wahid Bakhsh Bhayo (0W/3C, IND|PPP); Mir Ramzan Khan Bhayo (0W/1C, IND)",P00304|P00306|P00311|P01615|P04903|P10887
F0084,jatoi,naushahro feroze|naushero feroz|naushero feroze,11,2,2,1993-2024,"Ghulam Murtaza Khan Jatoi (1W/4C, GDA|IND|NP); Rais Ghulam Murtaza Jatoi (1W/1C, National Peoples Party); Asif Mustafa Jatoi (0W/1C, IND); Arif Mustafa Jatoi (0W/4C, IND); Saeed Ahmed Jatoi (0W/1C, IND); Masroor Ahmed Khan Jatoi (0W/1C, IND); Khalid Akhtar Jatoi (0W/2C, IND|NA(alliance)); Taimour Jatoi (0W/1C, IND); Ghulam Rasool Khan Jatoi (0W/4C, IND|National Peoples Party); Bilal Khan Jatoi (0W/1C, IND); Razi Ali Khan Jatoi (0W/1C, IND)",P00339|P01640|P01644|P03363|P04967|P07517|P07519|P07525|P07549|P11018|P14015
F0122,mahessar,dadu,3,2,2,1993-2008,"Talat Iqbal Mahessar (1W/2C, IND|PPP); Rafiq Ahmad Mahessar (1W/3C, PPP); Tufail Ahmed Mahessar (0W/1C, IND)",P00527|P03519|P05170
F0123,kundi,d khan cum tank|di khan|di khan cum tank|tank|tank cum di khan,11,2,2,1993-2024,"Dawar Khan Kundi (1W/8C, IND|PPP|PTI); Faisal Karim Kundi (1W/8C, IND|PPP); Ahmed Habibullah Khan Kundi (0W/1C, IND); Ahmad Karim Kundi (0W/2C, IND); Abdur Rahim Khan Kundi (0W/1C, IND); Mustafa Kundi (0W/4C, IND|PTI); Tariq Rahim Kundi (0W/1C, IND); Hamid Nawaz Khan Kundi (0W/1C, IND); Ahmad Kundi (0W/2C, IND); Habibullah Khan Kundi (0W/1C, PMLQ); Irfanullah Khan Kundi (0W/1C, IND)",P00536|P03556|P03652|P05213|P05265|P05266|P05271|P05272|P07929|P07951|P09685
F0137,hashmi|rehan,karachi|karachi central,10,2,2,1993-2013,"Muhammad Rehan Hashmi (1W/1C, MQM); Muzaffar Ahmad Hashmi (1W/2C, IND|JI); Muhammad Rehan Shamim (0W/1C, IND); Syed M. Nihal Hashmi, Adv. (0W/1C, PMLN); Syed Rehan Ali (0W/1C, AML); Syed Tariq Ali Hashmi (0W/1C, IND); Tahir Ashraf Hashmi (0W/1C, IND); Syed Muhammad Nihal Hashmi (0W/1C, PMLN); Zahid Hussain Hashmi (0W/1C, PTI); Faisal Ahmed Hashmi (0W/1C, IND)",P00612|P03680|P03740|P07990|P08005|P08085|P08087|P08113|P08122|P08147
F0206,tiwana,khushab,4,2,2,1993-2018,"Malik M. Saifullah Tiwana (1W/1C, IND); MALIK MUHAMMAD EHSAN ULLAH TIWANA (1W/2C, IND|PTI); Malik Ghulam M. Khan Tiwana (0W/2C, IND|PML-H); Malik Sultan Mehmood Wadhal Tiwana (0W/1C, PPP)",P01080|P04194|P05807|P05808
F0209,dhandla,bhakkar,2,2,2,1993-2024,"M. Zafarullah Khan Dhandla (1W/2C, PMLN); Dr Muhammad Afzal Khan Dhandia (1W/4C, IND|PMLN)",P01097|P04212
F0236,amir,sialkot,3,2,2,1993-2024,"Ch. Amir Hussain (1W/2C, PMLQ); Amir Hussain (1W/2C, PMLN); Amir Khalid (0W/1C, IND)",P01263|P02768|P12583
F0238,malhi|asjad,sialkot,4,2,2,1993-2024,"Ch. Sikandar Hayat Malhi (1W/2C, PMLN); Ali Asjad Malhi (1W/5C, IND|PMLQ|PTI); Sami Ullah Malhi (0W/1C, IND); Omer Asjad (0W/1C, IND)",P01270|P02781|P12596|P12597
F0307,jatoi,dadu,8,2,2,1997-2024,"Abdul Hameed Khan Jatoi (1W/1C, PMLN); Liaqat Ali Jatoi (1W/4C, GDA|PMLN|PMLQ|PTI); Sadaqat Ali Jatoi (0W/2C, IND|PMLN); Nabi Bux Jatoi (0W/1C, IND); Ahsan Ali Jatoi (0W/1C, IND); Karim Ali Jatoi (0W/4C, GDA|IND|PMLN|PTI); Ihsan Ali Jatoi (0W/1C, PMLQ); Liquat Ali Khan Jatoi (0W/1C, PMLQ)",P01807|P01810|P03518|P05159|P05168|P07837|P11182|P14232
F0309,rajar|sarfaraz,sanghar,6,2,2,1997-2008,"Ghulam Dastgir Rajar (1W/1C, PMLF); Qazi Abdul Qudus Rajar (1W/1C, PMLF); Sarfaraz Rajar (0W/1C, PPP); Jian Khan Sarfaraz Rajar (0W/2C, PPP); Haji Khuda Bakhsh Rajar (0W/1C, IND); Hafiz Junaid Rajar (0W/1C, IND)",P01822|P03524|P03526|P05184|P05185|P05186
F0362,lali,chiniot|jhang,5,2,2,1997-2024,"Mehar Ghulam Muhammad Lali (1W/1C, IND); Ghulam Muhammad Lali (1W/1C, PMLN); Muhammad Ameer Ali Lali (0W/1C, IND); Muhammad Ahsan Lali (0W/3C, IND); M. Ismail Bodhar Lali (0W/1C, IND)",P02504|P09253|P09256|P12827|P12834
F0453,gopang|talal,muzaffargarh,3,2,2,2002-2024,"Amir Talal Gopang (1W/1C, PMLN); Aamir Talal Khan (1W/1C, PTI); Ashiq Hussain Khan Gopang (0W/1C, PMLQ)",P03171|P10809|P13773
F0455,yar|waran,bahawalpur,5,2,2,2002-2024,"Aamir Yar Malik (1W/1C, PPP); Malik Aamir Yar Waran (1W/2C, IND); Khan Khuda Yar Khan (0W/1C, TLP); Malik Ahmad Yar (0W/1C, IND); Malik Yasir Yar Waran (0W/2C, IND)",P03182|P04794|P04799|P10715|P13655
F0481,mazari,jacobabad,4,2,2,2002-2013,"Sardar Saleem Jan Khan Mazari (1W/1C, NA(alliance)); Ihsan Ur Rahman Mazari (1W/1C, PPP); Awal Jan Mazari (0W/1C, ST); Nazar Ali Mazari (0W/1C, Pakistan Falah Party)",P03347|P07493|P07511|P07514
F0558,ibadullah,shangla|swabi|swat,2,2,2,2002-2018,"Ibadullah (1W/2C, IND|PMLN); Ibadullah Khan (1W/3C, IND|PMLN)",P03902|P09432
F0608,warraich|safdar,gujranwala,10,2,2,2002-2024,"Imtiaz Safdar (1W/1C, PPP); Imtiaz Safdar Warraich (1W/4C, IND|PPP); Ulfat Rasul Warraich (0W/1C, IND); Zaheer Ahmad Zia Warraich (0W/1C, Tehreek-e-Tahaffuze Pakistan); AMIR YAQOOB WARAICH (0W/1C, IND); Ulfat Rasool Waraich (0W/1C, IND); M. Ayub Safdar (0W/1C, MMA); SULTAN AHMAD WARRAICH (0W/2C, IND); Sarfraz Ahmad Warraich (0W/1C, IND); Hafiz Muhammad Safdar Qasmi (0W/1C, JUIS)",P04332|P04350|P05940|P05945|P09384|P09387|P09396|P10098|P10102|P12655
F0609,bhinder|bhindar,gujranwala,7,2,2,2002-2024,"Ch. Zulfiqar Ali Bhindar (1W/1C, PMLN); Ch. Shahid Akram Bhinder (1W/2C, PMLQ); Manzoor Qadir Bhinder (0W/1C, IND); Naveed Anwar Bhinder (0W/1C, IND); Ch Zulfiqar Bhindar (0W/1C, PPP); SAEED YOUSAF BHINDER (0W/2C, IND); Chaudhry Muhammad Anwar Bhinder (0W/1C, PMLQ)",P04343|P09382|P09409|P10107|P10124|P12676|P12682
F0644,gilani,pakpattan,2,2,2,2008-2013,"Syed Muhammad Athar Hussain Shah Gillani (1W/1C, PMLN); Syed Muhammad Salman Mohsin Gillani (1W/1C, PMLN)",P04709|P06881
F0769,ellahi,attock,2,2,2,2008-2013,"Muhammad Zain Ellahi (1W/1C, IND); Pervaiz Ellahi (1W/1C, PMLQ)",P05755|P08954
F0866,mazari,kashmore|rajanpur,2,2,2,2013-2024,"Shamsher Ali Mazari (1W/4C, IND|MMA); Ehsan ur Rehman Mazari (1W/1C, PPP)",P07012|P10874
F0882,bajwa,bahawalnagar,3,2,2,2013-2024,"Ehsan Ul Haq Bajwa (1W/2C, IND|PMLN); Chaudhary Ehsan Ul Haq Bajwa (1W/1C, PMLN); Ch Aman Ullah Bajwa (0W/1C, IND)",P07189|P07191|P13609
F0953,gulzar,peshawar|shangla,2,2,2,2013-2024,"Gulzar Khan (1W/2C, IND|PTI); Shandana Gulzar Khan (1W/1C, IND)",P08612|P11910
F0153,achakzai|acakzai,killa abdullah|killa abdullah cum chaman|pishin cum killa abdullah|quetta|quetta,7,1,5,1993-2024,"Mehmood Khan Achakzai (5W/11C, PkMAP); Umar Khan Achakzai (0W/1C, IND); Haji Behram Khan Achakzai (0W/1C, IND); Malik Muhammad Usman Achakzai (0W/1C, ANP); Asghar Khan Achakzai (0W/1C, ANP); Naseeb Ullah Acakzai (0W/1C, BAP); Haji Janan Khan Achakzai. (0W/1C, IND)",P00742|P05391|P05393|P11534|P11554|P14879|P14886
F0186,abbasi|abbassi,islamabad|rawalpindi,5,1,4,1993-2024,"Shahid Khaqan Abbasi (4W/7C, PMLN); Masood Ahmad Abbassi (0W/1C, IND); Yasir Riaz Abbasi (0W/1C, IND); Raja M. Yamin Abbasi (0W/1C, PAT); Asrar Ahmed Abbasi (0W/1C, IND)",P01000|P04084|P05713|P09877|P12167
F0314,gabol,karachi|karachi south,2,1,4,1997-2024,"Nabeel Ahmed Gabbol (4W/6C, IND|MQM|PPP); Ahmed Gabol (0W/1C, MQM)",P01895|P08164
F0344,parvaiz,rawalpindi,3,1,4,1997-2024,"Raja Pervaiz Ashraf (4W/6C, PPP); Zahid Parvaiz (0W/1C, PML-KQK); Khurram Pervaiz Raja (0W/2C, IND|PPP)",P02366|P05717|P12379
F0660,islam,sukkur,3,1,4,2008-2024,"Nauman Islam Shaikh (4W/4C, PPP); Salman Islam Shaikh (0W/1C, IND); Arsalan Islam Shaikh (0W/1C, IND)",P04852|P04860|P07306
F0017,rao|ajmal,okara,7,1,3,1993-2024,"Rao M. Ajmal Khan (3W/5C, IND|PMLN|PMLQ); RAO FAHAD AJMAL (0W/1C, IND); Col. (R) Ikhlaq Ahmed Rao (0W/1C, IND); Rao M. Ajmal (0W/1C, PPP); Khalil Akhtar Rao (0W/1C, IND); Rao Saad Ajmal (0W/3C, IND); Rao Abdul Majeeb Khan (0W/3C, IND)",P00078|P01418|P02979|P02980|P04622|P04631|P10544
F0161,sherani,old zhob|zhob cum killa saifullah,3,1,3,1993-2013,"Molvi M. Khan Sheerani (3W/5C, IJM|JUIF|MMA); Malik Mauladad Khan Sherani (0W/2C, PMLN); M. Ibrahim Sherani (0W/1C, IND)",P00794|P02022|P03823
F0291,magsi|yaseen,larkana|qambar shahdadkot,8,1,3,1997-2024,"Mir Ami Ali Khan Magsi (3W/3C, PPP); Yaseen Magsi (0W/1C, IND); Mir Nadir Ali Magsi (0W/1C, IND); Fida Hussain Magsi (0W/1C, PMLN); Ghulam Yaseen (0W/1C, MQM); Sohail Nazir Magsi (0W/1C, IND); Nazir Hussain Magsi (0W/1C, IND); Mir Amir Khan Magsi (0W/1C, IND)",P01702|P01704|P03326|P04929|P07444|P07459|P13923|P13930
F0330,orakzai,ta|ta frontier region kurram and parts of lower kurram|ta kurram agency,4,1,3,1997-2018,"Munir Khan Orakzai (3W/3C, IND|MMA); Malik Saifullah Khan Orakzai (0W/1C, IND); Malik M. Naseer Khan Orakzai (0W/1C, IND); Haji Suhbat Khan Orakzai (0W/2C, IND)",P02183|P02194|P03940|P03950
F0336,qadri,ta|ta jamrud landi kotal and mulagore tehsils of khyber agency|ta khyber agency,2,1,3,1997-2018,"Noor-Ul-Haq Qadri (3W/4C, IND|PTI); Pir Noor Ul Haq Qadri (0W/1C, IND)",P02304|P08716
F0374,subhani,sialkot,4,1,3,1997-2024,"Chaudhary Armaghan Subhani (3W/3C, PMLN); TARIQ SUBHANI (0W/1C, IND); Khush Akhtar Subhani (0W/1C, PMLJ); Amaghan Subhani (0W/1C, IND)",P02641|P02784|P06125|P10042
F0450,javid,abbottabad,3,1,3,2002-2024,"Murtaza Javed Abbasi (3W/5C, PMLN); Mohammad Javid Abbasi (0W/1C, IND); Lt Col. Abdul Ghaffar Javid (0W/1C, IND)",P03164|P04776|P04777
F0557,muqam|amir,peshawar|shangla|swat,3,1,3,2002-2024,"Amir Muqam (3W/5C, MMA|PMLN|PMLQ); Amir Sultan (0W/1C, MMA); Ameer Muqam (0W/3C, PMLN|PMLQ)",P03897|P05583|P09482
F0574,chudhary|asia,islamabad,3,1,3,2002-2024,"Dr. Tariq Fazal Chaudry (3W/5C, PMLN); Asia Chudhary (0W/1C, Pakistan Aman Party); Asia Bibi (0W/2C, IND)",P04082|P08833|P09878
F0590,awan,khushab,5,1,3,2002-2024,"Malik Shakir Bashir Awan (3W/4C, PMLN); Nisar Aslam Awan (0W/1C, IND); Malik Mazhar Iqbal Awan (0W/1C, IND); Malik Tanvir Sultan Awan (0W/1C, IND); Malik M. Shabbir Awan (0W/1C, PMLQ)",P04195|P05802|P05806|P10199|P12779
F0598,sherpao,charsadda,2,1,3,2002-2024,"Aftab Ahmad Khan Sherpao (3W/5C, QWP); Alaf Khan Sherpao (0W/1C, TLP)",P04241|P11867
F0771,bhatti,sargodha,3,1,3,2008-2024,"Zulfiqar Ali Bhatti (3W/4C, PMLN|PPP); Najaf Ali Bhatti (0W/1C, IND); Muhammad Sarwar Bhatti (0W/3C, IND)",P05792|P09034|P10187
F0941,magsi,jhal magsi cum kachhi cum nasirabad|nasirabad cum kachhi cum jhal magsi|old kach,3,1,3,2013-2024,"Khalid Hussain Magsi (3W/3C, BAP|IND); Aurangzeb Alamgir Magsi (0W/1C, IND); Mir Muhammad Magsi (0W/1C, PSP)",P08357|P11488|P11504
F0009,kasuri,kasur,5,1,2,1993-2024,"Mian Khurshid Mehmood Kasuri (2W/6C, PMLN|PMLQ|PTI); Sarah Kasuri (0W/1C, IND); Ahmad Raza Kasuri (0W/2C, IND|PTI); Nasir Mehmood Kasuri (0W/1C, IND); Bukhtiar Mehmood Kasuri (0W/5C, IND)",P00046|P00059|P02954|P04603|P13304
F0040,maneka,pakpattan,4,1,2,1993-2024,"Ahmad Raza Maneka (2W/6C, IND|PML-H|PMLN|PMLQ|PTI); Mian Muhammad Farrukh Mumtaz Khan Maneka (0W/1C, IND); Mian Atta Muhammad Maneka (0W/1C, IND); Mian Ghulam M. Ahmad Khan Maneka (0W/1C, IND)",P00166|P01485|P04708|P13405
F0054,khar,kot addu|lahore|muzaffaragrah|muzaffargarh,8,1,2,1993-2024,"Ghulam M. Mustafa Khar (2W/8C, IND|PMLF|PPP|PTI); Malik Muhammad Mudassar Abbas Khar (0W/2C, IND); Malik Bilal Ahmad Khar (0W/1C, IND); Mussarrat Farooq Khar (0W/1C, IND); Ayunia Mustafa Khar (0W/1C, IND); Malik Tahir Sultan Meladi Khar (0W/1C, IND); Malik Abdul Khaliq Khar (0W/1C, PMLN); Malik Raza Rabani Khar (0W/1C, PPP)",P00199|P07048|P13782|P13791|P13793|P13795|P13801|P13804
F0095,chandio,kamber shahdadkot|larkana|qambar shahdadkot,12,1,2,1993-2024,"Shabir Ahmad Chandio (2W/2C, PPP); Bakht Jamal Chandio (0W/1C, PTI); Burhan Chandio (0W/2C, IND); Nawabzada Rehan Cnandio (0W/2C, IND); Sarfraz Ahmed Chandio (0W/1C, Jannat Pakistan Party); Sardar Khan Chandio (0W/2C, IND|PMLQ); Abdul Manan Chandio (0W/2C, IND); Mushtaq Ahmad Chandio (0W/1C, IND); Nawabzada Sardar Khan Chandio (0W/1C, IND); Sardar Ahmad Sultan Chandio (0W/1C, PMLN); Abdul Monnium Khan Chandio (0W/1C, IND); Nawabzada Burhan Chandio (0W/1C, IND)",P00407|P00408|P00409|P01698|P04932|P07396|P07430|P07455|P10934|P13933|P13936|P13938
F0106,talpur,badin|hyderabad|old hyderabad|tando muhammad khan,16,1,2,1993-2024,"Mir Ghulam Ali Talpur (2W/2C, PPP); Mir Mushtaque Ali Talpur (0W/1C, IND); Mir Haider Ali Khan Talpur (0W/9C, IND|PMLN|PTI); Mir Sher M. Talpur (0W/1C, PTI); Dr. Aziz Talpur (0W/1C, AT); Mir Ghulam Ali Khan Talpur (0W/1C, IND); Mir Irfan Talpur (0W/1C, IND); Yar M. Talpur (0W/2C, IND); Mir Raheel Talpur (0W/1C, IND); Mir Hussain Bux Talpur (0W/1C, GDA); Mir Inayat Ali Talpur (0W/1C, IND); Nawab Arshad Ali Talpur (0W/1C, PMLN); Mir Ali Nawaz Talpur (0W/3C, GDA|National Peoples Party); Nawab Huma Talpur (0W/2C, IND|PMLN)",P00448|P01743|P01744|P01749|P03440|P03444|P03465|P05051|P05079|P07708|P07711|P07712|P07742|P11146|P11150|P14189
F0164,bugti,sibi cum dera bugti cum kohlu cum ziarat|sibi cum kohlu cum dera bugti cum ziara,2,1,2,1993-1997,"Nawab M. Akbar Khan Bugti (2W/2C, JWP); Raziq Bugti (0W/1C, IND)",P00809|P02030
F0171,aurangzeb,swat,3,1,2,1993-2008,"Mian Gul Aurangzeb (2W/2C, PMLN); Adnan Aurangzeb (0W/1C, PMLQ); Main Gul Adnan Aurangzeb (0W/1C, IND)",P00845|P03882|P05486
F0172,muhyuddin,chitral,2,1,2,1993-2008,"Shahzada Mohyuddin (2W/3C, PMLN|PMLQ); Shahzada Ghulam Muhyuddin (0W/1C, PPP)",P00859|P05510
F0183,bismillah,ta|ta bajaur agency,2,1,2,1993-2013,"Bismillah Khan (2W/3C, IND); Bismillah Jan (0W/2C, IND)",P00952|P08706
F0201,ranjha,sargodha,8,1,2,1993-2024,"Mohsin Shah Nawaz Ranjha (2W/5C, IND|PMLN); Riaz Ahmad Ranjha (0W/1C, PTI); Ch Altaf Hussain Ranjha (0W/1C, IND); Mian Saif Ahmad Ranjha (0W/1C, IND); Mian Manazir Ali Ranjha (0W/1C, PPP); Ch. Shah Nawaz Ranjha (0W/1C, IND); Dr. Khalid Ranjha (0W/1C, JI); Madiha Mazhar Ali Ranjha (0W/1C, IND)",P01058|P02412|P02414|P02418|P02419|P05780|P09014|P10167
F0242,aitzaz,bahawalpur|lahore,2,1,2,1993-2013,"Aitzaz Ahsan (2W/3C, PPP); Bushra Aitzaz Ahsan (0W/1C, PPP)",P01301|P06311
F0254,noon,multan,6,1,2,1997-2024,"Rana Muhammad Qasim Noon (2W/6C, IND|PMLN|PMLQ|PPP|PTI); Rana Ejaz Ahmad Noon (0W/2C, IND); Rana Talal Ahmad Noon (0W/1C, IND); Rana Shahzad Ahmad Noon (0W/1C, IND); Muhammad Sheharyar Noon (0W/1C, IND); Rana Shahzeb Ahmad Noon (0W/1C, IND)",P01445|P06760|P10647|P10648|P13525|P13528
F0258,qureshi,khanewal,5,1,2,1997-2024,"Zahoor Hussain Qureshi (2W/2C, IND|PTI); Pir Arif Zaman Qureshi (0W/1C, IND); Pir Shujat Hasnain Qureshi (0W/1C, IND); Haider Zaman Qureshi (0W/1C, PPP); Pir Haider Zaman Qureshi (0W/1C, PPP)",P01463|P01464|P04681|P10596|P10598
F0260,dogar,pakpattan,3,1,2,1997-2018,"Sardar Mansab Ali Doggar (2W/4C, IND|PMLN); Hameed Ghazi Dogar (0W/1C, SIC); Amir Hamza Dogar Advocate (0W/1C, Tehreek-e-Tahaffuze Pakistan)",P01486|P06878|P06892
F0265,wattoo,bahawalnagar,6,1,2,1997-2024,"Muhammad Abdul Ghafar Wattoo (2W/2C, IND|PMLN); Muhammad Murtaza Rizvi Wattoo (0W/1C, ST); Mian M. Akram Wattoo (0W/1C, PPP); Molanaa Moenuddin Wattoo (0W/1C, MMA); Mian Akhter Saeed Wattoo (0W/1C, PTI); Muhammad Amir Wattoo (0W/2C, IND|Pakistan Kissan Ittehad)",P01553|P03200|P03201|P07199|P07203|P10685
F0278,behan,naushahro feroze|naushero feroz|naushero feroze|thatta,6,1,2,1997-2024,"Zulfiqar Ali Behan (2W/6C, PPP|Sindh Ittehad); Riaz Ahmad Behan (0W/1C, IND); Qurban Ali Behan (0W/1C, IND); M. Younas Behan (0W/2C, IND|PPP-SB); Haji Rehmatullah Behan (0W/1C, PPP); Aziz Ahmed Behan (0W/4C, IND)",P01633|P01636|P01637|P03358|P04969|P14013
