year,seat,constituency,province,recorded_winner,party,winner_votes,winner_vote_share_pct,registered_voters,turnout_pct,margin_pp,candidate_count
2024,NA-29,Peshawar-II,Khyber Pakhtunkhwa,Arbab Amir Ayub,Independent,68792,56.1,318774,39.7,40.7,14
2024,NA-30,Peshawar-III,Khyber Pakhtunkhwa,Shandana Gulzar Khan,Independent,78971,59.8,404622,33.8,44.0,15
2024,NA-31,Peshawar-IV,Khyber Pakhtunkhwa,Sher Ali Arbab,Independent,82985,58.0,399278,36.6,42.2,21
2024,NA-32,Peshawar-V,Khyber Pakhtunkhwa,Asif Khan S/O Ghulam Jan,Independent,122792,55.7,588973,38.4,34.9,25
2024,NA-33,Nowshera-I,Khyber Pakhtunkhwa,Syed Shah Ahad Ali Shah,Independent,93474,47.4,444342,45.6,33.9,12
2024,NA-34,Nowshera-II,Khyber Pakhtunkhwa,Zulfiqar Ali,Independent,95704,46.0,452745,47.1,30.3,18
2024,NA-35,Kohat,Khyber Pakhtunkhwa,Shehryar Khan Afridi,Independent,128594,52.7,666239,37.2,28.5,18
2024,NA-36,Hangu-cum-Orakzai,Khyber Pakhtunkhwa,Yousaf Khan,Independent,73347,54.5,556060,24.6,28.4,19
2024,NA-37,Kurram,Khyber Pakhtunkhwa,Hameed Hussain,Majlis Wahdat-e-Muslimeen,58661,38.2,415537,37.7,2.5,34
2024,NA-38,Karak,Khyber Pakhtunkhwa,Shahid Ahmad,Independent,117998,54.6,486754,44.9,35.6,31
2024,NA-39,Bannu,Khyber Pakhtunkhwa,Nasim Ali Shah,Independent,146667,52.7,723459,39.4,12.7,19
2024,NA-40,North Waziristan,Khyber Pakhtunkhwa,Mufti Misbha Uddin S/O Ahmad Uddin,Jamiat Ulema-e-Islam (F),43400,30.5,430484,33.3,6.7,15
2024,NA-41,Lakki Marwat,Khyber Pakhtunkhwa,Sher Afzal Khan Marwat,Independent,117599,48.4,516745,48.1,20.0,39
2024,NA-42,South Waziristan,Khyber Pakhtunkhwa,Zubair Khan,Independent,20240,26.9,467292,16.3,5.2,29
2024,NA-43,Tank-cum-Dera Ismail Khan,Khyber Pakhtunkhwa,Dawar Khan Kundi,Independent,64575,38.7,392214,43.3,0.3,22
2024,NA-44,Dera Ismail Khan-I,Khyber Pakhtunkhwa,Ali Amin Khan Gandapur,Independent,92161,44.2,391882,55.5,15.6,20
2024,NA-45,Dera Ismail Khan-II,Khyber Pakhtunkhwa,Fateh Ullah Khan Miankhel,Pakistan Peoples Party Parliamentarians,56944,37.4,320473,50.0,5.6,12
2024,NA-46,Islamabad-I,Islamabad Capital Territory,Anjum Aqeel Khan,Pakistan Muslim League (N),82536,51.2,350581,43.0,22.5,43
2024,NA-47,Islamabad-II,Islamabad Capital Territory,Tariq Fazal Chaudhary,Pakistan Muslim League (N),101575,40.3,433200,58.4,5.7,34
2024,NA-48,Islamabad-III,Islamabad Capital Territory,Raja Khuram Shahzad Nawaz,Independent,69701,38.4,299247,61.1,5.4,36
2024,NA-49,Attock-I,Punjab,Sheikh Aftab Ahmad,Pakistan Muslim League (N),120158,37.8,640889,50.3,3.1,12
2024,NA-50,Attock-II,Punjab,Malik Sohail Khan,Pakistan Muslim League (N),118288,28.5,708131,54.0,2.0,20
2024,NA-51,Murree,Punjab,Raja Osama Sarwar,Pakistan Muslim League (N),149400,42.8,681236,52.5,10.2,27
2024,NA-52,Rawalpindi-I,Punjab,Raja Parvaiz Ashraf,Pakistan Peoples Party Parliamentarians,113015,34.4,666216,50.5,6.4,19
2024,NA-53,Rawalpindi-II,Punjab,Raja Qamar Ul Islam,Pakistan Muslim League (N),72006,34.6,401376,53.1,6.5,21
2024,NA-54,Rawalpindi-III,Punjab,Aqeel Malik,Independent,85930,37.2,466344,50.6,5.3,30
2024,NA-55,Rawalpindi-IV,Punjab,Ibrar Ahmad,Pakistan Muslim League (N),112345,47.8,431832,55.3,6.6,30
2024,NA-56,Rawalpindi-V,Punjab,Muhammad Hanif Abbasi,Pakistan Muslim League (N),96655,45.0,523733,41.8,6.5,30
2024,NA-57,Rawalpindi-VI,Punjab,Danyal Choudhary,Pakistan Muslim League (N),83333,45.7,431511,42.2,12.9,26
2024,NA-58,Chakwal-cum-Talagang,Punjab,Tahir Iqbal,Pakistan Muslim League (N),163873,45.3,594009,62.0,3.1,19
2024,NA-59,Talagang-cum-Chakwal,Punjab,Sardar Ghulam Abbas,Pakistan Muslim League (N),135123,40.8,607840,58.5,2.9,21
2024,NA-60,Jhelum-I,Punjab,Bilal Azhar Kiani,Pakistan Muslim League (N),99973,43.1,538897,44.1,4.0,18
2024,NA-61,Jhelum-II,Punjab,Chaudhary Farrukh Altaf,Pakistan Muslim League (N),88100,37.2,517583,47.5,1.5,13
2024,NA-62,Gujrat-I,Punjab,Muhammad Ilyas Choudhary,Independent,97436,42.6,532352,44.0,11.5,26
2024,NA-63,Gujrat-II,Punjab,Hussain Elahi,Pakistan Muslim League (Q),87567,33.0,527959,51.3,2.0,14
2024,NA-64,Gujrat-III,Punjab,Choudhary Salik Hussain,Pakistan Muslim League (Q),100379,44.9,551624,40.0,4.7,18
2024,NA-65,Gujrat-IV,Punjab,Chaudhry Naseer Ahmad Abbas,Pakistan Muslim League (N),90772,32.6,586253,49.0,3.0,20
2024,NA-66,Wazirabad,Punjab,Muhammad Ahmad Chattha,Independent,160850,52.8,646872,48.5,19.8,27
2024,NA-67,Hafizabad,Punjab,Aneeqa Mehdi Bhatti,Independent,211044,47.0,810723,57.0,6.0,22
2024,NA-68,Mandi Bahauddin-I,Punjab,Haji Imtiaz Ahmad Choudhary,Independent,166229,55.8,613181,50.0,32.0,24
2024,NA-69,Mandi Bahauddin-II,Punjab,Nasir Iqbal Bosal,Pakistan Muslim League (N),113506,39.5,601901,49.7,1.6,20
2024,NA-70,Sialkot-I,Punjab,Choudhary Armghan Subhani,Pakistan Muslim League (N),123495,43.3,555752,52.6,4.0,24
2024,NA-71,Sialkot-II,Punjab,Khawaja Muhammad Asif,Pakistan Muslim League (N),119017,48.5,577281,43.7,7.5,18
2024,NA-72,Sialkot-III,Punjab,Ali Zahid,Pakistan Muslim League (N),109507,37.7,589020,50.5,2.0,23
2024,NA-73,Sialkot-IV,Punjab,Nosheen Iftikhar,Pakistan Muslim League (N),112178,44.2,534798,48.4,3.1,26
2024,NA-74,Sialkot-V,Punjab,Muhammad Aslam Ghuman,Independent,130606,48.8,539393,50.7,12.9,18
2024,NA-75,Narowal-I,Punjab,Anwar ul Haq Chaudhry,Pakistan Muslim League (N),100116,31.8,628860,51.6,7.8,20
2024,NA-76,Narowal-II,Punjab,Chaudhary Ahsan Iqbal,Pakistan Muslim League (N),137042,45.5,609280,50.3,8.9,20
2024,NA-77,Gujranwala-I,Punjab,Chaudhry Mahmood Bashir Virk,Pakistan Muslim League (N),109704,44.8,483104,51.6,7.3,25
2024,NA-78,Gujranwala-II,Punjab,Muhammad Mobeen Arif,Independent,106504,45.6,571563,41.9,7.3,35
2024,NA-79,Gujranwala-III,Punjab,Ch. Zulfiqar Ali Bhindar,Pakistan Muslim League (N),95604,34.5,599139,50.6,1.1,29
2024,NA-80,Gujranwala-IV,Punjab,Shahid Usman,Pakistan Muslim League (N),98206,41.9,601197,39.9,1.4,34
2024,NA-81,Gujranwala-V,Punjab,Azhar Qayyum Nahra,Pakistan Muslim League (N),110057,43.0,526124,52.0,1.2,17
2024,NA-82,Sargodha-I,Punjab,Mukhtar Ahmed Malik,Pakistan Muslim League (N),108954,38.3,563116,52.1,7.5,11
2024,NA-83,Sargodha-II,Punjab,Usama Ahmed Mela,Independent,136604,51.0,528554,52.5,14.1,11
2024,NA-84,Sargodha-III,Punjab,Shafqat Abbas Awan,Independent,101949,43.1,530685,45.7,10.3,25
2024,NA-85,Sargodha-IV,Punjab,Zulfiqar Ali Bhatti,Pakistan Muslim League (N),121015,44.6,507216,54.8,3.6,20
2024,NA-86,Sargodha-V,Punjab,Muhammad Miqdad Ali Khan,Independent,105882,40.6,539128,50.8,4.4,15
2024,NA-87,Khushab-I,Punjab,Malik Shakir Bashir Awan,Pakistan Muslim League (N),117775,43.4,489879,55.4,3.5,11
2024,NA-88,Khushab-II,Punjab,Gul Asghar Khan Baghoor,Istehkam-e-Pakistan Party,82577,30.2,451307,62.5,6.7,13
2024,NA-89,Mianwali-I,Punjab,Muhammad Jamal Ahsan Khan Niazi,Independent,217613,72.3,565437,54.5,60.8,17
2024,NA-90,Mianwali-II,Punjab,Umair Khan Niazi,Independent,179956,63.2,503085,58.2,45.2,16
2024,NA-91,Bhakkar-I,Punjab,Muhammad Sana Ullah Khan Masti Khel,Independent,106153,34.5,509418,62.9,6.7,17
2024,NA-92,Bhakkar-II,Punjab,Rasheed Akbar Khan Nawani,Independent,143604,41.1,533266,67.4,3.4,14
2024,NA-93,Chiniot-I,Punjab,Mehar Ghulam Muhammad Lali,Independent,94406,41.3,437041,54.5,15.1,14
2024,NA-94,Chiniot-II,Punjab,Qaiser Ahmad Sheikh,Pakistan Muslim League (N),79623,32.0,447538,57.2,2.9,21
2024,NA-95,Faisalabad-I,Punjab,Ali Afzal Sahi,Independent,144229,52.0,514641,55.4,18.3,25
2024,NA-96,Faisalabad-II,Punjab,Rai Haidar Ali Khan,Independent,134724,49.0,562891,49.9,15.3,24
2024,NA-97,Faisalabad-III,Punjab,Mohammad Saad Ullah Khan Baloch,Independent,72846,30.0,491703,51.2,1.0,22
2024,NA-98,Faisalabad-IV,Punjab,Chaudhary Muhammad Shahbaz Babar,Pakistan Muslim League (N),119559,41.8,579457,50.8,4.9,20
2024,NA-99,Faisalabad-V,Punjab,Umar Farooq,Independent,120797,48.4,491437,52.7,16.2,25
2024,NA-100,Faisalabad-VI,Punjab,Dr. Nisar Jutt,Independent,131980,48.0,507880,55.2,7.0,15
2024,NA-101,Faisalabad-VII,Punjab,Rana Atif,Independent,134886,52.1,535081,49.7,17.5,33
2024,NA-102,Faisalabad-VIII,Punjab,Changez Ahmed Khan,Independent,132553,51.0,541653,48.9,12.4,40
2024,NA-103,Faisalabad-IX,Punjab,Muhammad Ali Sarfraz,Independent,147987,56.8,544638,48.2,23.5,45
2024,NA-104,Faisalabad-X,Punjab,Sahibzada Muhammad Hamid Raza,Independent,132655,51.4,528518,49.6,15.5,28
2024,NA-105,Toba Tek Singh-I,Punjab,Usama Hamza,Independent,138494,48.5,513857,56.6,10.7,17
2024,NA-106,Toba Tek Singh-II,Punjab,Muhammad Junaid Anwar Chaudhry,Pakistan Muslim League (N),137779,44.9,552626,56.8,0.2,16
2024,NA-107,Toba Tek Singh-III,Punjab,Muhammad Riaz Khan Fatyana,Independent,129971,45.3,509787,58.1,11.8,26
2024,NA-108,Jhang-I,Punjab,Sahibzada Muhammad Mehboob Sultan,Independent,169676,50.7,582504,59.3,10.5,17
2024,NA-109,Jhang-II,Punjab,Sheikh Waqas Akram,Independent,176699,59.0,593022,52.0,38.3,21
2024,NA-110,Jhang-III,Punjab,Sahibzada Muhammad Ameer Sultan,Independent,199853,58.8,578473,60.6,28.1,15
2024,NA-111,Nankana Sahib-I,Punjab,Muhammad Arshad Sahi,Independent,113711,45.8,482346,52.9,8.2,19
2024,NA-112,Nankana Sahib-II,Punjab,Dr. Shizra Mansab Ali Khan Kharal,Pakistan Muslim League (N),105646,43.2,463718,54.5,5.0,14
2024,NA-113,Sheikhupura-I,Punjab,Ahmad Atteeq Anwar,Pakistan Muslim League (N),119407,46.1,534981,49.9,11.0,15
2024,NA-114,Sheikhupura-II,Punjab,Rana Tanveer Hussain,Pakistan Muslim League (N),101111,44.2,449737,51.9,8.3,21
2024,NA-115,Sheikhupura-III,Punjab,Khurram Shahzad Wirk,Independent,130416,48.5,546262,50.3,13.5,27
2024,NA-116,Sheikhupura-IV,Punjab,Khurram Munawar Manj,Independent,135129,46.0,582565,51.6,15.4,25
2024,NA-117,Lahore-I,Punjab,Abdul Aleem Khan,Istehkam-e-Pakistan Party,91490,40.1,520453,45.0,4.7,20
2024,NA-118,Lahore-II,Punjab,Muhammad Hamza Shehbaz Sharif,Pakistan Muslim League (N),105948,41.0,735251,35.8,1.9,13
2024,NA-119,Lahore-III,Punjab,Maryam Nawaz Sharif,Pakistan Muslim League (N),83856,42.6,520829,38.6,7.9,20
2024,NA-120,Lahore-IV,Punjab,Sardar Ayaz Sadiq,Pakistan Muslim League (N),68037,42.6,363045,44.9,11.7,25
2024,NA-121,Lahore-V,Punjab,Waseem Qadir,Independent,78707,42.8,467012,40.1,4.4,14
2024,NA-122,Lahore-VI,Punjab,Sardar Muhammad Latif Khan Khosa,Independent,117124,51.5,570537,40.5,17.2,21
2024,NA-123,Lahore-VII,Punjab,Mian Muhammad Shehbaz Sharif,Pakistan Muslim League (N),63953,41.1,338780,47.1,9.9,15
2024,NA-124,Lahore-VIII,Punjab,Rana Mubashir Iqbal,Pakistan Muslim League (N),55391,44.3,306116,41.8,9.4,13
2024,NA-125,Lahore-IX,Punjab,Muhammad Afzal Khokhar,Pakistan Muslim League (N),65102,40.7,340655,48.1,8.7,16
2024,NA-126,Lahore-X,Punjab,Malik Saif Ul Mulook Khokhar,Pakistan Muslim League (N),67121,44.4,349636,44.0,4.4,19
2024,NA-127,Lahore-XI,Punjab,Attah Ullah Tarrar,Pakistan Muslim League (N),98214,45.2,527044,41.7,7.3,25
2024,NA-128,Lahore-XII,Punjab,Mohammad Awn Saqlain,Istehkam-e-Pakistan Party,172578,45.8,678006,56.3,3.6,22
2024,NA-129,Lahore-XIII,Punjab,Mian Muhammad Azhar,Independent,103739,49.5,528414,40.4,15.4,19
2024,NA-130,Lahore-XIV,Punjab,Mian Muhammad Nawaz Sharif,Pakistan Muslim League (N),179312,56.8,608318,52.5,23.7,18
2024,NA-131,Kasur-I,Punjab,Saad Waseem,Pakistan Muslim League (N),110556,37.5,567451,53.4,10.5,18
2024,NA-132,Kasur-II,Punjab,Mian Muhammad Shehbaz Sharif,Pakistan Muslim League (N),137234,46.1,526156,57.8,8.8,22
2024,NA-133,Kasur-III,Punjab,Dr. Azeem Ud Din Zahid Lakhvi,Independent,130167,41.2,579328,57.0,3.4,18
2024,NA-134,Kasur-IV,Punjab,Rana Muhammad Hayat Khan,Pakistan Muslim League (N),142322,46.1,573778,55.7,21.2,23
2024,NA-135,Okara-I,Punjab,Nadeem Abbas,Pakistan Muslim League (N),129281,44.1,520533,57.6,7.7,14
2024,NA-136,Okara-II,Punjab,Riaz ul Haq Jujj,Pakistan Muslim League (N),127806,49.5,508896,52.1,18.4,19
2024,NA-137,Okara-III,Punjab,Syed Raza Ali Gillani,Independent,132067,46.9,529049,54.7,9.4,34
2024,NA-138,Okara-IV,Punjab,Mian Muhammad Mueen Wattoo,Pakistan Muslim League (N),122775,43.5,521359,55.6,15.2,20
2024,NA-139,Pakpattan-I,Punjab,Mian Ahmed Raza Maneka,Pakistan Muslim League (N),121870,38.5,605369,52.1,1.6,18
2024,NA-140,Pakpattan-II,Punjab,Rana Iradat Sharif Khan,Pakistan Muslim League (N),139434,43.1,598767,55.7,10.7,22
2024,NA-141,Sahiwal-I,Punjab,Syed Imran Ahmad Shah,Pakistan Muslim League (N),118242,41.8,582432,49.8,4.0,21
2024,NA-142,Sahiwal-II,Punjab,Usman Ali,Independent,107498,35.6,580075,53.7,3.8,9
2024,NA-143,Sahiwal-III,Punjab,Rai Hassan Nawaz Khan,Independent,147887,45.8,584698,56.0,19.9,17
2024,NA-144,Khanewal-I,Punjab,Muhammad Raza Hayat Hiraj,Independent,119133,44.8,463649,59.0,15.3,14
2024,NA-145,Khanewal-II,Punjab,Muhammad Khan Daha,Pakistan Muslim League (N),102952,42.6,461408,53.6,19.3,13
2024,NA-146,Khanewal-III,Punjab,Zahoor Hussain Qureshi,Independent,112777,41.3,519486,53.9,2.9,20
2024,NA-147,Khanewal-IV,Punjab,Chaudry Iftikhar Nazir,Pakistan Muslim League (N),107933,38.6,498090,57.0,8.6,14
2024,NA-148,Multan-I,Punjab,Syed Yousuf Raza Gilani,Pakistan Peoples Party Parliamentarians,68110,31.1,437157,52.5,0.1,13
2024,NA-149,Multan-II,Punjab,Malik Mohammad Amir Dogar,Independent,143692,61.6,539446,43.8,40.1,18
2024,NA-150,Multan-III,Punjab,Makhdoom Zain Hussain Qureshi,Independent,126775,51.0,591810,43.3,20.1,16
2024,NA-151,Multan-IV,Punjab,Syed Ali Moosa Gilani,Pakistan Peoples Party Parliamentarians,79082,33.2,474519,53.6,3.1,9
2024,NA-152,Multan-V,Punjab,Syed Abdul Qadir Gilani,Pakistan Peoples Party Parliamentarians,97065,36.7,527410,51.4,9.7,16
2024,NA-153,Multan-VI,Punjab,Rana Muhammad Qasim Noon,Pakistan Muslim League (N),95202,34.9,539850,52.0,16.9,19
2024,NA-154,Lodhran-I,Punjab,Abdul Rehman Khan Kanju,Pakistan Muslim League (N),127984,44.7,558667,53.9,2.5,10
2024,NA-155,Lodhran-II,Punjab,Khan Muhammad Saddique Khan Baloch,Pakistan Muslim League (N),117687,40.9,556557,53.1,16.2,17
2024,NA-156,Vehari-I,Punjab,Ayesha Nazir Jatt,Independent,119758,47.0,486674,53.5,11.6,11
2024,NA-157,Vehari-II,Punjab,Syed Sajid Mehdi,Pakistan Muslim League (N),99615,40.1,462514,55.2,7.8,15
2024,NA-158,Vehari-III,Punjab,Begum Tehmina Doultana,Pakistan Muslim League (N),111219,42.5,490217,54.4,3.1,15
2024,NA-159,Vehari-IV,Punjab,Aurangzeb Khan Khichi,Independent,116302,44.0,489806,54.9,7.4,15
2024,NA-160,Bahawalnagar-I,Punjab,Muhammad Abdul Ghafar Wattoo,Pakistan Muslim League (N),118557,45.2,441348,60.8,3.1,11
2024,NA-161,Bahawalnagar-II,Punjab,Alam Dad Laleka,Pakistan Muslim League (N),100679,41.5,459968,54.1,7.8,20
2024,NA-162,Bahawalnagar-III,Punjab,Chaudhary Ehsan Ul Haq Bajwa,Pakistan Muslim League (N),114379,42.8,487317,55.9,6.1,17
2024,NA-163,Bahawalnagar-IV,Punjab,Muhammad Ijaz Ul Haq,Pakistan Muslim League (Zia),84343,30.7,488700,57.2,3.3,19
2024,NA-164,Bahawalpur-I,Punjab,Mian Riaz Hussain Pirzada,Pakistan Muslim League (N),123377,44.6,489674,57.8,2.2,13
2024,NA-165,Bahawalpur-II,Punjab,Tariq Bashir Cheema,Pakistan Muslim League (Q),116571,38.9,483582,63.6,3.6,15
2024,NA-166,Bahawalpur-III,Punjab,Makhdoom Syed Sami Ul Hassan Gillani,Pakistan Muslim League (N),62157,29.2,437448,50.3,6.4,12
2024,NA-167,Bahawalpur-IV,Punjab,Muhammad Usman Awaisi,Pakistan Muslim League (N),88670,38.0,463878,51.9,10.5,11
2024,NA-168,Bahawalpur-V,Punjab,Malik Muhammad Iqbal Channar,Pakistan Muslim League (N),122302,59.3,447963,47.8,34.9,24
2024,NA-169,Rahim Yar Khan-I,Punjab,Makhdoomzada Syed Murtaza Mahmood,Pakistan Peoples Party Parliamentarians,81187,31.8,527946,50.1,3.0,15
2024,NA-170,Rahim Yar Khan-II,Punjab,Mian Ghous Muhammad,Independent,113336,46.4,509644,49.2,14.0,15
2024,NA-171,Rahim Yar Khan-III,Punjab,Mumtaz Mustafa,Independent,103834,44.0,516121,47.2,20.2,11
2024,NA-172,Rahim Yar Khan-IV,Punjab,Javed Iqbal Waraich,Independent,129727,51.1,510749,50.5,17.7,12
2024,NA-173,Rahim Yar Khan-V,Punjab,Syed Mustafa Mehmood,Pakistan Peoples Party Parliamentarians,83120,35.1,484989,50.5,1.2,17
2024,NA-174,Rahim Yar Khan-VI,Punjab,Muhammad Azhar Khan Leghari,Pakistan Muslim League (N),78680,30.8,503390,52.1,2.8,14
2024,NA-175,Muzaffargarh-I,Punjab,Jamshed Ahmad Khan Dasti,Independent,113391,42.5,461054,60.1,15.5,27
2024,NA-176,Muzaffargarh-II,Punjab,Nawabzada Iftikhar Ahmed Khan Babar,Pakistan Peoples Party Parliamentarians,53944,23.6,446099,53.2,4.5,21
2024,NA-177,Muzaffargarh-III,Punjab,Muhammad Muazzam Ali Khan Jatoi,Independent,114057,50.9,433535,53.6,20.4,23
2024,NA-178,Muzaffargarh-IV,Punjab,Amir Talal Gopang,Pakistan Muslim League (N),114678,50.9,428612,52.4,11.7,10
2024,NA-179,Kot Addu-I,Punjab,Mian Muhammad Shabbir Ali Qureshi,Independent,104329,48.4,386326,45.4,9.5,23
2024,NA-180,Kot Addu-II,Punjab,Mian Fiaz Hussain,Independent,96275,48.4,396000,51.9,23.5,27
2024,NA-181,Layyah-I,Punjab,Umber Majeed Niazi,Independent,120544,36.7,574258,59.2,7.7,14
2024,NA-182,Layyah-II,Punjab,Awais Haider Jhakkar,Independent,141973,44.3,547727,60.2,7.3,12
2024,NA-183,Taunsa,Punjab,Khawja Sheraz Mehmood,Independent,134501,51.2,476495,56.3,17.5,18
2024,NA-184,Dera Ghazi Khan-I,Punjab,Abdul Qadir Khan Khosa,Pakistan Muslim League (N),112296,45.3,448739,56.3,1.0,12
2024,NA-185,Dera Ghazi Khan-II,Punjab,Zartaj Gull,Independent,94927,51.4,400355,45.8,30.2,20
2024,NA-186,Dera Ghazi Khan-III,Punjab,Sardar Awais Ahmad Khan Leghari,Pakistan Muslim League (N),100252,47.2,387004,54.8,1.1,17
2024,NA-187,Rajanpur-I,Punjab,Ammar Ahmad Khan Leghari,Pakistan Muslim League (N),79811,42.4,395237,49.2,6.6,18
2024,NA-188,Rajanpur-II,Punjab,Hafeez Ur Rehman Khan Dreshak,Pakistan Muslim League (N),85979,47.3,374761,50.5,8.6,10
2024,NA-189,Rajanpur-III,Punjab,Shamsher Ali Mazari,Independent,83628,45.0,376306,51.7,5.5,12
2024,NA-190,Jacobabad,Sindh,Mir Aijaz Hussain Jakhrani,Pakistan Peoples Party Parliamentarians,126411,63.4,497578,42.6,32.5,14
2024,NA-191,Jacobabad-cum-Kashmore,Sindh,Ali Jan Mazari,Pakistan Peoples Party Parliamentarians,103548,48.2,499958,46.1,0.8,14
2024,NA-192,Kashmore,Sindh,Mir Shabir Ali Bijarani,Pakistan Peoples Party Parliamentarians,124979,59.0,402106,55.2,22.7,11
2024,NA-193,Shikarpur,Sindh,Muhammad Shahryar Khan Mahar,Pakistan Peoples Party Parliamentarians,138634,64.0,506341,44.5,36.5,14
2024,NA-194,Larkana-I,Sindh,Bilawal Bhutto Zardari,Pakistan Peoples Party Parliamentarians,136167,74.8,438208,42.8,55.3,8
2024,NA-195,Larkana-II,Sindh,Nazir Ahmed Bughio,Pakistan Peoples Party Parliamentarians,133830,70.7,427621,45.9,44.9,9
2024,NA-196,Qambar Shahdadkot,Sindh,Bilawal Bhutto Zardari,Pakistan Peoples Party Parliamentarians,85370,63.1,417740,34.9,37.6,13
2024,NA-197,Qambar Shahdadkot-II,Sindh,Mir Amir Ali Khan Magsi,Pakistan Peoples Party Parliamentarians,88130,70.6,402718,32.9,51.2,11
2024,NA-198,Ghotki,Sindh,Khalid Ahmad Khan Lund,Pakistan Peoples Party Parliamentarians,120259,51.1,455286,55.2,12.6,13
2024,NA-199,Ghotki-II,Sindh,Ali Gohar Khan Mahar,Pakistan Peoples Party Parliamentarians,154832,75.3,455376,46.9,55.7,9
2024,NA-200,Sukkur,Sindh,Nauman Islam Shaikh,Pakistan Peoples Party Parliamentarians,98244,56.6,457057,39.3,32.4,25
2024,NA-201,Sukkur-II,Sindh,Syed Khursheed Ahmed Shah,Pakistan Peoples Party Parliamentarians,121556,66.8,376504,50.4,37.3,12
2024,NA-202,Khairpur,Sindh,Nafisa Shah,Pakistan Peoples Party Parliamentarians,152511,77.1,447263,45.4,61.9,14
2024,NA-203,Khairpur-II,Sindh,Pir Syed Fazal Ali Shah Jillani,Pakistan Peoples Party Parliamentarians,128830,54.9,426030,57.0,13.0,14
2024,NA-204,Khairpur-III,Sindh,Syed Javed Ali Shah,Pakistan Peoples Party Parliamentarians,113022,54.5,495476,43.5,12.3,13
