year,seat,constituency,province,recorded_winner,party,winner_votes,winner_vote_share_pct,registered_voters,turnout_pct,margin_pp,candidate_count
1990,NA-16,Mansehra 3,Khyber Paktunkhwa (NWFP),Alam Zeb Khan,JUI-F,13556,37.7,,,8.0,5
1990,NA-17,Kohistan,Khyber Paktunkhwa (NWFP),Molvi Muhammad Amin,JUI-F,7752,28.3,,,11.5,8
1990,NA-18,Dera Ismail Khan,Khyber Paktunkhwa (NWFP),Fazal Karim Khan Kundi,PDA,64533,41.2,,,7.4,8
1990,NA-19,Bannu 1,Khyber Paktunkhwa (NWFP),Maulvi Ali Akbar,JUI-F,28471,49.3,,,27.6,8
1990,NA-20,Bannu 2,Khyber Paktunkhwa (NWFP),Nasir Muhammad Khan,IJI,38877,51.2,,,6.0,5
1990,NA-21,Swat 1,Khyber Paktunkhwa (NWFP),Khaliq Dad Khan,IJI,24891,34.0,,,10.1,6
1990,NA-22,Swat 2,Khyber Paktunkhwa (NWFP),Abdul Matin Khan,Independent,19084,28.3,,,0.3,5
1990,NA-23,Swat 3,Khyber Paktunkhwa (NWFP),Muhammad Afzal Khan,PDA,32515,37.1,,,5.1,8
1990,NA-24,Chitral,Khyber Paktunkhwa (NWFP),Shahzada Muhayud Din,IJI,35269,55.1,,,22.9,5
1990,NA-25,Dir,Khyber Paktunkhwa (NWFP),Najmud Din,PDA,28533,42.4,,,2.1,4
1990,NA-26,Malakand-Cum-Dir,Khyber Paktunkhwa (NWFP),Ahmad Hassan,PDA,31331,34.6,,,1.6,5
1990,NA-27,Tribal Area 1 - Mohmand Agency,FATA,Haji Baroz Khan,Independent,,,,,,1
1990,NA-28,Tribal Area 2 - Kurram Agency,Islamabad and FATA,Syed Yousuf Hussain,Independent,607,49.2,,,4.6,6
1990,NA-29,Tribal Area 3 - Orakzai Agency,Islamabad and FATA,Spin Gul,Independent,956,21.2,,,0.0,9
1990,NA-30,Tribal Area 4 - North Waziristan Agency,Islamabad and FATA,Muhammad Ajmal,Independent,494,49.6,,,21.4,4
1990,NA-31,Tribal Area 5 - South Waziristan Agency,Islamabad and FATA,Haji Sakhi Jan,Independent,536,56.5,,,14.8,3
1990,NA-32,Tribal Area 6 - Bajaur Agency,Islamabad and FATA,Haji Lal Khan,Independent,842,44.2,,,10.7,4
1990,NA-33,Tribal Area 7 - Khyber Agency,Islamabad and FATA,Haji Muhammad Ayub Afridi,Independent,2080,71.2,,,44.0,3
1990,NA-34,"Tribal Area 8: Tribal Areas Attached To Peshawar, Kohat, Bannu, Dera Ismail Khan, Tank And Lakki Marwat Districts",FATA,Malik Muhammad Aslam Khan Afridi,Independent,,,,,,1
1990,NA-35,Islamabad,Islamabad and FATA,Haji Muhammad Nawaz Khokhar,IJI,56795,52.8,,,12.4,13
1990,NA-36,Rawalpindi 1,Punjab,Shahid Khaqan Abbasi,IJI,80305,59.6,,,19.5,3
1990,NA-37,Rawalpindi 2,Punjab,Raja Muhammad Zaheer Khan,IJI,75784,53.7,,,14.9,5
1990,NA-38,Rawalpindi 3,Punjab,Sheikh Rasheed Ahmad,IJI,78107,55.8,,,16.7,9
1990,NA-39,Rawalpindi 4,Punjab,Muhammad Ejaz ul Haq,IJI,87829,59.9,,,20.9,3
1990,NA-40,Rawalpindi 5,Punjab,Ch. Nisar Ali Khan,IJI,78530,55.5,,,11.0,2
1990,NA-41,Attock 1,Punjab,Shaikh Aftab Ahmad,IJI,71134,65.4,,,32.2,4
1990,NA-42,Attock 2,Punjab,Malik Allah Yar Khan,PPP,68458,42.8,,,8.3,5
1990,NA-43,Chakwal 1,Punjab,Lt. General Abdul Majeed Malik,IJI,79873,53.6,,,12.7,6
1990,NA-44,Chakwal 2,Punjab,Sardar Mansoor Hayyat Khan Taman,IJI,79239,52.6,,,6.4,4
1990,NA-45,Jhelum 1,Punjab,Chaudhary Muhammad Altaf Hussain,PDA,58806,47.5,,,0.3,4
1990,NA-46,Jhelum 2,Punjab,Nawabzada Iqbal Mehdi Khan,Independent,57177,49.7,,,3.3,3
1990,NA-47,Sargodha 1,Punjab,Ehsan ul Haq Piracha,PDA,55350,50.4,,,3.9,7
1990,NA-48,Sargodha 2,Punjab,Mian Muhammad Nawaz Sharif,IJI,69141,59.5,,,20.5,5
1990,NA-49,Sargodha 3,Punjab,Haji Muhammad Javaid Iqbal Cheema,IJI,59576,47.9,,,3.6,8
1990,NA-50,Sargodha 4,Punjab,Chaudhary Anwar Ali Cheema,IJI,77073,59.1,,,19.5,4
1990,NA-51,Sargodha-Cum-Khushab,Punjab,Malik Muhammad Naeem Khan,IJI,84908,57.9,,,15.7,2
1990,NA-52,Khushab,Punjab,Malik Khuda Bukhsh Tewana,IJI,61854,48.2,,,8.3,3
1990,NA-53,Mianwali 1,Punjab,Maulana Abdul Sattar Khan Niazi,IJI,55848,55.7,,,24.1,6
1990,NA-54,Mianwali 2,Punjab,Gul Hameed Khan Rokhari,IJI,69501,64.8,,,32.5,7
1990,NA-55,Bhakkar 1,Punjab,Aziz Ahmad Khan,IJI,66846,64.3,,,30.3,3
1990,NA-56,Bhakkar 2,Punjab,Muhammad Zafar Ullah Khan Dhandla,IJI,52893,47.7,,,12.8,4
1990,NA-57,Faisalabad 1,Punjab,Sardar Dildar Ahmad Cheema,IJI,75202,54.2,,,12.0,7
1990,NA-58,Faisalabad 2,Punjab,Rai Muhammad Aslam Khan,PDA,42857,42.7,,,2.6,4
1990,NA-59,Faisalabad 3,Punjab,Alhaj Mian Nasir Ahmad Khan,IJI,46624,45.0,,,5.7,7
1990,NA-60,Faisalabad 4,Punjab,Muhammad Abdullah Ghazi,IJI,56307,49.6,,,22.9,5
1990,NA-61,Faisalabad 5,Punjab,Chaudhary Muhammad Nazeer Ahmad,IJI,72351,53.5,,,7.7,3
1990,NA-62,Faisalabad 6,Punjab,Muhammad Khan Junejo,IJI,57208,62.1,,,24.2,2
1990,NA-63,Faisalabad 7,Punjab,Muhammad Akram Ansari,IJI,60983,52.7,,,9.5,7
1990,NA-64,Faisalabad 8,Punjab,Mian Zahid Sarfraz,IJI,62536,52.3,,,8.7,7
1990,NA-65,Faisalabad 9,Punjab,Chaudhary Sher Ali,IJI,67086,49.8,,,2.7,8
1990,NA-66,Jhang 1,Punjab,Amir Hussain Syed,PDA,40124,37.8,,,0.3,6
1990,NA-67,Jhang 2,Punjab,Moulana Haji Rehmatullah,IJI,57263,49.2,,,8.5,3
1990,NA-68,Jhang 3,Punjab,Qari Isar ul Haq Qasmi,IJI,62486,52.6,,,24.8,9
1990,NA-69,Jhang 4,Punjab,Syed Faisal Saleh Hayyat,PPP,63642,52.1,,,12.8,4
1990,NA-70,Jhang 5,Punjab,Sahibzada Muhammad Nazir Sultan,PDA,58892,49.6,,,0.2,3
1990,NA-71,Toba Tek Singh 1,Punjab,Chaudhary Asad ur Rehman,IJI,65540,51.5,,,6.1,10
1990,NA-72,Toba Tek Singh 2,Punjab,Muhammad Ejaz Ul Haq,IJI,76372,62.3,,,25.8,7
1990,NA-73,Toba Tek Singh 3,Punjab,Hamza,IJI,69499,57.9,,,16.1,3
1990,NA-74,Gujranwala 1,Punjab,Chaudhary Hamid Nasir Chatha,IJI,89326,60.6,,,23.9,5
1990,NA-75,Gujranwala 2,Punjab,Afzal Hussain Tarar,Independent,49406,38.2,,,1.8,5
1990,NA-76,Gujranwala 3,Punjab,Ghulam Dastgir Khan,IJI,67697,51.8,,,7.5,13
1990,NA-77,Gujranwala 4,Punjab,Chauhdary Muhammad Asgahr,IJI,59225,47.9,,,7.2,8
1990,NA-78,Gujranwala 5,Punjab,Rana Nazeer Ahmad Khan,IJI,65836,52.7,,,5.4,2
1990,NA-79,Gujranwala 6,Punjab,Chaudhary Muhammad Ashraf Warraich,PDA,65262,49.9,,,2.5,8
1990,NA-80,Gujrat 1,Punjab,Chaudhary Tajamul Hussain,IJI,94688,57.3,,,18.7,4
1990,NA-81,Gujrat 2,Punjab,Chaudhary Shujaat Hussain,IJI,80861,48.9,,,3.8,12
1990,NA-82,Gujrat 3,Punjab,Syed Manzoor Hussain Shah,IJI,76341,47.9,,,7.0,9
1990,NA-83,Gujrat 4,Punjab,Nasir Iqbal,IJI,62788,47.6,,,7.5,8
1990,NA-84,Gujrat 5,Punjab,Chaudhary Muhammad Nawaz,PDA,41086,43.3,,,12.9,6
1990,NA-85,Sialkot 1,Punjab,Mian Muhammad Shafi,IJI,59515,56.1,,,20.0,5
1990,NA-86,Sialkot 2,Punjab,Chaudhary Ameer Hussain,IJI,67731,49.6,,,6.7,4
1990,NA-87,Sialkot 3,Punjab,Nazir Ahmad Khan,IJI,81137,58.0,,,22.0,4
1990,NA-88,Sialkot 4,Punjab,Chaudhary Abdul Sattar,IJI,72764,59.0,,,20.4,4
1990,NA-89,Sialkot 5,Punjab,Chaudhary Muhammad Sarwar Khan,IJI,67966,61.6,,,25.4,3
1990,NA-90,Sialkot 6,Punjab,Ghulam Mustafa,IJI,60982,60.6,,,26.6,6
1990,NA-91,Sialkot 7,Punjab,Muhammad Ishfaq Taj,IJI,,,,,,1
1990,NA-92,Lahore 1,Punjab,Hamayun Akhtar Khan,IJI,57866,53.7,,,12.5,12
1990,NA-93,Lahore 2,Punjab,Chudhary Aitzaz Ahsan,PDA,65624,52.0,,,10.2,11
1990,NA-94,Lahore 3,Punjab,Mian Umar Hayyat,IJI,53352,48.9,,,1.3,5
1990,NA-95,Lahore 4,Punjab,Mian Nawaz Sharif,IJI,59944,58.4,,,19.8,10
1990,NA-96,Lahore 5,Punjab,Mian Muhammad Shahbaz Sharif,IJI,54506,55.6,,,12.9,10
1990,NA-97,Lahore 6,Punjab,Liaqat Baloch,IJI,68943,54.3,,,14.1,10
1990,NA-98,Lahore 7,Punjab,Mian Muhammad Usman,IJI,60220,52.8,,,10.1,7
1990,NA-99,Lahore 8,Punjab,Wazir Ali Bhatti,IJI,42549,53.7,,,12.1,9
1990,NA-100,Lahore 9,Punjab,Muhammad Ashiq Ali Diyal,IJI,46842,54.7,,,14.7,6
1990,NA-101,Sheikhupura 1,Punjab,Rana Tanveer Hussain,IJI,60175,48.7,,,3.0,9
1990,NA-102,Sheikhupura 2,Punjab,Chaudhary Nazir Ahmad Virk,IJI,39430,33.0,,,0.9,10
1990,NA-103,Sheikhupura 3,Punjab,Muhammad Barjees Tahir,IJI,49701,49.1,,,16.9,5
1990,NA-104,Sheikhupura 4,Punjab,Haji Naeem Hussain Chatha,IJI,59036,49.3,,,11.9,5
1990,NA-105,Sheikhupura 5,Punjab,Rai Mansab Ali Khan,IJI,43708,49.1,,,7.4,5
1990,NA-106,Kasur 1,Punjab,Sardar Aseff Ahmad Ali,Independent,46590,43.2,,,16.3,8
1990,NA-107,Kasur 2,Punjab,Rao Khizar Hayyat Khan,IJI,43657,48.8,,,8.7,9
1990,NA-108,Kasur 3,Punjab,Rana Muhammad Hayyat Khan,Independent,51189,47.3,,,8.9,6
1990,NA-109,Kasur 4,Punjab,Maulana Mueenuddin Lakhvi,IJI,53859,51.1,,,7.6,4
1990,NA-110,Okara 1,Punjab,Mian Muhammad Zaman,IJI,54096,52.1,,,8.6,11
1990,NA-111,Okara 2,Punjab,Syed Sajjad Haider,IJI,50728,48.6,,,1.8,5
1990,NA-112,Okara 3,Punjab,Mian Manzoor Ahmad Khan Watto,IJI,66753,60.4,,,24.2,4
1990,NA-113,Okara 4,Punjab,Mian Muhammad Yasin Khan Wattoo,IJI,71129,59.0,,,20.5,3
1990,NA-114,Multan 1,Punjab,Syed Yousif Raza Gillani,PDA,60076,50.8,,,4.5,5
1990,NA-115,Multan 2,Punjab,Syed Hamid Saeed Kazmi,JUP-N,62637,58.4,,,19.0,7
1990,NA-116,Multan 3,Punjab,Syed Tanveer ul Hassan Gillani,IJI,50066,52.9,,,10.8,4
1990,NA-117,Multan 4,Punjab,Haji Hayyatullah Khan Tareen,IJI,64567,51.1,,,6.5,4
1990,NA-118,Multan 5,Punjab,Muhammad Siddique Khan Kanjo,IJI,60954,52.3,,,17.5,5
1990,NA-119,Multan 6,Punjab,Syed Javed Ali Shah,IJI,66900,55.3,,,12.2,5
1990,NA-120,Multan-Cum-Khanewal,Punjab,Muhammad Javed Hashmi,IJI,70025,56.6,,,13.9,3
1990,NA-121,Khanewal 1,Punjab,Syed Fakhar Imam Shah,IJI,58479,50.3,,,11.1,6
1990,NA-122,Khanewal 2,Punjab,Major ( R ) Aftab Ahmad Khan Daha,IJI,63998,57.4,,,17.2,4
1990,NA-123,Khanewal 3,Punjab,Ghulam Haider Wyne,IJI,76045,56.2,,,15.7,6
1990,NA-124,Sahiwal 1,Punjab,Anwar ul Haq Ramay,IJI,63665,51.9,,,6.5,3
1990,NA-125,Sahiwal 2,Punjab,Mehar Ghulam Farid Kathia,PDA,54982,46.1,,,3.7,5
1990,NA-126,Sahiwal 3,Punjab,Rai Ahmad Nawaz Khan,IJI,69338,49.5,,,2.5,6
1990,NA-127,Sahiwal 4,Punjab,Raja Shahid Saeed Khan,IJI,61831,57.8,,,17.5,4
1990,NA-128,Sahiwal 5,Punjab,Mian Mehmood Ahmad Khan,IJI,60593,53.7,,,13.0,6
1990,NA-129,Vehari 1,Punjab,Muhammad Nawaz Khan Aias Dilawar Khan Khichi,IJI,87427,60.1,,,21.7,3
1990,NA-130,Vehari 2,Punjab,Akbar Ali Bhatti,IJI,50917,38.4,,,5.2,7
1990,NA-131,Vehari 3,Punjab,Syed Shahid Mehdi Naseem Shah,IJI,72159,53.1,,,8.4,4
1990,NA-132,Dera Ghazi Khan,Punjab,Sardar Muhammad Amjad Farooq Khan,IJI,78360,56.1,,,16.2,6
1990,NA-133,Dera Ghazi Khan-Cum-Rajanpur,Punjab,Sardar Farooq Ahmad Khan Leghari,PDA,76378,55.2,,,14.5,3
1990,NA-134,Rajanpur,Punjab,Mir Balakh Sher Khan Mazari,IJI,76446,57.0,,,13.9,2
1990,NA-135,Muzaffargarh 1,Punjab,Sardar Abdul Qayyum Khan Jatoi,JUP-N,54039,47.6,,,2.4,5
1990,NA-136,Muzaffargarh 2,Punjab,Mian Atta Muhammad Qureshi,JUP-N,54424,49.7,,,7.1,6
1990,NA-137,Muzaffargarh 3,Punjab,Malik Ghulam Muhammad Mustafa Khar,Independent,43435,43.3,,,13.0,10
1990,NA-138,Muzaffargarh 4,Punjab,Ghulam Muhammad Mustafa Khar,Independent,51755,49.6,,,11.5,6
1990,NA-139,Layyah 1,Punjab,Pir Syed Muhammad Khurshid Shah,IJI,59848,55.3,,,15.4,6
1990,NA-140,Layyah 2,Punjab,Sahibzada Faiz-ul-Hassan,IJI,51446,53.5,,,7.0,2
1990,NA-141,Bahawalpur 1,Punjab,Muhammad Usman Abbasi,Independent,59175,49.3,,,0.3,3
1990,NA-142,Bahawalpur 2,Punjab,Farooq Anwar Abbasi,IJI,71825,58.0,,,19.6,3
1990,NA-143,Bahawalpur 3,Punjab,Syed Tasneem Nawaz Gardezi,IJI,,,,,,1
1990,NA-144,Bahawalnagar 1,Punjab,Syed Muhammad Asgahr Shah,Independent,50555,39.5,,,6.0,4
1990,NA-145,Bahawalnagar 2,Punjab,Mian Abdul Sattar Khan Lalika,IJI,81088,55.4,,,14.0,4
1990,NA-146,Bahawalnagar 3,Punjab,Abdul Ghafoor Chaudhary,IJI,74872,51.8,,,6.1,6
1990,NA-147,Rahim Yar Khan 1,Punjab,Syed Ahmad Alam Anwar,PDA,66205,53.4,,,7.1,3
1990,NA-148,Rahim Yar Khan 2,Punjab,Makhdoom Shahab ud Din,PDA,59181,50.4,,,1.2,3
1990,NA-149,Rahim Yar Khan 3,Punjab,Mian Abdul Khaliq,IJI,80304,59.2,,,21.3,5
1990,NA-150,Rahim Yar Khan 4,Punjab,Makhdoom Syed Ahmad Mehmood,IJI,52816,39.4,,,5.7,7
1990,NA-151,Sukkur 1,Sindh,Syed Khursheed Ahmad Shah,PDA,60733,55.0,,,15.5,21
1990,NA-152,Sukkur 2,Sindh,Jam Saifullah Khan Dharejo,PDA,48938,53.4,,,9.8,15
1990,NA-153,Sukkur 3,Sindh,Noor Muhammad Khan Lund,PDA,49399,56.4,,,16.5,11
1990,NA-154,Shikarpur 1,Sindh,Aftab Shahban Merani,PDA,38301,55.1,,,26.2,5
1990,NA-155,Shikarpur 2,Sindh,Mir Altaf Khan Bhayo,PDA,43193,70.2,,,53.4,5
1990,NA-156,Jacobabad 1,Sindh,Illahi Bukhsh Soomro,Independent,53151,49.7,,,0.9,6
1990,NA-157,Jacobabad 2,Sindh,Mir Hazar Khan Bijarani,Independent,81610,68.6,,,38.5,5
1990,NA-158,Naushero Feroz 1,Sindh,Ghulam Mustafa Khan Jatoi,IJI,88166,78.8,,,59.3,16
1990,NA-159,Naushero Feroz 2,Sindh,Zafar Ali Shah,PDA,57029,51.0,,,4.9,14
1990,NA-160,Nawabshah 1,Sindh,Ghulam Murtaza Khan Jatoi,IJI,48588,50.5,,,3.8,11
1990,NA-161,Nawabshah 2,Sindh,Syed Shabir Ahmad Shah,PDA,57801,80.3,,,61.3,5
1990,NA-162,Khairpur 1,Sindh,Syed Pervez Ali Shah Jillani,PPP,74358,57.2,,,21.8,7
1990,NA-163,Khairpur 2,Sindh,Pir Syed Abdul Qadir Shah,PDA,79080,65.5,,,32.9,6
1990,NA-164,Larkana 1,Sindh,Begum Nusrat Bhutto,PDA,79901,89.5,,,79.2,3
1990,NA-165,Larkana 2,Sindh,Shabbir Ahmed Khan Chandio,PDA,59164,75.3,,,54.7,3
1990,NA-166,Larkana 3,Sindh,Mohtarma Benazir Bhutto,PDA,94462,98.9,,,98.1,3
1990,NA-167,Hyderabad 1,Sindh,Makhdoom Amin Faheem,PDA,50154,73.5,,,48.5,3
1990,NA-168,Hyderabad 2,Sindh,Kanwar Naveed Jamel,HPG,76578,74.7,,,61.1,3
1990,NA-169,Hyderabad 3,Sindh,Dr. Khalid Maqbool Siddiqui,HPG,91373,76.3,,,56.0,3
1990,NA-170,Hyderabad 4,Sindh,Syed Naveed Qamar,PDA,56902,76.9,,,54.5,7
1990,NA-171,Hyderabad 5,Sindh,Abdul Sattar Bachani,PDA,59209,71.2,,,43.7,4
1990,NA-172,Badin 1,Sindh,Abdullah Halepoto,PDA,42506,65.8,,,40.6,3
1990,NA-173,Badin 2,Sindh,Bashir Ahmed Halepoto,PDA,36133,69.1,,,44.4,3
1990,NA-174,Tharparkar 1,Sindh,Anees Ahmad Khan,HPG,44909,45.6,,,0.4,12
1990,NA-175,Tharparkar 2,Sindh,Muhammad Khan Junejo,IJI,32019,44.2,,,4.3,8
1990,NA-176,Tharparkar 3,Sindh,Arbab Ghulam Rahim,Independent,49970,56.8,,,13.7,2
1990,NA-177,Dadu 3,Sindh,Malik Asad Sikandar Khan,PDA,53431,70.2,,,42.2,8
1990,NA-178,Dadu 1,Sindh,Haji Muhammad Bux Jamali,PDA,56243,72.0,,,44.4,3
1990,NA-179,Dadu 2,Sindh,Rafiq Ahmad Mahessar,PDA,52949,61.5,,,25.4,5
1990,NA-180,Sanghar 1,Sindh,Pir Syed Ali Gohar Shah Rashdi,Independent,76853,76.2,,,53.1,3
1990,NA-181,Sanghar 2,Sindh,Jam Mashooq Ali,Independent,71405,58.6,,,20.1,9
1990,NA-182,Thatta 1,Sindh,Ghulam Hussain Alias Babu,PDA,47370,74.7,,,55.7,6
1990,NA-183,Thatta 2,Sindh,Arbab Wazir Ahmad,PDA,33774,54.7,,,13.3,9
1990,NA-184,Karachi West 1,Sindh,Muhammad Irfan Khan,HPG,50042,42.2,,,4.2,15
1990,NA-185,Karachi West 2,Sindh,Syed Salim ul Haq,HPG,93883,78.0,,,65.1,6
1990,NA-186,Karachi Central 1,Sindh,Kanwar Khalid Younis,HPG,90497,77.1,,,59.0,4
1990,NA-187,Karachi Central 2,Sindh,Imran Farooq,HPG,111340,94.7,,,91.8,4
1990,NA-188,Karachi Central 3,Sindh,Syed Muhammad Aslam,HPG,142591,88.9,,,81.1,3
1990,NA-189,Karachi South 1,Sindh,Asif Ali Zardari,PDA,54308,75.0,,,57.6,10
1990,NA-190,Karachi South 2,Sindh,Muhammad Farooq Sattar,HPG,52887,58.9,,,19.0,10
1990,NA-191,Karachi South 3,Sindh,Syed Tariq Mehmood,HPG,40573,50.1,,,25.4,17
1990,NA-192,Karachi East 1,Sindh,Muhammad Rafique Essani,HPG,61938,75.7,,,62.7,4
1990,NA-193,Karachi East 2,Sindh,Islam Nabi,HPG,72272,71.3,,,50.2,4
1990,NA-194,Karachi East 3,Sindh,Syed Amin Ul Haq,HPG,71807,79.1,,,62.2,3
1990,NA-195,Karachi East 4,Sindh,Rehan Umar Farooqi,HPG,71265,67.1,,,35.6,3
1990,NA-196,Karachi East 5,Sindh,Waseem Ahmad,HPG,90337,67.6,,,36.9,5
1990,NA-197,Quetta-Cum-Chagai,Balochistan,Fateh Muhammad Muhammad Hasni,PDA,37874,33.4,,,3.2,14
1990,NA-198,Pishin,Balochistan,Mehmood Khan Achakzai,PKMAP,34003,43.9,,,6.7,7
1990,NA-199,Loralai,Balochistan,Sardar Muhammad Yaqoob Khan Nasir,IJI,15864,28.6,,,5.1,17
1990,NA-200,Zhob-Cum-Killa Saifullah,Balochistan,Maulvi Muhammad Khan Sherani,JUI-F,15965,44.3,,,16.4,4
1990,NA-201,Bolan,Balochistan,Mir Yar Muhammad Rind,JWP,42586,65.2,,,45.7,5
1990,NA-202,Sibi-Cum-Kohlu-Cum-Dera Bugti-Cum-Ziarat,Balochistan,Saleem Akbar Bugti,JWP,57094,73.8,,,65.1,7
1990,NA-203,Jaffarabad,Balochistan,Mir Nabi Bux Khan Khosa,PDA,24131,49.1,,,9.1,8
1990,NA-204,Kalat-Cum-Kharan,Balochistan,Moulvi Muhammad Siddique Shah,JUI-F,18647,34.4,,,7.0,5
1990,NA-205,Khuzdar,Balochistan,Mir Bizan Bizanjo,PNP,21294,46.4,,,13.6,5
1990,NA-206,Lasbela-Cum-Gwadar,Balochistan,Shahzada Jam Muhammad Yousaf,IJI,20487,32.3,,,1.0,6
1990,NA-207,Turbat-Cum-Panjgur,Balochistan,Mir Bizan Bizanjo,PNP,26166,45.9,,,4.2,6
