year,seat,constituency,province,recorded_winner,party,winner_votes,winner_vote_share_pct,registered_voters,turnout_pct,margin_pp,candidate_count
2002,NA-1,Peshawar 1,Khyber Paktunkhwa (NWFP),Shabir Ahmad,Muttahidda Majlis-e-Amal Pakistan,37179,56.6,233907,28.7,21.6,6
2002,NA-2,Peshawar 2,Khyber Paktunkhwa (NWFP),Molana Rehmatullah,Muttahidda Majlis-e-Amal Pakistan,37728,67.4,216587,26.5,39.2,4
2002,NA-3,Peshawar 3,Khyber Paktunkhwa (NWFP),Qari Fayaz-Ur-Rehman Alvi,Muttahidda Majlis-e-Amal Pakistan,33567,49.8,226299,30.6,28.1,7
2002,NA-4,Peshawar 4,Khyber Paktunkhwa (NWFP),Sabir Hussain Awan,Muttahidda Majlis-e-Amal Pakistan,28728,45.2,222276,29.6,19.0,6
2002,NA-5,Nowshera 1,Khyber Paktunkhwa (NWFP),Qazi Hussain Ahmed,Muttahidda Majlis-e-Amal Pakistan,40879,54.5,206271,37.4,24.9,3
2002,NA-6,Nowshera 2,Khyber Paktunkhwa (NWFP),Molana Hamid-Ul-Haq Haqqani,Muttahidda Majlis-e-Amal Pakistan,33242,50.4,194949,35.1,25.1,5
2002,NA-7,Charsadda 1,Khyber Paktunkhwa (NWFP),Molona M. Gohar Shah,Muttahidda Majlis-e-Amal Pakistan,55917,64.1,242084,36.9,28.1,2
2002,NA-8,Charsadda 2,Khyber Paktunkhwa (NWFP),Aftab Ahmad Khan Sherpao,Qaumi Watan Party,42326,67.5,217430,29.6,38.2,4
2002,NA-9,Mardan 1,Khyber Paktunkhwa (NWFP),Shuja-Ul-Mulk,Muttahidda Majlis-e-Amal Pakistan,54479,70.1,221113,35.9,50.3,6
2002,NA-10,Mardan 2,Khyber Paktunkhwa (NWFP),Molana M. Qasim,Muttahidda Majlis-e-Amal Pakistan,69726,79.5,223817,39.9,62.9,4
2002,NA-11,Mardan 3,Khyber Paktunkhwa (NWFP),Molana Atta-Ur-Rehman,Muttahidda Majlis-e-Amal Pakistan,51918,71.8,223487,33.1,51.8,3
2002,NA-12,Swabi 1,Khyber Paktunkhwa (NWFP),M. Usman,Muttahidda Majlis-e-Amal Pakistan,53825,62.0,236270,37.6,25.1,3
2002,NA-13,Swabi 2,Khyber Paktunkhwa (NWFP),Molana Khalil Ahmed,Muttahidda Majlis-e-Amal Pakistan,50096,56.3,237950,38.4,34.4,5
2002,NA-14,Kohat,Khyber Paktunkhwa (NWFP),Mufti Ibrar Sultan,Muttahidda Majlis-e-Amal Pakistan,46130,48.1,317082,31.4,33.2,8
2002,NA-15,Karak,Khyber Paktunkhwa (NWFP),Shah Abdul Aziz,Muttahidda Majlis-e-Amal Pakistan,31325,32.8,251508,38.7,14.2,11
2002,NA-16,Hangu,Khyber Paktunkhwa (NWFP),Akhunzada M. Sadiq,Muttahidda Majlis-e-Amal Pakistan,25252,56.1,160984,28.7,44.5,9
