na,candidate_name,party,votes,rank
NA-190,Mir Aijaz Hussain Jakhrani,PPP,126411,1
NA-190,Muhammad Mian Soomro,Independent,61555,2
NA-190,Waseem Nisar,TLP,2847,3
NA-190,Sardar Qadir Khan Khoso,Independent,2268,4
NA-190,Nagina,JIP,1427,5
NA-190,Abdul Wali Khan,Independent,712,6
NA-190,Tariq Ali,Independent,708,7
NA-190,Maula Buksh Soomro,Independent,675,8
NA-190,Parvez Ahmad,Independent,655,9
NA-190,Suleman Khan,Independent,615,10
NA-190,Koonaj Khatoon,Independent,530,11
NA-190,Mir Asghar Ali Panhwar,Independent,493,12
NA-190,Muhammad Salman,Independent,211,13
NA-190,Mir Khalid Nawaz Jakhrani,Independent,148,14
