na,candidate_name,party,votes,rank
NA-111,Muhammad Arshad Sahi,Independent,113711,1
NA-111,Muhammad Barjees Tahir,PML-N,93467,2
NA-111,Muhammad Rizwan Wahga,TLP,25345,3
NA-111,Muhammad Waqas,PPP,4530,4
NA-111,Muhammad Faisal Bin Zair,JIP,2527,5
NA-111,Mubarak Raza Wagha,Independent,2182,6
NA-111,Muhammad Saleem,Independent,2148,7
NA-111,Shahbaz Hussain Sidhu,PMML,1152,8
NA-111,Muhammad Ashraf Ali Khan,Independent,806,9
NA-111,Muhammad Atif,Independent,613,10
NA-111,Muhammad Ammar Arshad Sahi,Independent,491,11
NA-111,Muhammad Adnan Ashraf,Independent,290,12
NA-111,Muhammad Ahsan Raza Wagha,Independent,254,13
NA-111,Naeem Iqbal,Independent,146,14
NA-111,Faiza Iqbal,Independent,134,15
NA-111,Imran Saeed Cheema,Independent,123,16
NA-111,Atiq Ur Rehman Sahi,Independent,94,17
NA-111,Muhammad Usman Ashraf,Independent,81,18
NA-111,Arslan Aswad Naeem,Independent,41,19
