na,candidate_name,party,votes,rank
NA-140,Rana Iradat Sharif Khan,PML-N,139434,1
NA-140,Raja Talia Saeed,Independent,104915,2
NA-140,Waseem Zafar,TLP,27025,3
NA-140,Junaid Mumtaz Joia,Independent,10377,4
NA-140,Shaukat Ali Bajwa,PPP,9214,5
NA-140,Muhammad Shahbaz,Independent,7791,6
NA-140,Saif Ali Sukhera,Independent,7435,7
NA-140,Saima Kashifa Tul Firdous,Independent,4790,8
NA-140,Imran Ali,Independent,4225,9
NA-140,Abdul Razzaq Khalil,JIP,2710,10
NA-140,Ahmad Zeeshan,PMML,2457,11
NA-140,Muhammad Naeem Ibrahim,Independent,648,12
NA-140,Chaudhary Muhammad Shahzad,Independent,508,13
NA-140,Muhammad Aslam Sukhera,Independent,359,14
NA-140,Ahmad Iqtidar Ashraf,Independent,325,15
NA-140,Syed Fahmeed Kamal,Independent,311,16
NA-140,Allah Ditta,Independent,270,17
NA-140,Rana Shahzad Hamid,Independent,210,18
NA-140,Nighat Rana,Independent,202,19
NA-140,Robina Ramzan,Independent,85,20
NA-140,Muhammad Murad,Independent,82,21
NA-140,Imbsat Khizra Rana,Independent,65,22
