na,candidate_name,party,votes,rank
NA-200,Nauman Islam Shaikh,PPP,98244,1
NA-200,Deedar Ali Jatoi,GDA,41970,2
NA-200,Gohar Ali Khoso,Independent,19511,3
NA-200,Hizbullah Jakhro,JIP,4813,4
NA-200,Sajid Ali,TLP,3153,5
NA-200,Ali Nawaz,PRP,916,6
NA-200,Abdul Khalique Jatoi,Independent,893,7
NA-200,Ali Murtaza,Independent,871,8
NA-200,Syed Muhammad Ayub,Independent,680,9
NA-200,Mohsin Sajjad Utraa,MWM,270,10
NA-200,Shahid Hussain,Independent,252,11
NA-200,Abdul Hameed Mahar,Independent,236,12
NA-200,Dawood Khan,Independent,220,13
NA-200,Muhammad Amir Sheikh,Independent,191,14
NA-200,Shaheena,Independent,184,15
NA-200,Abdul Razzaque,Independent,178,16
NA-200,Rab Dino,Independent,168,17
NA-200,Aftab Ahmed Kalwar,Independent,148,18
NA-200,Abdul Qadir,PML-Q,125,19
NA-200,Syed Naseem Ahmed Hashmi,Independent,121,20
NA-200,Zeeshan Ahmed,Independent,114,21
NA-200,Ameer Ali,Independent,109,22
NA-200,Amjad Mehmood,Independent,104,23
NA-200,Wizarat Hussain Sial,Independent,103,24
NA-200,Muhammad Ramzan Malik,Independent,68,25
