na,candidate_name,party,votes,rank
NA-121,Waseem Qadir,Independent,78707,1
NA-121,Sheikh Rohail Asgher,PML-N,70598,2
NA-121,Muhammad Yousaf,TLP,24883,3
NA-121,Amir Siddique,JIP,3424,4
NA-121,Iftikhar Shahid,PPP,2246,5
NA-121,Shouban Akhtar,PMML,1313,6
NA-121,Mian Awais Anjum,Independent,1213,7
NA-121,Rizwan Zia Khan,Independent,469,8
NA-121,Asghar Ali,Independent,383,9
NA-121,Imran Aslam,Independent,217,10
NA-121,Imran Ashraf,MQM,217,11
NA-121,Mehmood Ahmad,Independent,165,12
NA-121,Muhammad Qasim,Independent,155,13
NA-121,Asif Mehmood,Independent,96,14
