na,candidate_name,party,votes,rank
NA-246,Syed Amin ul Haq,MQM-P,74177,1
NA-246,Hafiz Naeem Ur Rehman,JIP,32011,2
NA-246,Malik Muhammad Arif Awan,Independent,29159,3
NA-246,Muhammad Ali,TLP,18279,4
NA-246,Waseem Akhter,PPP,7964,5
NA-246,Muhammad Kamal,Independent,4157,6
NA-246,Muhammad Mudassir Hussain Ansari,Independent,3297,7
NA-246,Syed Muhammad Saleem Ashrafi,PML-N,2633,8
NA-246,Muhammad Mustafa,Independent,2532,9
NA-246,Dost Muhammad,ANP,1639,10
NA-246,Saeed Ahmed,Independent,1051,11
NA-246,Sohail Khan,Independent,893,12
NA-246,Amir Shehzad,Independent,705,13
NA-246,Muhammad Saleem,Independent,704,14
NA-246,Shagufta Yasmin,Independent,690,15
NA-246,Amjad Islam Amjad,PMML,541,16
NA-246,Sajjad Ahmed Khan,Independent,512,17
NA-246,Shahbaz,Independent,492,18
NA-246,Gull Mola,Independent,479,19
NA-246,Rehman Uddin,Independent,443,20
NA-246,Hafiz UL Haque,Independent,362,21
NA-246,Rizwan Ahmed Khan,PCP,360,22
NA-246,Irfan Karim,PMA,331,23
NA-246,Muhammad Ishaque,Independent,321,24
