year,seat,constituency,province,recorded_winner,party,winner_votes,winner_vote_share_pct,registered_voters,turnout_pct,margin_pp,candidate_count
2008,NA-1,Peshawar 1,Khyber Paktunkhwa (NWFP),Haji Ghulam Ahmed Bilour,Awami National Party,44210,50.1,387083,23.0,7.4,13
2008,NA-2,Peshawar 2,Khyber Paktunkhwa (NWFP),Dr. Arbab Alamgir Khan,Pakistan Peoples Party Parliamentarians,34443,45.1,314904,24.9,13.7,9
2008,NA-3,Peshawar 3,Khyber Paktunkhwa (NWFP),Noor Alam Khan,Pakistan Peoples Party Parliamentarians,27038,29.7,257192,36.3,0.9,8
2008,NA-4,Peshawar 4,Khyber Paktunkhwa (NWFP),Arbab Muhammad Zahir Khan,Awami National Party,31598,39.1,260335,31.7,16.0,8
2008,NA-5,Nowshera 1,Khyber Paktunkhwa (NWFP),Muhammad Tariq Khattak,Pakistan Peoples Party Parliamentarians,31907,33.7,263153,37.0,2.5,7
2008,NA-6,Nowshera 2,Khyber Paktunkhwa (NWFP),Masood Abbas Khattak,Awami National Party,36835,43.3,238295,37.2,10.4,3
2008,NA-7,Charsadda 1,Khyber Paktunkhwa (NWFP),Asfandiyar Wali Khan,Awami National Party,57234,65.3,273747,32.8,44.9,4
2008,NA-8,Charsadda 2,Khyber Paktunkhwa (NWFP),Aftab Ahmad Khan Sherpao,Qaumi Watan Party,30626,39.2,246261,32.4,0.9,5
2008,NA-9,Mardan 1,Khyber Paktunkhwa (NWFP),Nawabzada Khawaja Muhammad Khan Hoti (Toti Khan),Awami National Party,31075,39.0,262042,31.2,8.6,10
2008,NA-10,Mardan 2,Khyber Paktunkhwa (NWFP),Maulana Mohammad Qasim,Jamiat Ulema-e Islam (Fazl),29279,31.2,256037,37.8,6.5,9
2008,NA-11,Mardan 3,Khyber Paktunkhwa (NWFP),Abdul Akbar Khan,Pakistan Peoples Party Parliamentarians,49060,61.2,265000,31.5,28.1,5
2008,NA-12,Swabi 1,Khyber Paktunkhwa (NWFP),Usman Khan Tarkai,Independents,49872,45.8,283709,39.4,0.3,5
2008,NA-13,Swabi 2,Khyber Paktunkhwa (NWFP),Perviz Khan,Awami National Party,26603,25.9,287549,36.7,7.0,9
2008,NA-14,Kohat,Khyber Paktunkhwa (NWFP),Pir Dilawar Shah,Awami National Party,30681,31.1,357556,28.4,7.8,9
2008,NA-15,Karak,Khyber Paktunkhwa (NWFP),Mufti Ajmal Khan,Jamiat Ulema-e Islam (Fazl),28665,25.9,291693,38.8,6.0,8
2008,NA-16,Hangu,Khyber Paktunkhwa (NWFP),Syed Haidar Ali Shah,Awami National Party,22180,37.9,187636,31.8,4.6,5
2008,NA-17,Abbottabad,Khyber Paktunkhwa (NWFP),Sardar Mehtab Ahmed Khan,Pakistan Muslim League (Nawaz),58041,44.1,314337,42.8,16.2,5
2008,NA-18,Abbottabad 2,Khyber Paktunkhwa (NWFP),Murtaza Javid Abbasi,Pakistan Muslim League (Nawaz),72586,48.1,347770,44.5,24.6,13
2008,NA-19,Haripur,Khyber Paktunkhwa (NWFP),Sardar Muhammad Mushtaq,Pakistan Muslim League (Nawaz),98670,44.3,484252,47.1,12.3,5
2008,NA-20,Mansehra 1,Khyber Paktunkhwa (NWFP),Sardar Shajehan Yousaf,Pakistan Muslim League (Qaid-e-Azam),73644,47.5,437390,36.3,0.7,4
2008,NA-21,Tor Ghar Cum Mansehra 2,Khyber Paktunkhwa (NWFP),Faiz Muhammad Khan,Pakistan Muslim League (Nawaz),51482,37.1,424342,32.7,10.0,7
2008,NA-22,Battagram,Khyber Paktunkhwa (NWFP),Muhammad Nawaz Khan,Pakistan Muslim League (Qaid-e-Azam),22316,40.5,151437,37.0,4.1,7
2008,NA-23,Kohistan,Khyber Paktunkhwa (NWFP),Mehboobullah,Independents,14100,26.6,317734,17.8,1.3,8
2008,NA-24,Dera Ismail Khan,Khyber Paktunkhwa (NWFP),Faisal Karim Kundi,Pakistan Peoples Party Parliamentarians,83560,60.3,347165,41.2,27.1,9
2008,NA-25,D.i. Khan Cum Tank,Khyber Paktunkhwa (NWFP),Atta Ur Rehman,Jamiat Ulema-e Islam (Fazl),44673,33.6,320178,42.9,1.4,11
2008,NA-26,Bannu,Khyber Paktunkhwa (NWFP),Maulana Fazal Ur Rehman,Jamiat Ulema-e Islam (Fazl),91484,55.6,384896,43.5,21.2,6
2008,NA-27,Lakki Marwat,Khyber Paktunkhwa (NWFP),Hamayun Saifullah Khan,Pakistan Muslim League (Qaid-e-Azam),61303,49.6,266658,47.8,7.3,13
2008,NA-28,Buner,Khyber Paktunkhwa (NWFP),Abdul Matin Khan,Awami National Party,21801,29.1,290460,27.2,4.5,6
2008,NA-29,Swat 1,Khyber Paktunkhwa (NWFP),Muzafer Ul Mulk,Awami National Party,19860,27.3,412055,18.2,3.6,8
2008,NA-30,Swat 2,Khyber Paktunkhwa (NWFP),Syed Allauddin,Pakistan Peoples Party Parliamentarians,24063,34.7,404540,17.9,11.1,10
2008,NA-31,Shangla,Khyber Paktunkhwa (NWFP),Amir Muqam,Pakistan Muslim League (Qaid-e-Azam),26928,40.0,263581,26.6,16.6,8
2008,NA-32,Chitral,Khyber Paktunkhwa (NWFP),Shahzada Muhyuddin,Pakistan Muslim League (Qaid-e-Azam),33278,38.5,197022,45.5,2.5,5
2008,NA-33,Upper Dir Cum Lower Din (Old Upper Dir),Khyber Paktunkhwa (NWFP),Najum-Din Khan,Pakistan Peoples Party Parliamentarians,27594,39.5,267936,26.8,11.0,9
2008,NA-34,Lower Dir,Khyber Paktunkhwa (NWFP),Malak Azmat Khan,Pakistan Peoples Party Parliamentarians,38068,43.5,371903,24.3,15.5,7
2008,NA-35,Malakand P Area,Khyber Paktunkhwa (NWFP),Lal Muhammad Khan,Pakistan Peoples Party Parliamentarians,34472,48.7,233458,31.3,27.5,6
2008,NA-36,Tribal Area 1,Islamabad and FATA,Bilal Rehman,Independents,5270,23.0,126007,18.5,4.6,21
2008,NA-38,Tribal Area 3,Islamabad and FATA,Munir Khan Orakzai,Independents,16525,66.4,87993,28.3,49.2,20
2008,NA-39,Tribal Area 4,Islamabad and FATA,Jawad Hussain,Independents,21844,44.5,123335,40.1,27.7,14
2008,NA-40,Tribal Area 5,Islamabad and FATA,Muhammad Kamran Khan,Independents,5894,17.0,126453,27.9,1.3,20
2008,NA-41,Tribal Area 6,Islamabad and FATA,Maulana Abdul Malik Wazir,Independents,7957,25.4,94077,34.0,0.1,11
2008,NA-43,Tribal Area 8,Islamabad and FATA,Shaukatullah Khan,Independents,7428,49.8,119088,12.8,29.2,9
2008,NA-44,Tribal Area 9,Islamabad and FATA,Syed Akhun Zada Chittan,Independents,6257,26.9,136052,17.7,4.5,9
2008,NA-45,Tribal Area 10,Islamabad and FATA,Noor Ul Haq Qadri,Independents,13876,39.7,101272,35.0,3.8,13
2008,NA-46,Tribal Area 11,Islamabad and FATA,Hamidullah Jan Afridi,Independents,5660,25.4,94208,23.8,2.8,23
2008,NA-47,Tribal Area 12,Islamabad and FATA,Zafar Baig Bhattani,Independents,21426,44.9,131222,36.7,23.0,20
2008,NA-48,Islamabad 1,Islamabad and FATA,Anjum Aqeel Khan,Pakistan Muslim League (Nawaz),61480,58.9,239924,43.7,33.5,23
2008,NA-49,Islamabad 2,Islamabad and FATA,Dr. Tariq Fazal Chaudry,Pakistan Muslim League (Nawaz),45482,33.5,242877,56.2,0.6,11
2008,NA-50,Rawalpindi 1,Punjab,Shahid Khaqan Abbassi,Pakistan Muslim League (Nawaz),99988,48.5,403566,52.3,10.7,4
2008,NA-51,Rawalpindi 2,Punjab,Raja Pervaiz Ashraf,Pakistan Peoples Party Parliamentarians,80247,38.8,390375,53.9,5.1,5
2008,NA-52,Rawalpindi 3,Punjab,Chaudhry Nisar Ali Khan,Pakistan Muslim League (Nawaz),97747,50.6,375934,52.3,22.1,9
2008,NA-53,Rawalpindi 4,Punjab,Chaudhry Nisar Ali Khan,Pakistan Muslim League (Nawaz),72257,41.2,343853,52.3,13.2,7
2008,NA-54,Rawalpindi 5,Punjab,Malik Abrar Ahmad,Pakistan Muslim League (Nawaz),58228,56.4,271396,38.5,23.7,13
2008,NA-55,Rawalpindi 6,Punjab,Makhdoom Muhammad Javed Hashmi,Pakistan Muslim League (Nawaz),76980,58.5,333928,40.1,30.1,8
2008,NA-56,Rawalpindi 7,Punjab,Muhammad Hanif Abbasi,Pakistan Muslim League (Nawaz),73433,68.2,312220,35.1,47.1,6
2008,NA-57,Attock 1,Punjab,Sheikh Aftab Ahmad,Pakistan Muslim League (Nawaz),38755,30.4,275468,48.8,0.3,8
2008,NA-58,Attock 2,Punjab,Pervaiz Ellahi,Pakistan Muslim League (Qaid-e-Azam),70743,39.0,315556,59.3,6.1,5
2008,NA-59,Attock 3,Punjab,Sardar Saleem Haider Khan,Pakistan Peoples Party Parliamentarians,71400,45.7,263849,60.8,8.0,4
2008,NA-60,Chakwal 1,Punjab,Ayaz Amit,Pakistan Muslim League (Nawaz),125437,51.8,433391,57.0,14.1,4
2008,NA-61,Chakwal 2,Punjab,Muhammad Faiz Tamman,Pakistan Muslim League (Nawaz),92201,42.7,394663,57.5,0.2,4
2008,NA-62,Jhelum 1,Punjab,Raja Muhammad Safdar,Pakistan Muslim League (Nawaz),92479,51.3,370090,50.4,17.2,5
2008,NA-63,Jhelum 2,Punjab,Raja Muhammad Asad Khan,Pakistan Muslim League (Nawaz),79662,50.1,378616,43.1,17.6,4
2008,NA-64,Sargodha 1,Punjab,Nadeem Afzal Gondal,Pakistan Peoples Party Parliamentarians,65628,37.2,429937,42.4,2.9,5
2008,NA-65,Sargodha 2,Punjab,Ghais Ahmed Mela,Pakistan Muslim League (Qaid-e-Azam),53518,35.9,345850,44.9,0.2,5
2008,NA-66,Sargodha 3,Punjab,Tasneem Ahmed Qureshi,Pakistan Peoples Party Parliamentarians,69943,48.1,408823,36.5,3.4,11
2008,NA-67,Sargodha 4,Punjab,Anwar Ali Cheema,Pakistan Muslim League (Qaid-e-Azam),83594,48.9,372351,46.9,10.1,6
