na,candidate_name,party,votes,rank
NA-42,Zubair Khan,Independent,20240,1
NA-42,Muhammad Ali,Independent,16302,2
NA-42,Muhammad Jamal Uddin,JUI-F,14252,3
NA-42,Saeed Anwar,Independent,10633,4
NA-42,Gull Azeem,Independent,7532,5
NA-42,Mehmood Alam,Independent,1205,6
NA-42,Hameed Ullah,ANP,601,7
NA-42,Gul Meer Khan,SKQM,475,8
NA-42,Abid Hussain,Independent,403,9
NA-42,Muhammad Sadiq,MOTP,403,10
NA-42,Amanullah S/O Gul Azad,PPP,385,11
NA-42,Abdul Wasay,Independent,369,12
NA-42,Nasarullah Khan Wazir,Independent,353,13
NA-42,Hazrat Bilal,Independent,296,14
NA-42,Abdul Majeed,Independent,257,15
NA-42,Ghalib Khan,PML-N,245,16
NA-42,Aman Ullah S/O Akram Khan,Independent,182,17
NA-42,Saif ur Rehman,JIP,153,18
NA-42,Muhammad Ilyas,Independent,142,19
NA-42,Ayesha Gulalai Wazir,Independent,120,20
NA-42,Arif Zaman Burki,Independent,112,21
NA-42,Sohail Haroon,Independent,105,22
NA-42,Muhammad Asghar Khan,NDM,96,23
NA-42,Ali Sher Khan,Independent,89,24
NA-42,Sabir Ahmed,Independent,83,25
NA-42,Badshahi Khan,Independent,50,26
NA-42,Yar Muhammad,Independent,47,27
NA-42,Hafiz Ul Amin,Independent,33,28
NA-42,Naqib Ur Rehman,Independent,23,29
