election_date,election_type,contest_status,constituency_number,constituency_name,province,assembly,voter_reg,validated_votes,votes_disq,candidateID,candidate_name,candidate_party,candidate_votes,candidate_share,candidate_rank,outcome
5/11/13,General Election,Contested,PP-108,Gujrat-I,Punjab,Provincial,184487,100047,4790,iOGwItcbRZ,Sajjad Ahmad,Independents,50,0.000499765,17,Loss
5/11/13,General Election,Contested,PP-108,Gujrat-I,Punjab,Provincial,184487,100047,4790,5OxNAHz1ek,Ch. Gulraze Ahmed Advocate High Court,Independents,40,0.000399812,18,Loss
5/11/13,General Election,Contested,PP-108,Gujrat-I,Punjab,Provincial,184487,100047,4790,0fJwaixSYz,Noveez Akhtar,Independents,39,0.000389817,19,Loss
5/11/13,General Election,Contested,PP-108,Gujrat-I,Punjab,Provincial,184487,100047,4790,c8XStjHWK2,Syed Ghazanfar Ali,Sunni Tehreek,33,0.000329845,20,Loss
5/11/13,General Election,Contested,PP-108,Gujrat-I,Punjab,Provincial,184487,100047,4790,YeEGbzXPkr,Mehr Abdul Qadder,Independents,25,0.000249883,21,Loss
5/11/13,General Election,Contested,PP-108,Gujrat-I,Punjab,Provincial,184487,100047,4790,ZBZwiHe1Cf,Sadia Hameed Butt,Independents,19,0.000189911,22,Loss
5/11/13,General Election,Contested,PP-108,Gujrat-I,Punjab,Provincial,184487,100047,4790,Wt5KfBVyT1,Ch. Sheraz Ahmad,Independents,17,0.00016992,23,Loss
5/11/13,General Election,Contested,PP-108,Gujrat-I,Punjab,Provincial,184487,100047,4790,39qlLUISV0,Muhammad Siddique,Independents,15,0.00014993,24,Loss
5/11/13,General Election,Contested,PP-108,Gujrat-I,Punjab,Provincial,184487,100047,4790,xG02kLJlJ4,Ch. Muhammad  Riaz Zia,Muttahida Qaumi Movement Pakistan,12,0.000119944,25,Loss
5/11/13,General Election,Contested,PP-108,Gujrat-I,Punjab,Provincial,184487,100047,4790,UEroDo3iOS,Haroon Ur Rashid Butt,Independents,8,8.00E-05,26,Loss
5/11/13,General Election,Contested,PP-109,Gujrat-Ii,Punjab,Provincial,190488,98102,2651,0OdXCM6WqU,Major R Moeen Nawaz Warriach,Pakistan Muslim League (Nawaz),39860,0.406311798,1,Win
5/11/13,General Election,Contested,PP-109,Gujrat-Ii,Punjab,Provincial,190488,98102,2651,qFMeofmdPa,Chaudhary Shafaat Hussain,Pakistan Muslim League (Qaid-e-Azam),36949,0.376638601,2,Loss
5/11/13,General Election,Contested,PP-109,Gujrat-Ii,Punjab,Provincial,190488,98102,2651,rUdPYtuqT0,Bilal Hussain Gorsi,Pakistan Tehreek-e-Insaf,14753,0.150384294,3,Loss
5/11/13,General Election,Contested,PP-109,Gujrat-Ii,Punjab,Provincial,190488,98102,2651,fHnc0fR7n4,Ch Muhammad Afzaal Akber Chahci,Independents,2154,0.021956739,4,Loss
5/11/13,General Election,Contested,PP-109,Gujrat-Ii,Punjab,Provincial,190488,98102,2651,NhMCC4atOE,Muhammad Mudabar Saddique,Jamaat-e-Islami,1998,0.020366557,5,Loss
5/11/13,General Election,Contested,PP-109,Gujrat-Ii,Punjab,Provincial,190488,98102,2651,sRk9QHAiqG,Ch Sarfraz Mehdi,Independents,1000,0.010193472,6,Loss
5/11/13,General Election,Contested,PP-109,Gujrat-Ii,Punjab,Provincial,190488,98102,2651,NA7dGUY8nk,Afrasayab Zafar,Independents,422,0.004301645,7,Loss
5/11/13,General Election,Contested,PP-109,Gujrat-Ii,Punjab,Provincial,190488,98102,2651,0W7WDKXZkD,Ch Ahmad Faraz Warriach,Independents,202,0.002059081,8,Loss
5/11/13,General Election,Contested,PP-109,Gujrat-Ii,Punjab,Provincial,190488,98102,2651,RBp7BbDo5E,Hafiz Muhammad Riaz Mirza,Pakistan Muslim League (Functional),182,0.001855212,9,Loss
5/11/13,General Election,Contested,PP-109,Gujrat-Ii,Punjab,Provincial,190488,98102,2651,YA39HdjxAJ,Shiekh Shahid Anwar,Independents,115,0.001172249,10,Loss
5/11/13,General Election,Contested,PP-109,Gujrat-Ii,Punjab,Provincial,190488,98102,2651,wADI77fRaT,Ch Ameen Farooq Warraich,Independents,101,0.001029541,11,Loss
5/11/13,General Election,Contested,PP-109,Gujrat-Ii,Punjab,Provincial,190488,98102,2651,bIUuuPg3gf,Shahbaz Hussain,Independents,72,0.00073393,12,Loss
5/11/13,General Election,Contested,PP-109,Gujrat-Ii,Punjab,Provincial,190488,98102,2651,6tyO2X7HMN,Ch Muzhar Iqbal Gujjar Barsa,Independents,65,0.000662576,13,Loss
5/11/13,General Election,Contested,PP-109,Gujrat-Ii,Punjab,Provincial,190488,98102,2651,4YAmQAEIym,Ch Tanveer Ahmad Gondal,Independents,55,0.000560641,14,Loss
5/11/13,General Election,Contested,PP-109,Gujrat-Ii,Punjab,Provincial,190488,98102,2651,xs3ByDPr08,Zahid Mehmood Ansari,Independents,42,0.000428126,15,Loss
5/11/13,General Election,Contested,PP-109,Gujrat-Ii,Punjab,Provincial,190488,98102,2651,4fqFNc6DQE,Imran Ahmad,Muttahida Qaumi Movement Pakistan,27,0.000275224,16,Loss
5/11/13,General Election,Contested,PP-109,Gujrat-Ii,Punjab,Provincial,190488,98102,2651,YNePSORPjb,Syed Muddasar Abbas,All Pakistan Muslim League,25,0.000254837,17,Loss
5/11/13,General Election,Contested,PP-109,Gujrat-Ii,Punjab,Provincial,190488,98102,2651,FOfGmaBLjL,Meer Anjum Rasheed,Independents,23,0.00023445,18,Loss
5/11/13,General Election,Contested,PP-109,Gujrat-Ii,Punjab,Provincial,190488,98102,2651,RZT3qWvpZt,Ch Asad Yousaf,Independents,20,0.000203869,19,Loss
5/11/13,General Election,Contested,PP-109,Gujrat-Ii,Punjab,Provincial,190488,98102,2651,JU5YQk8tT0,Gulzar Ahmed Gondal,Independents,13,0.000132515,20,Loss
5/11/13,General Election,Contested,PP-109,Gujrat-Ii,Punjab,Provincial,190488,98102,2651,6cvzXRzzRU,Ch Nazir Ahmad Gondal,Independents,12,0.000122322,21,Loss
5/11/13,General Election,Contested,PP-109,Gujrat-Ii,Punjab,Provincial,190488,98102,2651,OsFXQ76bMA,Zaib Un Nisa Khokhar,Independents,12,0.000122322,21,Loss
5/11/13,General Election,Contested,PP-11,Rawalpindi-Xi,Punjab,Provincial,178065,97077,1431,R9y4M8LO0n,Raja Rashid Hafeez,Pakistan Tehreek-e-Insaf,44430,0.457677926,1,Win
5/11/13,General Election,Contested,PP-11,Rawalpindi-Xi,Punjab,Provincial,178065,97077,1431,RuJeEHuPHf,Zia Ullah Shah,Pakistan Muslim League (Nawaz),43267,0.445697745,2,Loss
5/11/13,General Election,Contested,PP-11,Rawalpindi-Xi,Punjab,Provincial,178065,97077,1431,a1hCSRrk3e,Malik Khalid Nawaz,Pakistan Peoples Party Parliamentarians,4455,0.045891406,3,Loss
5/11/13,General Election,Contested,PP-11,Rawalpindi-Xi,Punjab,Provincial,178065,97077,1431,D7CxSYRbEo,Syed Hassan Kaleem Gillani,Jamaat-e-Islami,1565,0.016121223,4,Loss
5/11/13,General Election,Contested,PP-11,Rawalpindi-Xi,Punjab,Provincial,178065,97077,1431,KEjt2K6vQQ,Muhammad Zia Ur Rehman Amazai,Jamiat Ulema-e Islam (Fazl),1303,0.013422335,5,Loss
5/11/13,General Election,Contested,PP-11,Rawalpindi-Xi,Punjab,Provincial,178065,97077,1431,Mi4EKEDjT8,Jehangir Hassan Minhas,Muttahida Qaumi Movement Pakistan,511,0.005263863,6,Loss
5/11/13,General Election,Contested,PP-11,Rawalpindi-Xi,Punjab,Provincial,178065,97077,1431,8zYMuG66X2,Qazi Abdul Khabbir,Independents,507,0.005222658,7,Loss
5/11/13,General Election,Contested,PP-11,Rawalpindi-Xi,Punjab,Provincial,178065,97077,1431,s9QcmzzX8m,Riffat Akhtar,Majlis-e-Wahdat-e-Muslimeen Pakistan,416,0.004285258,8,Loss
5/11/13,General Election,Contested,PP-11,Rawalpindi-Xi,Punjab,Provincial,178065,97077,1431,o3WbAEG3xb,Hamayun Bashir Sheikh,Tehreek-e-Tahaffuze Pakistan,181,0.001864499,9,Loss
5/11/13,General Election,Contested,PP-11,Rawalpindi-Xi,Punjab,Provincial,178065,97077,1431,cxwGdjfCKw,Tariq Sardar Kiyani,Independents,104,0.001071315,10,Loss
5/11/13,General Election,Contested,PP-11,Rawalpindi-Xi,Punjab,Provincial,178065,97077,1431,VTz6sLVgQt,Ben Hur Yousaf,Independents,87,0.000896196,11,Loss
5/11/13,General Election,Contested,PP-11,Rawalpindi-Xi,Punjab,Provincial,178065,97077,1431,1iHcn01aGG,Muhammad Javed,Awami National Party,77,0.000793185,12,Loss
5/11/13,General Election,Contested,PP-11,Rawalpindi-Xi,Punjab,Provincial,178065,97077,1431,SOnInXoJQ8,Raja Imran Hameed,Independents,50,0.000515055,13,Loss
5/11/13,General Election,Contested,PP-11,Rawalpindi-Xi,Punjab,Provincial,178065,97077,1431,H9prQnXFYb,Muhammad Yousaf Nawaz,Jannat Pakistan Party,46,0.000473851,14,Loss
5/11/13,General Election,Contested,PP-11,Rawalpindi-Xi,Punjab,Provincial,178065,97077,1431,FWVKsKsQkY,Fakhra Zainab Zaidi,All Pakistan Muslim League,41,0.000422345,15,Loss
5/11/13,General Election,Contested,PP-11,Rawalpindi-Xi,Punjab,Provincial,178065,97077,1431,Wn1zyNokPC,Mirza Mansoor Baig,Independents,37,0.000381141,16,Loss
5/11/13,General Election,Contested,PP-110,Gujrat-Iii,Punjab,Provincial,194905,105573,2918,BrWOcvAWaD,Moonis Elahi,Pakistan Muslim League (Qaid-e-Azam),51361,0.486497495,1,Win
5/11/13,General Election,Contested,PP-110,Gujrat-Iii,Punjab,Provincial,194905,105573,2918,EftZHC5Qn7,Raza Ali Warraich,Pakistan Muslim League (Nawaz),27863,0.263921647,2,Loss
5/11/13,General Election,Contested,PP-110,Gujrat-Iii,Punjab,Provincial,194905,105573,2918,ChUJm2DzgB,Iftikhar Samma,Pakistan Tehreek-e-Insaf,16322,0.154603923,3,Loss
5/11/13,General Election,Contested,PP-110,Gujrat-Iii,Punjab,Provincial,194905,105573,2918,GnvK7lbw8P,Tahir Mahmood,Pakistan Peoples Party Parliamentarians,5410,0.051244163,4,Loss
5/11/13,General Election,Contested,PP-110,Gujrat-Iii,Punjab,Provincial,194905,105573,2918,ccOSHJZd0B,Ch. Sijjad Ahmad Warraich,Jamaat-e-Islami,1896,0.017959137,5,Loss
5/11/13,General Election,Contested,PP-110,Gujrat-Iii,Punjab,Provincial,194905,105573,2918,eZbbJPoKf9,Rasikh Elahi,Independents,674,0.006384208,6,Loss
5/11/13,General Election,Contested,PP-110,Gujrat-Iii,Punjab,Provincial,194905,105573,2918,AHJbcQTEYP,Peer Syed Fakhar Abbas Khowarzmi,Pakistan Muslim League (Functional),658,0.006232654,7,Loss
5/11/13,General Election,Contested,PP-110,Gujrat-Iii,Punjab,Provincial,194905,105573,2918,5axhpFWFZs,Zafar Ullah Khan,Independents,392,0.003713071,8,Loss
5/11/13,General Election,Contested,PP-110,Gujrat-Iii,Punjab,Provincial,194905,105573,2918,cIrsm6iPA8,Yawar Abbas Kunjahi,Independents,262,0.002481695,9,Loss
5/11/13,General Election,Contested,PP-110,Gujrat-Iii,Punjab,Provincial,194905,105573,2918,jVgCkKw0uQ,Ch. Muhammad Safdar Jamna,Muttahida Qaumi Movement Pakistan,188,0.001780758,10,Loss
5/11/13,General Election,Contested,PP-110,Gujrat-Iii,Punjab,Provincial,194905,105573,2918,cZxQlEHFKN,Sahibzada Muhammad Adress Virk,Independents,168,0.001591316,11,Loss
5/11/13,General Election,Contested,PP-110,Gujrat-Iii,Punjab,Provincial,194905,105573,2918,uFXikTbCXY,Ch. Najeeb Ullah Gorala,Independents,101,0.000956684,12,Loss
5/11/13,General Election,Contested,PP-110,Gujrat-Iii,Punjab,Provincial,194905,105573,2918,zDah3b2HIm,Ch. Qaisar Mahmood,Independents,95,0.000899851,13,Loss
5/11/13,General Election,Contested,PP-110,Gujrat-Iii,Punjab,Provincial,194905,105573,2918,7lFRz8cpuT,Khuram Shahzad,Independents,63,0.000596743,14,Loss
5/11/13,General Election,Contested,PP-110,Gujrat-Iii,Punjab,Provincial,194905,105573,2918,Hkc4ciPaYr,Muhamamd Shaukat Ali,Pakistan Welfare League,40,0.000378885,15,Loss
5/11/13,General Election,Contested,PP-110,Gujrat-Iii,Punjab,Provincial,194905,105573,2918,qzCj7r00Mv,Mohsin Shahzad,Independents,36,0.000340996,16,Loss
5/11/13,General Election,Contested,PP-110,Gujrat-Iii,Punjab,Provincial,194905,105573,2918,BUoh6MJssG,Engineer Ghulam Abbas Ch.,Independents,23,0.000217859,17,Loss
5/11/13,General Election,Contested,PP-110,Gujrat-Iii,Punjab,Provincial,194905,105573,2918,iIh6CbBnfe,Ch. Muhammad Javed Sekhu,Independents,12,0.000113665,18,Loss
5/11/13,General Election,Contested,PP-110,Gujrat-Iii,Punjab,Provincial,194905,105573,2918,GX217Ei3MZ,Muhammad Ashraf,Independents,9,8.52E-05,19,Loss
5/11/13,General Election,Contested,PP-111,Gujrat-Iv,Punjab,Provincial,199155,94239,1558,OeCYSFLv9D,Haji Imran Zafar,Pakistan Muslim League (Nawaz),35515,0.37686096,1,Win
5/11/13,General Election,Contested,PP-111,Gujrat-Iv,Punjab,Provincial,199155,94239,1558,PHV1NcXiaR,Saleem Sarwar Jaura,Pakistan Tehreek-e-Insaf,31215,0.331232292,2,Loss
5/11/13,General Election,Contested,PP-111,Gujrat-Iv,Punjab,Provincial,199155,94239,1558,NrqsG3p9kl,Mian Imran Masood,Pakistan Muslim League (Qaid-e-Azam),19841,0.210539161,3,Loss
5/11/13,General Election,Contested,PP-111,Gujrat-Iv,Punjab,Provincial,199155,94239,1558,mXE0qaJiSM,Zahid Hussain Saleemi,Pakistan Peoples Party Parliamentarians,3739,0.039675718,4,Loss
5/11/13,General Election,Contested,PP-111,Gujrat-Iv,Punjab,Provincial,199155,94239,1558,j5WXaScq5j,Dr Tariq Saleem,Jamaat-e-Islami,2413,0.02560511,5,Loss
5/11/13,General Election,Contested,PP-111,Gujrat-Iv,Punjab,Provincial,199155,94239,1558,mCXwopiQyg,Syed Mohsin Raza,Tehreek-e-Tahaffuze Pakistan,512,0.005432995,6,Loss
5/11/13,General Election,Contested,PP-111,Gujrat-Iv,Punjab,Provincial,199155,94239,1558,kZwcE8T0Fc,Haji Muhammad Usman Tayab,Independents,143,0.001517418,7,Loss
5/11/13,General Election,Contested,PP-111,Gujrat-Iv,Punjab,Provincial,199155,94239,1558,3PCtxZGyfC,Mahr Asif Hussain Saleemi,Independents,124,0.001315803,8,Loss
5/11/13,General Election,Contested,PP-111,Gujrat-Iv,Punjab,Provincial,199155,94239,1558,3wihKt0lQz,Abdul Ghani Sandhu,Independents,108,0.001146022,9,Loss
5/11/13,General Election,Contested,PP-111,Gujrat-Iv,Punjab,Provincial,199155,94239,1558,m5oGkiYZKu,Amjid Farooq S/O Inayat Khan,Independents,105,0.001114188,10,Loss
5/11/13,General Election,Contested,PP-111,Gujrat-Iv,Punjab,Provincial,199155,94239,1558,PfAsbH4yjo,Waqar Nadir Jaura,Independents,98,0.001039909,11,Loss
5/11/13,General Election,Contested,PP-111,Gujrat-Iv,Punjab,Provincial,199155,94239,1558,hDAnFbnJMz,Ch Muhammad  Faraz,Independents,64,0.000679124,12,Loss
5/11/13,General Election,Contested,PP-111,Gujrat-Iv,Punjab,Provincial,199155,94239,1558,J2qnZK2CUz,Mian Haroon Masood,Independents,59,0.000626068,13,Loss
5/11/13,General Election,Contested,PP-111,Gujrat-Iv,Punjab,Provincial,199155,94239,1558,vvR1HuWGpr,Safeer Ahmad,Independents,43,0.000456287,14,Loss
5/11/13,General Election,Contested,PP-111,Gujrat-Iv,Punjab,Provincial,199155,94239,1558,9FJotQaXMX,Shahbaz Mughal,Muttahida Qaumi Movement Pakistan,43,0.000456287,14,Loss
5/11/13,General Election,Contested,PP-111,Gujrat-Iv,Punjab,Provincial,199155,94239,1558,kYmd4409kx,Ch Qurban Ali Khan Gujjar,Independents,37,0.000392619,15,Loss
5/11/13,General Election,Contested,PP-111,Gujrat-Iv,Punjab,Provincial,199155,94239,1558,HCeS7uAc7Q,Amjad Farooq S/O Sufi Nazar Muhammad,Independents,31,0.000328951,16,Loss
5/11/13,General Election,Contested,PP-111,Gujrat-Iv,Punjab,Provincial,199155,94239,1558,H30xF22QKx,Muhammad Anwar Sheikh,Independents,28,0.000297117,17,Loss
5/11/13,General Election,Contested,PP-111,Gujrat-Iv,Punjab,Provincial,199155,94239,1558,WTecB4Q9hx,Mahr Irfan Ahmad,Independents,26,0.000275894,18,Loss
5/11/13,General Election,Contested,PP-111,Gujrat-Iv,Punjab,Provincial,199155,94239,1558,h6WqnkapQO,Aqib Ul Hassan,Independents,17,0.000180392,19,Loss
5/11/13,General Election,Contested,PP-111,Gujrat-Iv,Punjab,Provincial,199155,94239,1558,JbmaO96BtP,Muhammad Younis,Independents,17,0.000180392,19,Loss
5/11/13,General Election,Contested,PP-111,Gujrat-Iv,Punjab,Provincial,199155,94239,1558,cGz2g9RORy,Saith Nadeem Ashraf,Independents,16,0.000169781,20,Loss
5/11/13,General Election,Contested,PP-111,Gujrat-Iv,Punjab,Provincial,199155,94239,1558,qp1ETO8nDR,Ishtiaq Ahmad Khokhar Advocate,Independents,13,0.000137947,21,Loss
5/11/13,General Election,Contested,PP-111,Gujrat-Iv,Punjab,Provincial,199155,94239,1558,xU7mm2iYbV,Mahr Imtyaz Ahmad,Independents,11,0.000116724,22,Loss
5/11/13,General Election,Contested,PP-111,Gujrat-Iv,Punjab,Provincial,199155,94239,1558,diWBUX7faj,Ch Ahmad Hassan Mattu,Independents,7,7.43E-05,23,Loss
5/11/13,General Election,Contested,PP-111,Gujrat-Iv,Punjab,Provincial,199155,94239,1558,Pt3NsCniqU,Adnan Iqbal Makki,Independents,5,5.31E-05,24,Loss
5/11/13,General Election,Contested,PP-111,Gujrat-Iv,Punjab,Provincial,199155,94239,1558,WYXe7zHSng,Ch Imran Yousaf,Independents,5,5.31E-05,24,Loss
5/11/13,General Election,Contested,PP-111,Gujrat-Iv,Punjab,Provincial,199155,94239,1558,fcm9OFNuGh,Touqeer Tariq Butt,Independents,4,4.24E-05,25,Loss
5/11/13,General Election,Contested,PP-112,Gujrat-V,Punjab,Provincial,203718,105308,4126,HKdYE7LEZJ,Ch Muhammad Ashraf,Pakistan Muslim League (Nawaz),39428,0.374406503,1,Win
5/11/13,General Election,Contested,PP-112,Gujrat-V,Punjab,Provincial,203718,105308,4126,QjYUfEDd5F,Tanveer Ashraf Kaira,Pakistan Peoples Party Parliamentarians,18399,0.174716071,2,Loss
5/11/13,General Election,Contested,PP-112,Gujrat-V,Punjab,Provincial,203718,105308,4126,StcWFuiCUr,Dr Syed Ihsan Ullah Shah,Jamaat-e-Islami,17579,0.166929388,3,Loss
5/11/13,General Election,Contested,PP-112,Gujrat-V,Punjab,Provincial,203718,105308,4126,suND5SuT4E,Ch Zahid Hussain Advocate,Pakistan Tehreek-e-Insaf,13254,0.125859384,4,Loss
5/11/13,General Election,Contested,PP-112,Gujrat-V,Punjab,Provincial,203718,105308,4126,4420DWu8ae,Ch Ajaz Ahmed,Independents,5287,0.050205113,5,Loss
5/11/13,General Election,Contested,PP-112,Gujrat-V,Punjab,Provincial,203718,105308,4126,ST8HCT3Ku4,Ch Muhammad Khalid Bashir Bhaddar,Independents,5186,0.049246021,6,Loss
5/11/13,General Election,Contested,PP-112,Gujrat-V,Punjab,Provincial,203718,105308,4126,0BTthpltly,Mehar Mobin Ali,Independents,2329,0.022116079,7,Loss
5/11/13,General Election,Contested,PP-112,Gujrat-V,Punjab,Provincial,203718,105308,4126,z2Z8dbXcvK,Malik Nasir Ali,Independents,1020,0.009685874,8,Loss
5/11/13,General Election,Contested,PP-112,Gujrat-V,Punjab,Provincial,203718,105308,4126,RW8aXbcoS2,Saleem Bahadar,Sunni Tehreek,905,0.008593839,9,Loss
5/11/13,General Election,Contested,PP-112,Gujrat-V,Punjab,Provincial,203718,105308,4126,Ohgt7FkKCz,Ch Rukhsar Mohiud Din,Independents,820,0.007786683,10,Loss
5/11/13,General Election,Contested,PP-112,Gujrat-V,Punjab,Provincial,203718,105308,4126,24nyqMNsBH,Saqib Amaan Qureshi,Awami Muslim League Pakistan,322,0.003057697,11,Loss
5/11/13,General Election,Contested,PP-112,Gujrat-V,Punjab,Provincial,203718,105308,4126,hULQIEaqO3,Ghulam Aslam Kaira,Independents,143,0.001357922,12,Loss
5/11/13,General Election,Contested,PP-112,Gujrat-V,Punjab,Provincial,203718,105308,4126,xF17gxyx1d,Ch Tahir Mehmood,Independents,121,0.001149011,13,Loss
5/11/13,General Election,Contested,PP-112,Gujrat-V,Punjab,Provincial,203718,105308,4126,BegIfpS1zR,Ch Raza Ali Mumtaz,Independents,115,0.001092035,14,Loss
5/11/13,General Election,Contested,PP-112,Gujrat-V,Punjab,Provincial,203718,105308,4126,3PdkKig71v,Syed Bilal Hussain Naqvi,Muttahida Qaumi Movement Pakistan,111,0.001054051,15,Loss
5/11/13,General Election,Contested,PP-112,Gujrat-V,Punjab,Provincial,203718,105308,4126,hxWGzN3sSw,Syed Akhter Naqi,Independents,94,0.00089262,16,Loss
5/11/13,General Election,Contested,PP-112,Gujrat-V,Punjab,Provincial,203718,105308,4126,1CGJ7y78dP,Dr Javaid Ahmed Riaz,Independents,73,0.000693205,17,Loss
5/11/13,General Election,Contested,PP-112,Gujrat-V,Punjab,Provincial,203718,105308,4126,JJJ3A4DuRd,Noman Aslam Kaira,Independents,34,0.000322862,18,Loss
5/11/13,General Election,Contested,PP-112,Gujrat-V,Punjab,Provincial,203718,105308,4126,Dkjsqa3lCH,Nawazish Ali Sheikh Advocate,Independents,20,0.000189919,19,Loss
5/11/13,General Election,Contested,PP-112,Gujrat-V,Punjab,Provincial,203718,105308,4126,xLSUNPed7O,Dr Muhammad Ayub Choudhary,Independents,14,0.000132943,20,Loss
5/11/13,General Election,Contested,PP-112,Gujrat-V,Punjab,Provincial,203718,105308,4126,A8llbaf2wq,Saif Ur Rehman Bhatti Advocate,Independents,14,0.000132943,20,Loss
5/11/13,General Election,Contested,PP-112,Gujrat-V,Punjab,Provincial,203718,105308,4126,kktLnphFDn,Sajid Yousaf,Independents,13,0.000123447,21,Loss
5/11/13,General Election,Contested,PP-112,Gujrat-V,Punjab,Provincial,203718,105308,4126,xP64Y3LNXD,Col  Retd Pervaiz Akhter,Independents,8,7.60E-05,22,Loss
5/11/13,General Election,Contested,PP-112,Gujrat-V,Punjab,Provincial,203718,105308,4126,38N6mQpp8q,Muhammad Yousaf,Independents,8,7.60E-05,22,Loss
5/11/13,General Election,Contested,PP-112,Gujrat-V,Punjab,Provincial,203718,105308,4126,UaKTTdScW3,Ch Sajjad Akram,Independents,7,6.65E-05,23,Loss
5/11/13,General Election,Contested,PP-112,Gujrat-V,Punjab,Provincial,203718,105308,4126,0zl3NSBlvP,Tauqeer Suleman Bhatti,Independents,4,3.80E-05,24,Loss
5/11/13,General Election,Contested,PP-113,Gujrat-Vi,Punjab,Provincial,209847,107782,3899,Smwc7eWicY,Mian Tariq Mehmood,Pakistan Muslim League (Nawaz),51586,0.47861424,1,Win
5/11/13,General Election,Contested,PP-113,Gujrat-Vi,Punjab,Provincial,209847,107782,3899,79JFQS3Kkn,Ijaz Ahmed,Pakistan Muslim League (Qaid-e-Azam),34917,0.323959474,2,Loss
5/11/13,General Election,Contested,PP-113,Gujrat-Vi,Punjab,Provincial,209847,107782,3899,i6nc5thpAE,Ch Sharafat Hussain Advocate,Pakistan Tehreek-e-Insaf,16018,0.148614797,3,Loss
5/11/13,General Election,Contested,PP-113,Gujrat-Vi,Punjab,Provincial,209847,107782,3899,Q5OP7P7ipS,Ch Abdul Sattar,Jamaat-e-Islami,3461,0.032111113,4,Loss
5/11/13,General Election,Contested,PP-113,Gujrat-Vi,Punjab,Provincial,209847,107782,3899,q3kSUuDncT,Ali Asim,Independents,943,0.008749142,5,Loss
5/11/13,General Election,Contested,PP-113,Gujrat-Vi,Punjab,Provincial,209847,107782,3899,d4CsCqDGHY,Hafiz Muhammad Yaqoob Dataar,Jamiat Ulema-e-Pakistan (Noorani),430,0.003989534,6,Loss
5/11/13,General Election,Contested,PP-113,Gujrat-Vi,Punjab,Provincial,209847,107782,3899,IS7iqXkRcW,Mian Muhammad Akhtar Hayat,Independents,132,0.001224694,7,Loss
5/11/13,General Election,Contested,PP-113,Gujrat-Vi,Punjab,Provincial,209847,107782,3899,kpY2G4j8LC,Ch Suleman Imtiaz,Independents,127,0.001178304,8,Loss
5/11/13,General Election,Contested,PP-113,Gujrat-Vi,Punjab,Provincial,209847,107782,3899,6WzgRy8SJ8,Ch Arshad Manj,Independents,83,0.000770073,9,Loss
5/11/13,General Election,Contested,PP-113,Gujrat-Vi,Punjab,Provincial,209847,107782,3899,AbEQeKQ2aH,Sajid Jhangeer Rao,Independents,44,0.000408231,10,Loss
5/11/13,General Election,Contested,PP-113,Gujrat-Vi,Punjab,Provincial,209847,107782,3899,AQsx4NAcEB,Ch Sajjad Ahmed Khan Advocate,Independents,41,0.000380397,11,Loss
5/11/13,General Election,Contested,PP-114,Gujrat-Vii,Punjab,Provincial,219254,114613,2579,R7ZP0y2fY5,Malik Muhammad Hanif Awan,Pakistan Muslim League (Nawaz),40428,0.352734856,1,Win
5/11/13,General Election,Contested,PP-114,Gujrat-Vii,Punjab,Provincial,219254,114613,2579,FLxit5PNZu,Raja Muhammad Naeem Nawaz,Pakistan Tehreek-e-Insaf,32795,0.286136826,2,Loss
5/11/13,General Election,Contested,PP-114,Gujrat-Vii,Punjab,Provincial,219254,114613,2579,AIgvqOD9Zp,Chaudhary Muhammad Arshad,Pakistan Muslim League (Qaid-e-Azam),28399,0.247781665,3,Loss
5/11/13,General Election,Contested,PP-114,Gujrat-Vii,Punjab,Provincial,219254,114613,2579,5IBOf0i7u3,Chaudhary Gulzar Ahmed Saang Number Daraan,Independents,6517,0.056860915,4,Loss
5/11/13,General Election,Contested,PP-114,Gujrat-Vii,Punjab,Provincial,219254,114613,2579,It3fy4vBH7,Chaudhary Muhammad Tariq,Independents,2573,0.02244946,5,Loss
5/11/13,General Election,Contested,PP-114,Gujrat-Vii,Punjab,Provincial,219254,114613,2579,Q2Gj4fsHtp,Muhammad Akhtar,Jamaat-e-Islami,1574,0.013733172,6,Loss
5/11/13,General Election,Contested,PP-114,Gujrat-Vii,Punjab,Provincial,219254,114613,2579,YGZoKNHzgI,Malik Ali Asghar Awan,Independents,1054,0.009196164,7,Loss
5/11/13,General Election,Contested,PP-114,Gujrat-Vii,Punjab,Provincial,219254,114613,2579,cmNk34R6cL,Syed Atif Raza,Independents,506,0.004414857,8,Loss
5/11/13,General Election,Contested,PP-114,Gujrat-Vii,Punjab,Provincial,219254,114613,2579,MsZQfPXjnB,Pir Syed Mubashar Hussain Shah Shakrelvi,Sunni Tehreek,192,0.001675203,9,Loss
5/11/13,General Election,Contested,PP-114,Gujrat-Vii,Punjab,Provincial,219254,114613,2579,mEthiGfGuo,Raja Muhammad Adnan,Independents,112,0.000977202,10,Loss
5/11/13,General Election,Contested,PP-114,Gujrat-Vii,Punjab,Provincial,219254,114613,2579,9ZugKx7W0H,Ghulam Ahmed,Independents,102,0.000889951,11,Loss
5/11/13,General Election,Contested,PP-114,Gujrat-Vii,Punjab,Provincial,219254,114613,2579,mpZnnuOxFG,Amanat Hussain,Independents,100,0.000872501,12,Loss
5/11/13,General Election,Contested,PP-114,Gujrat-Vii,Punjab,Provincial,219254,114613,2579,l41Q6hyQtB,Mirza Asghar Ali Khan,Independents,91,0.000793976,13,Loss
