election_date,election_type,contest_status,constituency_number,constituency_name,province,assembly,voter_reg,validated_votes,votes_disq,candidateID,candidate_name,candidate_party,candidate_votes,candidate_share,candidate_rank,outcome
10/6/93,General Election,Contested,NA-1,Peshawar 1,Khyber Paktunkhwa (NWFP),National,248765,89906,1925,TD53GV5vU1,Syed Zafar Ali Shah,Pakistan Peoples Party Parliamentarians,40343,0.448724223,1,Win
10/6/93,General Election,Contested,NA-1,Peshawar 1,Khyber Paktunkhwa (NWFP),National,248765,89906,1925,eozmdRpU0E,Haji Ghulam Ahmad Bilour,Awami National Party,35755,0.397693146,2,Loss
10/6/93,General Election,Contested,NA-1,Peshawar 1,Khyber Paktunkhwa (NWFP),National,248765,89906,1925,tVgHhb8YQ1,Haji Dost Muhammad,Pakistan Islamic Front,9725,0.108168532,3,Loss
10/6/93,General Election,Contested,NA-1,Peshawar 1,Khyber Paktunkhwa (NWFP),National,248765,89906,1925,ssDxSk8b0y,Ghulam Jafar,Independents,1943,0.021611461,4,Loss
10/6/93,General Election,Contested,NA-1,Peshawar 1,Khyber Paktunkhwa (NWFP),National,248765,89906,1925,Uzj3OwHFcI,Zaboor Khan,Independents,834,0.009276355,5,Loss
10/6/93,General Election,Contested,NA-1,Peshawar 1,Khyber Paktunkhwa (NWFP),National,248765,89906,1925,7AFMnPUxhd,M. Rafiq,Independents,447,0.004971859,6,Loss
10/6/93,General Election,Contested,NA-1,Peshawar 1,Khyber Paktunkhwa (NWFP),National,248765,89906,1925,mExh64vfQB,Syed Javed Hassan Shah,Independents,408,0.004538073,7,Loss
10/6/93,General Election,Contested,NA-1,Peshawar 1,Khyber Paktunkhwa (NWFP),National,248765,89906,1925,B5B1l5gZJR,Rifatullah,Independents,360,0.004004182,8,Loss
10/6/93,General Election,Contested,NA-1,Peshawar 1,Khyber Paktunkhwa (NWFP),National,248765,89906,1925,XUtS94JmWx,Zakira Aslam,Haq Parast Group,91,0.001012168,9,Loss
10/6/93,General Election,Contested,NA-10,Karak,Khyber Paktunkhwa (NWFP),National,171858,59371,877,KNd4Ei382v,Molana Shaheed Ahmad,Jamiat Ulama-e-Islam (Sami),24519,0.412979401,1,Win
10/6/93,General Election,Contested,NA-10,Karak,Khyber Paktunkhwa (NWFP),National,171858,59371,877,fsKZwtC81u,Alhaj M. Aslam Khan Khattak,Pakistan Muslim League (Nawaz),19314,0.325310337,2,Loss
10/6/93,General Election,Contested,NA-10,Karak,Khyber Paktunkhwa (NWFP),National,171858,59371,877,fl6AaiKEhh,Afrasiab Khattak,Paktunkhwa Qaumi Party,12976,0.218557882,3,Loss
10/6/93,General Election,Contested,NA-10,Karak,Khyber Paktunkhwa (NWFP),National,171858,59371,877,tWCQ5YGWYO,Urner Hayat Khattak,Independents,1422,0.023951087,4,Loss
10/6/93,General Election,Contested,NA-10,Karak,Khyber Paktunkhwa (NWFP),National,171858,59371,877,HM2CxSkz1k,Jehan Nabi Khattak,Independents,564,0.009499587,5,Loss
10/6/93,General Election,Contested,NA-10,Karak,Khyber Paktunkhwa (NWFP),National,171858,59371,877,HN6rMrc1GP,Haji Adam Khan,Independents,347,0.005844604,6,Loss
10/6/93,General Election,Contested,NA-10,Karak,Khyber Paktunkhwa (NWFP),National,171858,59371,877,rE7rCDhTcR,Gul Shahzad Khattak,Independents,229,0.003857102,7,Loss
10/6/93,General Election,Contested,NA-100,Lahore 9,Punjab,National,166732,89509,856,DctJc2M1ud,Ch. Khalid Javed Ghurki,Pakistan Peoples Party Parliamentarians,38433,0.429375817,1,Win
10/6/93,General Election,Contested,NA-100,Lahore 9,Punjab,National,166732,89509,856,NRm5ZegeU9,Ch. M. Ashiq Dial,Pakistan Muslim League (Nawaz),38361,0.428571429,2,Loss
10/6/93,General Election,Contested,NA-100,Lahore 9,Punjab,National,166732,89509,856,xYHVZJ161F,Qazi Hussain Ahmad,Pakistan Islamic Front,11107,0.124088081,3,Loss
10/6/93,General Election,Contested,NA-100,Lahore 9,Punjab,National,166732,89509,856,vVOW8AUoyS,Mehboob Alam,Independents,823,0.009194606,4,Loss
10/6/93,General Election,Contested,NA-100,Lahore 9,Punjab,National,166732,89509,856,014qfaF5nO,M. Iqbal,Independents,427,0.00477047,5,Loss
10/6/93,General Election,Contested,NA-100,Lahore 9,Punjab,National,166732,89509,856,L3ZDM55jMI,Ijaz Ahmad Dial,Independents,276,0.003083489,6,Loss
10/6/93,General Election,Contested,NA-100,Lahore 9,Punjab,National,166732,89509,856,vHZyRUqXX6,Waheed Akhtar,Independents,82,0.000916109,7,Loss
10/6/93,General Election,Contested,NA-101,Sheikhupura 1,Punjab,National,272935,121988,1343,Grj4w3pYWf,Nisar Ahmad Pannu,Pakistan Peoples Party Parliamentarians,63049,0.516845919,1,Win
10/6/93,General Election,Contested,NA-101,Sheikhupura 1,Punjab,National,272935,121988,1343,nIMli9VfZx,Rana Tanveer Hussain,Pakistan Muslim League (Nawaz),51519,0.422328426,2,Loss
10/6/93,General Election,Contested,NA-101,Sheikhupura 1,Punjab,National,272935,121988,1343,h8KT99bqFY,Riaz Ahmad Yazdani,Pakistan Islamic Front,6054,0.049627832,3,Loss
10/6/93,General Election,Contested,NA-101,Sheikhupura 1,Punjab,National,272935,121988,1343,vpZsadpF8p,Ch. M. Anwar,Independents,868,0.007115454,4,Loss
10/6/93,General Election,Contested,NA-101,Sheikhupura 1,Punjab,National,272935,121988,1343,iJaH8y3gOt,Ch. M. Hanif,Independents,293,0.002401876,5,Loss
10/6/93,General Election,Contested,NA-101,Sheikhupura 1,Punjab,National,272935,121988,1343,cqqeTKFSWT,M. Gulfam Ashraf,Independents,205,0.001680493,6,Loss
10/6/93,General Election,Contested,NA-102,Sheikhupura 2,Punjab,National,272887,128321,1351,iC307elcKF,Haji Munawar Hussain Manj,Pakistan Peoples Party Parliamentarians,61465,0.478994085,1,Win
10/6/93,General Election,Contested,NA-102,Sheikhupura 2,Punjab,National,272887,128321,1351,mIeRsq19G9,Mehmood Akbar Khan,Pakistan Muslim League (Nawaz),56909,0.443489374,2,Loss
10/6/93,General Election,Contested,NA-102,Sheikhupura 2,Punjab,National,272887,128321,1351,v4t6DRoGRs,Ch. Nazir Ahmad Virk,Pakistan Islamic Front,7062,0.05503386,3,Loss
10/6/93,General Election,Contested,NA-102,Sheikhupura 2,Punjab,National,272887,128321,1351,EeNF03RYNI,M. Rashid Barfwala,Independents,1790,0.013949393,4,Loss
10/6/93,General Election,Contested,NA-102,Sheikhupura 2,Punjab,National,272887,128321,1351,BJst48O7UX,Hafiz M. Abbas,Jamiat Ulama-e-Islam (Sami),457,0.003561381,5,Loss
10/6/93,General Election,Contested,NA-102,Sheikhupura 2,Punjab,National,272887,128321,1351,tZhTIziBMU,Ch. Ibn-E-Saud Virk,Independents,389,0.00303146,6,Loss
10/6/93,General Election,Contested,NA-102,Sheikhupura 2,Punjab,National,272887,128321,1351,DoYlVm07VY,M. Khan Manj,Independents,249,0.001940446,7,Loss
10/6/93,General Election,Contested,NA-103,Sheikhupura 3,Punjab,National,220398,100608,949,7TuDNrK5fj,M. Burjees Tahir,Pakistan Muslim League (Nawaz),46853,0.465698553,1,Win
10/6/93,General Election,Contested,NA-103,Sheikhupura 3,Punjab,National,220398,100608,949,vw0EFQuZbQ,M. Arif Awan,Pakistan Peoples Party Parliamentarians,39939,0.396976384,2,Loss
10/6/93,General Election,Contested,NA-103,Sheikhupura 3,Punjab,National,220398,100608,949,TMD9UrZPrF,Ishtiaq Ahmad Cheema,Independents,13497,0.134154342,3,Loss
10/6/93,General Election,Contested,NA-103,Sheikhupura 3,Punjab,National,220398,100608,949,sG56skOEcP,Maqsood-Ul-Haq,Independents,319,0.003170722,4,Loss
10/6/93,General Election,Contested,NA-104,Sheikhupura 4,Punjab,National,294888,121981,1047,1E9JyKzlw7,Ch. Tawakkalullah Virk,Pakistan Peoples Party Parliamentarians,60917,0.499397447,1,Win
10/6/93,General Election,Contested,NA-104,Sheikhupura 4,Punjab,National,294888,121981,1047,2TVZOTLInE,Haji Naeem Hussain Chatha,Pakistan Muslim League (Nawaz),60459,0.495642764,2,Loss
10/6/93,General Election,Contested,NA-104,Sheikhupura 4,Punjab,National,294888,121981,1047,EM5gyhXqlq,Malik Nazir Ali Noorka,Independents,605,0.004959789,3,Loss
10/6/93,General Election,Contested,NA-105,Sheikhupura 5,Punjab,National,243707,91312,1121,4irvm6VHru,Rai Bashir Ahmad Khan Bhatti,Pakistan Peoples Party Parliamentarians,48346,0.529459436,1,Win
10/6/93,General Election,Contested,NA-105,Sheikhupura 5,Punjab,National,243707,91312,1121,ysb4YT0VMK,Rai Mansab Ali Khan,Pakistan Muslim League (Nawaz),42966,0.470540564,2,Loss
10/6/93,General Election,Contested,NA-106,Kasur 1,Punjab,National,246355,119731,1377,s8O2IJBbvV,Sadar Asif Ahmad Ali,Pakistan Muslim League (Haqiqi),46263,0.38639116,1,Win
10/6/93,General Election,Contested,NA-106,Kasur 1,Punjab,National,246355,119731,1377,cFzYWv3xjX,Mian Khurshid Mehmood Kasuri,Pakistan Muslim League (Nawaz),37500,0.313202095,2,Loss
10/6/93,General Election,Contested,NA-106,Kasur 1,Punjab,National,246355,119731,1377,SdUvaTLhkq,Malik M. Ali Khan,Independents,27971,0.233615354,3,Loss
10/6/93,General Election,Contested,NA-106,Kasur 1,Punjab,National,246355,119731,1377,tyeH2dBos5,M. Aslam Saleemi,Pakistan Islamic Front,4716,0.039388295,4,Loss
10/6/93,General Election,Contested,NA-106,Kasur 1,Punjab,National,246355,119731,1377,5Qa3r9z3Yi,M. Rafiq,Independents,1422,0.011876623,5,Loss
10/6/93,General Election,Contested,NA-106,Kasur 1,Punjab,National,246355,119731,1377,YyfNOzdkjD,"Sadar Mukhtar Ahmad Dogar, Adv.",Independents,801,0.006689997,6,Loss
10/6/93,General Election,Contested,NA-106,Kasur 1,Punjab,National,246355,119731,1377,hZ9vzHCzot,Sadar Liqat Ali Dogar,Independents,600,0.005011234,7,Loss
10/6/93,General Election,Contested,NA-106,Kasur 1,Punjab,National,246355,119731,1377,YwOfhhvtWp,Sahabzada Khizar Hayat Khan,Independents,458,0.003825242,8,Loss
10/6/93,General Election,Contested,NA-107,Kasur 2,Punjab,National,187531,93570,1178,oADiUo1gGE,Rao Khizar Hayat,Pakistan Muslim League (Nawaz),48169,0.514791066,1,Win
10/6/93,General Election,Contested,NA-107,Kasur 2,Punjab,National,187531,93570,1178,L7Q97rhYQj,Tariq Hakim Ali,Pakistan Peoples Party Parliamentarians,35154,0.375697339,2,Loss
10/6/93,General Election,Contested,NA-107,Kasur 2,Punjab,National,187531,93570,1178,gQoxE8KqDG,Syeda Nielofer Mehdi,Independents,5026,0.053713797,3,Loss
10/6/93,General Election,Contested,NA-107,Kasur 2,Punjab,National,187531,93570,1178,qLmhodZ7tx,Ch. Bashir Ahmad Balyana,Pakistan Islamic Front,2640,0.028214171,4,Loss
10/6/93,General Election,Contested,NA-107,Kasur 2,Punjab,National,187531,93570,1178,LEyoVfwF7w,M. Amer Hayat Khan,Independents,983,0.010505504,5,Loss
10/6/93,General Election,Contested,NA-107,Kasur 2,Punjab,National,187531,93570,1178,JF3h1UL1Oj,Dr. M. Raza,Independents,929,0.009928396,6,Loss
10/6/93,General Election,Contested,NA-107,Kasur 2,Punjab,National,187531,93570,1178,3G3OanCUxd,Ahmad Raza Kasuri,Independents,669,0.007149727,7,Loss
10/6/93,General Election,Contested,NA-108,Kasur 3,Punjab,National,239432,118632,1224,P6RbqxfNYI,Sadar Taliban Hassan,Pakistan Muslim League (Haqiqi),62598,0.527665385,1,Win
10/6/93,General Election,Contested,NA-108,Kasur 3,Punjab,National,239432,118632,1224,EAOk95S6EU,Rana M. Hayat Khan,Pakistan Muslim League (Nawaz),54380,0.458392339,2,Loss
10/6/93,General Election,Contested,NA-108,Kasur 3,Punjab,National,239432,118632,1224,B3St6TvQ1s,Sadar Pervaiz Hassan,Independents,604,0.005091375,3,Loss
10/6/93,General Election,Contested,NA-108,Kasur 3,Punjab,National,239432,118632,1224,80jYNHjkWh,Asmat Abbas,Independents,542,0.00456875,4,Loss
10/6/93,General Election,Contested,NA-108,Kasur 3,Punjab,National,239432,118632,1224,ysoPoNvy3m,Rana Sarfraz Khan,Independents,307,0.002587835,5,Loss
10/6/93,General Election,Contested,NA-108,Kasur 3,Punjab,National,239432,118632,1224,M7UYvTQAYk,Allam Syed Shabbir Ahmad Hashmi,Islami Jamhoori Mahaz,110,0.000927237,6,Loss
10/6/93,General Election,Contested,NA-108,Kasur 3,Punjab,National,239432,118632,1224,5xnKm8NUWs,Malik Ashiq Hussain,Independents,91,0.000767078,7,Loss
10/6/93,General Election,Contested,NA-109,Kasur 4,Punjab,National,241451,114223,1023,kgb3Az3KTj,Sardar M. Ashiq Dogar,Pakistan Peoples Party Parliamentarians,56486,0.49452387,1,Win
10/6/93,General Election,Contested,NA-109,Kasur 4,Punjab,National,241451,114223,1023,v4mtsAVxNx,Molana Moeenuddin Lakhvi,Pakistan Muslim League (Nawaz),53110,0.464967651,2,Loss
10/6/93,General Election,Contested,NA-109,Kasur 4,Punjab,National,241451,114223,1023,iYQb4tmEtu,M. Hamood Lakhvi,Independents,2402,0.02102904,3,Loss
10/6/93,General Election,Contested,NA-109,Kasur 4,Punjab,National,241451,114223,1023,ejvb7oVg8K,Rana M. Shafeeq Khan Pasroori,Independents,1607,0.01406897,4,Loss
10/6/93,General Election,Contested,NA-109,Kasur 4,Punjab,National,241451,114223,1023,kPp4nTNLE1,Ch. M. Yaqoob Siddu,Independents,618,0.005410469,5,Loss
10/6/93,General Election,Contested,NA-11,Abbottabad-Cum-Haripur 1,Khyber Paktunkhwa (NWFP),National,264303,108749,2173,G3gPyT8mYM,Sardar Mehtab Ahmad Khan,Pakistan Muslim League (Nawaz),63278,0.581872017,1,Win
10/6/93,General Election,Contested,NA-11,Abbottabad-Cum-Haripur 1,Khyber Paktunkhwa (NWFP),National,264303,108749,2173,LpnPAc4Blf,Amanullah Khan Jadoon,Pakistan Muslim League (Haqiqi),40072,0.368481549,2,Loss
10/6/93,General Election,Contested,NA-11,Abbottabad-Cum-Haripur 1,Khyber Paktunkhwa (NWFP),National,264303,108749,2173,lV7gAEwcIx,Jamal Khan Abbasi,Pakistan Islamic Front,5399,0.049646434,3,Loss
10/6/93,General Election,Contested,NA-110,Okara 1,Punjab,National,213698,107945,1282,m3rhkmRpKy,Rao Sikandar Iqbal,Pakistan Peoples Party Parliamentarians,52320,0.484691278,1,Win
10/6/93,General Election,Contested,NA-110,Okara 1,Punjab,National,213698,107945,1282,1pumorc3Du,Mian M. Zaman,Pakistan Muslim League (Nawaz),47559,0.440585483,2,Loss
10/6/93,General Election,Contested,NA-110,Okara 1,Punjab,National,213698,107945,1282,d5qvNYl52Y,Ch. Ikram-Ul-Haq,Pakistan Islamic Front,4435,0.041085738,3,Loss
10/6/93,General Election,Contested,NA-110,Okara 1,Punjab,National,213698,107945,1282,0TsYc6W2fc,Rao Abdul Majeeb Khan,Independents,1661,0.015387466,4,Loss
10/6/93,General Election,Contested,NA-110,Okara 1,Punjab,National,213698,107945,1282,0PRk71CWst,Mian Raza Hussain,Independents,532,0.004928436,5,Loss
10/6/93,General Election,Contested,NA-110,Okara 1,Punjab,National,213698,107945,1282,vmxO4D1i77,Dr. Liaqat Ali Kausar,Independents,361,0.003344296,6,Loss
10/6/93,General Election,Contested,NA-110,Okara 1,Punjab,National,213698,107945,1282,HXErLEzTAZ,M. Yasin,Independents,334,0.003094168,7,Loss
10/6/93,General Election,Contested,NA-110,Okara 1,Punjab,National,213698,107945,1282,D7hoTyrE8l,M. Shafi,Independents,317,0.002936681,8,Loss
10/6/93,General Election,Contested,NA-110,Okara 1,Punjab,National,213698,107945,1282,YZphlPolhH,Mian Yawar Zaman,Independents,301,0.002788457,9,Loss
10/6/93,General Election,Contested,NA-110,Okara 1,Punjab,National,213698,107945,1282,Fr8DDGaqE5,Sahabzada Attiq-Ur-Rehman,Independents,125,0.001157997,10,Loss
10/6/93,General Election,Contested,NA-111,Okara 2,Punjab,National,236484,108984,1413,RILdYo2lDc,Ch. Shafqat Abbas Rabera,Pakistan Muslim League (Nawaz),51405,0.471674741,1,Win
10/6/93,General Election,Contested,NA-111,Okara 2,Punjab,National,236484,108984,1413,XLhPzMbwxU,Rai M. Aslam Khan Kharal,Pakistan Peoples Party Parliamentarians,49755,0.456534904,2,Loss
10/6/93,General Election,Contested,NA-111,Okara 2,Punjab,National,236484,108984,1413,LhQ3Ex6Auh,Waheeduddin Ch.,Pakistan Islamic Front,4924,0.045180944,3,Loss
10/6/93,General Election,Contested,NA-111,Okara 2,Punjab,National,236484,108984,1413,ShjrPWah5G,Rai M. Zulfiqar Khan Kharal,Independents,1218,0.011175952,4,Loss
10/6/93,General Election,Contested,NA-111,Okara 2,Punjab,National,236484,108984,1413,vyU8TDiXC8,Syed Ahmad Hassan Shah,Independents,1170,0.010735521,5,Loss
10/6/93,General Election,Contested,NA-111,Okara 2,Punjab,National,236484,108984,1413,VBbSezFv7K,Maj. (R) Mehmood Ahmad Gill,National Democratic Alliance,512,0.004697937,6,Loss
10/6/93,General Election,Contested,NA-112,Okara 3,Punjab,National,241473,102741,1584,gN7oqTMaIm,Rao Qaiser Ali Khan,Pakistan Muslim League (Nawaz),55132,0.536611479,1,Win
10/6/93,General Election,Contested,NA-112,Okara 3,Punjab,National,241473,102741,1584,d4kt8jkai2,Rao M. Afzal Khan,Pakistan Peoples Party Parliamentarians,42680,0.415413516,2,Loss
10/6/93,General Election,Contested,NA-112,Okara 3,Punjab,National,241473,102741,1584,Nv14DAgBKJ,Syed Shah Nawaz Kirmani,Pakistan Muslim League (Functional),2758,0.0268442,3,Loss
10/6/93,General Election,Contested,NA-112,Okara 3,Punjab,National,241473,102741,1584,KO2j84Jzc4,Munir Ahmad Bhutta,Pakistan Islamic Front,1337,0.013013305,4,Loss
10/6/93,General Election,Contested,NA-112,Okara 3,Punjab,National,241473,102741,1584,bCSmC9FwkW,Syed Akmal Hassan,Independents,834,0.008117499,5,Loss
10/6/93,General Election,Contested,NA-113,Okara 4,Punjab,National,241685,111823,1652,dWdiOLWKSH,Mian M. Yasin Khan Wattoo,Pakistan Muslim League (Nawaz),55303,0.494558365,1,Win
10/6/93,General Election,Contested,NA-113,Okara 4,Punjab,National,241685,111823,1652,5F8skHqevP,Mian Manzoor Ahmad Khan,Pakistan Muslim League (Haqiqi),52175,0.466585586,2,Loss
10/6/93,General Election,Contested,NA-113,Okara 4,Punjab,National,241685,111823,1652,2qu9atB9k0,Dr. Qasim Ali Wattoo,Pakistan Islamic Front,3044,0.027221591,3,Loss
10/6/93,General Election,Contested,NA-113,Okara 4,Punjab,National,241685,111823,1652,Vl1ahrqhiZ,Mian M. Moeen Khan Wattoo,Independents,859,0.007681783,4,Loss
10/6/93,General Election,Contested,NA-113,Okara 4,Punjab,National,241685,111823,1652,FNIiH2uy8K,Ahmad Shujah,Independents,442,0.003952675,5,Loss
10/6/93,General Election,Contested,NA-114,Multan 1,Punjab,National,268142,123785,1130,pQJtvdsjUd,Syed Yousaf Raza Gilani,Pakistan Peoples Party Parliamentarians,72078,0.582283799,1,Win
10/6/93,General Election,Contested,NA-114,Multan 1,Punjab,National,268142,123785,1130,qR2RlSwfMn,Haji Sikandar Hayat Bosan,Pakistan Muslim League (Nawaz),48057,0.388229592,2,Loss
10/6/93,General Election,Contested,NA-114,Multan 1,Punjab,National,268142,123785,1130,6V3rUeJkFj,Syed Ahmad Mujtaba Gilani,Independents,1688,0.013636547,3,Loss
10/6/93,General Election,Contested,NA-114,Multan 1,Punjab,National,268142,123785,1130,bpcTaKko5B,Rao Zafar Iqbal,Pakistan Islamic Front,1310,0.010582865,4,Loss
10/6/93,General Election,Contested,NA-114,Multan 1,Punjab,National,268142,123785,1130,vHki92HEi1,Syed M. Afaq Shah,Independents,492,0.003974633,5,Loss
10/6/93,General Election,Contested,NA-114,Multan 1,Punjab,National,268142,123785,1130,cL0FDEzKwa,Kunwar Intizar M. Khan,Pakistan Saraiki Party,160,0.001292564,6,Loss
10/6/93,General Election,Contested,NA-115,Multan 2,Punjab,National,282511,111287,854,LwkfARLLuK,Haji M. Boota,Pakistan Muslim League (Nawaz),60871,0.546973142,1,Win
10/6/93,General Election,Contested,NA-115,Multan 2,Punjab,National,282511,111287,854,gNQUrDbLaw,Riaz Hussain Qureshi,Pakistan Peoples Party Parliamentarians,44063,0.395940227,2,Loss
10/6/93,General Election,Contested,NA-115,Multan 2,Punjab,National,282511,111287,854,d1FeSSohfw,Syed Hamid Saeed Kazmi,Islami Jamhoori Mahaz,5936,0.053339563,3,Loss
10/6/93,General Election,Contested,NA-115,Multan 2,Punjab,National,282511,111287,854,erOhynyUPf,M. Altaf,Pakistan Saraiki Party,200,0.001797155,4,Loss
10/6/93,General Election,Contested,NA-115,Multan 2,Punjab,National,282511,111287,854,vCwRDbl3DZ,Ch. M. Azam (Retired),Ghareeb Awam Party,123,0.00110525,5,Loss
10/6/93,General Election,Contested,NA-115,Multan 2,Punjab,National,282511,111287,854,GZ4JMI1QWR,Abdul Waheed Waqar,Independents,94,0.000844663,6,Loss
10/6/93,General Election,Contested,NA-116,Multan 3,Punjab,National,247514,100259,922,H4nYzEgQFo,Sh. M. Tahir Rashid,Pakistan Muslim League (Nawaz),50367,0.502368865,1,Win
10/6/93,General Election,Contested,NA-116,Multan 3,Punjab,National,247514,100259,922,GnzIEtNsLW,Tanveer-Ul-Hassan Gilani,Pakistan Peoples Party Parliamentarians,48524,0.483986475,2,Loss
10/6/93,General Election,Contested,NA-116,Multan 3,Punjab,National,247514,100259,922,7ibSxzwl02,Saeed Ahmad Qureshi,Independents,716,0.007141504,3,Loss
10/6/93,General Election,Contested,NA-116,Multan 3,Punjab,National,247514,100259,922,Izg3vXcmft,Taj M. Langah,Pakistan Saraiki Party,380,0.003790183,4,Loss
10/6/93,General Election,Contested,NA-116,Multan 3,Punjab,National,247514,100259,922,HAbWtlNBD2,M. Bilal Khan Leghari,Independents,272,0.002712973,5,Loss
10/6/93,General Election,Contested,NA-117,Lodhran 1,Punjab,National,273860,142942,1638,Vi5Rj7cnNd,Rana Mumtaz Ahmad Noon,Pakistan Peoples Party Parliamentarians,77093,0.539330638,1,Win
10/6/93,General Election,Contested,NA-117,Lodhran 1,Punjab,National,273860,142942,1638,rrpzZSSs8c,M. Siddiq Khan Kanju,Pakistan Muslim League (Nawaz),61237,0.428404528,2,Loss
10/6/93,General Election,Contested,NA-117,Lodhran 1,Punjab,National,273860,142942,1638,VPo6hUYrQ5,Khurshid Ahmad Khan Kanju,Pakistan Islamic Front,4612,0.032264835,3,Loss
10/6/93,General Election,Contested,NA-118,Multan-Cum-Lodhran,Punjab,National,271415,130306,1641,AwwMpuvRpY,Mirza M. Nasir Baig,Pakistan Peoples Party Parliamentarians,72787,0.558585176,1,Win
10/6/93,General Election,Contested,NA-118,Multan-Cum-Lodhran,Punjab,National,271415,130306,1641,iiEmbzd2R3,Syed Nasir Ali Rizvi,Pakistan Muslim League (Nawaz),55195,0.423579881,2,Loss
10/6/93,General Election,Contested,NA-118,Multan-Cum-Lodhran,Punjab,National,271415,130306,1641,ASH1X6mam7,Syed Saeed Ahmad Kazmi,Islami Jamhoori Mahaz,1960,0.015041518,3,Loss
10/6/93,General Election,Contested,NA-118,Multan-Cum-Lodhran,Punjab,National,271415,130306,1641,TG1B4IwRYT,Taj M. Langah,Pakistan Saraiki Party,364,0.002793425,4,Loss
10/6/93,General Election,Contested,NA-119,Multan 6,Punjab,National,260539,132762,1457,eWzRKU0hFt,Syed Javed Ali Shah,Pakistan Muslim League (Nawaz),63091,0.475218813,1,Win
10/6/93,General Election,Contested,NA-119,Multan 6,Punjab,National,260539,132762,1457,etS3WnbZol,Rana Shaukat Hayat,Pakistan Peoples Party Parliamentarians,57191,0.430778385,2,Loss
10/6/93,General Election,Contested,NA-119,Multan 6,Punjab,National,260539,132762,1457,cfrjLKvCpT,Ghulam Abbas,Jamiat Ulama-e-Islam (Sami),12480,0.094002802,3,Loss
10/6/93,General Election,Contested,NA-12,Abbottabad-Cum-Haripur 1,Khyber Paktunkhwa (NWFP),National,265269,102488,1972,GdhAYMxKrP,Mian M. Nawaz Sharif,Pakistan Muslim League (Nawaz),73509,0.717244946,1,Win
10/6/93,General Election,Contested,NA-12,Abbottabad-Cum-Haripur 1,Khyber Paktunkhwa (NWFP),National,265269,102488,1972,GS0mzI43hn,Sardar Haider Zaman Khan,Pakistan Muslim League (Haqiqi),28242,0.275563968,2,Loss
10/6/93,General Election,Contested,NA-12,Abbottabad-Cum-Haripur 1,Khyber Paktunkhwa (NWFP),National,265269,102488,1972,fwdr3GuvFR,Col. (R) Abdur Razzaq Khan Abbasi,Hazara Front,737,0.007191086,3,Loss
10/6/93,General Election,Contested,NA-120,Multan-Cum-Khanewal,Punjab,National,256249,129818,1312,2SRhtDhHSn,Shah Mehmood Qureshi,Pakistan Peoples Party Parliamentarians,73289,0.564551911,1,Win
10/6/93,General Election,Contested,NA-120,Multan-Cum-Khanewal,Punjab,National,256249,129818,1312,ZGnjqnkhJV,Makhdoom M. Javed Hashmi,Pakistan Muslim League (Nawaz),54385,0.41893266,2,Loss
10/6/93,General Election,Contested,NA-120,Multan-Cum-Khanewal,Punjab,National,256249,129818,1312,8qQ2Ewt6Up,"Shah M. Sahu, Adv.",Independents,1412,0.010876766,3,Loss
10/6/93,General Election,Contested,NA-120,Multan-Cum-Khanewal,Punjab,National,256249,129818,1312,rErzp7uzDv,Akhtar Hussain Gill,Islami Jamhoori Mahaz,732,0.005638663,4,Loss
10/6/93,General Election,Contested,NA-121,Khanewal 1,Punjab,National,263724,117206,1245,RPOc9JeLBk,Haji M. Iqbal Hiraj,Pakistan Peoples Party Parliamentarians,64482,0.550159548,1,Win
10/6/93,General Election,Contested,NA-121,Khanewal 1,Punjab,National,263724,117206,1245,U9QIVQ1PHl,Syed Fakhar Imam Shah,Pakistan Muslim League (Nawaz),52724,0.449840452,2,Loss
10/6/93,General Election,Contested,NA-122,Khanewal 2,Punjab,National,251193,118323,1422,CpORMcGeWS,Aftab Ahmad Khan,Pakistan Muslim League (Nawaz),61281,0.517912832,1,Win
10/6/93,General Election,Contested,NA-122,Khanewal 2,Punjab,National,251193,118323,1422,5PSNn46WVb,Sardar Allah Yar,Pakistan Peoples Party Parliamentarians,57042,0.482087168,2,Loss
10/6/93,General Election,Contested,NA-123,Khanewal 3,Punjab,National,260495,124048,722,gNtq3gmLHd,Pir M. Aslam Bodla,Pakistan Peoples Party Parliamentarians,72658,0.585724881,1,Win
10/6/93,General Election,Contested,NA-123,Khanewal 3,Punjab,National,260495,124048,722,pWTnkzwYLr,Begum Majeeda Wyne,Pakistan Muslim League (Nawaz),50454,0.406729653,2,Loss
10/6/93,General Election,Contested,NA-123,Khanewal 3,Punjab,National,260495,124048,722,Fhtb3TlsEG,Tanveer Ahmad,Independents,613,0.004941635,3,Loss
10/6/93,General Election,Contested,NA-123,Khanewal 3,Punjab,National,260495,124048,722,7UZ5soGf1d,Mehar Khizar Hayat Hiraj,National Peoples Party,211,0.001700954,4,Loss
10/6/93,General Election,Contested,NA-123,Khanewal 3,Punjab,National,260495,124048,722,7N2Jd7FSRW,Khan Farhatullah Khan,Independents,112,0.000902876,5,Loss
10/6/93,General Election,Contested,NA-124,Sahiwal 1,Punjab,National,279351,130330,1646,WzcPUII5lR,Nuarez Shakoor Khan,Pakistan Peoples Party Parliamentarians,64695,0.49639377,1,Win
