na,candidate_name,party,votes,rank
NA-157,Syed Sajid Mehdi,PML-N,99615,1
NA-157,Sabeen Safdar,Independent,80187,2
NA-157,Bilal Akbar Bhatti,Independent,31386,3
NA-157,Muhammad Ali Langrial,TLP,24954,4
NA-157,Muhammad Akram,Independent,4760,5
NA-157,Adnan Hameed,Independent,3546,6
NA-157,Amjad Hameed Chohan,Independent,939,7
NA-157,Syed Salman Shahid Mehdi,Independent,664,8
NA-157,Mubashir Iqbal,Independent,535,9
NA-157,Syed Shahid Mehdi Naseem,Independent,492,10
NA-157,Umar Nazir Chaudhry,Independent,370,11
NA-157,Qudsia Sajid,Independent,312,12
NA-157,Syed Muhammad Ismail Shah,Independent,199,13
NA-157,Tahir Anwar Wahla,Independent,116,14
NA-157,Muhammad Sohail Akhter,TJP,112,15
