na,candidate_name,party,votes,rank
NA-166,Makhdoom Syed Sami Ul Hassan Gillani,PML-N,62157,1
NA-166,Prince Bahawal Khan Abbasi,Independent,48606,2
NA-166,Makhdoom Syed Ali Hassan Gillani,PPP,48380,3
NA-166,Kanwal Shauzab,Independent,35407,4
NA-166,Sayed Ishrat Jahanian Bukhari,TLP,7630,5
NA-166,Saif ur Rahman Rasheed,JUI-F,4865,6
NA-166,Raheem Baksh,PKI-CA,2033,7
NA-166,Haider Ali Khalid,Independent,1486,8
NA-166,Sheikh Muhammad Hassan Ali,Independent,1127,9
NA-166,Mehar Muhammad Mujahid,PMML,525,10
NA-166,Malik Khalid Mehmood Babar,Independent,416,11
NA-166,Malik Jahanzaib Warran,TJP,172,12
