na,candidate_name,party,votes,rank
NA-233,Muhammad Javed Haneef Khan,MQM-P,103967,1
NA-233,Muhammad Haris,Independent,58753,2
NA-233,Abdul Jamil Khan,JIP,29071,3
NA-233,Shahzada Shahbaz,TLP,15298,4
NA-233,Nida Aasim,PPP,7227,5
NA-233,Syed Rafi Uddin,MQM-H,7090,6
NA-233,Muhammad Farooq,Independent,6739,7
NA-233,Syed Rauf Ur Raza Rizvi,Independent,4429,8
NA-233,Hamza Tariq,PRP,3242,9
NA-233,Asad Mujahid,Independent,3050,10
NA-233,Zain ul Abdin Ansari,PML-N,2801,11
NA-233,Muhammad Farooq Ul Hassan,Independent,934,12
NA-233,Zeeshan Ahmed,Independent,613,13
NA-233,Syed Waqar Muhammad Shah,Independent,589,14
NA-233,Muhammad Younus Tanoli,Independent,465,15
NA-233,Syed Faizan Anees,PML-Q,391,16
NA-233,Muhammad Ashraf Qureshi,Independent,281,17
NA-233,Mudassir Yaqoob,PMML,214,18
NA-233,Shabbir Ahmed Qaimkhani,Independent,208,19
NA-233,Muhammad Ishtiaq Khan Jadoon,JUP-N,190,20
NA-233,Syed Mahmood Saeed,Independent,167,21
NA-233,Faraz Ur Rehman,Independent,158,22
NA-233,Muhammad Shahid,Independent,142,23
NA-233,Abdul Hafiz,Independent,102,24
NA-233,Imtiaz Alam,Independent,100,25
NA-233,Abdul Sattar,Independent,88,26
NA-233,Rao Liaquat Ali,Independent,82,27
