na,candidate_name,party,votes,rank
NA-176,Nawabzada Iftikhar Ahmed Khan Babar,PPP,53944,1
NA-176,Makhdoomzada Syed Basit Ahmad Sultan Bukhari,PML-N,43711,2
NA-176,Nazia Jamshid Dasti,Independent,35475,3
NA-176,Malik Ahmad Kareem Qaswar Langrial,Independent,32246,4
NA-176,Nawabzada Muhammad Ahmad Khan Babar,Independent,31130,5
NA-176,Rana Abdul Wahab,TLP,15428,6
NA-176,Nawabzada Bilal Ahmad Khan,Independent,6582,7
NA-176,Muhammad Ghayour,Independent,2811,8
NA-176,Syeda Shehr Bano Bukhari,Independent,1910,9
NA-176,Mian Muhammad Imran,Independent,1316,10
NA-176,Nawabzada Mansoor Ahmad Khan,Independent,897,11
NA-176,Jamshed Ahmed Khan Dasti,Independent,695,12
NA-176,Muhammad Shahid,Independent,449,13
NA-176,Samad Raza,Independent,280,14
NA-176,Shaista Kanwal,Independent,251,15
NA-176,Mustafa Ahmad,Independent,232,16
NA-176,Humaira Ahmad,Independent,222,17
NA-176,Bilal Hussain,Independent,166,18
NA-176,Allah Bachaya,Independent,163,19
NA-176,Malik Anayat Ullah Khokhar,ATP,148,20
NA-176,Muhammad Azeem Ayub Qureshi,Independent,148,21
