na,candidate_name,party,votes,rank
NA-241,Mirza Ikhtiar Baig,PPP,52456,1
NA-241,Khurram Sher Zaman,Independent,48610,2
NA-241,Naveed Ali Baig,JIP,4112,3
NA-241,Muniza Shahzil,Independent,1347,4
NA-241,Muhammad Jibran Nasir,Independent,1035,5
NA-241,Jairam Das,IPP,814,6
NA-241,Muhammad Farooq Sattar,MQM-P,511,7
NA-241,Mir Masood Rashid,Independent,327,8
NA-241,Manzoor Elahi,Independent,242,9
NA-241,Muhammad Waseem,TLP,189,10
NA-241,Nusrat Wahid,Independent,129,11
NA-241,Asadullah Khan,PNAP,80,12
NA-241,Waheed Hussain Rind,Independent,74,13
NA-241,Rozina,PML-N,73,14
NA-241,Shahab Imam,Independent,39,15
NA-241,Abdul Rab,PKMAP,29,16
NA-241,Muhammad Ilyas,Independent,26,17
NA-241,Mir Jawad Afsar Talpur,Independent,24,18
NA-241,Sadeed Anwar Malik Kashir,ALI,15,19
NA-241,Syed Khurram Kamal,Independent,14,20
NA-241,Javed Iqbal Jathari,Independent,14,21
NA-241,Taj Mehal,PMML,13,22
NA-241,Muhammad Tariq Hassan,PML-Q,11,23
NA-241,Ghulam Muhammad Banglani,Independent,8,24
NA-241,Shaheena,GDA,7,25
NA-241,Awab Alvi,Independent,5,26
NA-241,Zunaira Rehman,Independent,4,27
NA-241,Abdan Xavier Fernandes,Independent,3,28
NA-241,Karam Ullah,Independent,3,29
NA-241,Saif Ullah Khan,Independent,3,30
NA-241,Reshma Kanwal,Independent,3,31
NA-241,Samina Rizwan,Independent,3,32
NA-241,Raj Kumar,ATP,2,33
NA-241,Owais Khan,ANP,2,34
NA-241,Abdul Khurshid Khan,Independent,1,35
NA-241,Muhammad Siddique Mirza,Independent,1,36
NA-241,Syed Naeem Hasan,Independent,1,37
