na,candidate_name,party,votes,rank
NA-54,Aqeel Malik,Independent,85930,1
NA-54,Azra Masood,Independent,73729,2
NA-54,Chaudhry Nisar Ali Khan,Independent,19106,3
NA-54,Ghulam Sarwar Khan,IPP,16891,4
NA-54,Tahir Mahmood,TLP,13282,5
NA-54,Shams ur Rehman,JIP,5292,6
NA-54,Zeeshan Siddique Butt,Independent,3893,7
NA-54,Abdul Hakim Farooqi,PRP,3317,8
NA-54,Syed Qamar Abbas,PPP,2365,9
NA-54,Safeer Alam,JUI-F,1433,10
NA-54,Muhammad Sarwar,Independent,1368,11
NA-54,Malik Taimoor Masood,Independent,765,12
NA-54,Wajid Kiani,PNP,472,13
NA-54,Mudassar Hussain Shah,PAT,407,14
NA-54,Hafiz Muhammad Rizwan,PMML,370,15
NA-54,Farkhanda Koukab,Independent,301,16
NA-54,Syed Ishrat Ali Zaidi,Independent,222,17
NA-54,Malik Touqeer Ali Mardan,Independent,200,18
NA-54,Ehtisham Iqbal,Independent,191,19
NA-54,Nouman Tariq,Independent,185,20
NA-54,Khawaja Muhammad Imtiaz,Independent,176,21
NA-54,Zubair Farooq Khan,Independent,176,22
NA-54,Malik Azhar Mehmood,Independent,126,23
NA-54,Ejaz Asghar,Independent,106,24
NA-54,Sultan Mehmood,Independent,96,25
NA-54,Wajid Murtaza,Independent,83,26
NA-54,Barkat Ullah,Independent,76,27
NA-54,Ajmal Khan,Independent,69,28
NA-54,Ajmal Sabir Raja,Independent,41,29
NA-54,Rubeena Ajmal Raja,Independent,36,30
