na,candidate_name,party,votes,rank
NA-92,Muhammad Arif Dar,Independent,102,9
NA-92,Malik Taj Din,Independent,92,10
NA-92,Pir Mir Aziz ullah Haqani,Independent,82,11
NA-92,Muhammad Sarfraz Malik,Independent,44,12
NA-93,Chudhary Aitzaz Ahsan,PDA,65624,1
NA-93,Ihsan ul Haq,IJI,52697,2
NA-93,Chaudhary Muhammad Hanif,PAT,6803,3
NA-93,Syed Muhammad Nasir,Independent,391,4
NA-93,Syed Naseem ul Hasnain,Independent,224,5
NA-93,Agha Ali Bashar,Independent,158,6
NA-93,Rana Javid Majid,Independent,87,7
NA-93,Naseeruddin Mirza,Independent,73,8
NA-93,Mian Abdul Waheed,Independent,56,9
NA-93,Mian Ijaz Ahmad Momenjee,Independent,37,10
NA-93,Siraj Din Saqib,Independent,34,11
NA-94,Mian Umar Hayyat,IJI,53352,1
NA-94,Salman Taseer,PDA,51953,2
NA-94,Rana Jved Majeed,PAT,3457,3
NA-94,Zafar masud,Independent,232,4
NA-94,Shahida Jabeen,Independent,142,5
NA-95,Mian Nawaz Sharif,IJI,59944,1
NA-95,Air Marshel (R) Muhammad Asghar Khan,PDA,39585,2
NA-95,Fazal Mehmood,PAT,1497,3
NA-95,Muhammad Wazir,Independent,947,4
NA-95,Muhammad Riaz,Independent,229,5
NA-95,Khawja Izhar uddin,PDP,185,6
NA-95,Mian Abdul Waheed,Independent,177,7
NA-95,Muhammad Ayub Bhutta,Independent,46,8
NA-95,Muhammad Ishaq Baig,Independent,32,9
NA-95,Khalid Mehmood Alias Amber Shahzada,Independent,28,10
NA-96,Mian Muhammad Shahbaz Sharif,IJI,54506,1
NA-96,Jahangir Badar,PDA,41902,2
NA-96,Abdul Sattar Ghazi,JUP-N,368,3
NA-96,Maulana Saifuddin,JUI-F,317,4
NA-96,Agha Muhammad Saleh,Independent,301,5
NA-96,Khalid Hussain Butt,Independent,179,6
NA-96,Syed Ejaz Hussain Shah,Independent,176,7
NA-96,Hafiz Salman Butt,Independent,152,8
NA-96,Abdul Hameed Khan,Independent,91,9
NA-96,Malik Muhammad Akhtar (Retired),Independent,58,10
NA-97,Liaqat Baloch,IJI,68943,1
NA-97,Khawja Ahmad Tariq Raheem,PDA,51058,2
NA-97,Mansoor ur Rehman Afridi,PAT,4278,3
NA-97,Maulana Ahmad Ali Kasuri,Independent,1353,4
NA-97,Qari Muhammad Zawar Badadar,JUP-N,464,5
NA-97,Mazhar Ali Khan,Independent,402,6
NA-97,Saleem Karamat,Independent,144,7
NA-97,Major (R) Faisal Naseer Khan,Independent,122,8
NA-97,Muhammad Ashfaq Chaudhary,Independent,107,9
NA-97,Muhammad Abdullah Chaudhary,Independent,94,10
NA-98,Mian Muhammad Usman,IJI,60220,1
NA-98,Sheikh Muhammad Rasheed,PDA,48686,2
NA-98,Maulana Ahmad Ali Kasuri,PAT,4022,3
NA-98,Nisar Ahmad Syed,Independent,364,4
NA-98,Ijaz Ahmad Chaudhary,Independent,360,5
NA-98,Aamer Shahzad,Independent,281,6
NA-98,Ghulam Raza,Independent,130,7
NA-99,Wazir Ali Bhatti,IJI,42549,1
NA-99,Muhammad Arshad,PDA,32962,2
NA-99,Iftikhar Ali Kileha,PAT,2066,3
NA-99,Malik Abdul Majid,Independent,526,4
NA-99,Muhammad Ramzan,Independent,473,5
NA-99,Mirza Zahid Hussain,Independent,369,6
NA-99,Chaudhary Muhammad Ibrahim,Independent,125,7
NA-99,Mehar Zulfiqar Ali Babu,Independent,116,8
NA-99,Muhammad Abdul Ghafoor Alwari,Independent,110,9
NA-100,Muhammad Ashiq Ali Diyal,IJI,46842,1
NA-100,Malik Meraj Khalid,PDA,34289,2
NA-100,Abdul Qayyum Pahat,PAT,2088,3
NA-100,Muhammad Qayyum Mohrha,Independent,1895,4
NA-100,Muhammad Akram,Independent,389,5
NA-100,Amanat Ali Malik,Independent,85,6
NA-101,Rana Tanveer Hussain,IJI,60175,1
NA-101,Nisar Ahmad Punnu,PDA,56429,2
NA-101,Bilal Javed Yusaf,Independent,3356,3
NA-101,Wali Muhamamd Talib,PAT,2499,4
NA-101,NIsar Ahmad Dhilon,Independent,379,5
NA-101,Sheikh Muhamamd Jameel,Independent,251,6
NA-101,Muhamamd Akbar,Independent,193,7
NA-101,Muhamamd Gulfam Ashraf,Independent,171,8
NA-101,Chaudhary Muhammad Anwar,Independent,140,9
NA-102,Chaudhary Nazir Ahmad Virk,IJI,39430,1
NA-102,Munawar Hussain Manj,PAT,38377,2
NA-102,Malik Mushtaq Ahmad Awan,PDA,34505,3
NA-102,Malik Akbar Ali,Independent,3407,4
NA-102,Muhammad Mushtaq Ahmad Virk,Independent,1381,5
NA-102,Fazal Ahmad Virk,Independent,589,6
NA-102,Asad Ali Khan,Independent,547,7
NA-102,Muhammad Khan Manj,Independent,414,8
NA-102,Muhammad Rashid,Independent,378,9
NA-102,Malik Ishriaq Ahmad,Independent,363,10
NA-103,Muhammad Barjees Tahir,IJI,49701,1
NA-103,Muhammad Arif Awan,PDA,32570,2
NA-103,Mian Shamim Haider,Independent,16631,3
NA-103,Mian Ghulam Rasool,PAT,2070,4
NA-103,Haji Nazir Ahmad,Independent,337,5
NA-104,Haji Naeem Hussain Chatha,IJI,59036,1
NA-104,Chaudhary Tawakkal Ullah Virk,PDA,44803,2
NA-104,Malik Saeed Ahmad,PAT,7891,3
NA-104,Rao Abdul Qavi Khan,Independent,5940,4
NA-104,Mian Shamim Haidar,Independent,1958,5
NA-105,Rai Mansab Ali Khan,IJI,43708,1
NA-105,Rai Rasheed Ahmad Khan,PDA,37098,2
NA-105,Sardar Muhammad Anwar Ahmad Khan,PAT,5159,3
NA-105,Rai Asghar Ali Khan,JUP-N,2665,4
NA-105,Rai Bashir Ahmad Khan Bhatti,Independent,391,5
NA-106,Sardar Aseff Ahmad Ali,Independent,46590,1
NA-106,Riaz Ahmad,Independent,29032,2
NA-106,Khawja Muhammad Azhar Khan,JUP-N,17798,3
NA-106,Sahibzada Khizar Hayyat Khan,IJI,7783,4
NA-106,Javed Abdullah Khan,Independent,2981,5
NA-106,Muhammad Shafique Akram,Independent,1752,6
NA-106,Chaudhary Muhammad Anwar Dholan,Independent,1226,7
NA-106,Muhammad Yousaf Farooqi,Independent,695,8
NA-107,Rao Khizar Hayyat Khan,IJI,43657,1
NA-107,Chaudhary Hakim Ali,PDA,35883,2
NA-107,Ahmad Raza Khan Kasuri,Independent,7695,3
NA-107,Chaudhary Muhammad Altaf Khan,Independent,650,4
NA-107,Muhammad Abdul Ghafoor Alwari,Independent,443,5
NA-107,Mazhar Hayyat Khan,Independent,414,6
NA-107,Syeda Nilofar Mehdi,Independent,246,7
NA-107,Major (R) Chaudhary Rehmat Khan,Independent,237,8
NA-107,Sardar Sher Alam Khan,PDP,170,9
NA-108,Rana Muhammad Hayyat Khan,Independent,51189,1
NA-108,Sardar Talib Hussain Nakai,IJI,41554,2
NA-108,Rao Shafaut Khan,PDA,14251,3
NA-108,Rana Fiaz Ahmad Khan,Independent,507,4
NA-108,Muhammad Ashraf Zia,Independent,409,5
NA-108,Sardar Pervaiz Hassan,Independent,372,6
NA-109,Maulana Mueenuddin Lakhvi,IJI,53859,1
NA-109,Sardar Muhammad Ashiq Dogar,PDA,45856,2
NA-109,Allama Syed Shabbir Ahmad Hashmi,JUP-N,3618,3
NA-109,Chaudhary Muhammad Taki,Independent,2154,4
NA-110,Mian Muhammad Zaman,IJI,54096,1
NA-110,Rao Sakandar Iqbal,PDA,45184,2
NA-110,Ghulam Rasool,Independent,1758,3
NA-110,Muhammad Fazal ur Rehman,JUP-N,671,4
NA-110,Shabir Ahmad Rao,PAT,473,5
NA-110,Chaudhary Mehmood Ahmad,Independent,439,6
NA-110,Rao Khalid Akhtar,Independent,408,7
NA-110,Mian Muhammad Rafique,Independent,334,8
NA-110,Muhammad Shafi,Independent,167,9
NA-110,Chaudhary Muhammad Boota,Independent,165,10
NA-110,Shah Nawaz Ahmad Ulakh,Independent,97,11
NA-111,Syed Sajjad Haider,IJI,50728,1
NA-111,Rai Muhammad Aslam Khan,PDA,48895,2
NA-111,Syed Ahmad Hassan Shah,Independent,2160,3
NA-111,Sardar Muhammad,Independent,1823,4
NA-111,Chaudhary Muhammad Ahmad (Retired),Independent,685,5
NA-112,Mian Manzoor Ahmad Khan Watto,IJI,66753,1
NA-112,Syed Abbas Raza Rizvi,PDA,39998,2
NA-112,Coloner (R) Syed Mukhtiar Hussain Shah,PAT,2690,3
NA-112,Syed Nasir Ali Shah Gillani,Independent,1087,4
NA-113,Mian Muhammad Yasin Khan Wattoo,IJI,71129,1
NA-113,Mian Atta Muhammad Maneka,PDA,46473,2
NA-113,Mian Muhammad Zubair Bhatti,PAT,2900,3
NA-114,Syed Yousif Raza Gillani,PDA,60076,1
NA-114,Makhdoom Syed Hamid Raza Gillani,IJI,54781,2
NA-114,Muhammad Iqbal Azhari,JUP-N,1662,3
NA-114,Jam Ahmad Nawaz,Independent,1219,4
NA-114,Syed Gohar Ali Shamsi,SQI,452,5
NA-115,Syed Hamid Saeed Kazmi,JUP-N,62637,1
NA-115,Pir Riaz Hussain Qureshi,PDA,42288,2
NA-115,Maulana Muhammad Sharif Khan Changwani,Independent,1459,3
NA-115,Syed Zaman Mehdi Jafferi,SQI,478,4
NA-115,Sheikh Abdul Rehman,Independent,194,5
NA-115,Irshad Zahara Alias Irshad Rana,Independent,77,6
NA-115,Malik Wazir Ahmad Ghazi,Independent,51,7
NA-116,Syed Tanveer ul Hassan Gillani,IJI,50066,1
NA-116,Malik Mukhtar Ahmad Awan,PDA,39852,2
NA-116,Moulana Shah Ahmad Noorani Siddiqui,JUP-N,4195,3
NA-116,Syed Zaman Mehdi Jaffari,SQI,477,4
NA-117,Haji Hayyatullah Khan Tareen,IJI,64567,1
NA-117,Rana Mumtaz Ahmad Khan Noon,PDA,56382,2
NA-117,Mahmood-ul-Hassan Abbasi,JUI-F,4639,3
NA-117,Sardar Muhammad Khna Joyia,Independent,647,4
NA-118,Muhammad Siddique Khan Kanjo,IJI,60954,1
NA-118,Mirza Muhammad Nasir Baig,PDA,40558,2
NA-118,Syed Nasiruddin Shah,JUP-N,14076,3
NA-118,Taj Muhammad Khan Langha,PSP,766,4
NA-118,Syed Nasir Ali Rizvi (Retired),Independent,252,5
NA-119,Syed Javed Ali Shah,IJI,66900,1
NA-119,Rana Shukat Hayyat Noon,PDA,52084,2
NA-119,Rana Muhammad Islam ud Din,Independent,1330,3
NA-119,Syed Hamid Saeed Kazmi,JUP-N,548,4
NA-119,Abdul Ghafor Haqani (Retired ),JUI-F,102,5
NA-120,Muhammad Javed Hashmi,IJI,70025,1
NA-120,Khalid Iqbal Randhawa,PDA,52881,2
NA-120,Akhtar Husain Gill,JUP-N,770,3
NA-121,Syed Fakhar Imam Shah,IJI,58479,1
NA-121,Mahar Muhammad Iqbal Hiraj,PDA,45523,2
NA-121,Haji Khursheed Abbas Gardezi,Independent,11313,3
NA-121,Anees Ur Rehman Khan,JUP-N,420,4
NA-121,Syed Muhammad Mukhtar Hussain (Retried),Independent,255,5
NA-121,Muhammad Iqbal,Independent,225,6
NA-122,Major ( R ) Aftab Ahmad Khan Daha,IJI,63998,1
NA-122,Mian Qamar uz Zaman Shah Khagga,PDA,44784,2
NA-122,Chaudhary Asghari Ali,Independent,2565,3
NA-122,Mian Nazir Ahmad,Independent,151,4
NA-123,Ghulam Haider Wyne,IJI,76045,1
NA-123,Pir Muhammad Aslam Bodla,PDA,54856,2
NA-123,Muhammad Azam Bodla,Independent,2623,3
NA-123,Mehboob Yar Khan,Independent,1048,4
NA-123,Qari Rasheed Ahmad Shah,Independent,592,5
NA-123,Muhammad Amir Bodla,Independent,104,6
NA-124,Anwar ul Haq Ramay,IJI,63665,1
NA-124,Chaudhary Naurez Shakoor,PDA,55677,2
NA-124,Syed Nadeem Hussain,Independent,3360,3
NA-125,Mehar Ghulam Farid Kathia,PDA,54982,1
NA-125,Muhammad Arshad Khan Lodhi,IJI,50529,2
NA-125,Major (R) Taj Din,Independent,11716,3
NA-125,Irshad Hussain Shah,PAT,1991,4
NA-125,Haji Sher Bahadur Khan,Independent,171,5
NA-126,Rai Ahmad Nawaz Khan,IJI,69338,1
NA-126,Shahnaz Javed,PDA,65810,2
NA-126,Shenaz Akhtar,Independent,3791,3
NA-126,Ahmad Nawaz,Independent,469,4
NA-126,Rana Muhammad Hanif Khan,Independent,436,5
NA-126,Muhammad Salim Asi,Independent,161,6
NA-127,Raja Shahid Saeed Khan,IJI,61831,1
NA-127,Tika Muhammad Iqbal,PDA,43101,2
NA-127,Muhammad Iqbal,Independent,1663,3
NA-127,Amin-ud-Din,Independent,303,4
NA-128,Mian Mehmood Ahmad Khan,IJI,60593,1
NA-128,Rao Muhammad Hashim Khan,PDA,45960,2
NA-128,Alhaj Mian Ahmad Ali Baitoo,Independent,4690,3
NA-128,Ghulam Muhammad Ahmad Khan Manika,Independent,1221,4
NA-128,Mian Manzoor Ahmad Maneka,Independent,266,5
NA-128,Mian Madood Masood,Independent,114,6
NA-129,Muhammad Nawaz Khan Aias Dilawar Khan Khichi,IJI,87427,1
NA-129,Mian Muhammad Mumtaz Khan Bhabha,PDA,55922,2
NA-129,Amanullah Khan,PAT,2104,3
NA-130,Akbar Ali Bhatti,IJI,50917,1
NA-130,Muhammad Ahsan Khan Khakwani,PDA,44088,2
NA-130,Mian Muhammad Zahid Khna Daultana,Independent,25495,3
NA-130,Zahir Anwar,Independent,9133,4
NA-130,Muhammad Ramzan,Independent,1039,5
NA-130,Muhammad Afzal Farooqi,Independent,1033,6
NA-130,Zafar Ali,Independent,809,7
NA-131,Syed Shahid Mehdi Naseem Shah,IJI,72159,1
NA-131,Qurban Ali Chohan,PDA,60747,2
NA-131,Zafar Alam Chaudhary,Independent,1785,3
NA-131,Qamar Haidar,Independent,1077,4
NA-132,Sardar Muhammad Amjad Farooq Khan,IJI,78360,1
NA-132,Khawaja Kamaluddin Anwar,PDA,55711,2
NA-132,Haji Muhammad Ramzan,JUI-F,3817,3
NA-132,Khawaja Abdul Mutlib,Independent,909,4
NA-132,Sardar Muhammad Akbar Khan,SQI,616,5
NA-132,Noor Muhammad,Independent,210,6
NA-133,Sardar Farooq Ahmad Khan Leghari,PDA,76378,1
NA-133,Sardar Tufail Ahmad Khan Laghari,IJI,56342,2
NA-133,Sardar Saif-ud-Din Khosa,Independent,5544,3
NA-134,Mir Balakh Sher Khan Mazari,IJI,76446,1
NA-134,Sardar Ashiq Muhammad Khan Mazari,PDA,57765,2
NA-135,Sardar Abdul Qayyum Khan Jatoi,JUP-N,54039,1
NA-135,Syed Jamil Ahmad Hussain Bukhari,PDA,51338,2
NA-135,Moulvi Muhammad Luqman,JUI-F,6863,3
NA-135,Muhammad Hanif Tayyab,IJI,897,4
NA-135,Doctor Zulfiqar Ali Burq,Independent,446,5
NA-136,Mian Atta Muhammad Qureshi,JUP-N,54424,1
NA-136,Nawabzada Nasrullah Khan,PDP,46638,2
NA-136,Mian Ehsan Karim Qureishi,PDA,6682,3
NA-136,Ghulam Hamim,Independent,693,4
NA-136,Malik Ghulam Muhammad Noor Rabbani Khar,Independent,632,5
NA-136,Abdul Majeed Karwani,Independent,459,6
NA-137,Malik Ghulam Muhammad Mustafa Khar,Independent,43435,1
NA-137,Malik Ghulam Muhammad Noor Rabbani Khar,Independent,30438,2
NA-137,Sardar Manzoor Ahmad Khan Advocate,PDA,14254,3
NA-137,Nawabzada Nasrullah Khan,PDP,4100,4
NA-137,Mian Muhammad Asgahr,Independent,3237,5
NA-137,Moulana Abdullah Al Salfi,JUI-F,3014,6
NA-137,Arshad Mehmood,Independent,1033,7
NA-137,Malik Ghulam Muhammad Fakharul Russal Arbi Khar,Independent,402,8
NA-137,Mubarak Ali Tariq Qureishi,Independent,252,9
NA-137,Doctor Syed Athar Mehdi Kazmi,Independent,184,10
NA-138,Ghulam Muhammad Mustafa Khar,Independent,51755,1
NA-138,Mian Ghulam Abbas Qureishi,IJI,39741,2
NA-138,Mian Mehar Ahmad Gurmani,PDA,10169,3
NA-138,Malik Ghulam Muhammad Noor Rabbani Khar,Independent,1273,4
NA-138,Aashiq Hussain,Independent,1155,5
NA-138,Abdullah Salfi,Independent,356,6
NA-139,Pir Syed Muhammad Khurshid Shah,IJI,59848,1
NA-139,Malik Niaz Ahmad Jakhar,PDA,43180,2
NA-139,Abdul Razaq Rahi,Independent,2688,3
NA-139,Abdul Samad Azad,JUI-F,1651,4
NA-139,Malik Ghulam Muhammad Mustafa Khar (Retired),Independent,543,5
NA-139,Malik Ghulam Muhammad Fakhar-e-Russal Arbi Khar (Retired),Independent,331,6
NA-140,Sahibzada Faiz-ul-Hassan,IJI,51446,1
NA-140,Muhammad Jehangir Khan Sehar,PDA,44694,2
NA-141,Muhammad Usman Abbasi,Independent,59175,1
NA-141,Prince Salahud Din Abbasi,IJI,58807,2
NA-141,Khawaja Mahmood ul Hassan,Independent,1931,3
NA-142,Farooq Anwar Abbasi,IJI,71825,1
NA-142,Farooq Azam Malik,PDA,47515,2
NA-142,Syed Tabish Alvri,Independent,4391,3
NA-143,Syed Tasneem Nawaz Gardezi,IJI,,1
NA-144,Syed Muhammad Asgahr Shah,Independent,50555,1
NA-144,Syed Mumtaz Alam Gillani,PDA,42897,2
NA-144,Professor Doctor Noor Muhammad Ghaffari,IJI,33884,3
NA-144,Syed Alamdar Hussain Shah ( Retired ),Independent,766,4
NA-145,Mian Abdul Sattar Khan Lalika,IJI,81088,1
NA-145,Mian Mumtaz Ahmad,PDA,60521,2
NA-145,Moulvi Nazir Ahmad Ghori,Independent,4534,3
NA-145,Moulana Bashir Ahmad Shad,Independent,275,4
NA-146,Abdul Ghafoor Chaudhary,IJI,74872,1
NA-146,Ali Akbar Mazhar Wains,PDA,66076,2
NA-146,Ali Akbar,Independent,1652,3
NA-146,Malik Abdul Qayyum,PAT,1309,4
NA-146,Nazir Ahmad,Independent,352,5
NA-146,Doctor Mian Ehsan Bari ( Retired),Independent,242,6
NA-147,Syed Ahmad Alam Anwar,PDA,66205,1
NA-147,Khawaja Jamal Muhammad Koreja,IJI,57432,2
NA-147,Syed Masood Alam Shah,Independent,409,3
NA-148,Makhdoom Shahab ud Din,PDA,59181,1
NA-148,Makhdoom Imaduddin,IJI,57740,2
NA-148,Makdoom Muzaffar Hussain Hashmi Advocate,PSP,399,3
NA-149,Mian Abdul Khaliq,IJI,80304,1
NA-149,Makhdoom Rukan ud Din,PDA,51454,2
NA-149,Mufti Rasheed Ahmad Ludhianvi,JUI-F,2185,3
NA-149,Zahoor Ahmad,Independent,1340,4
NA-149,Haroon ur Rasheed,Independent,429,5
NA-150,Makhdoom Syed Ahmad Mehmood,IJI,52816,1
NA-150,Rais Shabbir Ahmad,PDA,45144,2
NA-150,Sardar Rafiq Haidar Khan Leghari,Independent,33860,3
NA-150,Sardar Muhammad Azhar Khan Laghari,Independent,1047,4
NA-150,Sardar Muhammad Aslam Khan Laghari,Independent,845,5
NA-150,Syed Khalid Shehzad,Independent,167,6
NA-150,Allah Bukhsh Alias Faqir Muhammad,PSP,164,7
NA-151,Syed Khursheed Ahmad Shah,PDA,60733,1
NA-151,Islamuddin Sheikh,IJI,43618,2
NA-151,Molvi Abdul Samad,Independent,3453,3
NA-151,Saeed Khan,Independent,974,4
NA-151,Amanullah,Independent,344,5
NA-151,Samo Khan,Independent,270,6
NA-151,Abdul Sattar,Independent,168,7
NA-151,Imdad Ali Awan,Independent,152,8
NA-151,Ali Hassan Mangi,Independent,144,9
NA-151,Ghulam Qadir Bhutto,Independent,144,10
NA-151,Badruddin,Independent,86,11
NA-151,Mufti Muhammad Hussain Qadri,JUP-N,73,12
NA-151,Ali Nawaz Shah,Independent,51,13
NA-151,Nizamuddin,AT-PG,37,14
NA-151,Aftab Ali Hassan Mangi,Independent,37,15
NA-151,Mehboob Azam Shad,Independent,35,16
NA-151,Miss Khurshid Afghan,Independent,35,17
NA-151,Muneer Ahmad,Independent,30,18
NA-151,Muhammad Saeed Khan,Independent,18,19
NA-151,Muhammad Yaqoob Bandani,Independent,12,20
NA-151,Nazar Muhammad,v,7,21
NA-152,Jam Saifullah Khan Dharejo,PDA,48938,1
NA-152,Sardar Ghulam Muhammad Khan Magar,Independent,39985,2
NA-152,Hafiz Muhammad Ismail,Independent,1122,3
NA-152,Abdul Qayyum,Independent,370,4
NA-152,Sardar Muhammad Sardar Khan,Independent,186,5
NA-152,Ali Gohar Khan,Independent,167,6
NA-152,Gul Bahar Khan Korai,Independent,163,7
NA-152,Pir Abdul Mannan,Independent,146,8
NA-152,Rehmatullah,Independent,114,9
NA-152,Abdul Wahab,Independent,101,10
NA-152,Doctor Aftab Hussain,Independent,79,11
NA-152,Mian Shabbir Ahmad Alias Afzal Haq,Independent,74,12
NA-152,Syed Jawaid Hussain Shah,Independent,60,13
NA-152,Faqir Abdul Haq,Independent,56,14
NA-152,Syed Aminuddin Shah,Independent,39,15
NA-153,Noor Muhammad Khan Lund,PDA,49399,1
NA-153,Pir Syed Sadardin Shah,Independent,34978,2
NA-153,Chakar Khan,Independent,1869,3
NA-153,Pir Abdul Mannan,Independent,245,4
NA-153,Faqir Abdul Haq,Independent,209,5
NA-153,Sardar Haji Khan Chakar,Independent,183,6
NA-153,Jam Mumtaz Hussain,Independent,163,7
NA-153,Sardar Muhammad Aslam Khan Leghari,Independent,148,8
NA-153,Jam Abdul Jabbar Khan Dahar,Independent,135,9
NA-153,Muhammad Baluch,Independent,123,10
NA-153,Haji Ahmad Yar Khan,Independent,98,11
NA-154,Aftab Shahban Merani,PDA,38301,1
NA-154,Junaid Ahmad Soomro,SNF,20128,2
NA-154,Molvi Ghulam Qadir,JUI-F,9875,3
NA-154,Muhammad Ibrahim Khan,Independent,896,4
NA-154,Mir Altaf Khan Bhayo,Independent,290,5
NA-155,Mir Altaf Khan Bhayo,PDA,43193,1
NA-155,Mumtaz Ali Khan Bhutto,SNF,10333,2
NA-155,Syed Siraj Ahmad Shah,JUI-F,4328,3
NA-155,Muzaffar Ali Essani,Independent,2642,4
NA-155,Abdul Rahim Khan,Independent,1006,5
NA-156,Illahi Bukhsh Soomro,Independent,53151,1
NA-156,Sardar Muhammad Muqeem Khan,PDA,52211,2
NA-156,Jougal Khan Khoso,Independent,1122,3
NA-156,Mir Hassan Khan,Independent,159,4
NA-156,Mir Muhammad Yaqoob Khan,Independent,132,5
NA-156,Mir Manzoor Ali Khan,Independent,108,6
NA-157,Mir Hazar Khan Bijarani,Independent,81610,1
NA-157,Mir Mehran Khan Bijarani,PDA,35818,2
NA-157,Mir Nasrullah Khan,Independent,896,3
NA-157,Mir Hakim Ali Khan,Independent,385,4
NA-157,Mir Taj Muhammad Khan,Independent,184,5
NA-158,Ghulam Mustafa Khan Jatoi,IJI,88166,1
NA-158,Rehmatullah Khan Bihan,PDA,21829,2
NA-158,Dil Murad Jamali,Independent,940,3
NA-158,Ali Muhammad Jossar,Independent,320,4
NA-158,Khan Muhammad Khan Bihan,Independent,138,5
NA-158,Abdullah Jossar,Independent,131,6
NA-158,Ghulam Mustafa Jamali,Independent,69,7
NA-158,Shabir Ahmad Qureishi,HPG,48,8
NA-158,Qararuddin,Independent,44,9
NA-158,Haji Khan Bihan,Independent,42,10
NA-158,Ghulam Abbas Chandio,Independent,37,11
NA-158,Ahmad Nawaz Khan Bihan,Independent,33,12
NA-158,Zafar Ali Shah,Independent,33,13
NA-158,Imam Bux Khan Jatoi,Independent,17,14
NA-158,Abdul Ghaffar Jatoi,Independent,12,15
NA-158,Muhammad Unis Bihan,Independent,12,16
NA-159,Zafar Ali Shah,PDA,57029,1
NA-159,Ghulam Mujtaba Khan Jatoi,IJI,51520,2
NA-159,Moulvi Muhammad Anus,JUI-F,947,3
NA-159,Masroor Ahmad Khan,Independent,464,4
NA-159,Zulfiqar Ali Rajpar,Independent,322,5
NA-159,Moural Khan Khushik,Independent,283,6
NA-159,Rahim-ud-Din,HPG,278,7
NA-159,Abdul Sattar Rajpar,Independent,255,8
NA-159,Shabbir Ahmad Sahito,Independent,189,9
NA-159,Munawar Ali Shah,Independent,154,10
NA-159,Syed Murad Ali Shah,Independent,113,11
NA-159,Abdul Haq Dost Muhammad,Independent,83,12
NA-159,Asghar Ali Shah,Independent,56,13
NA-159,Haji Ali Nawaz Dahraj,Independent,32,14
NA-160,Ghulam Murtaza Khan Jatoi,IJI,48588,1
NA-160,Asif Ali Zardari,PDA,44964,2
NA-160,Aftab Ahmad,Independent,931,3
NA-160,Hizbullah,Independent,717,4
NA-160,Muhammad Islam,Independent,287,5
NA-160,Syed Irshad Hussain Shah,Independent,164,6
NA-160,Muhammad Ayub Khan,Independent,121,7
NA-160,Syed Shoukat Hussain Shah,Independent,120,8
NA-160,Muhammad Yousif Ali Khan,HPG,118,9
NA-160,Hakim Ali Zardari,Independent,75,10
NA-160,Rais Allah Bux Khan,Independent,35,11
NA-161,Syed Shabir Ahmad Shah,PDA,57801,1
NA-161,Ghulam Rasool Unar,IJI,13656,2
NA-161,Ghulam Akbar,Independent,327,3
NA-161,Ghulam Mustafa Shah,Independent,105,4
NA-161,Syed Bashir Ahmad Shah,Independent,90,5
NA-162,Syed Pervez Ali Shah Jillani,PPP,74358,1
NA-162,Pir Syed Ali Mardan Shah Pir Paggara,Independent,46073,2
NA-162,Moulvi Mir Muhammad,JUI-F,7955,3
NA-162,Syed Abid Ali Shah,Independent,732,4
NA-162,Sayed Qaim Ali Shah,Independent,366,5
NA-162,Rahim Bux Wassan,Independent,230,6
NA-162,Pir Sayed Ghulam Dastgir Shah,Independent,171,7
NA-163,Pir Syed Abdul Qadir Shah,PDA,79080,1
NA-163,Pir Syed Saddaruddin Shah,Independent,39391,2
NA-163,Pir Syed Muhammad Abu Saleh Shah,SNF,1635,3
NA-163,Pir Syed Muhammad Taqi Shah,Independent,333,4
NA-163,Pir Sayed Muharram Ali Shah,Independent,231,5
NA-163,Kadir Bux Mari,Independent,131,6
NA-164,Begum Nusrat Bhutto,PDA,79901,1
NA-164,Shah Muhammad,Independent,9203,2
NA-164,Nisar Ahmad,Independent,183,3
NA-165,Shabbir Ahmed Khan Chandio,PDA,59164,1
NA-165,Mumtaz Ali Bhutto,SNF,16198,2
NA-165,Doctor Khalid Mehmood Soomro,JUI-F,3216,3
NA-166,Mohtarma Benazir Bhutto,PDA,94462,1
NA-166,Sardar Allah Bux Jalbani,Independent,718,2
NA-166,Riaz Hussain Chandio,Independent,339,3
NA-167,Makhdoom Amin Faheem,PDA,50154,1
NA-167,Shah Muhammad Shah,Independent,17074,2
NA-167,Syed Shahab Ud Din Shah,Independent,1025,3
NA-168,Kanwar Naveed Jamel,HPG,76578,1
NA-168,Shah Farid ul Haq,JUP-N,13949,2
NA-168,Abdul Waheed Qureishi,IJI,11994,3
NA-169,Dr. Khalid Maqbool Siddiqui,HPG,91373,1
NA-169,Mrza Ashiq Hussain Baig,PDA,24259,2
NA-169,Dost Muhammad,ANP,4199,3
NA-170,Syed Naveed Qamar,PDA,56902,1
NA-170,Mir Mushtaq Ali Khan Talpur,Independent,16563,2
NA-170,Nawab Muhammad Yousif Khan Talpur,SNF,169,3
NA-170,Syed Mohsin Shah,Independent,162,4
NA-170,Syed Munir Hussain Shah,Independent,135,5
NA-170,Syed Qabool Muhammad Shah,Independent,65,6
NA-170,Zulfiqar Ali Mirza,Independent,38,7
NA-171,Abdul Sattar Bachani,PDA,59209,1
NA-171,Syed Umeed Ali Shah,Independent,22878,2
NA-171,Haji Muhammad Ibrahim Dars,Independent,727,3
NA-171,Zafar Ali Rajput,HPG,325,4
NA-172,Abdullah Halepoto,PDA,42506,1
NA-172,Bashir Ahmad Laghari,Independent,16249,2
