na,candidate_name,party,votes,rank
NA-110,Sahibzada Muhammad Ameer Sultan,Independent,199853,1
NA-110,Muhammad Asif Muavia Sial,PML-N,104422,2
NA-110,Muhammad Amad Khan Wajid,TLP,6964,3
NA-110,Saima Akhtar,Independent,5961,4
NA-110,Muhammad Hamid Nawaz,Independent,4566,5
NA-110,Talib Raza Khan Sial,Independent,4527,6
NA-110,Muhammad Nasir,Independent,3088,7
NA-110,Babar Ali Khan,Independent,3081,8
NA-110,Umar Aftab,PPP,3065,9
NA-110,Jawad Ali Khan Seyal,Independent,2054,10
NA-110,Nazar Abbas,Independent,706,11
NA-110,Ahmad Sher,PMML,560,12
NA-110,Sana Ashraf,Independent,422,13
NA-110,Tanveer Hussain,Independent,302,14
NA-110,Madhulal Hussain,Independent,285,15
