na,candidate_name,party,votes,rank
NA-51,Raja Osama Sarwar,PML-N,149400,1
NA-51,Muhammad Latasub Satti,Independent,113911,2
NA-51,Javed Akhtar Abbasi,TLP,32026,3
NA-51,Mehreen Anwar Raja,PPP,16426,4
NA-51,Mehmood Shoukat Bhatti,Independent,14838,5
NA-51,Muhammad Sufyan Abbasi,JIP,10076,6
NA-51,Raja Khurram Zaman,Independent,2976,7
NA-51,Muhammad Zubair Abbasi,JUI-F,1499,8
NA-51,Muhammad Qasim Satti,Independent,1439,9
NA-51,Raja Tanveer Ahmad,Independent,1007,10
NA-51,Naveed Iqbal,TJK,988,11
NA-51,Javed Iqbal Satti (Rtd),Independent,850,12
NA-51,Amjad Arbab Abbasi,PAT,559,13
NA-51,Abida bibi,Independent,493,14
NA-51,Raja Tariq Mehmood Janjua,Independent,400,15
NA-51,Asif Shafique Satti,Independent,366,16
NA-51,Umar Naveer Satti,Independent,284,17
NA-51,Muhammad Usman,PMML,280,18
NA-51,Saqib Imtiaz (Rtd),Independent,265,19
NA-51,Ghulam Murtaza Satti (Rtd),Independent,248,20
NA-51,Tariq Mehmood Murtaza (Rtd),Independent,217,21
NA-51,Saif Ur Rehman,Independent,208,22
NA-51,Muhammad Nouman Abbasi,Independent,205,23
NA-51,Asmar Ahmad Abbasi,Independent,201,24
NA-51,Sohail Irfan Abbasi (Rtd),Independent,86,25
NA-51,Sardar Mohsin Akhtar Abbasi,Independent,81,26
NA-51,Muhammad Sajid Khan Abbasi,Independent,59,27
