na,candidate_name,party,votes,rank
NA-145,Muhammad Sultan Ahmad Watto,Independent,387,5
NA-146,Muhammad Afzal,PPP,60919,1
NA-146,Muhammad Qasim,PNA,49596,2
NA-147,Khawja   Jamal Muhammad,PPP,64049,1
NA-147,Shahzada   Mamoon Ur Rasheed Abbasi,Independent,58458,2
NA-148,Makhdoom Hameed-ud-Din,PPP,66082,1
NA-148,Siraj Ahmad,PNA,46837,2
NA-149,Makhdoom Noor Muhammad Shah,PNA,58428,1
NA-149,Doctor Muhammad Aslam Khan,PPP,56888,2
NA-149,Allah Nawaz,Independent,1746,3
NA-150,Bilal   Khan Sardar,PPP,65518,1
NA-150,Makhdoomzada   Hassan Mehmood,PNA,54459,2
NA-150,Rafiq   Sardar,Independent,1205,3
NA-150,Iqbal   Muhammad Makhdoomzada,Independent,337,4
NA-150,Sardar   Sikandar Khan,Independent,217,5
NA-150,Sardar   Muhammad Aslam,Independent,214,6
NA-151,Ali Hassan Mangi,PPP,73086,1
NA-151,Molvi   Abdul Karim,PNA,22100,2
NA-151,Muhammad Rafiq,Independent,629,3
NA-151,Muhammad Shah,Independent,468,4
NA-151,Muhammad Anwar Paracha,Independent,188,5
NA-152,Agha   Ghulam Nabi,PPP,113898,1
NA-152,Muhammad Shah Amroti,PNA,10444,2
NA-153,Sardar   Ghulam Muhammad Khan Mahar,PPP,127981,1
NA-153,Muhammad Shah Amroti,PNA,9774,2
NA-153,Muhammad Murad,Independent,352,3
NA-153,Molvi   Faiz Muhammad,Independent,143,4
NA-154,Noor   Muhammad Khan Lund,PPP,,1
NA-155,Mir Mehran Khan Bajarani,PPP,,1
NA-156,Haji Khair Muhammad Khan,PPP,100832,1
NA-156,Ahmad Shah,PNA,11716,2
NA-157,Abdul Fateh,PPP,,1
NA-158,Ghulam Mujtaba Jatoi,PPP,,1
NA-159,Syed Shabbir Ahmad Shah,PPP,,1
NA-160,Syed Noor Ahmad Shah,PPP,83886,1
NA-160,Jan Muhammad Abbasi,PNA,34062,2
NA-160,Sardar Akbar Ujan,Independent,1872,3
NA-161,Syed Qaim Ali Shah,PPP,104997,1
NA-161,Syed Ghous Ali Shah,Independent,34999,2
NA-161,Zahid Hussain Shah,Independent,1062,3
NA-161,Imtiaz Hussain Phulpoto,Independent,280,4
NA-162,Pir Syed Abdul Qadir Shah,PPP,120523,1
NA-162,Haji Atta Muhammad,Independent,15428,2
NA-163,Zulfiqar Ali Bhutto,PPP,,1
NA-164,Sardar Ahmad Sultan,PPP,,1
NA-165,Mumtaz   Ali Bhutto,PPP,,1
NA-166,Makhdoom Muhammad Zaman,PPP,,1
NA-167,Moulana Shah Ahmad Noorani,PNA,60897,1
NA-167,Elahi Bakhash Khan,PPP,23963,2
NA-167,Peer Abdul Qadoos,JUI-H,448,3
NA-167,Moulana Syed Ali Rizvi,Independent,279,4
NA-167,Mir Ali Ahmad Khan,Independent,179,5
NA-168,Muhammad Shaukat,PNA,62732,1
NA-168,Muhammad Ashraf,PPP,20005,2
NA-168,Muhammad Ishaq Shamsi,Independent,139,3
NA-168,Nawab   Muzaffar Hussain,Independent,121,4
NA-168,Zaka   Ashraf,Independent,81,5
NA-169,Mir Ejaz Ali Khan Talpur,PPP,88194,1
NA-169,Haji Ghulam Siddique Jan,PNA,8166,2
NA-169,Mir Ali Ahmad Khan,Independent,288,3
NA-170,Syed   Umed Ali Shah,PPP,80018,1
NA-170,Mir Ali Ahmad Khan Talpur,Independent,14537,2
NA-170,Syed   Ali Nawaz Shah,Independent,1256,3
NA-171,Haji Najam Uddin Khan,PPP,,1
NA-172,Haji Abdullah Halepota,PPP,54940,1
NA-172,Ali Mir Shah,PNA,9871,2
NA-173,Peer Ghulam Rasool Shah Jillani,PPP,81700,1
NA-173,Mir Ali Ahmad Khan,Indepednent,38113,2
NA-173,Qayyum Shahid,PNA,3510,3
NA-173,Ghulab Khan,Independent,432,4
NA-173,Muhammad Yousif Leghari,Independent,356,5
NA-174,Syed   Khadim Ali Shah,PPP,98923,1
NA-174,Manzoor   Hussain,PNA,19903,2
NA-175,Niaz Muhammad Khan,PPP,,1
NA-176,Malik Sikandar Khan,PPP,,1
NA-177,Rais Ullah Khan,PPP,,1
NA-178,Liaqat Ali Khan,PPP,,1
NA-179,Haji Fatehuddin Shah,PPP,57740,1
NA-179,Haji Khuda Bukhsh,PNA,45344,2
NA-180,Atta Muhammad Marri,PPP,,1
NA-181,Muhammad Khan Somoro,PPP,78181,1
NA-181,Muhammad Ismail Chandio,PNA,3556,2
NA-182,Muhammad Yousif Khan Chandio,PPP,47588,1
NA-182,Molvi Noor Muhammad,PNA,5506,2
NA-183,Sardar Sher Baz Khan Mazari,PNA,48139,1
NA-183,Meer Hazar Khan,PPP,36596,2
NA-183,Aizaz Nazir,Independent,474,3
NA-183,Ghulam Ali Khan,Independent,449,4
NA-183,Mir Abdul Baqi,Independent,240,5
NA-184,Muhammad Azam Farooqi,PNA,54610,1
NA-184,Hakim Saeed,PPP,27089,2
NA-184,Bashir Ahmad Rana,Independent,231,3
NA-184,Rana G.M Pasha,Independent,177,4
NA-185,Muhammad Hassan Haqani,PNA,59688,1
NA-185,Ali Muhammad,PPP,28724,2
NA-186,Professor Ghafoor Ahmad,PNA,55139,1
NA-186,Nawabzada Akbar Liaqat Ali Khan,PPP,21334,2
NA-186,Ehtisham Ghazi,Independent,89,3
NA-186,Syed Muhammad Zahoor Ali,Independent,68,4
NA-187,Musheer Pesh Imam,PNA,46453,1
NA-187,Syed Imdad Hussain Shah,PPP,36064,2
NA-188,Abdul Sattar Gabol,PPP,58801,1
NA-188,Saeed Haroon,PNA,27505,2
NA-188,Jan Muhammad,Independent,1168,3
NA-188,Haji Dil Murad,Independent,151,4
NA-189,Muhammad Hanif Tayyab,PNA,52905,1
NA-189,Salman Ghanchi,PPP,39823,2
NA-189,Asghar Ali,Independent,343,3
NA-189,Ghani Bhai,Independent,188,4
NA-189,Abdul Qadir,Independent,166,5
NA-189,Syed Saeed Hassan,Independent,133,6
NA-190,Air Marshal (R) Asghar Khan,PNA,44252,1
NA-190,Syed Kamal ud Din Azfar,PPP,29581,2
NA-191,Syed Munawar Hassan,PNA,73997,1
NA-191,Jamil Uddin Aali,PPP,33086,2
NA-192,Shah Farid ul Haq,PNA,52635,1
NA-192,Professor Nabi Dad Khan,PPP,26865,2
NA-192,Fateh Yab Ali Khan,PWP,828,3
NA-193,Abdul Hafeez Pirzada,PPP,58938,1
NA-193,Moulana Muhammad Zakaria,PNA,32973,2
NA-193,Fatehyab Ali Khan,PWP,961,3
NA-194,Tahir Muhammad Khan,PPP,24956,1
NA-194,Arbab Abdul Qadir Khan,PPNAP,15793,2
NA-194,Syed Mehmood Shah,PMLQ,2466,3
NA-195,Yahya Bakhtiar,PPP,18264,1
NA-195,Mahmood Khan Achakzai,PPNAP,16775,2
NA-195,Abdul Wahid,Independent,8068,3
NA-195,Malik Ghulam Muhammad,Independent,1151,4
NA-196,Wazir Ahmad Gogezai,PPP,28908,1
NA-196,Molvi Rehmat Ullah,PPNAP,15921,2
NA-196,Moulvi Abdul Haq,JUIH,2025,3
NA-196,Muhammad Essa,JAM,808,4
NA-196,Saad Ullah,PMLQ,570,5
NA-197,Meer Taj Muhammad Khan Jamali,PPP,,1
NA-198,Meer Abdul Nabi Jamali,PPP,,1
NA-199,Prince Mohyuddin,PPP,,1
NA-200,Mir Amanullah Khan Gichki,PPP,,1
