year,seat,constituency,province,recorded_winner,party,winner_votes,winner_vote_share_pct,registered_voters,turnout_pct,margin_pp,candidate_count
1997,NA-28,Tribal Area 2: Kurram Agency,Islamabad and FATA,Zarin Khan Mengal,Independents,36275,28.8,312633,40.9,11.0,107
1997,NA-29,Tribal Area 3: Orakzai Agency,Islamabad and FATA,Syed Munir Said,Independents,9714,26.2,117639,31.5,4.4,10
1997,NA-30,Tribal Area 4: North Waziristan Agency,Islamabad and FATA,M. Dindar,Independents,22721,44.9,120759,42.4,18.5,33
1997,NA-31,Tribal Area 5: South Waziristan Agency,Islamabad and FATA,Molana Noor Muhammad,Independents,25604,31.9,420275,19.6,12.7,25
1997,NA-32,Tribal Area 6: Bajaur Agency,Islamabad and FATA,Haji Lal Karim,Independents,14519,29.0,78736,65.3,13.0,27
1997,NA-33,Tribal Area 7: Khyber Agency,Islamabad and FATA,Abdul Latif Afridi,Independents,16075,21.5,189533,39.9,1.8,32
1997,NA-34,"Tribal Area 8: Tribal Areas Attached To Peshawar, Kohat, Bbannu, Dera Ismail Khan, Tank And Lakki Marwat Districts",Islamabad and FATA,Malik Haji Baz Gul Afridi,Independents,16670,31.1,184840,29.3,17.9,29
1997,NA-35,Islamabad,Islamabad and FATA,Syed Zafar Ali Shah,Pakistan Muslim League (Nawaz),67500,64.8,228651,46.0,36.1,5
1997,NA-36,Rawalpindi 1,Punjab,Shahid Khaqan Abbasi,Pakistan Muslim League (Nawaz),65194,60.2,284796,39.1,40.1,3
1997,NA-37,Rawalpindi 2,Punjab,Ch. M. Khurshid Zaman,Pakistan Muslim League (Nawaz),75567,60.6,285110,44.5,24.9,4
1997,NA-38,Rawalpindi 3,Punjab,Sheikh Rasheed Ahmad,Pakistan Muslim League (Nawaz),72183,67.0,326699,33.4,44.1,6
1997,NA-39,Rawalpindi 4,Punjab,M. Ijaz-Ul-Haq,Pakistan Muslim League (Nawaz),87392,69.6,332224,38.2,44.3,6
1997,NA-40,Rawalpindi 5,Punjab,Ch. Nisar Ali Khan,Pakistan Muslim League (Nawaz),79255,63.4,262338,48.5,30.6,4
1997,NA-41,Attok 1,Punjab,Sheikh Aftab Ahmad,Pakistan Muslim League (Nawaz),67275,60.2,264819,43.5,28.7,5
1997,NA-42,Attok 2,Punjab,Malik Lal Khan,Pakistan Muslim League (Nawaz),83921,56.5,298851,51.1,15.9,3
1997,NA-43,Chakwal 1,Punjab,Lt. Gen. (R) Malik Abdul Majeed,Pakistan Muslim League (Nawaz),84900,69.1,304055,41.2,42.8,7
1997,NA-44,Chakwal 2,Punjab,Sardar Mansoor Hayat Tamman,Pakistan Muslim League (Nawaz),85228,62.9,285887,48.8,29.2,4
1997,NA-45,Jhelum 1,Punjab,Raja M. Afazal Khan,Pakistan Muslim League (Nawaz),73212,67.1,238815,46.7,37.7,4
1997,NA-46,Jhelum 2,Punjab,Nawabzada Iqbal Mehdi Khan,Pakistan Muslim League (Nawaz),60237,61.8,234975,42.7,29.7,5
1997,NA-47,Sargodha 1,Punjab,Adnan Hayat Khan,Pakistan Muslim League (Nawaz),58284,55.8,264470,40.4,15.4,6
1997,NA-48,Sargodha 2,Punjab,Ch. Ghias Ahmad Mela,Pakistan Muslim League (Nawaz),56948,56.1,266838,39.1,18.1,9
1997,NA-49,Sargodha 3,Punjab,Ch. Abdul Hameed,Pakistan Muslim League (Nawaz),67824,62.9,275100,39.8,28.5,7
1997,NA-50,Sargodha 4,Punjab,Ch. Anwar Ali Cheema,Pakistan Muslim League (Nawaz),73825,60.3,275435,45.9,34.5,7
1997,NA-51,Sargodha-Cum-Khushab,Punjab,Malik Umer Aslam,Pakistan Muslim League (Nawaz),79666,59.8,312081,44.2,32.3,5
1997,NA-52,Khushab,Punjab,Sardar Shuja M. Khan,Pakistan Muslim League (Nawaz),68959,58.0,270891,45.0,20.3,4
1997,NA-53,Mianwali 1,Punjab,M. Maqbool Ahmad Khan,Pakistan Muslim League (Nawaz),39147,38.5,262634,40.3,2.9,8
1997,NA-54,Mianwali 2,Punjab,Inamullah Khan,Pakistan Muslim League (Nawaz),53861,49.3,236829,47.5,22.2,5
1997,NA-55,Bhakkar 1,Punjab,M. Asghar Khan,Independents,59584,49.4,235354,52.5,1.0,4
1997,NA-56,Bhakkar 2,Punjab,M. Zafarullah Khan Dhandla,Pakistan Muslim League (Nawaz),60419,50.8,218328,55.6,1.6,2
1997,NA-57,Faisalabad 1,Punjab,Rana Zahid Tauseef,Pakistan Muslim League (Nawaz),72214,64.7,266017,43.3,47.6,4
1997,NA-58,Faisalabad 2,Punjab,Rai Salahuddin Khan,Pakistan Muslim League (Nawaz),56668,59.6,262846,37.4,28.0,5
1997,NA-59,Faisalabad 3,Punjab,Alhaj Mian Nasir Ali Khan,Pakistan Muslim League (Nawaz),46339,47.0,267010,38.7,24.2,9
1997,NA-60,Faisalabad 4,Punjab,Safdar-Ur-Rehman,Pakistan Muslim League (Nawaz),69246,72.5,247825,39.3,54.9,4
1997,NA-61,Faisalabad 5,Punjab,Mian M. Farooq,Pakistan Muslim League (Nawaz),69035,63.7,261622,42.3,29.8,6
1997,NA-62,Faisalabad 6,Punjab,Raja Nadir Pervaiz Khan,Pakistan Muslim League (Nawaz),56853,69.1,214360,39.2,41.6,7
1997,NA-63,Faisalabad 7,Punjab,Haji M. Akram Ansari,Pakistan Muslim League (Nawaz),62963,66.9,231411,41.1,35.2,5
1997,NA-64,Faisalabad 8,Punjab,Ch. Sher Ali,Pakistan Muslim League (Nawaz),69782,72.0,241416,40.6,45.9,4
1997,NA-65,Faisalabad 9,Punjab,Mian Abdul Manan,Pakistan Muslim League (Nawaz),72840,65.8,281127,39.9,42.7,7
1997,NA-66,Jhang 1,Punjab,Qaiser Ahmad Sheikh,Independents,39272,39.0,250290,41.5,19.7,11
1997,NA-67,Jhang 2,Punjab,Molana Haji M. Rehmatullah,Pakistan Muslim League (Nawaz),52911,51.7,260023,40.6,27.1,4
1997,NA-68,Jhang 3,Punjab,Nawab Amanullah Khan Sial,Pakistan Muslim League (Nawaz),60490,54.5,276479,41.3,14.1,8
1997,NA-69,Jhang 4,Punjab,Syeda Abida Hussain,Pakistan Muslim League (Nawaz),68577,57.7,272989,44.4,20.5,4
1997,NA-70,Jhang 5,Punjab,Sahabzada M. Tahir Sultan,Pakistan Muslim League (Nawaz),70662,64.7,264360,42.2,34.1,6
1997,NA-71,Toba Tek Singh 1,Punjab,Ch. Asad-Ur-Rehman,Pakistan Muslim League (Nawaz),77777,65.5,272214,44.9,38.5,6
1997,NA-72,Toba Tek Singh 2,Punjab,Ch. Abdul Sattar S/O Mian Sultan Ali,Pakistan Muslim League (Nawaz),66886,64.0,240373,44.6,35.6,11
1997,NA-73,Toba Tek Singh 3,Punjab,Hamza S/O Molvi Abdullah,Pakistan Muslim League (Nawaz),43931,38.7,238890,48.6,4.1,7
1997,NA-74,Gujranwala 1,Punjab,Col. Ghulam Sarwar Cheema,Pakistan Muslim League (Nawaz),68236,55.7,299373,41.9,18.3,9
1997,NA-75,Hafizabad,Punjab,Afzal Hussain Tarar,Pakistan Muslim League (Nawaz),63925,51.6,305014,41.8,9.7,6
1997,NA-76,Gujranwala 3,Punjab,Ghulam Dastgir Khan,Pakistan Muslim League (Nawaz),64108,68.0,284420,33.5,39.3,7
1997,NA-77,Gujranwala 4,Punjab,Ch. Mehmood Bashir Virk,Pakistan Muslim League (Nawaz),64729,65.7,267614,37.4,37.5,8
1997,NA-78,Gujranwala 5,Punjab,Rana Nazir Ahmad Khan,Pakistan Muslim League (Nawaz),69009,68.8,249854,40.8,47.0,10
1997,NA-79,Gujranwala-Cum-Hafizabad,Punjab,Ch. Ijaz Ahmad,Pakistan Muslim League (Nawaz),58756,51.1,282875,41.5,27.7,13
1997,NA-80,Gujrat 1,Punjab,Ch. Mubashir Hussain,Pakistan Muslim League (Nawaz),87144,60.4,333066,44.2,25.3,8
1997,NA-81,Gujrat 2,Punjab,Ch. Shujaat Hussain,Pakistan Muslim League (Nawaz),86903,62.8,334400,42.4,33.1,9
1997,NA-82,Gujrat-Cum-Jhelum,Punjab,Syed Manzoor Hussain Shah,Pakistan Muslim League (Nawaz),88093,57.8,356993,43.7,28.6,10
1997,NA-83,Mandi Bahauddin-Cum-Gujrat,Punjab,Mumtaz Ahmad Tarar,Pakistan Muslim League (Nawaz),64233,52.4,310027,40.5,23.8,8
1997,NA-84,Mandi Bahauddin,Punjab,M. Iqbbal Bosal,Pakistan Muslim League (Nawaz),56292,58.7,266188,37.0,26.6,7
1997,NA-85,Sialkot 1,Punjab,Kh. M. Asif,Pakistan Muslim League (Nawaz),64394,77.1,227050,37.4,57.8,6
1997,NA-86,Sialkot 2,Punjab,Amir Hussain,Pakistan Muslim League (Nawaz),72370,61.3,269908,44.8,29.4,5
1997,NA-87,Sialkot 3,Punjab,Syed Iftikhar-Ul-Hassan Shah,Pakistan Muslim League (Nawaz),71321,59.9,270359,45.4,32.1,4
1997,NA-88,Sialkot 4,Punjab,Ch. Sikandar Hayat Malhi,Pakistan Muslim League (Nawaz),66203,63.5,225385,47.5,31.9,4
1997,NA-89,Sialkot-Cum-Narowal,Punjab,Ch. M. Sarwar Khan,Pakistan Muslim League (Nawaz),59340,70.8,238822,36.0,46.5,7
1997,NA-90,Narowal 1,Punjab,Ahsan Iqbal,Pakistan Muslim League (Nawaz),59677,67.7,230507,38.9,38.9,4
1997,NA-91,Narowal 2,Punjab,Daniyal Aziz,Independents,36940,43.4,221181,40.3,8.0,6
1997,NA-92,Lahore 1,Punjab,Mian M.. Azhar,Pakistan Muslim League (Nawaz),57220,78.8,246810,29.8,62.4,5
1997,NA-93,Lahore 2,Punjab,Mian Abdul Waheed,Pakistan Muslim League (Nawaz),63068,65.6,303553,32.0,36.6,9
1997,NA-94,Lahore 3,Punjab,Tariq Aziz,Pakistan Muslim League (Nawaz),50227,68.0,223935,33.3,43.9,9
1997,NA-95,Lahore 4,Punjab,Mian M. Nawaz Sharif,Pakistan Muslim League (Nawaz),50592,76.1,224625,29.8,61.6,10
1997,NA-96,Lahore 5,Punjab,Mian M. Shehbaz Sharif,Pakistan Muslim League (Nawaz),47614,78.7,225247,27.1,61.5,5
1997,NA-97,Lahore 6,Punjab,M. Ishaq Dar,Pakistan Muslim League (Nawaz),61556,70.4,308272,28.4,51.0,7
1997,NA-98,Lahore 7,Punjab,Mian M. Munir,Pakistan Muslim League (Nawaz),55606,73.2,294257,26.1,55.0,9
1997,NA-99,Lahore 8,Punjab,Sardar Kamil Umar,Pakistan Muslim League (Nawaz),50387,68.1,186952,40.3,45.2,8
1997,NA-100,Lahore 9,Punjab,Ch. M. Ashiq Diyal,Independents,28589,36.3,176978,45.6,0.6,8
1997,NA-101,Sheikhupura 1,Punjab,Rana Tanveer Hussain,Pakistan Muslim League (Nawaz),66902,65.9,290045,35.9,40.1,6
1997,NA-102,Sheikhupura 2,Punjab,Mahmood Akbar Khan,Pakistan Muslim League (Nawaz),67003,62.8,283351,38.5,31.3,6
1997,NA-103,Sheikhupura 3,Punjab,Ch. M. Barjees Tahir,Pakistan Muslim League (Nawaz),52199,59.4,229395,39.4,33.6,8
1997,NA-104,Sheikhupura 4,Punjab,Naeem Hussain Chattha,Pakistan Muslim League (Nawaz),72038,67.1,300548,36.7,40.8,6
1997,NA-105,Sheikhupura 5,Punjab,Rai Mansab Ali Khan,Pakistan Muslim League (Nawaz),44049,52.6,252815,34.3,22.8,8
1997,NA-106,Kasur 1,Punjab,Mian Khurshid Mehmood Kasuri,Pakistan Muslim League (Nawaz),62215,63.6,258085,38.9,35.6,8
1997,NA-107,Kasur 2,Punjab,Ch. M. Hanif Khan,Pakistan Muslim League (Nawaz),50927,58.0,198135,45.8,32.0,7
1997,NA-108,Kasur 3,Punjab,Rana M. Hayat Khan,Pakistan Muslim League (Nawaz),66990,65.9,257992,40.2,34.3,4
1997,NA-109,Kasur 4,Punjab,Molana Moeenuddin Lakhvi,Pakistan Muslim League (Nawaz),59977,63.4,248820,39.1,39.5,5
1997,NA-110,Okara 1,Punjab,Mian M. Zaman,Pakistan Muslim League (Nawaz),53567,57.6,224608,42.5,20.6,8
1997,NA-111,Okara 2,Punjab,Syed Sajjad Haider,Pakistan Muslim League (Nawaz),49023,50.9,242109,41.2,10.0,6
1997,NA-112,Okara 3,Punjab,Rao Qaiser Ali Khan,Pakistan Muslim League (Nawaz),47697,49.9,247953,39.8,22.2,6
1997,NA-113,Okara 4,Punjab,Mian M. Yaseen Wattoo,Pakistan Muslim League (Nawaz),48960,48.6,247626,41.7,2.5,4
1997,NA-114,Multan 1,Punjab,Haji Sikandar Hayat Bosan,Pakistan Muslim League (Nawaz),67320,58.1,280711,42.0,19.6,7
1997,NA-115,Multan 2,Punjab,Haji M. Boota,Pakistan Muslim League (Nawaz),56331,66.7,298527,28.6,37.8,9
1997,NA-116,Multan 3,Punjab,Sheikh M. Tahir Rasheed,Pakistan Muslim League (Nawaz),47322,58.8,260393,31.2,20.4,5
1997,NA-117,Lodhran 1,Punjab,Ghulam Qasim Khan,Pakistan Muslim League (Nawaz),72957,58.3,290216,43.9,20.3,5
1997,NA-118,Multan-Cum-Lodhran,Punjab,M. Siddiq Khan Kanju,Pakistan Muslim League (Nawaz),84287,66.1,278749,46.3,34.5,5
1997,NA-119,Multan 4,Punjab,Syed Javed Ali Shah,Pakistan Muslim League (Nawaz),71953,62.6,268203,43.7,29.4,6
1997,NA-120,Multan-Cum-Khanewal,Punjab,Makhdoom M. Javed Hashmi,Pakistan Muslim League (Nawaz),59675,51.6,265795,44.3,8.9,7
1997,NA-122,Khanewal 2,Punjab,Aftab Ahmad Khan Daha,Pakistan Muslim League (Nawaz),60525,59.6,258640,40.0,23.2,5
1997,NA-123,Khanewal 3,Punjab,Majeeda Begum Wyne,Pakistan Muslim League (Nawaz),68701,57.2,263468,45.7,26.5,9
1997,NA-124,Sahiwal 1,Punjab,Mian Anwar-Ul-Haq Ramay,Pakistan Muslim League (Nawaz),71832,65.7,286025,39.1,35.8,6
1997,NA-125,Sahiwal 2,Punjab,Ch. M. Ashraf,Pakistan Muslim League (Nawaz),75214,69.5,276332,40.3,46.6,7
1997,NA-126,Sahiwal 3,Punjab,Rai Ahmad Nawaz,Pakistan Muslim League (Nawaz),85145,66.8,297879,43.8,35.5,4
1997,NA-127,Pakpattan 1,Punjab,Raja Shahid Saeed Khan,Pakistan Muslim League (Nawaz),66563,59.7,292249,39.1,21.4,3
1997,NA-128,Pakpattan 2,Punjab,Mehmood Ahmad Khan,Pakistan Muslim League (Nawaz),67413,57.2,335019,36.7,24.6,5
1997,NA-129,Vehari 1,Punjab,M. Nawaz Khan Alias Dilawar Khan Khichi,Pakistan Muslim League (Nawaz),90967,68.2,294559,46.4,40.7,5
1997,NA-130,Vehari 2,Punjab,Tehmina Daultana,Pakistan Muslim League (Nawaz),70335,56.7,293563,43.4,22.6,5
1997,NA-131,Vehari 3,Punjab,Syed Shahid Mehdi Nasim Shah,Pakistan Muslim League (Nawaz),75281,59.9,298147,43.0,22.4,5
1997,NA-132,Dera Ghazi Khan,Punjab,Sardar M. Amjad Farooq Khan,Pakistan Muslim League (Nawaz),73302,51.5,385089,37.9,9.5,7
1997,NA-133,Dera Ghazi Khan-Cum-Rajanpur,Punjab,Sardar M. Jafar Khan Leghari,Independents,69532,50.4,366790,38.8,14.9,7
1997,NA-134,Rajanpur,Punjab,Sardar Nasrullah Khan Dreshak,Independents,73112,56.4,368877,36.7,27.2,3
1997,NA-135,Muzaffaragarh 1,Punjab,Jamil Ahmad Hussain Bukhari,Pakistan Muslim League (Nawaz),67542,59.2,239991,48.9,23.4,6
1997,NA-136,Muzaffaragarh 2,Punjab,Mian Atta M. Qureshi,Pakistan Muslim League (Nawaz),48505,44.5,231762,48.2,2.2,3
1997,NA-137,Muzaffaragarh 3,Punjab,Malik Ghulam M. Noor Rabani Khar,Pakistan Muslim League (Nawaz),61482,62.7,243391,41.8,48.1,7
1997,NA-138,Muzaffaragrah 4,Punjab,Mian Ghulam Abbas Qureshi,Pakistan Muslim League (Nawaz),71852,68.7,259078,41.4,43.9,8
1997,NA-139,Layyah 1,Punjab,Malik Ghulam Haider Thind,Pakistan Muslim League (Nawaz),63098,61.1,232801,45.3,24.4,3
1997,NA-140,Layyah 2,Punjab,Sahabzada Faiz-Ul-Hassan,Pakistan Muslim League (Nawaz),50710,52.9,222991,44.0,23.2,7
1997,NA-141,Bahawalpur 1,Punjab,Nawab Salahuddin Ahmad Abbasi,Pakistan Muslim League (Nawaz),86867,70.7,365630,34.5,47.3,3
1997,NA-142,Bahawalpur 2,Punjab,Shahabzada Farooq Anwar Abbasi,Pakistan Muslim League (Nawaz),76518,66.1,300660,39.2,39.7,8
1997,NA-144,Bahawalnagar 1,Punjab,Prof. Dr. Noor M. Ghaffari,Pakistan Muslim League (Nawaz),70015,57.6,304530,41.1,29.6,5
1997,NA-145,Bahawalnagar 2,Punjab,Mian Abdul Sattar Laleka,Pakistan Muslim League (Nawaz),72440,54.8,321556,42.1,17.7,8
1997,NA-146,Bahawalnagar 3,Punjab,Ch. Abdul Ghafoor,Pakistan Muslim League (Nawaz),72181,54.6,313501,43.3,20.1,7
1997,NA-147,Rahimyar Khan 1,Punjab,Syed Ahmad Mehmood,Pakistan Muslim League (Nawaz),62052,50.0,346753,36.8,6.1,6
1997,NA-148,Rahimyar Khan 2,Punjab,Makhdoom Imdaduddin,Pakistan Muslim League (Nawaz),68742,59.4,361030,32.7,22.5,4
1997,NA-149,Rahimyar Khan 3,Punjab,Ch. M. Jaffar Iqbal,Pakistan Muslim League (Nawaz),76201,61.0,361031,35.3,28.8,10
1997,NA-150,Rahimyar Khan 4,Punjab,Syed Ahmad Mehmood,Pakistan Muslim League (Nawaz),76440,62.4,337211,36.9,27.6,4
1997,NA-151,Sukkur,Sindh,Khurshid Ahmad Shah,Pakistan Peoples Party Parliamentarians,42459,46.3,278148,33.2,6.6,21
1997,NA-152,Sukkur-Cum-Ghotki,Sindh,Ali M. Khan,Pakistan Peoples Party Parliamentarians,51816,69.3,215930,35.5,53.5,10
1997,NA-153,Ghotki,Sindh,Khalid Ahmad Khan Lund,Pakistan Peoples Party Parliamentarians,46385,55.8,231569,36.5,17.5,7
1997,NA-154,Shikarpur 1,Sindh,Aftab Shaban Mirani,Pakistan Peoples Party Parliamentarians,20806,29.6,203814,35.5,2.5,4
1997,NA-155,Shikarpur 2,Sindh,Ghous Bakhsh Khan Mehar,Independents,27009,54.4,188091,27.2,14.0,9
1997,NA-156,Jacobabad 1,Sindh,Illahi Bakhsh Soomro,Pakistan Muslim League (Nawaz),33700,43.2,346057,23.7,16.3,8
1997,NA-157,Jacobabad 2,Sindh,Mir Hazar Khan,Pakistan Peoples Party (Shaheed Bhutto),41325,55.9,324298,23.4,26.2,6
1997,NA-158,Naushero Feroz 1,Sindh,Ghulam Mustafa Khan Jatoi,National Peoples Party,49334,60.7,233448,35.0,30.7,15
1997,NA-159,Naushero Feroz 2,Sindh,Asghar Ali Shah,Pakistan Muslim League (Nawaz),38080,33.9,272893,41.7,8.6,13
1997,NA-160,Nawabshah 1,Sindh,Syed Shaukat Hussain Shah,Pakistan Muslim League (Nawaz),37964,40.9,292541,32.6,9.0,15
1997,NA-161,Nawabshah 2,Sindh,Syed Shabir Ahmad Shah,Pakistan Muslim League (Nawaz),40043,53.9,236326,32.6,17.9,10
1997,NA-162,Khairpur 1,Sindh,Syed Ghous Ali Shah,Pakistan Muslim League (Nawaz),58136,46.2,333781,37.8,5.7,14
1997,NA-163,Khairpur-Cum-Sukkur,Sindh,Pir Syed Fazal Ali Shah Gilani,Pakistan Peoples Party Parliamentarians,53498,44.2,337785,36.6,6.4,8
1997,NA-164,Larkana 1,Sindh,Begum Nusrat Bhutto,Pakistan Peoples Party Parliamentarians,39045,42.2,283871,33.2,18.1,10
1997,NA-165,Larkana 2,Sindh,Shabbir Ahmad Chandio,Pakistan Peoples Party Parliamentarians,35377,45.7,244530,33.0,14.6,7
1997,NA-166,Larkana 3,Sindh,Benazir Bhutto,Pakistan Peoples Party Parliamentarians,46992,55.9,280911,31.4,29.7,11
1997,NA-167,Hyderabad 1,Sindh,Makhdoom Ameen Faheem,Pakistan Peoples Party Parliamentarians,40743,59.5,189026,37.3,32.9,10
1997,NA-168,Hyderabad 2,Sindh,Tariq Javed,Haq Parast Group,51226,69.4,218592,34.1,47.4,10
1997,NA-169,Hyderabad 3,Sindh,Dr. Khalid Maqbool Siddiqi,Haq Parast Group,54044,69.8,237094,32.9,53.8,8
1997,NA-170,Hyderabad 4,Sindh,Naeed Qamar,Pakistan Peoples Party Parliamentarians,39225,53.0,229230,32.9,31.4,14
1997,NA-171,Hyderabad 5,Sindh,Benazir Bhutto,Pakistan Peoples Party Parliamentarians,47897,60.5,236581,34.3,32.3,13
1997,NA-172,Badin 1,Sindh,Abdul Sattar Sariwal,Pakistan Peoples Party Parliamentarians,25145,40.3,228655,28.1,11.4,7
1997,NA-173,Badin 2,Sindh,Dr. Fahmida Mirza,Pakistan Peoples Party Parliamentarians,26737,43.1,215231,29.3,5.1,12
1997,NA-174,Mirpurkhas,Sindh,Pir Aftab Hussain Shah Gilani,Pakistan Peoples Party Parliamentarians,34477,36.1,277535,35.0,5.3,11
1997,NA-175,Mirpurkhas-Cum-Umerkot,Sindh,Pir Noor M. Shah Jilani,Pakistan Muslim League (Nawaz),28678,37.1,217968,35.9,8.2,12
1997,NA-176,Tharparkar,Sindh,Arbab Ghulam Rahim,Independents,53888,63.3,195760,44.3,29.4,6
1997,NA-177,Dadu 1,Sindh,Malik Asad Sikandar,Independents,41223,48.1,272612,32.0,7.9,12
1997,NA-178,Dadu 2,Sindh,Rais M. Bakhsh Jamali,Pakistan Peoples Party Parliamentarians,35479,54.9,226557,29.1,28.7,7
1997,NA-179,Dadu 3,Sindh,Abdul Hameed Khan Jatoi,Pakistan Muslim League (Nawaz),40156,45.1,257015,35.3,3.4,4
1997,NA-180,Sanghar 1,Sindh,Haji Pir Bakhsh,Independents,49197,63.1,280522,28.2,42.5,10
1997,NA-181,Sanghar 2,Sindh,Jam Mashooq Ali,Independents,49476,51.0,309534,31.4,16.4,16
1997,NA-182,Thatta 1,Sindh,Ghulam Hussain Alias Baboo,Pakistan Peoples Party Parliamentarians,35241,53.5,218846,31.2,32.0,8
1997,NA-183,Thatta 2,Sindh,Syed Shafqat Hussain Shah Sheerazi,Pakistan Peoples Party Parliamentarians,42710,57.5,208080,36.7,18.1,4
1997,NA-184,Karachi West 1,Sindh,Mian Ijaz Shafi,Pakistan Muslim League (Nawaz),35451,35.1,370761,27.6,2.8,14
1997,NA-185,Karachi West 2,Sindh,A.k. Shams,Haq Parast Group,85503,79.3,374619,29.2,71.8,10
1997,NA-186,Karachi Central 1,Sindh,Kunwar Khalid Younas Ali Khan,Haq Parast Group,63447,75.7,287199,29.3,56.6,7
1997,NA-187,Karachi Central 2,Sindh,M. Farooq Ahmad,Haq Parast Group,62621,80.5,265953,29.5,66.0,9
1997,NA-188,Karachi Central 3,Sindh,Hassan Masna Alvi,Haq Parast Group,105323,85.6,388584,31.8,74.8,10
1997,NA-189,Karachi South 1,Sindh,Waja Ahmad Karim Dad,Pakistan Peoples Party Parliamentarians,23104,41.5,211036,26.8,0.6,10
