na,candidate_name,party,votes,rank
NA-162,Chaudhary Ehsan Ul Haq Bajwa,PML-N,114379,1
NA-162,Khalil Ahmed,Independent,97980,2
NA-162,Muhammad Allah Dad Cheema,PML-Z,24475,3
NA-162,Muhammad Athar,TLP,14097,4
NA-162,Mian Muhammad Ali Laleka,PPP,8722,5
NA-162,Imran Hussain Chattha,Independent,1697,6
NA-162,Muhammad Ijaz Ul Haq,Independent,1641,7
NA-162,Suraiya Sultana,Independent,1012,8
NA-162,Iftkhar Nadeem,JIP,949,9
NA-162,Asad Ali Khan,Independent,580,10
NA-162,Khadija Khanum,Independent,473,11
NA-162,Khalid Hussain,Independent,437,12
NA-162,Kashif Sana,Independent,356,13
NA-162,Mariam Tahir,Independent,255,14
NA-162,Ghulam Murtaza,Independent,216,15
NA-162,Shahzad Mahmood,Independent,192,16
NA-162,Zafar Iqbal Chaudhry,Independent,70,17
