year,seat,constituency,province,recorded_winner,party,winner_votes,winner_vote_share_pct,registered_voters,turnout_pct,margin_pp,candidate_count
2013,NA-190,Bahawalnagar 3,Punjab,Tahir Bashir Cheema,Pakistan Muslim League (Nawaz),83353,43.0,324085,61.7,17.7,14
2013,NA-191,Bahawalnagar 4,Punjab,Muhammad Ijaz Ul Haq,Pakistan Muslim League (Zia-ul-Haq Shaheed),79306,38.5,326972,64.8,11.8,17
2013,NA-192,Rahimyar Khan 1,Punjab,Khawja Ghulam Rasool Koreja,Pakistan Peoples Party Parliamentarians,80499,42.2,339364,58.2,0.7,12
2013,NA-193,Rahimyar Khan 2,Punjab,Sheikh Fayyaz Ud Din,Pakistan Muslim League (Nawaz),86232,54.2,288381,56.9,25.2,16
2013,NA-194,Rahimyar Khan 3,Punjab,Makhdoom Khusro Bakhtiar,Independents,64272,39.4,298013,56.8,8.9,15
2013,NA-195,Rahimyar Khan 4,Punjab,Makhdoom Syed Mustafa Mehmood,Pakistan Peoples Party Parliamentarians,97778,58.4,307811,56.1,30.4,11
2013,NA-196,Rahimyar Khan 5,Punjab,Mian Imtiaz Ahmed,Pakistan Muslim League (Nawaz),106595,54.2,342027,59.0,25.6,14
2013,NA-197,Rahimyar Khan 6,Punjab,Muhammad Arshad Khan Laghari,Pakistan Muslim League (Nawaz),80944,42.4,328977,59.9,6.9,17
2013,NA-198,Old Sukkur 1,Sindh,Nauman Islam Shaikh,Pakistan Peoples Party Parliamentarians,52684,41.6,254082,51.6,19.0,41
2013,NA-199,Old Sukkur 2,Sindh,Syed Khursheed Ahmed Shah,Pakistan Peoples Party Parliamentarians,85120,56.1,273483,57.4,21.7,20
2013,NA-200,Ghotki 1,Sindh,Ali Gohar Khan Mahar,Pakistan Peoples Party Parliamentarians,86579,51.4,291682,60.6,5.9,18
2013,NA-201,Ghotki 2,Sindh,Ali Muhammad Khan Mahar,Pakistan Peoples Party Parliamentarians,124472,79.5,276383,58.5,63.0,14
2013,NA-202,Old Shikarpur 1,Sindh,Muhammad Ibrahim Jatoi,National Peoples Party,54890,39.1,260355,56.1,1.2,12
2013,NA-203,Old Shikarpur 2,Sindh,Ghous Bux Khan Mahar,Pakistan Muslim League (Functional),77065,59.0,228663,59.0,26.9,9
2013,NA-204,Old Larkana 1,Sindh,Mohammad Ayaz Soomro,Pakistan Peoples Party Parliamentarians,50128,37.2,299653,47.5,13.4,25
2013,NA-205,Old Larkana 2,Sindh,Nazir Ahmed Bughio,Pakistan Peoples Party Parliamentarians,65720,54.6,252714,51.2,35.1,19
2013,NA-206,Old Larkana 3,Sindh,Mir Aamir Ali Khan Magsi,Pakistan Peoples Party Parliamentarians,87789,76.0,258115,47.3,56.9,12
2013,NA-207,Old Larkana 4,Sindh,Faryal Talpur,Pakistan Peoples Party Parliamentarians,83918,57.9,282819,54.2,38.5,37
2013,NA-208,Jacobabad 1,Sindh,Aijaz Hussain Jakhrani,Pakistan Peoples Party Parliamentarians,51025,45.9,257664,45.6,4.7,17
2013,NA-209,Jacobabad 2,Sindh,Mir Shabbir Ali Bijarani,Pakistan Peoples Party Parliamentarians,54881,52.1,238513,46.6,8.8,9
2013,NA-210,Jacobabad 3,Sindh,Ihsan Ur Rahman Mazari,Pakistan Peoples Party Parliamentarians,55808,56.1,251995,41.5,31.9,25
2013,NA-211,Naushero Feroze 1,Sindh,Rais Ghulam Murtaza Jatoi,National Peoples Party,83960,51.6,287886,59.2,10.2,18
2013,NA-212,Naushero Feroze 2,Sindh,Asghar Ali Shah,Pakistan Peoples Party Parliamentarians,93884,49.5,312296,63.2,18.4,24
2013,NA-213,Nawabshah 1,Sindh,Dr Azra Fazal Pechuho,Pakistan Peoples Party Parliamentarians,113199,56.8,374425,54.8,39.8,31
2013,NA-214,Nawabshah 2,Sindh,Syed Ghulam Mustafa Shah,Pakistan Peoples Party Parliamentarians,135502,77.8,293868,61.8,63.0,16
2013,NA-215,Khairpur 1,Sindh,Nawab Ali Wassan,Pakistan Peoples Party Parliamentarians,91809,53.8,285128,61.9,14.9,18
2013,NA-216,Khairpur 2,Sindh,Pir Sadruddin Shah,Pakistan Muslim League (Functional),86982,50.5,276049,64.3,5.8,25
2013,NA-217,Khairpur 3,Sindh,Syed Qazim Ali Shah,Pakistan Muslim League (Functional),75862,46.8,277325,60.6,2.4,26
2013,NA-218,Old Hyderabad 1,Sindh,Makhdoom Muhammad Ameen Faheem,Pakistan Peoples Party Parliamentarians,95724,54.3,288653,62.9,13.2,12
2013,NA-219,Old Hyderabad 2,Sindh,Khalid Maqbool Siddiqui,Muttahida Qaumi Movement,141035,80.2,302211,58.8,71.9,15
2013,NA-220,Old Hyderabad 3,Sindh,Syed Waseem Hussain,Muttahida Qaumi Movement,135886,83.3,274281,60.0,76.6,11
2013,NA-221,Old Hyderabad 4,Sindh,Syed Amir Ali Shah Jamote,Pakistan Peoples Party Parliamentarians,59821,51.8,269066,52.0,35.9,25
2013,NA-222,Old Hyderabad 5,Sindh,Syed Naveed Qamar,Pakistan Peoples Party Parliamentarians,100095,68.2,260060,59.0,46.2,20
2013,NA-223,Old Hyderabad 6,Sindh,Abdul Sattar Bachani,Pakistan Peoples Party Parliamentarians,91956,49.6,300955,63.8,12.8,22
2013,NA-224,Old Badin 1,Sindh,Sardar Kamal Khan Chang,Pakistan Peoples Party Parliamentarians,128723,64.9,365308,56.7,36.6,17
2013,NA-225,Old Badin 2,Sindh,Dr Fehmida Mirza,Pakistan Peoples Party Parliamentarians,110738,60.6,320072,60.1,24.9,18
2013,NA-226,Old Mirpurkhas 1,Sindh,Pir Shafqat Hussain Shah Jilani,Pakistan Peoples Party Parliamentarians,82017,44.1,329640,58.6,18.6,23
2013,NA-227,Old Mirpurkhas 2,Sindh,Mir Munawar Ali Talpur,Pakistan Peoples Party Parliamentarians,113218,66.6,299736,60.2,46.8,24
2013,NA-228,Old Mirpurkhas 3,Sindh,Nawab Muhammad Yousif Talpur,Pakistan Peoples Party Parliamentarians,99700,50.7,295065,70.0,6.9,14
2013,NA-229,Tharparkar 1,Sindh,Faqir Sher Muhammad Bilalani,Pakistan Peoples Party Parliamentarians,88218,49.4,268217,69.8,1.2,14
2013,NA-230,Tharparkar 2,Sindh,Pir Noor Muhammad Shah Jeelani,Pakistan Peoples Party Parliamentarians,61903,47.9,203512,67.9,1.6,12
2013,NA-231,Old Dadu 1,Sindh,Malik Asad Sikandar,Pakistan Peoples Party Parliamentarians,129500,64.0,369425,56.9,35.1,16
2013,NA-232,Old Dadu 2,Sindh,Rafique Ahmed Jamali,Pakistan Peoples Party Parliamentarians,76876,49.2,299644,54.4,12.8,16
2013,NA-233,Old Dadu 3,Sindh,Mr Imran Zafar Leghari,Pakistan Peoples Party Parliamentarians,110292,61.4,310078,59.7,25.1,14
2013,NA-234,Sanghar 1,Sindh,Pir Bux Junejo,Pakistan Muslim League (Functional),90787,55.2,281956,59.9,15.1,12
2013,NA-235,Sanghar 2,Sindh,Pir Sadaruddin Shah,Pakistan Muslim League (Functional),74062,53.5,226448,62.9,8.5,8
2013,NA-236,Sanghar 3,Sindh,Roshan Din Junejo,Pakistan Peoples Party Parliamentarians,100906,50.6,331648,61.6,7.7,13
2013,NA-237,Thatta 1,Sindh,Sadiq Ali Memon,Pakistan Peoples Party Parliamentarians,86746,43.4,362768,58.2,1.8,16
2013,NA-238,Thatta 2,Sindh,Syed Ayaz Ali Shah Sheerazi,Independents,88954,49.8,305732,61.4,5.5,11
2013,NA-239,Karachi 1,Sindh,Mohammad Salman Khan Baloch,Muttahida Qaumi Movement,39251,25.6,373762,41.4,3.2,26
2013,NA-240,Karachi 2,Sindh,Sohail Mansoor Khawaja,Muttahida Qaumi Movement,87805,53.8,287170,57.3,40.9,13
2013,NA-241,Karachi 3,Sindh,Syed Akhter Ul Iqbal Qadri,Muttahida Qaumi Movement,95584,59.7,312861,51.5,42.3,19
2013,NA-242,Karachi 4,Sindh,Mehboob Alam,Muttahida Qaumi Movement,166836,84.1,307684,65.6,78.6,9
2013,NA-243,Karachi 5,Sindh,Abdul Waseem,Muttahida Qaumi Movement,192638,79.9,424198,57.8,67.5,9
2013,NA-244,Karachi 6,Sindh,Sheikh Salahuddin,Muttahida Qaumi Movement,133885,74.2,318697,61.0,59.5,13
2013,NA-245,Karachi 7,Sindh,Muhammad Rehan Hashmi,Muttahida Qaumi Movement,115776,58.9,382932,54.5,31.0,13
2013,NA-246,Karachi 8,Sindh,Sardar Nabeel Ahmed Gabol,Muttahida Qaumi Movement,137874,74.0,357781,56.5,56.9,9
2013,NA-247,Karachi 9,Sindh,Sufyan Yousaf,Muttahida Qaumi Movement,126263,74.7,303774,57.3,53.8,12
2013,NA-248,Karachi 10,Sindh,Shahjahan Baloch,Pakistan Peoples Party Parliamentarians,84530,63.1,295536,46.0,43.4,13
2013,NA-249,Karachi 11,Sindh,Dr Muhammad Farooq Sattar,Muttahida Qaumi Movement,109952,59.3,304528,61.8,24.3,10
2013,NA-250,Karachi 12,Sindh,Arif Ur Rehman Alvi,Pakistan Tehreek-e-Insaf,76305,61.4,365531,34.5,38.5,32
2013,NA-251,Karachi 13,Sindh,Syed Ali Raza Abidi,Muttahida Qaumi Movement,81603,47.6,342155,50.5,24.0,17
2013,NA-252,Karachi 14,Sindh,Abdul Rashid Godli,Muttahida Qaumi Movement,91339,54.6,321191,53.6,24.9,13
2013,NA-253,Karachi 15,Sindh,Muhammad Muzammil Qureshi,Muttahida Qaumi Movement,101386,50.5,519854,40.5,19.7,30
2013,NA-255,Karachi 17,Sindh,Syed Asif Hasnain,Muttahida Qaumi Movement,136982,77.1,347277,51.5,66.4,11
2013,NA-256,Karachi 18,Sindh,Iqbal Muhammad Ali Khan,Muttahida Qaumi Movement,151788,60.4,459185,55.4,32.9,16
2013,NA-257,Karachi 19,Sindh,Sajid Ahmed,Muttahida Qaumi Movement,125405,64.3,371013,53.4,52.2,18
2013,NA-258,Karachi 20,Sindh,Abdul Hakeem Baloch,Pakistan Muslim League (Nawaz),52751,29.9,393793,45.9,9.3,29
2013,NA-259,Quetta,Balochistan,Mehmood Khan Achakzai,Paktunkhwa Milli Awami Party,38552,35.7,264293,41.6,20.9,34
2013,NA-260,Quetta Cum Chagai,Balochistan,Abdul Rahim Mandokhail,Paktunkhwa Milli Awami Party,30338,17.9,429794,41.0,2.5,40
2013,NA-261,Pishin Cum Ziarat,Balochistan,Maulvi Agha Muhammad,Jamiat Ulema-e Islam (Fazl),48712,36.8,248179,54.9,0.4,17
2013,NA-262,Killa Abdullah,Balochistan,Mehmood Khan Achakzai,Paktunkhwa Milli Awami Party,37814,46.1,184824,46.0,15.3,15
2013,NA-263,Old Loralai,Balochistan,Maulana Ameer Zaman,Jamiat Ulema-e Islam (Fazl),31031,29.3,214322,52.8,7.2,22
2013,NA-264,Old Zhob,Balochistan,Maulana Mohammad Khan Sherani,Jamiat Ulema-e Islam (Fazl),30870,33.2,215250,45.9,3.6,10
2013,NA-265,Old Sibi,Balochistan,Mir Dostain Khan Domki,Independents,22874,26.5,221471,42.1,11.5,23
2013,NA-266,Old Nasirabad,Balochistan,Zafarullah Khan Jamali,Independents,41604,30.5,409664,39.5,4.3,34
2013,NA-267,Old Kachhi,Balochistan,Khalid Hussain Magsi,Independents,42240,47.8,147595,61.5,3.8,22
2013,NA-268,Kalat,Balochistan,Sardar Kamal Khan Bangulzai,National Party,19873,32.2,183932,34.8,14.8,17
2013,NA-269,Khuzdar,Balochistan,Molana Qamar Din,Jamiat Ulema-e Islam (Fazl),26028,56.9,165632,29.8,23.4,10
2013,NA-270,Awaran-Cum-Lasbela,Balochistan,Jam Kamal Khan,Independents,56658,95.1,238664,26.9,90.3,3
2013,NA-271,Kharan-Cum-Panjgur,Balochistan,Lt. Gen (Ret) Abdul Qadir Baloch,Pakistan Muslim League (Nawaz),7388,24.3,158164,20.1,4.0,12
2013,NA-272,Kech-Cum-Gwadar,Balochistan,Abdul Hameed,Jamiat Ulema-e Islam (Fazl),2973,53.3,267667,2.5,33.4,8
