na,candidate_name,party,votes,rank
NA-131,Saad Waseem,PML-N,110556,1
NA-131,Muhammad Maqsood Sabir Ansari,Independent,79545,2
NA-131,Chaudary Manzoor Ahmed,PPP,44681,3
NA-131,Hafiz Muneeb Ahmad,TLP,33711,4
NA-131,Muhammad Yaqoob Nadeem Sethi,Independent,7519,5
NA-131,Zubair Ahmad,JUI-F,5898,6
NA-131,Asad Ullah,JIP,4108,7
NA-131,Abdul Hannan Sabir,Independent,3768,8
NA-131,Muhammad Imran,PMML,2017,9
NA-131,Waseem Akhtar Sheikh,Independent,588,10
NA-131,Junaid Waseem,Independent,520,11
NA-131,Barrister Shahid Masood,Independent,402,12
NA-131,Muhammad Saleem Mahar,Independent,368,13
NA-131,Amjad Ali,Independent,364,14
NA-131,Faaiz Mahmood,JUP-N,140,15
NA-131,Sarah Kasuri,Independent,123,16
NA-131,Bakhtiar Mahmud Kasuri,Independent,117,17
NA-131,Maryam Nazir,Independent,109,18
