na,candidate_name,party,votes,rank
NA-264,Nawabzada Mir Jamal Khan Raisani,PPP,14977,1
NA-264,Muhammad Akhtar Mengal,BNP,10057,2
NA-264,Maulana Abdul Rehman Rafiq,JUI-F,8872,3
NA-264,Sardar Zain ul Abideen Khan Khilji,Independent,6021,4
NA-264,Mir Kabir Ahmed,NP,4100,5
NA-264,Jamal Khan,PKMAP,3591,6
NA-264,Haji Noor Gul Khan,PNAP,3578,7
NA-264,Haji Arz Muhammad Barech,PML-N,2477,8
NA-264,Mir Humayun Aziz Kurd,Independent,1698,9
NA-264,Ghulam Farooq,BNP-A,621,10
NA-264,Abdul Wajid,TLP,563,11
NA-264,Mehr Ullah,JUI-N,517,12
NA-264,Akhtar Muhammad,JIP,427,13
NA-264,Feroz Khan,MQM-P,394,14
NA-264,Prince Ahmad Umar Ahmedzai,BAP,306,15
NA-264,Musa Khan,Independent,285,16
NA-264,Shahzad Ahmad,Independent,240,17
NA-264,Mir Tanveer Ahmad,Independent,220,18
NA-264,Rameen Rustam,Independent,174,19
NA-264,Abdul Ghaffar,Independent,132,20
NA-264,Muhammad Ali Reki Baloch,JWP,126,21
NA-264,Noor Ahmad,ANP,118,22
NA-264,Shams Ur Rehman,Independent,101,23
NA-264,Muhammad Qasim,PRP,76,24
NA-264,Haji Naseem Khan,JUI-S,55,25
NA-264,Amin Ullah,Independent,55,26
NA-264,Zulfiqar Ali Khan,Independent,53,27
NA-264,Mir Hazoor Bakhsh,PMML,52,28
NA-264,Abdullah,Independent,51,29
NA-264,Sardar Abdul Razzaq Satoryani,Independent,51,30
NA-264,Ghulam Nabi Marri,Independent,49,31
NA-264,Muhammad Hashim,Independent,46,32
NA-264,Bangul Khan,Independent,31,33
NA-264,Abdul Malik,RJUI,21,34
NA-264,Saif Ullah,Independent,19,35
