na,candidate_name,party,votes,rank
NA-262,Adil Khan Bazai,Independent,20278,1
NA-262,Malik Sikandar Khan,JUI-F,12887,2
NA-262,Khushal Khan Kakar,PNAP,8835,3
NA-262,Nawab Muhammad Ayaz Khan Jogezai,PKMAP,8447,4
NA-262,Muhammad Ramzan,PPP,6923,5
NA-262,Aziz Ullah,HDP,4264,6
NA-262,Manzoor Ahmed Kakar,BAP,2970,7
NA-262,Nawab Salman Khan Khilji,PML-N,2510,8
NA-262,Saifullah Khan,Independent,2278,9
NA-262,Nawabzada Aurangzaib Jogezai,BNP,1893,10
NA-262,Jaffar Ali,MWM,1060,11
NA-262,Noor Ali,JIP,1007,12
NA-262,Abdul Manan S/O Habib Ullah,Independent,888,13
NA-262,Malik Amjad Khan Kakar,JUI-N,742,14
NA-262,Muhammad Asif S/O Paind Khan,TTP,474,15
NA-262,Ajab Khan,MOTP,324,16
NA-262,Gul Muhammad,Independent,305,17
NA-262,Muhammad Raza,Independent,291,18
NA-262,Sabira Asad,NP,266,19
NA-262,Muhammad Asif S/O Muhammad Ameer,Independent,167,20
NA-262,Abdul Bari,RJUI,155,21
NA-262,Muhammad Shareef,Independent,150,22
NA-262,Muhammad Zahir,Independent,135,23
NA-262,Salar Khan Kakar,Independent,112,24
NA-262,Muhammad Dawood,Independent,108,25
NA-262,Abdul Manan S/O Haji Abdus Salam,Independent,84,26
NA-262,Noor Muhammad Khan,Independent,82,27
NA-262,Gul Baran,Independent,74,28
NA-262,Hayatullah Khan,Independent,64,29
NA-262,Ali Muhammad,MJAH,59,30
NA-262,Abdul Wajid,Independent,57,31
NA-262,Dawood Shah,Independent,44,32
NA-262,Muhammad Arif,Independent,44,33
NA-262,Abdul Khaliq,JUI-S,38,34
NA-262,Hikmat Ullah Kakar,Independent,17,35
NA-262,Muhammad Farooq,Independent,14,36
NA-262,Abdul Hakeem,Independent,10,37
